episode,omega2,omega3,omega4,omega
1,0,0,0,1
2,1,0,0,1
3,1,0,0,2
4,1,0,0,3
5,1,0,1,3
6,1,1,1,3
7,1,1,1,4
8,1,1,2,4
9,1,1,2,5
10,1,1,2,6
11,1,1,3,6
12,2,1,3,6
13,2,1,3,7
14,2,1,3,8
15,2,1,3,9
16,2,1,3,10
17,2,1,3,11
18,2,1,4,11
19,3,1,4,11
20,3,1,5,11
21,3,2,5,11
22,3,2,6,11
23,3,3,6,11
24,3,3,6,12
25,4,3,6,12
26,4,3,7,12
27,5,3,7,12
28,5,3,7,13
29,5,4,7,13
30,6,4,7,13
31,6,4,8,13
32,6,4,9,13
33,7,4,9,13
34,7,5,9,13
35,8,5,9,13
36,8,5,9,14
37,9,5,9,14
38,10,5,9,14
39,11,5,9,14
40,12,5,9,14
41,12,5,10,14
42,12,5,11,14
43,12,6,11,14
44,13,6,11,14
45,13,6,12,14
46,13,6,12,15
47,13,7,12,15
48,13,8,12,15
49,13,9,12,15
50,13,9,12,16
51,13,10,12,16
52,13,10,12,17
53,13,11,12,17
54,13,12,12,17
55,13,12,12,18
56,13,12,12,19
57,13,12,12,20
58,13,12,13,20
59,13,12,14,20
60,14,12,14,20
61,14,13,14,20
62,14,13,15,20
63,15,13,15,20
64,15,13,15,21
65,16,13,15,21
66,17,13,15,21
67,17,13,15,22
68,17,13,16,22
69,17,13,17,22
70,18,13,17,22
71,18,13,17,23
72,18,13,17,24
73,19,13,17,24
74,19,13,18,24
75,19,13,18,25
76,20,13,18,25
77,20,14,18,25
78,20,14,19,25
79,20,15,19,25
80,21,15,19,25
81,22,15,19,25
82,22,15,19,26
83,22,16,19,26
84,22,17,19,26
85,23,17,19,26
86,23,17,20,26
87,23,17,21,26
88,23,17,22,26
89,23,17,22,27
90,24,17,22,27
91,24,17,22,28
92,25,17,22,28
93,25,17,23,28
94,25,17,23,29
95,26,17,23,29
96,26,17,24,29
97,26,17,24,30
98,26,17,24,31
99,26,17,24,32
100,26,17,25,32
101,27,17,25,32
102,27,17,25,33
103,28,17,25,33
104,28,17,25,34
105,28,17,26,34
106,29,17,26,34
107,29,18,26,34
108,29,19,26,34
109,29,19,26,35
110,29,19,27,35
111,29,20,27,35
112,29,20,28,35
113,29,21,28,35
114,29,21,29,35
115,30,21,29,35
116,31,21,29,35
117,32,21,29,35
118,32,21,29,36
119,32,21,29,37
120,32,21,30,37
121,32,22,30,37
122,32,22,30,38
123,32,22,31,38
124,32,23,31,38
125,32,24,31,38
126,32,24,32,38
127,32,25,32,38
128,32,26,32,38
129,32,26,32,39
130,33,26,32,39
131,34,26,32,39
132,34,26,33,39
133,34,26,33,40
134,34,26,34,40
135,34,26,34,41
136,34,26,35,41
137,34,26,36,41
138,35,26,36,41
139,35,26,37,41
140,35,26,38,41
141,35,26,38,42
142,35,26,38,43
143,35,26,38,44
144,36,26,38,44
145,36,26,38,45
146,36,27,38,45
147,36,28,38,45
148,36,28,39,45
149,37,28,39,45
150,38,28,39,45
151,39,28,39,45
152,39,28,40,45
153,39,28,40,46
154,39,28,40,47
155,39,29,40,47
156,40,29,40,47
157,40,29,41,47
158,40,29,42,47
159,40,30,42,47
160,40,30,43,47
161,40,30,43,48
162,40,30,43,49
163,41,30,43,49
164,41,31,43,49
165,41,31,43,50
166,41,32,43,50
167,41,33,43,50
168,41,33,44,50
169,41,34,44,50
170,41,34,45,50
171,41,34,46,50
172,41,35,46,50
173,42,35,46,50
174,42,36,46,50
175,43,36,46,50
176,44,36,46,50
177,45,36,46,50
178,45,36,47,50
179,45,36,47,51
180,46,36,47,51
181,46,36,47,52
182,46,36,47,53
183,47,36,47,53
184,47,37,47,53
185,47,37,48,53
186,47,37,49,53
187,47,38,49,53
188,47,38,50,53
189,47,39,50,53
190,47,39,50,54
191,47,39,51,54
192,47,39,51,55
193,47,40,51,55
194,47,40,52,55
195,47,40,53,55
196,48,40,53,55
197,48,41,53,55
198,48,42,53,55
199,49,42,53,55
200,49,42,54,55
201,50,42,54,55
202,50,42,54,56
203,50,42,54,57
204,50,42,55,57
205,50,42,56,57
206,50,42,56,58
207,50,42,56,59
208,50,43,56,59
209,50,43,57,59
210,50,43,58,59
211,51,43,58,59
212,52,43,58,59
213,52,44,58,59
214,53,44,58,59
215,53,44,58,60
216,53,44,58,61
217,53,44,59,61
218,53,45,59,61
219,53,45,59,62
220,54,45,59,62
221,55,45,59,62
222,56,45,59,62
223,56,46,59,62
224,56,46,59,63
225,56,46,60,63
226,57,46,60,63
227,57,47,60,63
228,57,47,61,63
229,58,47,61,63
230,58,47,61,64
231,59,47,61,64
232,59,47,61,65
233,59,48,61,65
234,59,48,62,65
235,60,48,62,65
236,61,48,62,65
237,61,48,62,66
238,62,48,62,66
239,62,48,62,67
240,62,48,62,68
241,62,48,63,68
242,62,49,63,68
243,62,50,63,68
244,63,50,63,68
245,63,50,63,69
246,63,50,64,69
247,63,50,64,70
248,64,50,64,70
249,64,50,65,70
250,65,50,65,70
251,65,51,65,70
252,65,51,65,71
253,65,51,66,71
254,65,51,67,71
255,65,51,67,72
256,66,51,67,72
257,66,51,67,73
258,67,51,67,73
259,67,51,67,74
260,68,51,67,74
261,69,51,67,74
262,70,51,67,74
263,70,51,67,75
264,70,51,67,76
265,70,51,67,77
266,70,51,68,77
267,70,51,68,78
268,70,51,68,79
269,71,51,68,79
270,71,51,68,80
271,71,51,68,81
272,71,52,68,81
273,71,52,68,82
274,71,52,68,83
275,71,53,68,83
276,72,53,68,83
277,72,54,68,83
278,72,54,69,83
279,72,55,69,83
280,72,55,69,84
281,73,55,69,84
282,73,55,69,85
283,73,55,70,85
284,73,55,71,85
285,73,56,71,85
286,73,56,71,86
287,73,56,71,87
288,74,56,71,87
289,74,56,71,88
290,75,56,71,88
291,75,56,72,88
292,75,57,72,88
293,75,58,72,88
294,75,58,72,89
295,75,58,72,90
296,75,58,73,90
297,75,58,73,91
298,76,58,73,91
299,76,58,73,92
300,76,58,73,93
301,76,58,74,93
302,77,58,74,93
303,77,59,74,93
304,78,59,74,93
305,79,59,74,93
306,79,59,75,93
307,79,60,75,93
308,79,60,75,94
309,79,61,75,94
310,79,61,75,95
311,79,61,75,96
312,80,61,75,96
313,81,61,75,96
314,82,61,75,96
315,82,61,75,97
316,82,61,76,97
317,83,61,76,97
318,83,62,76,97
319,83,62,76,98
320,83,62,76,99
321,83,62,76,100
322,83,62,76,101
323,83,62,76,102
324,84,62,76,102
325,84,62,76,103
326,84,62,77,103
327,84,63,77,103
328,84,64,77,103
329,84,65,77,103
330,84,65,78,103
331,84,65,79,103
332,84,65,79,104
333,84,66,79,104
334,84,66,80,104
335,84,66,80,105
336,84,67,80,105
337,84,67,81,105
338,84,67,81,106
339,85,67,81,106
340,85,68,81,106
341,85,69,81,106
342,85,69,81,107
343,86,69,81,107
344,86,69,81,108
345,86,69,81,109
346,86,70,81,109
347,86,70,81,110
348,86,71,81,110
349,86,72,81,110
350,86,73,81,110
351,86,74,81,110
352,86,74,81,111
353,86,74,81,112
354,87,74,81,112
355,87,74,81,113
356,87,74,82,113
357,87,74,83,113
358,87,74,83,114
359,87,75,83,114
360,88,75,83,114
361,88,76,83,114
