episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,969,96.9,1.0,0.1,1.0
10,943,94.3,1.0,0.1,0.9955
20,903,90.3,1.0,0.1,0.9905
30,903,90.3,1.0,0.1,0.9855
40,916,91.6,1.0,0.1,0.9805
50,908,90.8,1.0,0.1,0.9755
60,923,92.3,1.0,0.1,0.9705
70,904,90.4,1.0,0.1,0.9655
80,911,91.1,1.0,0.1,0.9605
90,903,90.3,1.0,0.1,0.9555
100,904,90.4,1.0,0.1,0.9505
110,851,85.1,2.0,0.2,0.9455
120,913,91.3,1.0,0.1,0.9405
130,910,91.0,1.0,0.1,0.9355
140,905,90.5,1.0,0.1,0.9305
150,918,91.8,1.0,0.1,0.9255
160,904,90.4,1.0,0.1,0.9205
170,824,82.4,2.0,0.2,0.9155
180,903,90.3,1.0,0.1,0.9105
190,903,90.3,1.0,0.1,0.9055
200,712,71.2,5.0,0.5,0.9005
210,760,76.0,3.0,0.3,0.8955
220,763,76.3,3.0,0.3,0.8905
230,771,77.1,4.0,0.4,0.8855
240,687,68.7,5.0,0.5,0.8805
250,756,75.6,3.0,0.3,0.8755
260,670,67.0,4.0,0.4,0.8705
270,649,64.9,5.0,0.5,0.8655
280,545,54.5,7.0,0.7,0.8605
290,463,46.3,7.0,0.7,0.8555
300,466,46.6,9.0,0.9,0.8505
310,446,44.6,7.0,0.7,0.8455
320,445,44.5,7.0,0.7,0.8405
330,452,45.2,7.0,0.7,0.8355
340,404,40.4,8.0,0.8,0.8305
350,318,31.8,10.0,1.0,0.8255
360,295,29.5,10.0,1.0,0.8205
370,290,29.0,10.0,1.0,0.8155
380,293,29.3,10.0,1.0,0.8105
390,274,27.4,10.0,1.0,0.8055
400,266,26.6,10.0,1.0,0.8005
410,255,25.5,10.0,1.0,0.7955
420,264,26.4,10.0,1.0,0.7905
430,261,26.1,10.0,1.0,0.7855
440,257,25.7,10.0,1.0,0.7805
450,270,27.0,10.0,1.0,0.7755
460,256,25.6,10.0,1.0,0.7705
470,256,25.6,10.0,1.0,0.7655
480,251,25.1,10.0,1.0,0.7605
490,249,24.9,10.0,1.0,0.7555
500,252,25.2,10.0,1.0,0.7505
510,254,25.4,10.0,1.0,0.7455
520,250,25.0,10.0,1.0,0.7405
530,257,25.7,10.0,1.0,0.7355
540,247,24.7,10.0,1.0,0.7305
550,251,25.1,10.0,1.0,0.7255
560,248,24.8,10.0,1.0,0.7205
570,259,25.9,10.0,1.0,0.7155
580,250,25.0,10.0,1.0,0.7105
590,267,26.7,10.0,1.0,0.7055
600,259,25.9,10.0,1.0,0.7005
610,262,26.2,10.0,1.0,0.6955
620,259,25.9,10.0,1.0,0.6905
630,248,24.8,10.0,1.0,0.6855
640,256,25.6,10.0,1.0,0.6805
650,255,25.5,10.0,1.0,0.6755
660,257,25.7,10.0,1.0,0.6705
670,253,25.3,10.0,1.0,0.6655
680,254,25.4,10.0,1.0,0.6605
690,254,25.4,10.0,1.0,0.6555
700,252,25.2,10.0,1.0,0.6505
710,250,25.0,10.0,1.0,0.6455
720,251,25.1,10.0,1.0,0.6405
730,249,24.9,10.0,1.0,0.6355
740,253,25.3,10.0,1.0,0.6305
750,258,25.8,10.0,1.0,0.6255
760,259,25.9,10.0,1.0,0.6205
770,254,25.4,10.0,1.0,0.6155
780,255,25.5,10.0,1.0,0.6105
790,247,24.7,10.0,1.0,0.6055
800,256,25.6,10.0,1.0,0.6005
810,255,25.5,10.0,1.0,0.5955
820,247,24.7,10.0,1.0,0.5905
830,247,24.7,10.0,1.0,0.5855
840,255,25.5,10.0,1.0,0.5805
850,259,25.9,10.0,1.0,0.5755
860,248,24.8,10.0,1.0,0.5705
870,265,26.5,10.0,1.0,0.5655
880,252,25.2,10.0,1.0,0.5605
890,256,25.6,10.0,1.0,0.5555
900,249,24.9,10.0,1.0,0.5505
910,248,24.8,10.0,1.0,0.5455
920,253,25.3,10.0,1.0,0.5405
930,247,24.7,10.0,1.0,0.5355
940,249,24.9,10.0,1.0,0.5305
950,259,25.9,10.0,1.0,0.5255
960,249,24.9,10.0,1.0,0.5205
970,250,25.0,10.0,1.0,0.5155
980,258,25.8,10.0,1.0,0.5105
990,255,25.5,10.0,1.0,0.5055
1000,260,26.0,10.0,1.0,0.5005
1010,253,25.3,10.0,1.0,0.4955
1020,246,24.6,10.0,1.0,0.4905
1030,254,25.4,10.0,1.0,0.4855
1040,250,25.0,10.0,1.0,0.4805
1050,251,25.1,10.0,1.0,0.4755
1060,258,25.8,10.0,1.0,0.4705
1070,254,25.4,10.0,1.0,0.4655
1080,258,25.8,10.0,1.0,0.4605
1090,255,25.5,10.0,1.0,0.4555
1100,257,25.7,10.0,1.0,0.4505
1110,254,25.4,10.0,1.0,0.4455
1120,261,26.1,10.0,1.0,0.4405
1130,250,25.0,10.0,1.0,0.4355
1140,259,25.9,10.0,1.0,0.4305
1150,260,26.0,10.0,1.0,0.4255
1160,250,25.0,10.0,1.0,0.4205
1170,257,25.7,10.0,1.0,0.4155
1180,251,25.1,10.0,1.0,0.4105
1190,274,27.4,10.0,1.0,0.4055
1200,249,24.9,10.0,1.0,0.4005
1210,259,25.9,10.0,1.0,0.3955
1220,258,25.8,10.0,1.0,0.3905
1230,253,25.3,10.0,1.0,0.3855
1240,258,25.8,10.0,1.0,0.3805
1250,258,25.8,10.0,1.0,0.3755
1260,261,26.1,10.0,1.0,0.3705
1270,249,24.9,10.0,1.0,0.3655
1280,257,25.7,10.0,1.0,0.3605
1290,252,25.2,10.0,1.0,0.3555
1300,256,25.6,10.0,1.0,0.3505
1310,264,26.4,10.0,1.0,0.3455
1320,250,25.0,10.0,1.0,0.3405
1330,255,25.5,10.0,1.0,0.3355
1340,251,25.1,10.0,1.0,0.3305
1350,250,25.0,10.0,1.0,0.3255
1360,248,24.8,10.0,1.0,0.3205
1370,251,25.1,10.0,1.0,0.3155
1380,253,25.3,10.0,1.0,0.3105
1390,258,25.8,10.0,1.0,0.3055
1400,249,24.9,10.0,1.0,0.3005
1410,250,25.0,10.0,1.0,0.2955
1420,247,24.7,10.0,1.0,0.2905
1430,249,24.9,10.0,1.0,0.2855
1440,254,25.4,10.0,1.0,0.2805
1450,256,25.6,10.0,1.0,0.2755
1460,254,25.4,10.0,1.0,0.2705
1470,267,26.7,10.0,1.0,0.2655
1480,252,25.2,10.0,1.0,0.2605
1490,243,24.3,10.0,1.0,0.2555
1500,260,26.0,10.0,1.0,0.2505
1510,254,25.4,10.0,1.0,0.2455
1520,245,24.5,10.0,1.0,0.2405
1530,250,25.0,10.0,1.0,0.2355
1540,251,25.1,10.0,1.0,0.2305
1550,250,25.0,10.0,1.0,0.2255
1560,258,25.8,10.0,1.0,0.2205
1570,248,24.8,10.0,1.0,0.2155
1580,260,26.0,10.0,1.0,0.2105
1590,254,25.4,10.0,1.0,0.2055
1600,253,25.3,10.0,1.0,0.2005
1610,247,24.7,10.0,1.0,0.1955
1620,251,25.1,10.0,1.0,0.1905
1630,256,25.6,10.0,1.0,0.1855
1640,244,24.4,10.0,1.0,0.1805
1650,268,26.8,10.0,1.0,0.1755
1660,253,25.3,10.0,1.0,0.1705
1670,253,25.3,10.0,1.0,0.1655
1680,257,25.7,10.0,1.0,0.1605
1690,250,25.0,10.0,1.0,0.1555
1700,246,24.6,10.0,1.0,0.1505
1710,249,24.9,10.0,1.0,0.1455
1720,252,25.2,10.0,1.0,0.1405
1730,260,26.0,10.0,1.0,0.1355
1740,248,24.8,10.0,1.0,0.1305
1750,247,24.7,10.0,1.0,0.1255
1760,260,26.0,10.0,1.0,0.1205
1770,250,25.0,10.0,1.0,0.1155
1780,248,24.8,10.0,1.0,0.1105
1790,250,25.0,10.0,1.0,0.1055
1800,244,24.4,10.0,1.0,0.1005
1810,247,24.7,10.0,1.0,0.0955
1820,255,25.5,10.0,1.0,0.0905
1830,252,25.2,10.0,1.0,0.0855
1840,256,25.6,10.0,1.0,0.0805
1850,252,25.2,10.0,1.0,0.0755
1860,250,25.0,10.0,1.0,0.0705
1870,258,25.8,10.0,1.0,0.0655
1880,258,25.8,10.0,1.0,0.0605
1890,251,25.1,10.0,1.0,0.0555
1900,254,25.4,10.0,1.0,0.0505
1910,246,24.6,10.0,1.0,0.0455
1920,251,25.1,10.0,1.0,0.0405
1930,263,26.3,10.0,1.0,0.0355
1940,245,24.5,10.0,1.0,0.0305
1950,255,25.5,10.0,1.0,0.0255
1960,252,25.2,10.0,1.0,0.0205
1970,249,24.9,10.0,1.0,0.0155
1980,259,25.9,10.0,1.0,0.0105
1990,253,25.3,10.0,1.0,0.0055
2000,250,25.0,10.0,1.0,0.0005
