episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,922,92.2,1.0,0.1,1.0
10,941,94.1,1.0,0.1,0.9955
20,913,91.3,1.0,0.1,0.9905
30,964,96.4,1.0,0.1,0.9855
40,913,91.3,1.0,0.1,0.9805
50,906,90.6,1.0,0.1,0.9755
60,941,94.1,1.0,0.1,0.9705
70,916,91.6,1.0,0.1,0.9655
80,937,93.7,1.0,0.1,0.9605
90,908,90.8,1.0,0.1,0.9555
100,904,90.4,1.0,0.1,0.9505
110,904,90.4,1.0,0.1,0.9455
120,907,90.7,1.0,0.1,0.9405
130,828,82.8,3.0,0.3,0.9355
140,756,75.6,3.0,0.3,0.9305
150,838,83.8,3.0,0.3,0.9255
160,822,82.2,2.0,0.2,0.9205
170,698,69.8,5.0,0.5,0.9155
180,643,64.3,5.0,0.5,0.9105
190,792,79.2,3.0,0.3,0.9055
200,742,74.2,4.0,0.4,0.9005
210,703,70.3,4.0,0.4,0.8955
220,594,59.4,6.0,0.6,0.8905
230,586,58.6,6.0,0.6,0.8855
240,587,58.7,5.0,0.5,0.8805
250,597,59.7,6.0,0.6,0.8755
260,534,53.4,6.0,0.6,0.8705
270,476,47.6,7.0,0.7,0.8655
280,442,44.2,8.0,0.8,0.8605
290,570,57.0,6.0,0.6,0.8555
300,452,45.2,7.0,0.7,0.8505
310,526,52.6,6.0,0.6,0.8455
320,535,53.5,7.0,0.7,0.8405
330,512,51.2,7.0,0.7,0.8355
340,542,54.2,6.0,0.6,0.8305
350,542,54.2,6.0,0.6,0.8255
360,478,47.8,7.0,0.7,0.8205
370,425,42.5,8.0,0.8,0.8155
380,534,53.4,6.0,0.6,0.8105
390,494,49.4,7.0,0.7,0.8055
400,470,47.0,7.0,0.7,0.8005
410,496,49.6,8.0,0.8,0.7955
420,449,44.9,7.0,0.7,0.7905
430,429,42.9,8.0,0.8,0.7855
440,407,40.7,9.0,0.9,0.7805
450,368,36.8,9.0,0.9,0.7755
460,349,34.9,9.0,0.9,0.7705
470,353,35.3,9.0,0.9,0.7655
480,310,31.0,10.0,1.0,0.7605
490,290,29.0,10.0,1.0,0.7555
500,321,32.1,10.0,1.0,0.7505
510,257,25.7,10.0,1.0,0.7455
520,264,26.4,10.0,1.0,0.7405
530,260,26.0,10.0,1.0,0.7355
540,317,31.7,10.0,1.0,0.7305
550,280,28.0,10.0,1.0,0.7255
560,261,26.1,10.0,1.0,0.7205
570,246,24.6,10.0,1.0,0.7155
580,256,25.6,10.0,1.0,0.7105
590,254,25.4,10.0,1.0,0.7055
600,250,25.0,10.0,1.0,0.7005
610,269,26.9,10.0,1.0,0.6955
620,250,25.0,10.0,1.0,0.6905
630,247,24.7,10.0,1.0,0.6855
640,246,24.6,10.0,1.0,0.6805
650,245,24.5,10.0,1.0,0.6755
660,257,25.7,10.0,1.0,0.6705
670,258,25.8,10.0,1.0,0.6655
680,253,25.3,10.0,1.0,0.6605
690,262,26.2,10.0,1.0,0.6555
700,268,26.8,10.0,1.0,0.6505
710,257,25.7,10.0,1.0,0.6455
720,264,26.4,10.0,1.0,0.6405
730,252,25.2,10.0,1.0,0.6355
740,252,25.2,10.0,1.0,0.6305
750,257,25.7,10.0,1.0,0.6255
760,266,26.6,10.0,1.0,0.6205
770,252,25.2,10.0,1.0,0.6155
780,268,26.8,10.0,1.0,0.6105
790,252,25.2,10.0,1.0,0.6055
800,247,24.7,10.0,1.0,0.6005
810,261,26.1,10.0,1.0,0.5955
820,249,24.9,10.0,1.0,0.5905
830,250,25.0,10.0,1.0,0.5855
840,258,25.8,10.0,1.0,0.5805
850,256,25.6,10.0,1.0,0.5755
860,256,25.6,10.0,1.0,0.5705
870,246,24.6,10.0,1.0,0.5655
880,263,26.3,10.0,1.0,0.5605
890,261,26.1,10.0,1.0,0.5555
900,253,25.3,10.0,1.0,0.5505
910,265,26.5,10.0,1.0,0.5455
920,263,26.3,10.0,1.0,0.5405
930,247,24.7,10.0,1.0,0.5355
940,244,24.4,10.0,1.0,0.5305
950,252,25.2,10.0,1.0,0.5255
960,263,26.3,10.0,1.0,0.5205
970,247,24.7,10.0,1.0,0.5155
980,249,24.9,10.0,1.0,0.5105
990,263,26.3,10.0,1.0,0.5055
1000,256,25.6,10.0,1.0,0.5005
1010,261,26.1,10.0,1.0,0.4955
1020,255,25.5,10.0,1.0,0.4905
1030,248,24.8,10.0,1.0,0.4855
1040,255,25.5,10.0,1.0,0.4805
1050,249,24.9,10.0,1.0,0.4755
1060,263,26.3,10.0,1.0,0.4705
1070,251,25.1,10.0,1.0,0.4655
1080,267,26.7,10.0,1.0,0.4605
1090,251,25.1,10.0,1.0,0.4555
1100,252,25.2,10.0,1.0,0.4505
1110,246,24.6,10.0,1.0,0.4455
1120,258,25.8,10.0,1.0,0.4405
1130,264,26.4,10.0,1.0,0.4355
1140,257,25.7,10.0,1.0,0.4305
1150,261,26.1,10.0,1.0,0.4255
1160,259,25.9,10.0,1.0,0.4205
1170,250,25.0,10.0,1.0,0.4155
1180,251,25.1,10.0,1.0,0.4105
1190,251,25.1,10.0,1.0,0.4055
1200,253,25.3,10.0,1.0,0.4005
1210,259,25.9,10.0,1.0,0.3955
1220,253,25.3,10.0,1.0,0.3905
1230,255,25.5,10.0,1.0,0.3855
1240,256,25.6,10.0,1.0,0.3805
1250,256,25.6,10.0,1.0,0.3755
1260,252,25.2,10.0,1.0,0.3705
1270,253,25.3,10.0,1.0,0.3655
1280,255,25.5,10.0,1.0,0.3605
1290,258,25.8,10.0,1.0,0.3555
1300,251,25.1,10.0,1.0,0.3505
1310,257,25.7,10.0,1.0,0.3455
1320,260,26.0,10.0,1.0,0.3405
1330,255,25.5,10.0,1.0,0.3355
1340,260,26.0,10.0,1.0,0.3305
1350,257,25.7,10.0,1.0,0.3255
1360,255,25.5,10.0,1.0,0.3205
1370,268,26.8,10.0,1.0,0.3155
