"episode","mean","lower","upper"
1,0.2,0.0851671294578,0.314832870542
2,0.32,0.174293421793,0.465706578207
3,0.5,0.307419421562,0.692580578438
4,0.58,0.364477943628,0.795522056372
5,0.78,0.515074320864,1.04492567914
6,1.06,0.776325619366,1.34367438063
7,1.24,0.922595630907,1.55740436909
8,1.46,1.09141510545,1.82858489455
9,1.58,1.19445387436,1.96554612564
10,1.82,1.41935833424,2.22064166576
11,2.04,1.61048822098,2.46951177902
12,2.22,1.79306720107,2.64693279893
13,2.34,1.91960346365,2.76039653635
14,2.5,2.06937673547,2.93062326453
15,2.64,2.19614458766,3.08385541234
16,2.76,2.30586539575,3.21413460425
17,3.0,2.49945512191,3.50054487809
18,3.12,2.60121462599,3.63878537401
19,3.2,2.67376967847,3.72623032153
20,3.4,2.88007206536,3.91992793464
21,3.48,2.96889696597,3.99110303403
22,3.64,3.12083349306,4.15916650694
23,3.76,3.22581111232,4.29418888768
24,3.9,3.36676852387,4.43323147613
25,4.1,3.5425872414,4.6574127586
26,4.34,3.78745816239,4.89254183761
27,4.64,4.06365795254,5.21634204746
28,4.78,4.17975791974,5.38024208026
29,5.0,4.37629786706,5.62370213294
30,5.14,4.52157941252,5.75842058748
31,5.24,4.62011518901,5.85988481099
32,5.38,4.74092128678,6.01907871322
33,5.54,4.89241489373,6.18758510627
34,5.82,5.1661329229,6.4738670771
35,5.94,5.28683915201,6.59316084799
36,6.14,5.47781647356,6.80218352644
37,6.24,5.55928221131,6.92071778869
38,6.38,5.69366342409,7.06633657591
39,6.56,5.84250128805,7.27749871195
40,6.78,6.05534635385,7.50465364615
41,6.92,6.20785101242,7.63214898758
42,7.08,6.3473158908,7.8126841092
43,7.2,6.4760062989,7.9239937011
44,7.4,6.68979791819,8.11020208181
45,7.58,6.85808107766,8.30191892234
46,7.74,7.01189711553,8.46810288447
47,7.98,7.25489156929,8.70510843071
48,8.22,7.47294620189,8.96705379811
49,8.34,7.59666225022,9.08333774978
50,8.54,7.76496318989,9.31503681011
