episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,1000,100.0,0,0.0,1.0
10,1000,100.0,0,0.0,0.9955
20,928,92.8,1.0,0.1,0.9905
30,921,92.1,1.0,0.1,0.9855
40,919,91.9,1.0,0.1,0.9805
50,914,91.4,1.0,0.1,0.9755
60,928,92.8,1.0,0.1,0.9705
70,908,90.8,1.0,0.1,0.9655
80,906,90.6,1.0,0.1,0.9605
90,911,91.1,1.0,0.1,0.9555
100,906,90.6,1.0,0.1,0.9505
110,907,90.7,1.0,0.1,0.9455
120,905,90.5,1.0,0.1,0.9405
130,906,90.6,1.0,0.1,0.9355
140,905,90.5,1.0,0.1,0.9305
150,904,90.4,1.0,0.1,0.9255
160,910,91.0,1.0,0.1,0.9205
170,905,90.5,1.0,0.1,0.9155
180,905,90.5,1.0,0.1,0.9105
190,905,90.5,1.0,0.1,0.9055
200,869,86.9,2.0,0.2,0.9005
210,904,90.4,1.0,0.1,0.8955
220,904,90.4,1.0,0.1,0.8905
230,907,90.7,1.0,0.1,0.8855
240,905,90.5,1.0,0.1,0.8805
250,905,90.5,1.0,0.1,0.8755
260,845,84.5,2.0,0.2,0.8705
270,907,90.7,1.0,0.1,0.8655
280,877,87.7,3.0,0.3,0.8605
290,896,89.6,2.0,0.2,0.8555
300,907,90.7,1.0,0.1,0.8505
310,793,79.3,5.0,0.5,0.8455
320,828,82.8,4.0,0.4,0.8405
330,743,74.3,4.0,0.4,0.8355
340,683,68.3,4.0,0.4,0.8305
350,652,65.2,5.0,0.5,0.8255
360,617,61.7,5.0,0.5,0.8205
370,677,67.7,4.0,0.4,0.8155
380,640,64.0,5.0,0.5,0.8105
390,629,62.9,5.0,0.5,0.8055
400,592,59.2,6.0,0.6,0.8005
410,670,67.0,5.0,0.5,0.7955
420,537,53.7,6.0,0.6,0.7905
430,536,53.6,7.0,0.7,0.7855
440,554,55.4,7.0,0.7,0.7805
450,473,47.3,8.0,0.8,0.7755
460,599,59.9,6.0,0.6,0.7705
470,473,47.3,7.0,0.7,0.7655
480,549,54.9,7.0,0.7,0.7605
490,502,50.2,8.0,0.8,0.7555
500,436,43.6,8.0,0.8,0.7505
510,405,40.5,8.0,0.8,0.7455
520,427,42.7,8.0,0.8,0.7405
530,371,37.1,9.0,0.9,0.7355
540,374,37.4,9.0,0.9,0.7305
550,399,39.9,9.0,0.9,0.7255
560,409,40.9,9.0,0.9,0.7205
570,336,33.6,9.0,0.9,0.7155
580,338,33.8,9.0,0.9,0.7105
590,331,33.1,9.0,0.9,0.7055
600,352,35.2,9.0,0.9,0.7005
610,334,33.4,9.0,0.9,0.6955
620,313,31.3,10.0,1.0,0.6905
630,323,32.3,9.0,0.9,0.6855
640,311,31.1,9.0,0.9,0.6805
650,319,31.9,9.0,0.9,0.6755
660,311,31.1,9.0,0.9,0.6705
670,284,28.4,10.0,1.0,0.6655
680,291,29.1,10.0,1.0,0.6605
690,308,30.8,10.0,1.0,0.6555
700,260,26.0,10.0,1.0,0.6505
710,253,25.3,10.0,1.0,0.6455
720,244,24.4,10.0,1.0,0.6405
730,255,25.5,10.0,1.0,0.6355
740,255,25.5,10.0,1.0,0.6305
750,269,26.9,10.0,1.0,0.6255
760,246,24.6,10.0,1.0,0.6205
770,258,25.8,10.0,1.0,0.6155
780,260,26.0,10.0,1.0,0.6105
790,266,26.6,10.0,1.0,0.6055
800,258,25.8,10.0,1.0,0.6005
810,257,25.7,10.0,1.0,0.5955
820,261,26.1,10.0,1.0,0.5905
830,252,25.2,10.0,1.0,0.5855
840,245,24.5,10.0,1.0,0.5805
850,247,24.7,10.0,1.0,0.5755
860,256,25.6,10.0,1.0,0.5705
870,258,25.8,10.0,1.0,0.5655
880,256,25.6,10.0,1.0,0.5605
890,246,24.6,10.0,1.0,0.5555
900,255,25.5,10.0,1.0,0.5505
910,250,25.0,10.0,1.0,0.5455
