"episode","mean","lower","upper"
1,0.2,0.0851671294578,0.314832870542
2,0.44,0.266226334333,0.613773665667
3,0.74,0.519039952364,0.960960047636
4,1.0,0.770334258916,1.22966574108
5,1.24,1.00634967372,1.47365032628
6,1.48,1.20320751963,1.75679248037
7,1.82,1.53470328533,2.10529671467
8,2.06,1.75939877687,2.36060122313
9,2.3,1.97903236927,2.62096763073
10,2.54,2.20911988852,2.87088011148
11,2.84,2.47074490993,3.20925509007
12,3.16,2.77758757517,3.54241242483
13,3.36,2.96737904341,3.75262095659
14,3.6,3.1980849531,4.0019150469
15,3.76,3.3320260411,4.1879739589
16,4.08,3.64333300474,4.51666699526
17,4.24,3.76458636851,4.71541363149
18,4.44,3.93564964008,4.94435035992
19,4.7,4.16986873315,5.23013126685
20,4.86,4.31526960797,5.40473039203
21,5.16,4.62028550845,5.69971449155
22,5.34,4.74716314145,5.93283685855
23,5.58,4.99703229654,6.16296770346
24,5.76,5.17853278653,6.34146721347
25,5.94,5.35895815702,6.52104184298
26,6.22,5.62805353806,6.81194646194
27,6.58,5.99421165058,7.16578834942
28,6.82,6.21866048381,7.42133951619
29,7.1,6.47828313088,7.72171686912
30,7.28,6.64053452107,7.91946547893
31,7.56,6.92800177589,8.19199822411
32,7.8,7.15806473854,8.44193526146
33,8.06,7.39682153118,8.72317846882
34,8.36,7.68609637475,9.03390362525
35,8.56,7.85876689156,9.26123310844
36,8.86,8.15677171391,9.56322828609
37,9.14,8.40693354062,9.87306645938
38,9.36,8.6075160497,10.1124839503
39,9.52,8.74916430911,10.2908356909
40,9.9,9.1206366592,10.6793633408
41,10.06,9.29739820077,10.8226017992
42,10.32,9.55517515035,11.0848248497
43,10.56,9.81544364477,11.3045563552
44,10.82,10.0831656897,11.5568343103
45,11.14,10.4091855319,11.8708144681
46,11.44,10.697660779,12.182339221
47,11.68,10.906602535,12.453397465
48,12.0,11.2318204507,12.7681795493
49,12.22,11.4490573986,12.9909426014
50,12.46,11.6849631899,13.2350368101
51,12.72,11.9690948731,13.4709051269
52,13.02,12.2791499709,13.7608500291
53,13.26,12.492228252,14.027771748
54,13.64,12.8831477096,14.3968522904
55,13.92,13.145750494,14.694249506
56,14.26,13.492228252,15.027771748
57,14.5,13.7270075836,15.2729924164
58,14.74,13.9386138199,15.5413861801
59,15.0,14.1779217537,15.8220782463
60,15.26,14.43031761,16.08968239
61,15.52,14.7115896407,16.3284103593
62,15.9,15.0635113067,16.7364886933
63,16.14,15.292237049,16.987762951
64,16.42,15.5779336061,17.2620663939
65,16.72,15.8644373146,17.5755626854
66,16.96,16.1260571606,17.7939428394
67,17.2,16.3311316717,18.0688683283
68,17.52,16.604500386,18.435499614
69,17.78,16.8536716253,18.7063283747
70,18.02,17.1094651221,18.9305348779
71,18.4,17.447856137,19.352143863
72,18.62,17.6732553863,19.5667446137
73,18.88,17.9130144953,19.8469855047
74,19.08,18.102503106,20.057496894
75,19.32,18.3499510678,20.2900489322
76,19.62,18.6474903244,20.5925096756
77,19.9,18.923498512,20.876501488
78,20.14,19.1323292926,21.1476707074
79,20.52,19.4973425272,21.5426574728
80,20.86,19.8233033707,21.8966966293
81,21.14,20.0922326448,22.1877673552
82,21.42,20.344165529,22.495834471
83,21.58,20.525833623,22.634166377
84,21.96,20.910739191,23.009260809
85,22.22,21.1796845399,23.2603154601
86,22.42,21.3627109929,23.4772890071
87,22.66,21.60502085,23.71497915
88,22.84,21.7714371013,23.9085628987
89,23.16,22.0685439202,24.2514560798
90,23.3,22.2147686169,24.3852313831
91,23.64,22.5631394879,24.7168605121
92,23.9,22.8011838288,24.9988161712
93,24.24,23.1213958027,25.3586041973
94,24.52,23.3901355836,25.6498644164
95,24.84,23.7099605329,25.9700394671
96,25.14,23.9974129381,26.2825870619
97,25.42,24.2209859019,26.6190140981
98,25.68,24.4943262829,26.8656737171
99,25.94,24.7323288458,27.1476711542
100,26.22,25.0152258615,27.4247741385
101,26.44,25.2096795318,27.6703204682
102,26.72,25.4818268541,27.9581731459
103,26.98,25.7478989509,28.2121010491
104,27.26,25.9996994367,28.5203005633
105,27.52,26.2358213851,28.8041786149
106,27.7,26.3741278215,29.0258721785
107,28.02,26.6963176609,29.3436823391
108,28.3,26.9816081192,29.6183918808
109,28.62,27.257777679,29.982222321
110,28.82,27.4257260698,30.2142739302
111,29.0,27.5865757517,30.4134242483
112,29.32,27.9002458432,30.7397541568
