"episode","mean","lower","upper"
1,0.16,0.0547539356942,0.265246064306
2,0.32,0.163388844676,0.476611155324
3,0.46,0.259370838737,0.660629161263
4,0.62,0.413859804172,0.826140195828
5,0.68,0.469507871388,0.890492128612
6,0.76,0.533514177197,0.986485822803
7,0.94,0.687041665424,1.19295833458
8,1.0,0.736884839236,1.26311516076
9,1.16,0.859673073146,1.46032692685
10,1.4,1.06520752796,1.73479247204
11,1.52,1.16033289027,1.87966710973
12,1.68,1.29724290415,2.06275709585
13,1.92,1.5355241838,2.3044758162
14,2.14,1.72196260987,2.55803739013
15,2.3,1.85432861421,2.74567138579
16,2.52,2.02528485348,3.01471514652
17,2.66,2.16738839989,3.15261160011
18,3.0,2.509433762,3.490566238
19,3.26,2.77007258606,3.74992741394
20,3.34,2.84738839989,3.83261160011
21,3.5,2.99535558679,4.00464441321
22,3.64,3.15361806002,4.12638193998
23,3.78,3.27196998445,4.28803001555
24,4.1,3.56368623533,4.63631376467
25,4.3,3.74853314753,4.85146685247
26,4.52,3.97457408494,5.06542591506
27,4.68,4.14004123847,5.21995876153
28,4.76,4.20760734079,5.31239265921
29,4.9,4.34555222391,5.45444777609
30,5.06,4.51104963261,5.60895036739
31,5.18,4.63623877212,5.72376122788
32,5.32,4.77397000245,5.86602999755
33,5.46,4.89682115483,6.02317884517
34,5.6,5.02583564729,6.17416435271
35,5.78,5.19929867777,6.36070132223
36,5.98,5.38195883312,6.57804116688
37,6.2,5.58696022766,6.81303977234
38,6.4,5.78160606685,7.01839393315
39,6.5,5.86257412385,7.13742587615
40,6.52,5.88259998344,7.15740001656
41,6.7,6.06776708919,7.33223291081
42,6.88,6.22878523118,7.53121476882
43,7.0,6.32795785521,7.67204214479
44,7.16,6.4821941787,7.8378058213
45,7.3,6.64724305456,7.95275694544
46,7.44,6.7700212982,8.1099787018
47,7.58,6.89558742136,8.26441257864
48,7.72,7.02140453216,8.41859546784
49,8.0,7.25801613525,8.74198386475
50,8.22,7.49534635385,8.94465364615
51,8.44,7.71564211693,9.16435788307
52,8.56,7.83792126764,9.28207873236
53,8.72,8.00970508739,9.43029491261
54,8.96,8.24066578054,9.67933421946
55,9.16,8.43291656654,9.88708343346
56,9.28,8.54911787117,10.0108821288
57,9.42,8.68227141867,10.1577285813
58,9.52,8.76210305442,10.2778969456
59,9.72,8.97792728022,10.4620727198
60,9.88,9.1147442388,10.6452557612
61,10.04,9.30256193779,10.7774380622
62,10.22,9.47294620189,10.9670537981
63,10.4,9.63828490962,11.1617150904
64,10.6,9.83612401141,11.3638759886
65,10.72,9.96471740145,11.4752825985
66,10.9,10.1399096148,11.6600903852
67,11.08,10.3207992569,11.8392007431
68,11.24,10.4706197674,12.0093802326
69,11.46,10.6577915056,12.2622084944
70,11.62,10.780285861,12.459714139
71,11.82,10.9593469786,12.6806530214
72,12.0,11.1123634514,12.8876365486
73,12.12,11.23862499,13.00137501
74,12.28,11.373911164,13.186088836
75,12.42,11.4958093912,13.3441906088
76,12.6,11.6688618946,13.5311381054
77,12.74,11.8003856942,13.6796143058
78,12.98,12.0235552358,13.9364447642
79,13.16,12.2176705213,14.1023294787
80,13.32,12.3775305956,14.2624694044
81,13.38,12.4402453643,14.3197546357
82,13.5,12.5631263296,14.4368736704
83,13.7,12.7543703106,14.6456296894
84,13.88,12.9215753911,14.8384246089
85,13.98,13.0374431526,14.9225568474
86,14.12,13.180683965,15.059316035
87,14.3,13.3719649581,15.2280350419
88,14.46,13.5284902216,15.3915097784
89,14.64,13.7271689611,15.5528310389
90,14.76,13.8639356313,15.6560643687
91,14.96,14.0450046546,15.8749953454
92,15.08,14.1652208548,15.9947791452
93,15.32,14.3845525188,16.2554474812
94,15.58,14.6504741948,16.5095258052
95,15.66,14.7137430041,16.6062569959
96,15.92,14.9803330681,16.8596669319
97,16.02,15.0897651472,16.9502348528
98,16.12,15.1983991411,17.0416008589
99,16.3,15.3862845833,17.2137154167
100,16.52,15.6099178047,17.4300821953
101,16.58,15.6738202104,17.4861797896
102,16.7,15.7684194436,17.6315805564
103,16.9,15.9508905208,17.8491094792
104,17.0,16.047856137,17.952143863
105,17.14,16.2231150773,18.0568849227
106,17.26,16.3488860165,18.1711139835
107,17.42,16.5174655037,18.3225344963
108,17.48,16.5900637749,18.3699362251
109,17.6,16.6939839335,18.5060160665
110,17.72,16.8193851891,18.6206148109
111,17.86,16.9576116218,18.7623883782
112,17.94,17.0223962618,18.8576037382
113,18.06,17.1370229898,18.9829770102
114,18.24,17.2903522948,19.1896477052
115,18.5,17.5648873719,19.4351126281
116,18.62,17.6908289215,19.5491710785
117,18.8,17.8426767124,19.7573232876
118,18.9,17.9508905208,19.8491094792
119,19.04,18.0810252047,19.9989747953
120,19.2,18.208838652,20.191161348
121,19.32,18.3364512685,20.3035487315
122,19.46,18.4585645324,20.4614354676
123,19.6,18.6138403392,20.5861596608
124,19.66,18.667824727,20.652175273
125,19.88,18.8828036237,20.8771963763
126,20.04,19.0439282692,21.0360717308
127,20.08,19.0791737232,21.0808262768
128,20.18,19.1777747826,21.1822252174
129,20.36,19.3252927504,21.3947072496
130,20.56,19.5198905383,21.6001094617
131,20.7,19.6487146344,21.7512853656
132,20.78,19.722399237,21.837600763
133,20.88,19.8296714965,21.9303285035
134,20.96,19.9076020053,22.0123979947
135,21.1,20.0269883605,22.1730116395
136,21.28,20.1710449912,22.3889550088
137,21.46,20.3345646358,22.5854353642
138,21.54,20.4322793698,22.6477206302
139,21.62,20.5097822909,22.7302177091
140,21.82,20.70267853,22.93732147
141,21.98,20.8512302652,23.1087697348
142,22.1,20.9789082626,23.2210917374
143,22.3,21.1599547837,23.4400452163
144,22.44,21.3044312192,23.5755687808
145,22.56,21.3957623109,23.7242376891
146,22.72,21.5376674704,23.9023325296
147,22.8,21.6024852978,23.9975147022
148,22.88,21.6982252534,24.0617747466
149,23.06,21.8869469574,24.2330530426
150,23.22,22.0683888949,24.3716111051
151,23.4,22.2345736488,24.5654263512
152,23.56,22.3915226413,24.7284773587
153,23.68,22.5097183903,24.8502816097
