episode,omega2,omega3,omega4,omega
1,0,0,0,1
2,0,0,1,1
3,0,0,2,1
4,0,0,2,2
5,1,0,2,2
6,1,1,2,2
7,1,1,2,3
8,1,1,3,3
9,1,2,3,3
10,2,2,3,3
11,2,2,3,4
12,2,3,3,4
13,2,3,4,4
14,2,3,4,5
15,3,3,4,5
16,4,3,4,5
17,5,3,4,5
18,5,3,4,6
19,6,3,4,6
20,6,3,5,6
21,6,4,5,6
22,7,4,5,6
23,7,5,5,6
24,7,5,6,6
25,8,5,6,6
26,9,5,6,6
27,9,5,6,7
28,10,5,6,7
29,10,6,6,7
30,11,6,6,7
31,11,6,6,8
32,11,6,7,8
33,12,6,7,8
34,12,6,7,9
35,12,7,7,9
36,13,7,7,9
37,13,8,7,9
38,13,8,7,10
39,14,8,7,10
40,15,8,7,10
41,15,8,7,11
42,15,9,7,11
43,16,9,7,11
44,16,9,8,11
45,17,9,8,11
46,17,10,8,11
47,18,10,8,11
48,19,10,8,11
49,20,10,8,11
50,20,11,8,11
51,20,12,8,11
52,20,12,9,11
53,20,13,9,11
54,21,13,9,11
55,21,13,9,12
56,21,13,10,12
57,21,13,11,12
58,21,13,11,13
59,22,13,11,13
60,23,13,11,13
61,23,13,11,14
62,23,13,12,14
63,23,14,12,14
64,23,14,13,14
65,23,15,13,14
66,24,15,13,14
67,24,15,13,15
68,24,16,13,15
69,24,16,14,15
70,24,16,15,15
71,24,16,15,16
72,24,16,16,16
73,24,16,17,16
74,24,16,17,17
75,24,16,17,18
76,24,17,17,18
77,24,18,17,18
78,24,18,17,19
79,24,19,17,19
80,24,19,18,19
81,25,19,18,19
82,25,19,18,20
83,25,19,18,21
84,25,19,19,21
85,26,19,19,21
86,27,19,19,21
87,27,20,19,21
88,27,21,19,21
89,27,21,19,22
90,28,21,19,22
91,28,21,19,23
92,29,21,19,23
93,29,22,19,23
94,29,22,19,24
95,29,23,19,24
96,29,24,19,24
97,29,24,19,25
98,29,24,20,25
99,29,25,20,25
100,29,25,21,25
101,29,25,22,25
102,30,25,22,25
103,31,25,22,25
104,32,25,22,25
105,32,25,22,26
106,32,26,22,26
107,33,26,22,26
108,33,26,22,27
109,34,26,22,27
110,34,26,22,28
111,34,26,23,28
112,34,26,23,29
113,35,26,23,29
114,36,26,23,29
115,36,26,24,29
116,36,27,24,29
117,36,28,24,29
118,36,29,24,29
119,36,29,24,30
120,36,29,24,31
121,37,29,24,31
122,37,29,25,31
123,37,29,26,31
124,37,29,26,32
125,37,30,26,32
126,37,30,26,33
127,37,30,27,33
128,38,30,27,33
129,38,30,27,34
130,38,30,27,35
131,38,31,27,35
132,38,31,27,36
133,38,31,28,36
134,38,31,28,37
135,38,32,28,37
136,39,32,28,37
137,39,32,28,38
138,39,33,28,38
139,39,33,28,39
140,39,33,29,39
141,39,33,29,40
142,39,33,30,40
143,39,33,30,41
144,40,33,30,41
145,40,33,31,41
146,40,33,31,42
147,40,34,31,42
148,41,34,31,42
149,42,34,31,42
150,43,34,31,42
151,43,34,32,42
152,44,34,32,42
153,45,34,32,42
154,45,34,33,42
155,45,35,33,42
156,45,35,34,42
157,45,36,34,42
158,46,36,34,42
159,46,36,35,42
160,47,36,35,42
161,48,36,35,42
162,48,36,35,43
163,49,36,35,43
164,49,36,36,43
165,49,37,36,43
166,49,38,36,43
167,49,38,36,44
168,49,38,36,45
169,50,38,36,45
170,50,39,36,45
171,50,40,36,45
172,50,40,37,45
173,50,41,37,45
174,50,41,38,45
175,51,41,38,45
176,51,41,38,46
177,52,41,38,46
178,53,41,38,46
179,53,41,38,47
180,53,41,39,47
181,53,41,39,48
182,54,41,39,48
183,54,41,39,49
184,54,41,40,49
185,54,42,40,49
186,54,42,41,49
187,54,42,42,49
188,54,42,43,49
189,55,42,43,49
190,55,42,44,49
191,55,42,44,50
192,55,42,44,51
