"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper"
0,92.16,90.9600375064,93.3599624936,0.11,0.0873784283726,0.132621571627
10,93.07,91.2012123263,94.9387876737,0.1,0.1,0.1
20,92.76,90.673794451,94.846205549,0.09,0.0673784283726,0.112621571627
30,91.44,90.8745109817,92.0054890183,0.1,0.1,0.1
40,91.85,90.2549519312,93.4450480688,0.11,0.0873784283726,0.132621571627
50,91.31,90.6742215891,91.9457784109,0.1,0.1,0.1
60,91.27,90.6230511752,91.9169488248,0.1,0.1,0.1
70,90.64,90.164050161,91.115949839,0.1,0.1,0.1
80,91.03,90.4697131973,91.5902868027,0.11,0.0873784283726,0.132621571627
90,90.0,88.5884912713,91.4115087287,0.11,0.0873784283726,0.132621571627
100,89.18,86.1105714269,92.2494285731,0.13,0.0621352851178,0.197864714882
110,88.67,85.6105445252,91.7294554748,0.16,0.0831014432291,0.236898556771
120,87.02,82.6733866828,91.3666133172,0.19,0.10435611206,0.27564388794
130,87.26,81.8327920811,92.6872079189,0.17,0.0630946233128,0.276905376687
140,83.36,75.7919131016,90.9280868984,0.22,0.0993516179871,0.340648382013
150,81.52,72.0293707157,91.0106292843,0.29,0.116567950857,0.463432049143
160,81.43,70.5564155396,92.3035844604,0.26,0.120144116639,0.399855883361
170,78.19,64.758023949,91.621976051,0.33,0.119269675293,0.540730324707
180,74.23,60.7410565618,87.7189434382,0.36,0.168642956213,0.551357043787
190,75.18,62.5941089109,87.7658910891,0.38,0.181067317356,0.578932682644
200,70.71,57.8203152996,83.5996847004,0.47,0.251324807602,0.688675192398
210,69.02,56.5364446629,81.5035553371,0.48,0.261975821825,0.698024178175
220,66.29,52.1898070737,80.3901929263,0.44,0.245694291866,0.634305708134
230,60.05,44.0382785908,76.0617214092,0.58,0.35428754512,0.80571245488
240,55.39,39.2351266715,71.5448733285,0.59,0.389218064239,0.790781935761
250,49.78,34.238221136,65.321778864,0.7,0.524774059644,0.875225940356
260,45.25,31.4075511989,59.0924488011,0.74,0.577572144787,0.902427855213
270,43.65,31.544076987,55.755923013,0.74,0.58843734586,0.89156265414
280,41.37,28.7290566886,54.0109433114,0.8,0.656928618809,0.943071381191
290,37.63,25.2830489447,49.9769510553,0.81,0.669131388833,0.950868611167
300,34.98,25.8597184483,44.1002815517,0.84,0.72714377256,0.95285622744
310,33.6,24.1784480932,43.0215519068,0.85,0.736892141863,0.963107858137
320,31.4,22.8348145557,39.9651854443,0.89,0.780987910913,0.999012089087
330,30.79,23.2992988417,38.2807011583,0.88,0.785818886977,0.974181113023
340,29.29,20.5504417436,38.0295582564,0.91,0.800987910913,1.01901208909
350,26.74,20.5230038301,32.9569961699,0.93,0.85421867293,1.00578132707
360,27.31,18.3715398408,36.2484601592,0.93,0.834321478106,1.02567852189
370,26.48,19.1392467548,33.8207532452,0.93,0.840461239983,1.01953876002
380,24.88,19.2476980744,30.5123019256,0.96,0.909981823162,1.01001817684
390,26.12,18.0922065662,34.1477934338,0.96,0.890889957119,1.02911004288
400,24.3,19.5228534616,29.0771465384,0.97,0.921717088808,1.01828291119
410,22.8,20.3093431619,25.2906568381,0.98,0.949837904497,1.0101620955
420,23.86,20.6170136267,27.1029863733,0.99,0.967378428373,1.01262157163
430,21.66,20.7320558891,22.5879441109,1.0,1.0,1.0
440,22.48,18.5227261732,26.4372738268,0.98,0.934756856745,1.02524314325
450,22.11,18.7772163994,25.4427836006,1.0,1.0,1.0
460,21.2,20.0240650325,22.3759349675,1.0,1.0,1.0
470,21.12,19.92354909,22.31645091,1.0,1.0,1.0
480,21.22,19.711970632,22.728029368,1.0,1.0,1.0
490,21.3,19.631174567,22.968825433,0.99,0.967378428373,1.01262157163
500,21.09,19.4033987011,22.7766012989,0.99,0.967378428373,1.01262157163
510,21.24,19.739757866,22.740242134,0.99,0.967378428373,1.01262157163
520,20.95,19.2999341913,22.6000658087,1.0,1.0,1.0
530,20.3,19.9125608682,20.6874391318,1.0,1.0,1.0
540,20.92,19.5231497528,22.3168502472,1.0,1.0,1.0
550,20.58,20.2864033337,20.8735966663,1.0,1.0,1.0
560,20.53,20.0459359538,21.0140640462,1.0,1.0,1.0
570,20.62,20.3382627777,20.9017372223,1.0,1.0,1.0
580,20.35,19.8283941056,20.8716058944,1.0,1.0,1.0
590,20.37,20.0553694388,20.6846305612,1.0,1.0,1.0
600,20.19,20.0069965965,20.3730034035,1.0,1.0,1.0
610,20.1,19.8639442644,20.3360557356,1.0,1.0,1.0
620,20.26,20.0515757734,20.4684242266,1.0,1.0,1.0
630,20.2,19.8544497856,20.5455502144,1.0,1.0,1.0
640,20.36,19.8998426582,20.8201573418,1.0,1.0,1.0
650,20.16,19.8241291191,20.4958708809,1.0,1.0,1.0
660,20.35,19.8692361611,20.8307638389,1.0,1.0,1.0
670,20.22,19.8968993306,20.5431006694,1.0,1.0,1.0
680,20.3,20.0366208239,20.5633791761,1.0,1.0,1.0
690,20.22,19.7897273736,20.6502726264,1.0,1.0,1.0
700,20.34,19.9672204153,20.7127795847,1.0,1.0,1.0
710,20.18,19.8586639569,20.5013360431,1.0,1.0,1.0
720,20.48,20.0203371853,20.9396628147,1.0,1.0,1.0
730,20.1,19.8921221026,20.3078778974,1.0,1.0,1.0
740,20.32,19.9848069621,20.6551930379,1.0,1.0,1.0
750,20.37,19.8127659996,20.9272340004,1.0,1.0,1.0
760,20.37,19.9869146696,20.7530853304,1.0,1.0,1.0
770,20.24,19.88279877,20.59720123,1.0,1.0,1.0
780,20.31,19.9754012012,20.6445987988,1.0,1.0,1.0
790,20.22,19.9703642406,20.4696357594,1.0,1.0,1.0
800,20.22,19.7857810425,20.6542189575,1.0,1.0,1.0
810,20.29,19.8173468748,20.7626531252,1.0,1.0,1.0
820,20.24,19.8718247038,20.6081752962,1.0,1.0,1.0
830,20.26,19.927532154,20.592467846,1.0,1.0,1.0
840,20.31,19.9132079179,20.7067920821,1.0,1.0,1.0
850,20.22,19.797730663,20.642269337,1.0,1.0,1.0
860,20.2,19.7911394725,20.6088605275,1.0,1.0,1.0
870,20.2,19.7953330247,20.6046669753,1.0,1.0,1.0
880,20.27,19.9326932255,20.6073067745,1.0,1.0,1.0
890,20.34,19.9596704471,20.7203295529,1.0,1.0,1.0
900,20.19,19.8520196217,20.5279803783,1.0,1.0,1.0
910,20.33,19.7967511265,20.8632488735,1.0,1.0,1.0
920,20.23,19.7967642552,20.6632357448,1.0,1.0,1.0
930,20.4,20.1079567661,20.6920432339,1.0,1.0,1.0
940,20.35,19.9271251621,20.7728748379,1.0,1.0,1.0
950,20.19,19.9235088821,20.4564911179,1.0,1.0,1.0
960,20.44,19.8125486631,21.0674513369,1.0,1.0,1.0
970,20.14,19.5615872582,20.7184127418,1.0,1.0,1.0
980,20.26,19.6537493834,20.8662506166,1.0,1.0,1.0
990,20.41,19.9909069358,20.8290930642,1.0,1.0,1.0
1000,20.48,20.2064545697,20.7535454303,1.0,1.0,1.0
1010,20.28,19.9712986515,20.5887013485,1.0,1.0,1.0
1020,20.32,20.0592243064,20.5807756936,1.0,1.0,1.0
1030,20.26,19.9108485018,20.6091514982,1.0,1.0,1.0
1040,20.05,19.7574704323,20.3425295677,1.0,1.0,1.0
1050,20.37,19.9528106779,20.7871893221,1.0,1.0,1.0
1060,20.28,20.1299454695,20.4300545305,1.0,1.0,1.0
1070,20.27,19.9778594345,20.5621405655,1.0,1.0,1.0
1080,19.95,19.5449819036,20.3550180964,1.0,1.0,1.0
1090,20.25,20.0133428475,20.4866571525,1.0,1.0,1.0
1100,20.35,20.00734147,20.69265853,1.0,1.0,1.0
1110,20.19,19.9411627121,20.4388372879,1.0,1.0,1.0
1120,20.28,19.9124429667,20.6475570333,1.0,1.0,1.0
1130,19.8,19.5158512881,20.0841487119,1.0,1.0,1.0
1140,20.52,20.1508992512,20.8891007488,1.0,1.0,1.0
1150,20.25,19.8991427381,20.6008572619,1.0,1.0,1.0
1160,20.08,19.8782293326,20.2817706674,1.0,1.0,1.0
1170,20.09,19.9232537987,20.2567462013,1.0,1.0,1.0
1180,20.29,19.9245373258,20.6554626742,1.0,1.0,1.0
1190,20.42,20.0780889989,20.7619110011,1.0,1.0,1.0
1200,20.22,20.0019758218,20.4380241782,1.0,1.0,1.0
1210,20.39,19.983300742,20.796699258,1.0,1.0,1.0
1220,20.27,19.8884018078,20.6515981922,1.0,1.0,1.0
1230,20.2,19.7967405662,20.6032594338,1.0,1.0,1.0
1240,20.54,20.1478927585,20.9321072415,1.0,1.0,1.0
1250,20.24,19.9635598285,20.5164401715,1.0,1.0,1.0
1260,20.43,20.2113248076,20.6486751924,1.0,1.0,1.0
1270,20.2,19.8544497856,20.5455502144,1.0,1.0,1.0
1280,20.31,19.8909069358,20.7290930642,1.0,1.0,1.0
1290,20.29,19.8975304007,20.6824695993,1.0,1.0,1.0
1300,20.6,20.2275255971,20.9724744029,1.0,1.0,1.0
1310,20.36,19.913641748,20.806358252,1.0,1.0,1.0
1320,20.27,19.9482218931,20.5917781069,1.0,1.0,1.0
1330,20.31,20.1333198775,20.4866801225,1.0,1.0,1.0
1340,20.48,20.0354287199,20.9245712801,1.0,1.0,1.0
1350,20.2,19.9921221026,20.4078778974,1.0,1.0,1.0
1360,20.52,20.3359123519,20.7040876481,1.0,1.0,1.0
1370,20.18,19.9372935058,20.4227064942,1.0,1.0,1.0
1380,20.36,19.7370961309,20.9829038691,1.0,1.0,1.0
1390,20.51,20.1555953778,20.8644046222,1.0,1.0,1.0
1400,20.26,19.9241291191,20.5958708809,1.0,1.0,1.0
1410,20.29,19.9710616892,20.6089383108,1.0,1.0,1.0
1420,20.2,19.8244849393,20.5755150607,1.0,1.0,1.0
1430,20.16,19.6341058951,20.6858941049,1.0,1.0,1.0
1440,20.23,19.8381103339,20.6218896661,1.0,1.0,1.0
1450,20.26,19.8187665821,20.7012334179,1.0,1.0,1.0
1460,20.05,19.8584944447,20.2415055553,1.0,1.0,1.0
1470,20.31,19.8855147158,20.7344852842,1.0,1.0,1.0
1480,19.97,19.6310117256,20.3089882744,1.0,1.0,1.0
1490,20.46,19.9428277951,20.9771722049,1.0,1.0,1.0
1500,20.46,19.9710855501,20.9489144499,1.0,1.0,1.0
1510,20.35,20.0350082095,20.6649917905,1.0,1.0,1.0
1520,20.29,20.0029644343,20.5770355657,1.0,1.0,1.0
1530,20.13,19.8282848031,20.4317151969,1.0,1.0,1.0
1540,20.34,20.0615105775,20.6184894225,1.0,1.0,1.0
1550,20.42,20.0780889989,20.7619110011,1.0,1.0,1.0
1560,20.31,19.9703414565,20.6496585435,1.0,1.0,1.0
1570,20.26,19.9487306816,20.5712693184,1.0,1.0,1.0
1580,20.12,19.896820874,20.343179126,1.0,1.0,1.0
1590,20.15,19.778672263,20.521327737,1.0,1.0,1.0
1600,20.14,19.7974244482,20.4825755518,1.0,1.0,1.0
1610,20.28,19.8686438612,20.6913561388,1.0,1.0,1.0
1620,20.23,19.9099938124,20.5500061876,1.0,1.0,1.0
1630,20.38,20.1148993731,20.6451006269,1.0,1.0,1.0
1640,20.34,19.8749263077,20.8050736923,1.0,1.0,1.0
1650,20.43,20.0169196683,20.8430803317,1.0,1.0,1.0
1660,20.37,20.0778594345,20.6621405655,1.0,1.0,1.0
1670,20.21,19.8278062581,20.5921937419,1.0,1.0,1.0
1680,20.19,19.7588692698,20.6211307302,1.0,1.0,1.0
1690,20.47,20.1343831498,20.8056168502,1.0,1.0,1.0
1700,20.13,19.7128106779,20.5471893221,1.0,1.0,1.0
1710,20.3,19.9321337053,20.6678662947,1.0,1.0,1.0
1720,20.13,19.7424874965,20.5175125035,1.0,1.0,1.0
1730,20.21,19.8620720244,20.5579279756,1.0,1.0,1.0
1740,20.04,19.8546809826,20.2253190174,1.0,1.0,1.0
1750,20.09,19.7388187702,20.4411812298,1.0,1.0,1.0
1760,20.23,19.8876735036,20.5723264964,1.0,1.0,1.0
1770,20.31,19.9637101125,20.6562898875,1.0,1.0,1.0
1780,20.43,19.9086121683,20.9513878317,1.0,1.0,1.0
1790,20.42,20.1040169584,20.7359830416,1.0,1.0,1.0
1800,20.7,20.398379045,21.001620955,1.0,1.0,1.0
1810,20.11,19.7771048722,20.4428951278,1.0,1.0,1.0
1820,20.42,19.8509027202,20.9890972798,1.0,1.0,1.0
1830,20.22,19.7897273736,20.6502726264,1.0,1.0,1.0
1840,20.29,19.9640085797,20.6159914203,1.0,1.0,1.0
1850,20.23,19.960116655,20.499883345,1.0,1.0,1.0
1860,20.37,20.06640611,20.67359389,1.0,1.0,1.0
1870,20.47,20.1326932255,20.8073067745,1.0,1.0,1.0
1880,20.48,20.173146073,20.786853927,1.0,1.0,1.0
1890,20.39,19.9819050644,20.7980949356,1.0,1.0,1.0
1900,20.52,20.0315509614,21.0084490386,1.0,1.0,1.0
1910,20.44,19.908727415,20.971272585,1.0,1.0,1.0
1920,20.28,19.992271947,20.567728053,1.0,1.0,1.0
1930,20.41,20.0670097579,20.7529902421,1.0,1.0,1.0
1940,20.16,19.9686429562,20.3513570438,1.0,1.0,1.0
1950,20.47,20.0680822965,20.8719177035,1.0,1.0,1.0
1960,20.19,19.858817307,20.521182693,1.0,1.0,1.0
1970,20.32,20.0749619778,20.5650380222,1.0,1.0,1.0
1980,20.56,20.227532154,20.892467846,1.0,1.0,1.0
1990,20.48,20.1694622204,20.7905377796,1.0,1.0,1.0
2000,20.09,19.709296879,20.470703121,1.0,1.0,1.0
