"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper"
0,92.27,90.0894844013,94.4505155987,0.09,0.0673784283726,0.112621571627
10,90.46,90.052253536,90.867746464,0.1,0.1,0.1
20,90.39,90.0875319256,90.6924680744,0.1,0.1,0.1
30,90.43,88.3870746017,92.4729253983,0.12,0.0747568567452,0.165243143255
40,90.37,89.9051097326,90.8348902674,0.1,0.1,0.1
50,89.81,88.6776904695,90.9423095305,0.12,0.0898379044968,0.150162095503
60,89.72,87.0881951267,92.3518048733,0.12,0.0747568567452,0.165243143255
70,88.42,84.1903373961,92.6496626039,0.13,0.0621352851178,0.197864714882
80,88.8,87.3800570852,90.2199429148,0.16,0.109981823162,0.210018176838
90,88.18,85.5488433492,90.8111566508,0.18,0.106118256444,0.253881743556
100,88.6,85.5054439666,91.6945560334,0.15,0.0727326230951,0.227267376905
110,86.19,81.351068923,91.028931077,0.17,0.0870542373662,0.252945762634
120,88.33,85.9461805182,90.7138194818,0.15,0.0994166280832,0.200583371917
130,84.15,78.2256958665,90.0743041335,0.2,0.117397699556,0.282602300444
140,81.79,74.4831234205,89.0968765795,0.23,0.140461239983,0.319538760017
150,80.09,71.3493357948,88.8306642052,0.28,0.145956715567,0.414043284433
160,78.36,69.2151008474,87.5048991526,0.28,0.150267921873,0.409732078127
170,75.6,65.449435319,85.750564681,0.32,0.185956715567,0.454043284433
180,72.77,61.6532089334,83.8867910666,0.38,0.199027426981,0.560972573019
190,70.37,58.7594026083,81.9805973917,0.41,0.239878027099,0.580121972901
200,71.78,58.8166222398,84.7433777602,0.36,0.174680982643,0.545319017357
210,67.19,54.4614505166,79.9185494834,0.44,0.264126272073,0.615873727927
220,66.69,52.3381642693,81.0418357307,0.45,0.238730722176,0.661269277824
230,65.11,52.3266234641,77.8933765359,0.47,0.297884342178,0.642115657822
240,64.22,51.8292969953,76.6107030047,0.48,0.305424250904,0.654575749096
250,62.55,48.349319547,76.750680453,0.49,0.294964091216,0.685035908784
260,58.97,44.4043289472,73.5356710528,0.54,0.348642956213,0.731357043787
270,57.61,43.1182018589,72.1017981411,0.55,0.349785245981,0.750214754019
280,56.79,41.9661873113,71.6138126887,0.58,0.367255641071,0.792744358929
290,52.64,37.5781475571,67.7018524429,0.65,0.444183752489,0.855816247511
300,53.16,39.4916611234,66.8283388766,0.65,0.461486903105,0.838513096895
310,49.47,36.2009896075,62.7390103925,0.69,0.500884623306,0.879115376694
320,49.03,35.722906557,62.337093443,0.68,0.481067317356,0.878932682644
330,45.28,31.2850314556,59.2749685444,0.71,0.517901546834,0.902098453166
340,43.66,28.9979094044,58.3220905956,0.73,0.521985385742,0.938014614258
350,44.68,30.7273083549,58.6326916451,0.73,0.536133732402,0.923866267598
360,42.51,28.3094316594,56.7105683406,0.74,0.545694291866,0.934305708134
370,38.79,25.6842983428,51.8957016572,0.8,0.618400137152,0.981599862848
380,38.52,25.5764628841,51.4635371159,0.79,0.616567950857,0.963432049143
390,36.23,21.2751031082,51.1848968918,0.86,0.654321930583,1.06567806942
400,33.68,22.2197531451,45.1402468549,0.89,0.749131388833,1.03086861117
410,34.1,20.5129468216,47.6870531784,0.89,0.726699339711,1.05330066029
420,34.71,21.1686193945,48.2513806055,0.86,0.680922479966,1.03907752003
430,32.67,19.8480469936,45.4919530064,0.89,0.726699339711,1.05330066029
440,33.45,21.5940398013,45.3059601987,0.87,0.711648998608,1.02835100139
450,30.6,19.2199029221,41.9800970779,0.91,0.773227284864,1.04677271514
460,29.69,21.37027309,38.00972691,0.92,0.804160274189,1.03583972581
470,31.02,19.9911853384,42.0488146616,0.92,0.785956715567,1.05404328443
480,29.47,18.9798303445,39.9601696555,0.92,0.785956715567,1.05404328443
490,29.54,19.0158920514,40.0641079486,0.94,0.82714377256,1.05285622744
500,27.58,18.6819389994,36.4780610006,0.94,0.82714377256,1.05285622744
510,26.99,19.4353546352,34.5446453648,0.96,0.86951371349,1.05048628651
520,26.6,20.8276809523,32.3723190477,0.96,0.890889957119,1.02911004288
530,25.82,21.0769205721,30.5630794279,0.97,0.921717088808,1.01828291119
540,26.33,21.4784419397,31.1815580603,0.98,0.934756856745,1.02524314325
550,25.46,20.7203503479,30.1996496521,0.97,0.902135285118,1.03786471488
560,25.21,21.9564671025,28.4635328975,0.97,0.921717088808,1.01828291119
570,24.23,21.1638612812,27.2961387188,0.98,0.934756856745,1.02524314325
580,25.04,21.781446559,28.298553441,0.97,0.921717088808,1.01828291119
590,24.7,22.0119327946,27.3880672054,0.99,0.967378428373,1.01262157163
600,24.68,21.7848315939,27.5751684061,0.99,0.967378428373,1.01262157163
610,24.39,22.3286767358,26.4513232642,0.99,0.967378428373,1.01262157163
620,23.19,22.5939169374,23.7860830626,1.0,1.0,1.0
630,23.92,22.5399399206,25.3000600794,0.99,0.967378428373,1.01262157163
640,23.0,22.7454026112,23.2545973888,1.0,1.0,1.0
