episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,1000,100.0,0,0.0,1.0
10,1000,100.0,0,0.0,0.9955
20,937,93.7,1.0,0.1,0.9905
30,965,96.5,1.0,0.1,0.9855
40,941,94.1,1.0,0.1,0.9805
50,905,90.5,1.0,0.1,0.9755
60,906,90.6,1.0,0.1,0.9705
70,867,86.7,2.0,0.2,0.9655
80,906,90.6,1.0,0.1,0.9605
90,864,86.4,2.0,0.2,0.9555
100,907,90.7,1.0,0.1,0.9505
110,905,90.5,1.0,0.1,0.9455
120,908,90.8,1.0,0.1,0.9405
130,907,90.7,1.0,0.1,0.9355
140,910,91.0,1.0,0.1,0.9305
150,903,90.3,2.0,0.2,0.9255
160,872,87.2,2.0,0.2,0.9205
170,881,88.1,2.0,0.2,0.9155
180,908,90.8,1.0,0.1,0.9105
190,906,90.6,1.0,0.1,0.9055
200,904,90.4,1.0,0.1,0.9005
210,905,90.5,1.0,0.1,0.8955
220,828,82.8,3.0,0.3,0.8905
230,905,90.5,1.0,0.1,0.8855
240,905,90.5,1.0,0.1,0.8805
250,754,75.4,3.0,0.3,0.8755
260,680,68.0,4.0,0.4,0.8705
270,752,75.2,3.0,0.3,0.8655
280,696,69.6,4.0,0.4,0.8605
290,696,69.6,4.0,0.4,0.8555
300,663,66.3,4.0,0.4,0.8505
310,603,60.3,6.0,0.6,0.8455
320,636,63.6,5.0,0.5,0.8405
330,662,66.2,4.0,0.4,0.8355
340,600,60.0,6.0,0.6,0.8305
350,649,64.9,5.0,0.5,0.8255
360,646,64.6,5.0,0.5,0.8205
370,612,61.2,5.0,0.5,0.8155
380,660,66.0,5.0,0.5,0.8105
390,654,65.4,5.0,0.5,0.8055
400,429,42.9,8.0,0.8,0.8005
410,491,49.1,7.0,0.7,0.7955
420,439,43.9,8.0,0.8,0.7905
430,425,42.5,8.0,0.8,0.7855
440,478,47.8,8.0,0.8,0.7805
450,412,41.2,9.0,0.9,0.7755
460,416,41.6,9.0,0.9,0.7705
470,317,31.7,9.0,0.9,0.7655
480,292,29.2,10.0,1.0,0.7605
490,335,33.5,10.0,1.0,0.7555
500,310,31.0,10.0,1.0,0.7505
510,246,24.6,10.0,1.0,0.7455
520,287,28.7,10.0,1.0,0.7405
530,298,29.8,10.0,1.0,0.7355
540,253,25.3,10.0,1.0,0.7305
550,259,25.9,10.0,1.0,0.7255
560,255,25.5,10.0,1.0,0.7205
570,255,25.5,10.0,1.0,0.7155
580,243,24.3,10.0,1.0,0.7105
590,250,25.0,10.0,1.0,0.7055
600,245,24.5,10.0,1.0,0.7005
610,246,24.6,10.0,1.0,0.6955
620,260,26.0,10.0,1.0,0.6905
630,244,24.4,10.0,1.0,0.6855
640,250,25.0,10.0,1.0,0.6805
650,242,24.2,10.0,1.0,0.6755
660,248,24.8,10.0,1.0,0.6705
670,250,25.0,10.0,1.0,0.6655
680,264,26.4,10.0,1.0,0.6605
690,263,26.3,10.0,1.0,0.6555
700,246,24.6,10.0,1.0,0.6505
710,253,25.3,10.0,1.0,0.6455
720,248,24.8,10.0,1.0,0.6405
730,252,25.2,10.0,1.0,0.6355
740,249,24.9,10.0,1.0,0.6305
750,253,25.3,10.0,1.0,0.6255
760,246,24.6,10.0,1.0,0.6205
770,261,26.1,10.0,1.0,0.6155
780,248,24.8,10.0,1.0,0.6105
790,247,24.7,10.0,1.0,0.6055
800,249,24.9,10.0,1.0,0.6005
810,262,26.2,10.0,1.0,0.5955
820,248,24.8,10.0,1.0,0.5905
830,253,25.3,10.0,1.0,0.5855
840,253,25.3,10.0,1.0,0.5805
850,242,24.2,10.0,1.0,0.5755
860,252,25.2,10.0,1.0,0.5705
870,250,25.0,10.0,1.0,0.5655
880,252,25.2,10.0,1.0,0.5605
890,254,25.4,10.0,1.0,0.5555
900,242,24.2,10.0,1.0,0.5505
910,251,25.1,10.0,1.0,0.5455
