episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,905,90.5,1.0,0.1,1.0
10,970,97.0,1.0,0.1,0.9955
20,904,90.4,1.0,0.1,0.9905
30,903,90.3,1.0,0.1,0.9855
40,910,91.0,1.0,0.1,0.9805
50,906,90.6,1.0,0.1,0.9755
60,908,90.8,1.0,0.1,0.9705
70,910,91.0,1.0,0.1,0.9655
80,906,90.6,1.0,0.1,0.9605
90,903,90.3,1.0,0.1,0.9555
100,841,84.1,3.0,0.3,0.9505
110,906,90.6,1.0,0.1,0.9455
120,903,90.3,1.0,0.1,0.9405
130,905,90.5,1.0,0.1,0.9355
140,767,76.7,4.0,0.4,0.9305
150,826,82.6,4.0,0.4,0.9255
160,902,90.2,2.0,0.2,0.9205
170,819,81.9,3.0,0.3,0.9155
180,679,67.9,5.0,0.5,0.9105
190,575,57.5,6.0,0.6,0.9055
200,680,68.0,5.0,0.5,0.9005
210,743,74.3,3.0,0.3,0.8955
220,531,53.1,7.0,0.7,0.8905
230,464,46.4,7.0,0.7,0.8855
240,509,50.9,6.0,0.6,0.8805
250,412,41.2,8.0,0.8,0.8755
260,372,37.2,8.0,0.8,0.8705
270,439,43.9,8.0,0.8,0.8655
280,401,40.1,8.0,0.8,0.8605
290,456,45.6,7.0,0.7,0.8555
300,343,34.3,8.0,0.8,0.8505
310,302,30.2,9.0,0.9,0.8455
320,409,40.9,8.0,0.8,0.8405
330,380,38.0,8.0,0.8,0.8355
340,344,34.4,8.0,0.8,0.8305
350,275,27.5,9.0,0.9,0.8255
360,335,33.5,9.0,0.9,0.8205
370,306,30.6,9.0,0.9,0.8155
380,337,33.7,9.0,0.9,0.8105
390,274,27.4,9.0,0.9,0.8055
400,325,32.5,9.0,0.9,0.8005
410,276,27.6,9.0,0.9,0.7955
420,340,34.0,9.0,0.9,0.7905
430,246,24.6,10.0,1.0,0.7855
440,294,29.4,9.0,0.9,0.7805
450,346,34.6,9.0,0.9,0.7755
460,283,28.3,10.0,1.0,0.7705
470,233,23.3,10.0,1.0,0.7655
480,230,23.0,10.0,1.0,0.7605
490,218,21.8,10.0,1.0,0.7555
500,293,29.3,9.0,0.9,0.7505
510,225,22.5,10.0,1.0,0.7455
520,224,22.4,10.0,1.0,0.7405
530,207,20.7,10.0,1.0,0.7355
540,221,22.1,10.0,1.0,0.7305
550,210,21.0,10.0,1.0,0.7255
560,206,20.6,10.0,1.0,0.7205
570,209,20.9,10.0,1.0,0.7155
580,217,21.7,10.0,1.0,0.7105
590,220,22.0,10.0,1.0,0.7055
600,209,20.9,10.0,1.0,0.7005
610,208,20.8,10.0,1.0,0.6955
620,207,20.7,10.0,1.0,0.6905
630,208,20.8,10.0,1.0,0.6855
640,207,20.7,10.0,1.0,0.6805
650,204,20.4,10.0,1.0,0.6755
660,196,19.6,10.0,1.0,0.6705
670,200,20.0,10.0,1.0,0.6655
680,203,20.3,10.0,1.0,0.6605
690,201,20.1,10.0,1.0,0.6555
700,198,19.8,10.0,1.0,0.6505
710,213,21.3,10.0,1.0,0.6455
720,212,21.2,10.0,1.0,0.6405
730,205,20.5,10.0,1.0,0.6355
740,198,19.8,10.0,1.0,0.6305
750,198,19.8,10.0,1.0,0.6255
760,203,20.3,10.0,1.0,0.6205
770,204,20.4,10.0,1.0,0.6155
780,205,20.5,10.0,1.0,0.6105
790,211,21.1,10.0,1.0,0.6055
800,207,20.7,10.0,1.0,0.6005
810,221,22.1,10.0,1.0,0.5955
820,216,21.6,10.0,1.0,0.5905
830,212,21.2,10.0,1.0,0.5855
840,197,19.7,10.0,1.0,0.5805
850,211,21.1,10.0,1.0,0.5755
860,220,22.0,10.0,1.0,0.5705
870,205,20.5,10.0,1.0,0.5655
880,209,20.9,10.0,1.0,0.5605
890,203,20.3,10.0,1.0,0.5555
900,211,21.1,10.0,1.0,0.5505
910,206,20.6,10.0,1.0,0.5455
920,199,19.9,10.0,1.0,0.5405
930,205,20.5,10.0,1.0,0.5355
940,205,20.5,10.0,1.0,0.5305
950,215,21.5,10.0,1.0,0.5255
960,212,21.2,10.0,1.0,0.5205
970,203,20.3,10.0,1.0,0.5155
980,211,21.1,10.0,1.0,0.5105
990,211,21.1,10.0,1.0,0.5055
1000,207,20.7,10.0,1.0,0.5005
1010,201,20.1,10.0,1.0,0.4955
1020,205,20.5,10.0,1.0,0.4905
1030,208,20.8,10.0,1.0,0.4855
1040,199,19.9,10.0,1.0,0.4805
1050,204,20.4,10.0,1.0,0.4755
1060,215,21.5,10.0,1.0,0.4705
1070,201,20.1,10.0,1.0,0.4655
1080,204,20.4,10.0,1.0,0.4605
1090,201,20.1,10.0,1.0,0.4555
1100,207,20.7,10.0,1.0,0.4505
1110,205,20.5,10.0,1.0,0.4455
1120,211,21.1,10.0,1.0,0.4405
1130,208,20.8,10.0,1.0,0.4355
1140,207,20.7,10.0,1.0,0.4305
1150,207,20.7,10.0,1.0,0.4255
1160,208,20.8,10.0,1.0,0.4205
1170,207,20.7,10.0,1.0,0.4155
1180,209,20.9,10.0,1.0,0.4105
1190,205,20.5,10.0,1.0,0.4055
1200,206,20.6,10.0,1.0,0.4005
1210,206,20.6,10.0,1.0,0.3955
1220,207,20.7,10.0,1.0,0.3905
1230,207,20.7,10.0,1.0,0.3855
1240,200,20.0,10.0,1.0,0.3805
1250,207,20.7,10.0,1.0,0.3755
1260,207,20.7,10.0,1.0,0.3705
1270,208,20.8,10.0,1.0,0.3655
1280,206,20.6,10.0,1.0,0.3605
1290,205,20.5,10.0,1.0,0.3555
1300,212,21.2,10.0,1.0,0.3505
1310,196,19.6,10.0,1.0,0.3455
1320,211,21.1,10.0,1.0,0.3405
1330,209,20.9,10.0,1.0,0.3355
1340,206,20.6,10.0,1.0,0.3305
1350,206,20.6,10.0,1.0,0.3255
1360,207,20.7,10.0,1.0,0.3205
1370,209,20.9,10.0,1.0,0.3155
1380,209,20.9,10.0,1.0,0.3105
1390,209,20.9,10.0,1.0,0.3055
1400,206,20.6,10.0,1.0,0.3005
1410,216,21.6,10.0,1.0,0.2955
1420,210,21.0,10.0,1.0,0.2905
1430,202,20.2,10.0,1.0,0.2855
1440,201,20.1,10.0,1.0,0.2805
1450,203,20.3,10.0,1.0,0.2755
1460,206,20.6,10.0,1.0,0.2705
1470,207,20.7,10.0,1.0,0.2655
1480,212,21.2,10.0,1.0,0.2605
1490,207,20.7,10.0,1.0,0.2555
1500,210,21.0,10.0,1.0,0.2505
1510,213,21.3,10.0,1.0,0.2455
1520,206,20.6,10.0,1.0,0.2405
1530,216,21.6,10.0,1.0,0.2355
1540,205,20.5,10.0,1.0,0.2305
1550,195,19.5,10.0,1.0,0.2255
1560,207,20.7,10.0,1.0,0.2205
1570,205,20.5,10.0,1.0,0.2155
1580,195,19.5,10.0,1.0,0.2105
1590,209,20.9,10.0,1.0,0.2055
1600,212,21.2,10.0,1.0,0.2005
1610,203,20.3,10.0,1.0,0.1955
1620,212,21.2,10.0,1.0,0.1905
1630,205,20.5,10.0,1.0,0.1855
1640,202,20.2,10.0,1.0,0.1805
1650,207,20.7,10.0,1.0,0.1755
1660,197,19.7,10.0,1.0,0.1705
1670,208,20.8,10.0,1.0,0.1655
1680,212,21.2,10.0,1.0,0.1605
1690,211,21.1,10.0,1.0,0.1555
1700,204,20.4,10.0,1.0,0.1505
1710,205,20.5,10.0,1.0,0.1455
1720,207,20.7,10.0,1.0,0.1405
1730,207,20.7,10.0,1.0,0.1355
1740,211,21.1,10.0,1.0,0.1305
1750,212,21.2,10.0,1.0,0.1255
1760,206,20.6,10.0,1.0,0.1205
1770,217,21.7,10.0,1.0,0.1155
1780,211,21.1,10.0,1.0,0.1105
1790,207,20.7,10.0,1.0,0.1055
1800,210,21.0,10.0,1.0,0.1005
1810,206,20.6,10.0,1.0,0.0955
1820,216,21.6,10.0,1.0,0.0905
1830,209,20.9,10.0,1.0,0.0855
1840,209,20.9,10.0,1.0,0.0805
1850,205,20.5,10.0,1.0,0.0755
1860,212,21.2,10.0,1.0,0.0705
1870,202,20.2,10.0,1.0,0.0655
1880,212,21.2,10.0,1.0,0.0605
1890,200,20.0,10.0,1.0,0.0555
1900,203,20.3,10.0,1.0,0.0505
1910,213,21.3,10.0,1.0,0.0455
1920,205,20.5,10.0,1.0,0.0405
1930,202,20.2,10.0,1.0,0.0355
1940,198,19.8,10.0,1.0,0.0305
1950,202,20.2,10.0,1.0,0.0255
1960,205,20.5,10.0,1.0,0.0205
1970,213,21.3,10.0,1.0,0.0155
1980,219,21.9,10.0,1.0,0.0105
1990,208,20.8,10.0,1.0,0.0055
2000,210,21.0,10.0,1.0,0.0005
