episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,935,93.5,1.0,0.1,1.0
10,936,93.6,1.0,0.1,0.9955
20,922,92.2,1.0,0.1,0.9905
30,1000,100.0,0,0.0,0.9855
40,937,93.7,1.0,0.1,0.9805
50,974,97.4,1.0,0.1,0.9755
60,927,92.7,1.0,0.1,0.9705
70,976,97.6,1.0,0.1,0.9655
80,907,90.7,1.0,0.1,0.9605
90,911,91.1,1.0,0.1,0.9555
100,906,90.6,1.0,0.1,0.9505
110,907,90.7,1.0,0.1,0.9455
120,931,93.1,1.0,0.1,0.9405
130,904,90.4,1.0,0.1,0.9355
140,933,93.3,1.0,0.1,0.9305
150,916,91.6,1.0,0.1,0.9255
160,910,91.0,1.0,0.1,0.9205
170,906,90.6,1.0,0.1,0.9155
180,912,91.2,1.0,0.1,0.9105
190,906,90.6,1.0,0.1,0.9055
200,905,90.5,1.0,0.1,0.9005
210,905,90.5,1.0,0.1,0.8955
220,904,90.4,1.0,0.1,0.8905
230,905,90.5,1.0,0.1,0.8855
240,906,90.6,1.0,0.1,0.8805
250,850,85.0,2.0,0.2,0.8755
260,863,86.3,2.0,0.2,0.8705
270,905,90.5,1.0,0.1,0.8655
280,905,90.5,1.0,0.1,0.8605
290,905,90.5,1.0,0.1,0.8555
300,822,82.2,2.0,0.2,0.8505
310,773,77.3,3.0,0.3,0.8455
320,820,82.0,3.0,0.3,0.8405
330,662,66.2,4.0,0.4,0.8355
340,716,71.6,4.0,0.4,0.8305
350,619,61.9,5.0,0.5,0.8255
360,559,55.9,6.0,0.6,0.8205
370,526,52.6,7.0,0.7,0.8155
380,544,54.4,8.0,0.8,0.8105
390,583,58.3,7.0,0.7,0.8055
400,440,44.0,8.0,0.8,0.8005
410,408,40.8,8.0,0.8,0.7955
420,382,38.2,9.0,0.9,0.7905
430,338,33.8,10.0,1.0,0.7855
440,401,40.1,9.0,0.9,0.7805
450,439,43.9,9.0,0.9,0.7755
460,348,34.8,9.0,0.9,0.7705
470,441,44.1,8.0,0.8,0.7655
480,364,36.4,9.0,0.9,0.7605
490,372,37.2,10.0,1.0,0.7555
500,332,33.2,10.0,1.0,0.7505
510,260,26.0,10.0,1.0,0.7455
520,289,28.9,10.0,1.0,0.7405
530,286,28.6,10.0,1.0,0.7355
540,254,25.4,10.0,1.0,0.7305
550,254,25.4,10.0,1.0,0.7255
560,259,25.9,10.0,1.0,0.7205
570,253,25.3,10.0,1.0,0.7155
580,268,26.8,10.0,1.0,0.7105
590,256,25.6,10.0,1.0,0.7055
600,256,25.6,10.0,1.0,0.7005
610,238,23.8,10.0,1.0,0.6955
620,241,24.1,10.0,1.0,0.6905
630,258,25.8,10.0,1.0,0.6855
640,248,24.8,10.0,1.0,0.6805
650,244,24.4,10.0,1.0,0.6755
660,247,24.7,10.0,1.0,0.6705
670,243,24.3,10.0,1.0,0.6655
680,245,24.5,10.0,1.0,0.6605
690,248,24.8,10.0,1.0,0.6555
700,247,24.7,10.0,1.0,0.6505
710,247,24.7,10.0,1.0,0.6455
720,247,24.7,10.0,1.0,0.6405
730,248,24.8,10.0,1.0,0.6355
740,244,24.4,10.0,1.0,0.6305
750,255,25.5,10.0,1.0,0.6255
760,258,25.8,10.0,1.0,0.6205
770,249,24.9,10.0,1.0,0.6155
780,252,25.2,10.0,1.0,0.6105
790,261,26.1,10.0,1.0,0.6055
800,241,24.1,10.0,1.0,0.6005
810,290,29.0,10.0,1.0,0.5955
820,242,24.2,10.0,1.0,0.5905
830,250,25.0,10.0,1.0,0.5855
840,249,24.9,10.0,1.0,0.5805
850,252,25.2,10.0,1.0,0.5755
860,246,24.6,10.0,1.0,0.5705
870,240,24.0,10.0,1.0,0.5655
880,262,26.2,10.0,1.0,0.5605
890,251,25.1,10.0,1.0,0.5555
900,247,24.7,10.0,1.0,0.5505
910,251,25.1,10.0,1.0,0.5455
920,247,24.7,10.0,1.0,0.5405
930,251,25.1,10.0,1.0,0.5355
