"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper","effort_mean","effort_lower","effort_upper"
0,92.366,91.7734520954,92.9585479046,0.096,0.0903743612294,0.101625638771,0.0,0.0,0.0
1,91.684,91.299380161,92.068619839,0.1,0.1,0.1,97.08,92.7296525209,101.430347479
2,91.952,91.4199990035,92.4840009965,0.102,0.097980849531,0.106019150469,195.92,191.041346071,200.798653929
3,92.222,91.6396464637,92.8043535363,0.1,0.1,0.1,294.0,287.884677931,300.115322069
4,91.924,91.5787576913,92.2692423087,0.1,0.1,0.1,388.94,380.857444132,397.022555868
5,91.79,91.3145083644,92.2654916356,0.098,0.093980849531,0.102019150469,487.12,478.748289944,495.491710056
6,92.056,91.5712080425,92.5407919575,0.098,0.093980849531,0.102019150469,578.6,568.28611583,588.91388417
7,91.674,91.3463332021,92.0016667979,0.102,0.097980849531,0.106019150469,671.78,660.449845909,683.110154091
8,92.022,91.4200771894,92.6239228106,0.096,0.0903743612294,0.101625638771,767.04,753.821000753,780.258999247
9,91.746,91.3626314463,92.1293685537,0.1,0.1,0.1,860.56,845.978241937,875.141758063
10,92.336,91.6556755683,93.0163244317,0.094,0.0871821760617,0.100817823938,954.44,938.834749465,970.045250535
11,92.338,91.6732106531,93.0027893469,0.098,0.093980849531,0.102019150469,1054.44,1038.83474947,1070.04525053
12,91.744,91.3674444745,92.1205555255,0.1,0.1,0.1,1152.68,1137.09744603,1168.26255397
13,92.014,91.3490837165,92.6789162835,0.096,0.0903743612294,0.101625638771,1249.18,1232.94173373,1265.41826627
14,92.206,91.4970427912,92.9149572088,0.098,0.0889398393349,0.107060160665,1344.08,1326.29407497,1361.86592503
15,91.896,91.3097065,92.4822935,0.096,0.0903743612294,0.101625638771,1440.66,1423.20874605,1458.11125395
16,91.686,91.1876660245,92.1843339755,0.1,0.1,0.1,1534.54,1517.70178382,1551.37821618
17,91.574,91.2033276582,91.9446723418,0.1,0.1,0.1,1631.16,1613.38255497,1648.93744503
18,91.85,91.2603902376,92.4396097624,0.096,0.0903743612294,0.101625638771,1730.32,1712.73149489,1747.90850511
19,92.106,91.5304189221,92.6815810779,0.098,0.093980849531,0.102019150469,1825.18,1806.20930307,1844.15069693
20,91.708,91.1474367822,92.2685632178,0.096,0.0903743612294,0.101625638771,1919.58,1899.84936268,1939.31063732
21,91.898,91.349816152,92.446183848,0.098,0.093980849531,0.102019150469,2019.58,1999.84936268,2039.31063732
22,91.646,91.0574546514,92.2345453486,0.096,0.0903743612294,0.101625638771,2117.86,2097.71190201,2138.00809799
23,91.56,91.0583367315,92.0616632685,0.102,0.097980849531,0.106019150469,2215.0,2195.29511774,2234.70488226
24,91.75,91.2671127598,92.2328872402,0.1,0.1,0.1,2313.08,2293.36676784,2332.79323216
25,91.532,91.1568355463,91.9071644537,0.1,0.1,0.1,2409.96,2389.36158197,2430.55841803
26,91.268,90.9525522026,91.5834477974,0.1,0.1,0.1,2509.96,2489.36158197,2530.55841803
27,92.098,91.4910268044,92.7049731956,0.096,0.0903743612294,0.101625638771,2606.94,2585.62524283,2628.25475717
28,91.916,91.3025205024,92.5294794976,0.098,0.0909914308961,0.105008569104,2703.06,2680.88993809,2725.23006191
29,91.66,91.138584157,92.181415843,0.098,0.093980849531,0.102019150469,2794.82,2770.8356155,2818.8043845
30,91.724,91.1239347945,92.3240652055,0.096,0.0903743612294,0.101625638771,2892.92,2868.21285728,2917.62714272
31,91.314,91.0745652037,91.5534347963,0.1,0.1,0.1,2992.92,2968.21285728,3017.62714272
32,91.446,90.9894685676,91.9025314324,0.1,0.1,0.1,3082.74,3056.08956858,3109.39043142
33,91.78,91.2636669233,92.2963330767,0.1,0.1,0.1,3173.98,3146.09443332,3201.86556668
34,91.376,90.9150364842,91.8369635158,0.098,0.093980849531,0.102019150469,3267.26,3237.51951635,3297.00048365
35,91.572,91.1179728444,92.0260271556,0.1,0.0942583564729,0.105741643527,3364.04,3333.5599317,3394.5200683
36,91.382,90.9716154515,91.7923845485,0.1,0.1,0.1,3458.72,3427.07270672,3490.36729328
37,91.174,90.8466351705,91.5013648295,0.1,0.1,0.1,3557.4,3525.88711098,3588.91288902
38,91.012,90.7165624505,91.3074375495,0.104,0.0983743612294,0.109625638771,3650.32,3617.58153125,3683.05846875
39,91.402,90.9527740893,91.8512259107,0.102,0.097980849531,0.106019150469,3740.72,3708.5159798,3772.9240202
40,91.528,91.0172182801,92.0387817199,0.098,0.093980849531,0.102019150469,3838.38,3805.25604646,3871.50395354
41,91.008,90.5711503434,91.4448496566,0.104,0.0983743612294,0.109625638771,3931.12,3896.33020542,3965.90979458
42,91.206,90.7736420425,91.6383579575,0.102,0.097980849531,0.106019150469,4027.74,3991.48826989,4063.99173011
43,91.22,90.6994700583,91.7405299417,0.104,0.0983743612294,0.109625638771,4125.88,4089.38253307,4162.37746693
44,91.008,90.6268897877,91.3891102123,0.104,0.0983743612294,0.109625638771,4220.88,4183.54617367,4258.21382633
45,90.948,90.6345020571,91.2614979429,0.104,0.095961699062,0.112038300938,4313.92,4276.21878238,4351.62121762
46,90.95,90.1614223103,91.7385776897,0.104,0.0912127527143,0.116787247286,4408.0,4370.10967671,4445.89032329
47,90.772,90.4209587133,91.1230412867,0.104,0.095961699062,0.112038300938,4502.46,4463.7241046,4541.1958954
48,91.344,90.883301171,91.804698829,0.098,0.093980849531,0.102019150469,4595.16,4556.10173992,4634.21826008
49,90.93,90.4167327143,91.4432672857,0.106,0.0970865722841,0.114913427716,4691.42,4652.04207359,4730.79792641
50,91.052,90.5672053225,91.5367946775,0.1,0.0942583564729,0.105741643527,4788.74,4748.21323602,4829.26676398
51,91.168,90.4521471373,91.8838528627,0.102,0.0929398393349,0.111060160665,4884.46,4843.82955624,4925.09044376
52,90.822,90.379063181,91.264936819,0.106,0.0970865722841,0.114913427716,4980.1,4939.43820712,5020.76179288
53,90.934,90.1191596333,91.7488403667,0.102,0.0929398393349,0.111060160665,5078.82,5038.49830156,5119.14169844
54,91.266,90.6669231216,91.8650768784,0.106,0.0953973746629,0.116602625337,5175.7,5135.12431867,5216.27568133
55,90.744,90.1851059299,91.3028940701,0.106,0.0970865722841,0.114913427716,5267.4,5225.00014925,5309.79985075
56,90.878,90.5126811907,91.2433188093,0.104,0.095961699062,0.112038300938,5365.42,5321.53028612,5409.30971388
57,90.89,90.4638304011,91.3161695989,0.104,0.0983743612294,0.109625638771,5463.8,5419.67936405,5507.92063595
58,90.9,90.2863152619,91.5136847381,0.104,0.095961699062,0.112038300938,5560.1,5515.19644721,5605.00355279
59,90.83,90.4134933268,91.2465066732,0.106,0.0970865722841,0.114913427716,5652.36,5606.94506018,5697.77493982
60,90.786,90.1427306427,91.4292693573,0.104,0.095961699062,0.112038300938,5746.96,5700.77944463,5793.14055537
61,90.994,90.4613434874,91.5266565126,0.106,0.0939425485931,0.118057451407,5841.5,5796.19460315,5886.80539685
62,90.858,90.3447378527,91.3712621473,0.106,0.0970865722841,0.114913427716,5939.52,5894.68889437,5984.35110563
63,90.704,89.9518236602,91.4561763398,0.106,0.0970865722841,0.114913427716,6032.14,5987.45079221,6076.82920779
64,90.61,90.0530827754,91.1669172246,0.106,0.0970865722841,0.114913427716,6128.2,6083.49434528,6172.90565472
65,90.714,90.3421644093,91.0858355907,0.104,0.0983743612294,0.109625638771,6220.42,6175.56985841,6265.27014159
66,90.728,90.3071708213,91.1488291787,0.106,0.0991821760617,0.112817823938,6313.64,6269.42808617,6357.85191383
67,90.642,90.0841116474,91.1998883526,0.104,0.095961699062,0.112038300938,6408.9,6364.25617391,6453.54382609
68,90.926,90.2130688835,91.6389311165,0.102,0.0929398393349,0.111060160665,6506.92,6461.45971149,6552.38028851
69,90.532,89.9402640899,91.1237359101,0.106,0.0970865722841,0.114913427716,6605.34,6559.06411238,6651.61588762
70,90.784,90.391868025,91.176131975,0.104,0.095961699062,0.112038300938,6699.92,6654.67188395,6745.16811605
71,90.682,90.138460408,91.225539592,0.104,0.095961699062,0.112038300938,6796.96,6751.65446817,6842.26553183
72,90.44,89.764240022,91.115759978,0.106,0.0970865722841,0.114913427716,6890.94,6845.91627304,6935.96372696
73,90.676,90.1294703274,91.2225296726,0.102,0.0929398393349,0.111060160665,6985.56,6940.5283751,7030.5916249
74,90.328,89.6634301222,90.9925698778,0.108,0.0983240103393,0.117675989661,7082.04,7037.10746782,7126.97253218
75,90.734,90.001842286,91.466157714,0.104,0.095961699062,0.112038300938,7178.48,7133.1495429,7223.8104571
76,90.304,89.6052639212,91.0027360788,0.112,0.101045642318,0.122954357682,7275.68,7229.92855957,7321.43144043
77,90.366,89.4445134361,91.2874865639,0.106,0.0939425485931,0.118057451407,7370.5,7322.02055775,7418.97944225
78,90.462,89.7797610615,91.1442389385,0.108,0.0983240103393,0.117675989661,7464.9,7415.07760993,7514.72239007
79,90.316,89.208363298,91.423636702,0.11,0.0945401516713,0.125459848329,7558.28,7507.44576183,7609.11423817
80,90.052,89.0740775841,91.0299224159,0.112,0.0983643521234,0.125635647877,7652.22,7601.02068937,7703.41931063
