episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,1000,100.0,0,0.0,1.0
10,912,91.2,1.0,0.1,0.9955
20,1000,100.0,0,0.0,0.9905
30,906,90.6,1.0,0.1,0.9855
40,981,98.1,1.0,0.1,0.9805
50,961,96.1,1.0,0.1,0.9755
60,915,91.5,1.0,0.1,0.9705
70,914,91.4,1.0,0.1,0.9655
80,911,91.1,1.0,0.1,0.9605
90,904,90.4,2.0,0.2,0.9555
100,851,85.1,2.0,0.2,0.9505
110,834,83.4,2.0,0.2,0.9455
120,839,83.9,2.0,0.2,0.9405
130,800,80.0,3.0,0.3,0.9355
140,661,66.1,5.0,0.5,0.9305
150,721,72.1,4.0,0.4,0.9255
160,683,68.3,5.0,0.5,0.9205
170,685,68.5,5.0,0.5,0.9155
180,583,58.3,6.0,0.6,0.9105
190,544,54.4,8.0,0.8,0.9055
200,449,44.9,8.0,0.8,0.9005
210,484,48.4,8.0,0.8,0.8955
220,387,38.7,8.0,0.8,0.8905
230,326,32.6,9.0,0.9,0.8855
240,379,37.9,9.0,0.9,0.8805
250,402,40.2,9.0,0.9,0.8755
260,286,28.6,10.0,1.0,0.8705
270,262,26.2,10.0,1.0,0.8655
280,242,24.2,10.0,1.0,0.8605
290,249,24.9,10.0,1.0,0.8555
300,253,25.3,10.0,1.0,0.8505
310,244,24.4,10.0,1.0,0.8455
320,246,24.6,10.0,1.0,0.8405
330,287,28.7,10.0,1.0,0.8355
340,273,27.3,10.0,1.0,0.8305
350,307,30.7,9.0,0.9,0.8255
360,283,28.3,10.0,1.0,0.8205
370,272,27.2,10.0,1.0,0.8155
380,263,26.3,10.0,1.0,0.8105
390,311,31.1,10.0,1.0,0.8055
400,244,24.4,10.0,1.0,0.8005
410,260,26.0,10.0,1.0,0.7955
420,253,25.3,10.0,1.0,0.7905
430,243,24.3,10.0,1.0,0.7855
440,249,24.9,10.0,1.0,0.7805
450,243,24.3,10.0,1.0,0.7755
460,322,32.2,9.0,0.9,0.7705
470,329,32.9,9.0,0.9,0.7655
480,251,25.1,10.0,1.0,0.7605
490,246,24.6,10.0,1.0,0.7555
500,252,25.2,10.0,1.0,0.7505
510,248,24.8,10.0,1.0,0.7455
520,245,24.5,10.0,1.0,0.7405
530,244,24.4,10.0,1.0,0.7355
540,245,24.5,10.0,1.0,0.7305
550,242,24.2,10.0,1.0,0.7255
560,259,25.9,10.0,1.0,0.7205
570,243,24.3,10.0,1.0,0.7155
580,245,24.5,10.0,1.0,0.7105
590,251,25.1,10.0,1.0,0.7055
600,248,24.8,10.0,1.0,0.7005
610,246,24.6,10.0,1.0,0.6955
620,254,25.4,10.0,1.0,0.6905
630,254,25.4,10.0,1.0,0.6855
640,250,25.0,10.0,1.0,0.6805
650,245,24.5,10.0,1.0,0.6755
660,248,24.8,10.0,1.0,0.6705
670,258,25.8,10.0,1.0,0.6655
680,248,24.8,10.0,1.0,0.6605
690,249,24.9,10.0,1.0,0.6555
700,246,24.6,10.0,1.0,0.6505
710,249,24.9,10.0,1.0,0.6455
720,233,23.3,10.0,1.0,0.6405
730,237,23.7,10.0,1.0,0.6355
740,248,24.8,10.0,1.0,0.6305
750,257,25.7,10.0,1.0,0.6255
760,243,24.3,10.0,1.0,0.6205
770,252,25.2,10.0,1.0,0.6155
780,246,24.6,10.0,1.0,0.6105
790,242,24.2,10.0,1.0,0.6055
800,255,25.5,10.0,1.0,0.6005
810,254,25.4,10.0,1.0,0.5955
820,249,24.9,10.0,1.0,0.5905
830,253,25.3,10.0,1.0,0.5855
840,248,24.8,10.0,1.0,0.5805
850,248,24.8,10.0,1.0,0.5755
860,241,24.1,10.0,1.0,0.5705
870,249,24.9,10.0,1.0,0.5655
880,248,24.8,10.0,1.0,0.5605
890,256,25.6,10.0,1.0,0.5555
900,252,25.2,10.0,1.0,0.5505
910,244,24.4,10.0,1.0,0.5455
920,248,24.8,10.0,1.0,0.5405
930,244,24.4,10.0,1.0,0.5355
940,252,25.2,10.0,1.0,0.5305
950,244,24.4,10.0,1.0,0.5255
960,236,23.6,10.0,1.0,0.5205
970,250,25.0,10.0,1.0,0.5155
980,258,25.8,10.0,1.0,0.5105
990,236,23.6,10.0,1.0,0.5055
1000,255,25.5,10.0,1.0,0.5005
1010,245,24.5,10.0,1.0,0.4955
1020,257,25.7,10.0,1.0,0.4905
