"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper","effort_mean","effort_lower","effort_upper"
0,92.116,91.6157067748,92.6162932252,0.098,0.093980849531,0.102019150469,0.0,0.0,0.0
1,91.76,91.2861839351,92.2338160649,0.098,0.093980849531,0.102019150469,95.92,91.1503423861,100.689657614
2,91.966,91.509851445,92.422148555,0.1,0.1,0.1,190.12,182.678502155,197.561497845
3,91.892,91.395959215,92.388040785,0.1,0.0942583564729,0.105741643527,288.0,280.180606632,295.819393368
4,92.756,92.0367537779,93.4752462221,0.096,0.0903743612294,0.101625638771,384.28,374.79741193,393.76258807
5,92.518,91.875148965,93.160851035,0.098,0.093980849531,0.102019150469,476.58,465.14186068,488.01813932
6,92.752,91.9642590628,93.5397409372,0.094,0.0871821760617,0.100817823938,569.5,555.589305838,583.410694162
7,91.836,91.1782431715,92.4937568285,0.094,0.0871821760617,0.100817823938,661.18,645.801750857,676.558249143
8,92.212,91.6741321015,92.7498678985,0.098,0.093980849531,0.102019150469,757.24,740.369964779,774.110035221
9,92.068,91.4477047629,92.6882952371,0.098,0.093980849531,0.102019150469,856.92,840.104644347,873.735355653
10,91.724,91.3998863843,92.0481136157,0.1,0.1,0.1,948.04,929.693138941,966.386861059
11,91.97,91.5524656457,92.3875343543,0.1,0.1,0.1,1042.78,1024.45846229,1061.10153771
12,91.602,91.2548565097,91.9491434903,0.1,0.1,0.1,1133.04,1111.98413514,1154.09586486
13,91.264,90.9863893089,91.5416106911,0.1,0.1,0.1,1225.34,1203.10021906,1247.57978094
14,91.396,91.0935968416,91.6984031584,0.1,0.1,0.1,1318.98,1294.57035011,1343.38964989
15,91.792,91.3482991024,92.2357008976,0.098,0.093980849531,0.102019150469,1411.22,1385.0756363,1437.3643637
16,91.794,91.3149800107,92.2730199893,0.102,0.097980849531,0.106019150469,1507.94,1480.88336705,1534.99663295
17,91.826,91.2818203055,92.3701796945,0.1,0.1,0.1,1598.3,1569.68044105,1626.91955895
18,91.83,91.2507410102,92.4092589898,0.1,0.0918800898536,0.108119910146,1691.9,1662.2583656,1721.5416344
19,91.424,91.0556137172,91.7923862828,0.1,0.1,0.1,1782.24,1751.09416057,1813.38583943
20,91.636,91.0869667648,92.1850332352,0.098,0.093980849531,0.102019150469,1875.64,1844.81572804,1906.46427196
21,91.938,91.4011980892,92.4748019108,0.1,0.0942583564729,0.105741643527,1969.86,1939.57893947,2000.14106053
22,91.422,91.0696347239,91.7743652761,0.102,0.097980849531,0.106019150469,2066.48,2036.19691295,2096.76308705
23,91.526,91.0822630689,91.9697369311,0.104,0.0983743612294,0.109625638771,2166.28,2135.87773782,2196.68226218
24,91.112,90.8317372108,91.3922627892,0.1,0.1,0.1,2256.6,2224.84009481,2288.35990519
25,91.496,90.9449828735,92.0470171265,0.106,0.0991821760617,0.112817823938,2355.32,2323.27913705,2387.36086295
26,91.766,91.2164611221,92.3155388779,0.104,0.0983743612294,0.109625638771,2445.02,2411.12346014,2478.91653986
27,91.518,91.0497940533,91.9862059467,0.098,0.093980849531,0.102019150469,2532.42,2497.04364303,2567.79635697
28,91.592,91.1098783265,92.0741216735,0.098,0.093980849531,0.102019150469,2624.7,2590.84658371,2658.55341629
29,91.178,90.6983307836,91.6576692164,0.104,0.0983743612294,0.109625638771,2712.58,2676.79228063,2748.36771937
30,91.386,90.8135604439,91.9584395561,0.108,0.0983240103393,0.117675989661,2802.4,2763.3627772,2841.4372228
31,91.238,90.8594915404,91.6165084596,0.102,0.097980849531,0.106019150469,2896.7,2857.80146684,2935.59853316
32,91.582,91.0717461773,92.0922538227,0.1,0.0942583564729,0.105741643527,2990.92,2951.50288161,3030.33711839
33,91.264,90.8911130732,91.6368869268,0.104,0.0983743612294,0.109625638771,3083.06,3042.01823526,3124.10176474
34,91.372,91.0064669329,91.7375330671,0.104,0.095961699062,0.112038300938,3175.34,3134.10158277,3216.57841723
