episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,1000,100.0,0,0.0,1.0
10,919,91.9,1.0,0.1,0.9955
20,909,90.9,1.0,0.1,0.9905
30,953,95.3,1.0,0.1,0.9855
40,1000,100.0,0,0.0,0.9805
50,768,76.8,4.0,0.4,0.9755
60,949,94.9,2.0,0.2,0.9705
70,807,80.7,3.0,0.3,0.9655
80,870,87.0,2.0,0.2,0.9605
90,724,72.4,4.0,0.4,0.9555
100,744,74.4,3.0,0.3,0.9505
110,643,64.3,5.0,0.5,0.9455
120,697,69.7,4.0,0.4,0.9405
130,714,71.4,5.0,0.5,0.9355
140,556,55.6,7.0,0.7,0.9305
150,624,62.4,5.0,0.5,0.9255
160,681,68.1,5.0,0.5,0.9205
170,603,60.3,5.0,0.5,0.9155
180,465,46.5,8.0,0.8,0.9105
190,469,46.9,7.0,0.7,0.9055
200,387,38.7,8.0,0.8,0.9005
210,424,42.4,8.0,0.8,0.8955
220,305,30.5,9.0,0.9,0.8905
230,254,25.4,10.0,1.0,0.8855
240,279,27.9,9.0,0.9,0.8805
250,216,21.6,10.0,1.0,0.8755
260,220,22.0,10.0,1.0,0.8705
270,219,21.9,10.0,1.0,0.8655
280,213,21.3,10.0,1.0,0.8605
290,218,21.8,10.0,1.0,0.8555
300,223,22.3,10.0,1.0,0.8505
310,208,20.8,10.0,1.0,0.8455
320,211,21.1,10.0,1.0,0.8405
330,219,21.9,10.0,1.0,0.8355
340,207,20.7,10.0,1.0,0.8305
350,223,22.3,10.0,1.0,0.8255
360,215,21.5,10.0,1.0,0.8205
370,203,20.3,10.0,1.0,0.8155
380,218,21.8,10.0,1.0,0.8105
390,217,21.7,10.0,1.0,0.8055
400,225,22.5,10.0,1.0,0.8005
410,211,21.1,10.0,1.0,0.7955
420,220,22.0,10.0,1.0,0.7905
430,206,20.6,10.0,1.0,0.7855
440,212,21.2,10.0,1.0,0.7805
450,213,21.3,10.0,1.0,0.7755
460,222,22.2,10.0,1.0,0.7705
470,218,21.8,10.0,1.0,0.7655
480,216,21.6,10.0,1.0,0.7605
490,222,22.2,10.0,1.0,0.7555
500,207,20.7,10.0,1.0,0.7505
510,219,21.9,10.0,1.0,0.7455
520,216,21.6,10.0,1.0,0.7405
530,209,20.9,10.0,1.0,0.7355
540,204,20.4,10.0,1.0,0.7305
550,209,20.9,10.0,1.0,0.7255
560,208,20.8,10.0,1.0,0.7205
570,225,22.5,10.0,1.0,0.7155
580,217,21.7,10.0,1.0,0.7105
590,214,21.4,10.0,1.0,0.7055
600,223,22.3,10.0,1.0,0.7005
610,220,22.0,10.0,1.0,0.6955
620,215,21.5,10.0,1.0,0.6905
630,211,21.1,10.0,1.0,0.6855
640,213,21.3,10.0,1.0,0.6805
650,208,20.8,10.0,1.0,0.6755
660,215,21.5,10.0,1.0,0.6705
670,209,20.9,10.0,1.0,0.6655
680,207,20.7,10.0,1.0,0.6605
690,219,21.9,10.0,1.0,0.6555
700,219,21.9,10.0,1.0,0.6505
710,206,20.6,10.0,1.0,0.6455
720,216,21.6,10.0,1.0,0.6405
730,224,22.4,10.0,1.0,0.6355
740,218,21.8,10.0,1.0,0.6305
750,227,22.7,10.0,1.0,0.6255
760,213,21.3,10.0,1.0,0.6205
770,206,20.6,10.0,1.0,0.6155
780,205,20.5,10.0,1.0,0.6105
790,220,22.0,10.0,1.0,0.6055
800,220,22.0,10.0,1.0,0.6005
810,214,21.4,10.0,1.0,0.5955
820,210,21.0,10.0,1.0,0.5905
830,226,22.6,10.0,1.0,0.5855
840,218,21.8,10.0,1.0,0.5805
850,216,21.6,10.0,1.0,0.5755
860,218,21.8,10.0,1.0,0.5705
870,213,21.3,10.0,1.0,0.5655
880,217,21.7,10.0,1.0,0.5605
890,210,21.0,10.0,1.0,0.5555
900,210,21.0,10.0,1.0,0.5505
910,223,22.3,10.0,1.0,0.5455
920,217,21.7,10.0,1.0,0.5405
930,209,20.9,10.0,1.0,0.5355
940,207,20.7,10.0,1.0,0.5305
950,219,21.9,10.0,1.0,0.5255
960,218,21.8,10.0,1.0,0.5205
970,209,20.9,10.0,1.0,0.5155
980,219,21.9,10.0,1.0,0.5105
990,219,21.9,10.0,1.0,0.5055
1000,216,21.6,10.0,1.0,0.5005
1010,208,20.8,10.0,1.0,0.4955
1020,216,21.6,10.0,1.0,0.4905
1030,213,21.3,10.0,1.0,0.4855
1040,225,22.5,10.0,1.0,0.4805
1050,220,22.0,10.0,1.0,0.4755
1060,213,21.3,10.0,1.0,0.4705
1070,211,21.1,10.0,1.0,0.4655
1080,205,20.5,10.0,1.0,0.4605
1090,216,21.6,10.0,1.0,0.4555
1100,216,21.6,10.0,1.0,0.4505
1110,208,20.8,10.0,1.0,0.4455
1120,220,22.0,10.0,1.0,0.4405
1130,213,21.3,10.0,1.0,0.4355
1140,218,21.8,10.0,1.0,0.4305
1150,220,22.0,10.0,1.0,0.4255
1160,212,21.2,10.0,1.0,0.4205
1170,215,21.5,10.0,1.0,0.4155
1180,209,20.9,10.0,1.0,0.4105
1190,219,21.9,10.0,1.0,0.4055
1200,214,21.4,10.0,1.0,0.4005
1210,216,21.6,10.0,1.0,0.3955
1220,212,21.2,10.0,1.0,0.3905
1230,215,21.5,10.0,1.0,0.3855
1240,229,22.9,10.0,1.0,0.3805
1250,218,21.8,10.0,1.0,0.3755
1260,216,21.6,10.0,1.0,0.3705
1270,215,21.5,10.0,1.0,0.3655
1280,213,21.3,10.0,1.0,0.3605
1290,218,21.8,10.0,1.0,0.3555
1300,208,20.8,10.0,1.0,0.3505
1310,220,22.0,10.0,1.0,0.3455
1320,215,21.5,10.0,1.0,0.3405
1330,213,21.3,10.0,1.0,0.3355
1340,212,21.2,10.0,1.0,0.3305
1350,215,21.5,10.0,1.0,0.3255
1360,219,21.9,10.0,1.0,0.3205
1370,219,21.9,10.0,1.0,0.3155
1380,209,20.9,10.0,1.0,0.3105
1390,220,22.0,10.0,1.0,0.3055
1400,211,21.1,10.0,1.0,0.3005
1410,220,22.0,10.0,1.0,0.2955
1420,224,22.4,10.0,1.0,0.2905
1430,208,20.8,10.0,1.0,0.2855
1440,212,21.2,10.0,1.0,0.2805
1450,220,22.0,10.0,1.0,0.2755
1460,217,21.7,10.0,1.0,0.2705
1470,218,21.8,10.0,1.0,0.2655
1480,213,21.3,10.0,1.0,0.2605
1490,225,22.5,10.0,1.0,0.2555
1500,205,20.5,10.0,1.0,0.2505
1510,201,20.1,10.0,1.0,0.2455
1520,215,21.5,10.0,1.0,0.2405
1530,213,21.3,10.0,1.0,0.2355
1540,216,21.6,10.0,1.0,0.2305
1550,204,20.4,10.0,1.0,0.2255
1560,207,20.7,10.0,1.0,0.2205
1570,216,21.6,10.0,1.0,0.2155
1580,213,21.3,10.0,1.0,0.2105
1590,218,21.8,10.0,1.0,0.2055
1600,218,21.8,10.0,1.0,0.2005
1610,213,21.3,10.0,1.0,0.1955
1620,207,20.7,10.0,1.0,0.1905
1630,219,21.9,10.0,1.0,0.1855
1640,213,21.3,10.0,1.0,0.1805
1650,219,21.9,10.0,1.0,0.1755
1660,209,20.9,10.0,1.0,0.1705
1670,216,21.6,10.0,1.0,0.1655
1680,207,20.7,10.0,1.0,0.1605
1690,214,21.4,10.0,1.0,0.1555
1700,224,22.4,10.0,1.0,0.1505
1710,210,21.0,10.0,1.0,0.1455
1720,207,20.7,10.0,1.0,0.1405
1730,206,20.6,10.0,1.0,0.1355
1740,221,22.1,10.0,1.0,0.1305
1750,216,21.6,10.0,1.0,0.1255
1760,208,20.8,10.0,1.0,0.1205
1770,213,21.3,10.0,1.0,0.1155
1780,212,21.2,10.0,1.0,0.1105
1790,211,21.1,10.0,1.0,0.1055
1800,213,21.3,10.0,1.0,0.1005
1810,209,20.9,10.0,1.0,0.0955
1820,219,21.9,10.0,1.0,0.0905
1830,224,22.4,10.0,1.0,0.0855
1840,211,21.1,10.0,1.0,0.0805
1850,218,21.8,10.0,1.0,0.0755
1860,209,20.9,10.0,1.0,0.0705
1870,217,21.7,10.0,1.0,0.0655
1880,213,21.3,10.0,1.0,0.0605
1890,220,22.0,10.0,1.0,0.0555
1900,218,21.8,10.0,1.0,0.0505
1910,212,21.2,10.0,1.0,0.0455
1920,209,20.9,10.0,1.0,0.0405
1930,217,21.7,10.0,1.0,0.0355
1940,214,21.4,10.0,1.0,0.0305
1950,218,21.8,10.0,1.0,0.0255
1960,221,22.1,10.0,1.0,0.0205
1970,225,22.5,10.0,1.0,0.0155
1980,213,21.3,10.0,1.0,0.0105
1990,215,21.5,10.0,1.0,0.0055
2000,217,21.7,10.0,1.0,0.0005
