episode,W_mean
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.010642550821503588
32,0.009460045174669855
33,0.00851404065720287
34,0.00851404065720287
35,0.007740036961093519
36,0.007740036961093519
37,0.007095033881002392
38,0.02142966468823297
39,0.01989897435335919
40,0.01857237606313524
41,0.03684160683236601
42,0.03684160683236601
43,0.03684160683236601
44,0.03568083332842006
45,0.034375888273475
46,0.034375888273475
47,0.033351676358228576
48,0.033351676358228576
49,0.0322207239772762
50,0.0322207239772762
51,0.03131031338594603
52,0.0303207300526127
53,0.0303207300526127
54,0.0303207300526127
55,0.0303207300526127
56,0.0303207300526127
57,0.0303207300526127
58,0.0303207300526127
59,0.029447568287906817
60,0.028632990390400886
61,0.028632990390400886
62,0.027899870282645546
63,0.027899870282645546
64,0.027899870282645546
65,0.027899870282645546
66,0.027899870282645546
67,0.027899870282645546
68,0.027236571137533576
69,0.027236571137533576
70,0.02663357191470451
71,0.0364090943634258
72,0.0364090943634258
73,0.03563295057257612
74,0.034698012817237306
75,0.034003568372792864
76,0.034003568372792864
77,0.03337856837279286
78,0.03251842563788114
79,0.03251842563788114
80,0.03251842563788114
81,0.031952949447404955
82,0.031952949447404955
83,0.031158971538255677
84,0.030423806807561904
85,0.030423806807561904
86,0.030423806807561904
87,0.029909737543492642
88,0.029227084579276995
89,0.02875771699034419
90,0.02875771699034419
91,0.028122143540902034
92,0.02769188991771363
93,0.02709868803156762
94,0.026702854698234288
95,0.026147923901517052
96,0.025627676279594645
97,0.025627676279594645
98,0.02526229166421003
99,0.02526229166421003
100,0.02477357420119201
101,0.024435255112872922
102,0.024435255112872922
103,0.024435255112872922
104,0.03291739797001578
105,0.032603244530862344
106,0.032603244530862344
107,0.03214327515390421
108,0.03185078746917514
109,0.03141710205661461
110,0.03141710205661461
111,0.031144113550867485
112,0.03088873720678146
113,0.030479145428252072
114,0.030479145428252072
115,0.030479145428252072
116,0.030186657743523013
117,0.029947242420942363
118,0.029559790738549703
119,0.029334885435519396
120,0.029334885435519396
121,0.02906189692977227
122,0.02880652058568625
123,0.028567105263105606
124,0.02820004577452308
125,0.027988370195200445
126,0.027763464892170138
127,0.0275517893128475
128,0.027352209480914727
129,0.027163717417422663
130,0.02698541411411936
131,0.02698541411411936
132,0.026637178189053888
133,0.026437598357121117
134,0.0262686794382022
135,0.026080187374710136
136,0.025901884071406832
137,0.025571059942594634
138,0.02525637357616352
139,0.02495667227480055
140,0.024670910568849815
141,0.024510654158593402
142,0.024510654158593402
143,0.024510654158593402
144,0.024341735239674485
145,0.024189491649930894
146,0.024189491649930894
147,0.024029235239674485
148,0.02375646270217606
