episode,omega2,omega3,omega4,omega
1,1,0,0,0
2,1,0,1,0
3,2,0,1,0
4,2,0,1,1
5,3,0,1,1
6,3,0,1,2
7,3,1,1,2
8,3,2,1,2
9,3,3,1,2
10,4,3,1,2
11,4,3,2,2
12,5,3,2,2
13,5,3,2,3
14,5,4,2,3
15,6,4,2,3
16,6,5,2,3
17,6,6,2,3
18,7,6,2,3
19,7,6,2,4
20,7,6,2,5
21,7,6,2,6
22,7,7,2,6
23,7,8,2,6
24,8,8,2,6
25,8,8,3,6
26,8,9,3,6
27,8,9,3,7
28,8,9,4,7
29,8,10,4,7
30,8,11,4,7
31,8,11,4,8
32,8,11,4,9
33,8,11,4,10
34,8,12,4,10
35,8,12,4,11
36,9,12,4,11
37,9,12,4,12
38,9,12,4,13
39,9,12,4,14
40,9,12,4,15
41,9,13,4,15
42,10,13,4,15
43,11,13,4,15
44,11,13,4,16
45,11,14,4,16
46,11,14,5,16
47,11,14,5,17
48,11,14,6,17
49,11,15,6,17
50,12,15,6,17
51,12,15,6,18
52,12,16,6,18
53,13,16,6,18
54,13,16,7,18
55,14,16,7,18
56,15,16,7,18
57,16,16,7,18
58,16,16,8,18
59,16,17,8,18
60,16,17,8,19
61,16,17,9,19
62,16,17,9,20
63,17,17,9,20
64,18,17,9,20
65,19,17,9,20
66,20,17,9,20
67,20,17,10,20
68,20,17,10,21
69,21,17,10,21
70,21,17,10,22
71,21,17,10,23
72,21,17,11,23
73,21,18,11,23
74,21,18,11,24
75,21,19,11,24
76,21,19,12,24
77,21,20,12,24
78,21,20,12,25
79,21,20,13,25
80,22,20,13,25
81,22,21,13,25
82,22,21,14,25
83,22,21,14,26
84,22,21,14,27
85,23,21,14,27
86,23,21,15,27
87,23,22,15,27
88,23,22,15,28
89,23,23,15,28
90,24,23,15,28
91,24,23,15,29
92,24,24,15,29
93,24,24,15,30
94,24,25,15,30
95,24,25,15,31
96,24,25,15,32
97,24,25,16,32
98,24,26,16,32
99,25,26,16,32
100,25,26,16,33
101,25,27,16,33
102,26,27,16,33
103,27,27,16,33
104,28,27,16,33
105,28,28,16,33
106,28,28,17,33
107,28,28,17,34
108,28,29,17,34
109,28,29,17,35
110,28,29,18,35
111,28,30,18,35
112,28,31,18,35
113,28,31,18,36
114,28,31,19,36
115,28,31,20,36
116,29,31,20,36
117,29,32,20,36
118,29,32,20,37
119,29,33,20,37
120,29,33,21,37
121,30,33,21,37
122,31,33,21,37
123,32,33,21,37
124,32,33,21,38
125,32,34,21,38
126,33,34,21,38
127,34,34,21,38
128,34,35,21,38
129,34,36,21,38
130,34,37,21,38
131,34,37,22,38
132,34,37,22,39
133,35,37,22,39
134,35,38,22,39
135,36,38,22,39
136,37,38,22,39
137,37,38,22,40
138,37,38,22,41
139,37,38,22,42
140,37,38,22,43
141,37,39,22,43
142,37,39,23,43
143,37,39,24,43
144,38,39,24,43
145,38,40,24,43
146,38,40,25,43
147,39,40,25,43
148,39,40,25,44
149,39,41,25,44
150,39,41,25,45
151,39,41,25,46
152,39,42,25,46
153,39,42,26,46
154,39,42,26,47
155,39,42,27,47
156,39,42,27,48
157,39,42,27,49
158,39,43,27,49
159,39,43,28,49
160,39,43,28,50
161,40,43,28,50
162,40,43,28,51
163,41,43,28,51
164,41,43,28,52
165,41,44,28,52
166,42,44,28,52
167,42,44,28,53
168,42,45,28,53
169,42,46,28,53
170,42,46,28,54
171,42,47,28,54
172,42,47,29,54
173,43,47,29,54
174,43,48,29,54
175,43,48,29,55
176,43,48,30,55
177,43,48,31,55
178,44,48,31,55
179,44,48,32,55
180,44,48,33,55
181,44,48,33,56
182,44,49,33,56
183,44,50,33,56
184,44,50,33,57
185,44,50,33,58
186,44,50,33,59
187,45,50,33,59
188,45,50,34,59
189,45,50,35,59
190,45,50,36,59
191,45,50,36,60
192,45,51,36,60
193,45,52,36,60
194,46,52,36,60
195,46,53,36,60
196,46,53,37,60
197,46,53,37,61
198,46,54,37,61
199,46,55,37,61
200,46,56,37,61
201,46,56,37,62
202,46,56,37,63
203,46,57,37,63
204,46,57,37,64
205,46,57,37,65
206,47,57,37,65
207,47,57,37,66
208,47,57,37,67
209,48,57,37,67
210,48,58,37,67
211,48,58,38,67
212,48,59,38,67
213,49,59,38,67
214,49,59,38,68
215,49,60,38,68
216,50,60,38,68
217,51,60,38,68
218,52,60,38,68
219,52,60,38,69
220,52,61,38,69
221,52,61,39,69
222,53,61,39,69
223,53,61,39,70
224,54,61,39,70
225,54,61,40,70
226,54,62,40,70
227,55,62,40,70
228,55,62,40,71
229,55,63,40,71
230,56,63,40,71
231,57,63,40,71
232,57,64,40,71
233,57,64,41,71
234,58,64,41,71
235,58,64,42,71
236,59,64,42,71
237,59,64,42,72
238,59,64,42,73
239,59,64,43,73
240,59,64,44,73
241,59,64,45,73
242,59,64,45,74
243,59,64,46,74
244,59,64,46,75
245,59,64,47,75
246,59,64,47,76
247,59,64,47,77
248,59,65,47,77
249,60,65,47,77
250,61,65,47,77
251,62,65,47,77
252,63,65,47,77
253,63,65,47,78
254,64,65,47,78
255,65,65,47,78
256,65,66,47,78
257,65,66,47,79
258,66,66,47,79
259,67,66,47,79
260,67,66,47,80
261,67,67,47,80
262,68,67,47,80
263,68,67,48,80
264,68,68,48,80
265,68,68,49,80
266,68,68,50,80
267,69,68,50,80
268,69,69,50,80
269,69,70,50,80
270,69,70,51,80
271,69,70,52,80
272,70,70,52,80
273,70,70,52,81
274,70,70,52,82
275,70,70,52,83
276,70,71,52,83
277,71,71,52,83
278,71,72,52,83
279,71,72,53,83
280,71,72,53,84
281,71,72,53,85
282,71,72,53,86
283,71,72,53,87
284,71,72,54,87
285,71,73,54,87
286,72,73,54,87
287,72,74,54,87
288,72,74,55,87
289,72,74,56,87
290,72,75,56,87
291,72,75,57,87
292,72,75,58,87
293,72,75,59,87
294,73,75,59,87
295,74,75,59,87
296,74,75,59,88
297,74,75,59,89
298,74,76,59,89
