"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper","effort_mean","effort_lower","effort_upper"
0,91.908,91.3412081693,92.4747918307,0.102,0.0949914308961,0.109008569104,0.0,0.0,0.0
1,91.824,91.4134198929,92.2345801071,0.102,0.097980849531,0.106019150469,91.0,83.7956672074,98.2043327926
2,92.194,91.5424205943,92.8455794057,0.098,0.093980849531,0.102019150469,190.12,182.790315832,197.449684168
3,92.028,91.3663135093,92.6896864907,0.098,0.0909914308961,0.105008569104,282.44,272.962781207,291.917218793
4,92.136,91.7057688769,92.5662311231,0.104,0.0983743612294,0.109625638771,379.08,367.7961234,390.3638766
5,91.548,90.9782669226,92.1177330774,0.108,0.100211655791,0.115788344209,473.12,460.997156348,485.242843652
6,91.712,91.1604243594,92.2635756406,0.102,0.0949914308961,0.109008569104,568.26,554.685922869,581.834077131
7,91.636,91.0261747459,92.2458252541,0.108,0.0983240103393,0.117675989661,666.86,653.225197125,680.494802875
8,91.64,90.8815595331,92.3984404669,0.102,0.0929398393349,0.111060160665,763.48,747.913342304,779.046657696
9,91.468,91.0055769986,91.9304230014,0.102,0.097980849531,0.106019150469,859.98,844.311887996,875.648112004
10,92.01,91.3854197523,92.6345802477,0.1,0.0942583564729,0.105741643527,956.88,940.424842315,973.335157685
11,91.438,91.1523631888,91.7236368112,0.104,0.0983743612294,0.109625638771,1051.64,1033.44607699,1069.83392301
12,91.96,91.2271134453,92.6928865547,0.096,0.087961699062,0.104038300938,1143.48,1123.74684407,1163.21315593
13,92.2,91.4434744601,92.9565255399,0.098,0.0872737247066,0.108726275293,1239.64,1218.36438194,1260.91561806
14,91.656,91.0946340186,92.2173659814,0.098,0.093980849531,0.102019150469,1335.82,1311.272497,1360.367503
15,91.712,91.0270664469,92.3969335531,0.102,0.0929398393349,0.111060160665,1432.28,1407.98890913,1456.57109087
16,90.992,90.6966070879,91.2873929121,0.106,0.0991821760617,0.112817823938,1530.32,1505.59194448,1555.04805552
17,91.214,90.6465347478,91.7814652522,0.104,0.095961699062,0.112038300938,1623.18,1596.96452773,1649.39547227
18,92.058,91.2901619158,92.8258380842,0.096,0.0861217029625,0.105878297038,1718.34,1691.88649605,1744.79350395
19,91.734,91.0902286051,92.3777713949,0.1,0.0918800898536,0.108119910146,1814.48,1786.51228759,1842.44771241
20,91.592,91.0359539127,92.1480460873,0.1,0.0942583564729,0.105741643527,1908.78,1880.70105661,1936.85894339
21,91.944,91.3494373568,92.5385626432,0.104,0.095961699062,0.112038300938,2005.8,1976.5258376,2035.0741624
22,91.48,91.1131633441,91.8468366559,0.108,0.100211655791,0.115788344209,2101.58,2072.67636517,2130.48363483
23,91.534,90.9478006905,92.1201993095,0.106,0.0953973746629,0.116602625337,2196.38,2167.53414692,2225.22585308
24,91.466,91.0758381062,91.8561618938,0.108,0.100211655791,0.115788344209,2286.74,2257.33847866,2316.14152134
25,91.556,90.8657799349,92.2462200651,0.104,0.095961699062,0.112038300938,2385.16,2355.37805794,2414.94194206
26,91.68,90.8845802996,92.4754197004,0.1,0.0900551816921,0.109944818308,2479.56,2449.53273257,2509.58726743
27,91.09,90.7021839617,91.4778160383,0.112,0.102670933496,0.121329066504,2576.96,2545.98156054,2607.93843946
28,91.19,90.7032030908,91.6767969092,0.104,0.095961699062,0.112038300938,2675.02,2643.95099704,2706.08900296
29,91.59,91.0279564422,92.1520435578,0.096,0.0903743612294,0.101625638771,2769.26,2738.99506715,2799.52493285
30,91.248,90.7168051845,91.7791948155,0.108,0.0983240103393,0.117675989661,2866.32,2836.73813871,2895.90186129
