"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper"
0,90.78,89.9079032873,91.6520967127,0.11,0.0873784283726,0.132621571627
10,92.24,90.9763377797,93.5036622203,0.1,0.1,0.1
20,91.95,90.9649581872,92.9350418128,0.1,0.1,0.1
30,91.9,90.543124685,93.256875315,0.1,0.1,0.1
40,91.35,90.0209626125,92.6790373875,0.11,0.0873784283726,0.132621571627
50,91.7,89.2066051726,94.1933948274,0.11,0.0693930361967,0.150606963803
60,91.62,89.4827436237,93.7572563763,0.09,0.0673784283726,0.112621571627
70,90.73,90.323860356,91.136139644,0.1,0.1,0.1
80,90.55,90.3645276363,90.7354723637,0.1,0.1,0.1
90,90.22,88.8013390562,91.6386609438,0.12,0.0898379044968,0.150162095503
100,89.88,88.0376415302,91.7223584698,0.11,0.0873784283726,0.132621571627
110,90.2,89.7856140797,90.6143859203,0.11,0.0873784283726,0.132621571627
120,90.61,89.6917573685,91.5282426315,0.11,0.0873784283726,0.132621571627
130,90.1,89.0738236282,91.1261763718,0.12,0.0898379044968,0.150162095503
140,88.64,86.4237529299,90.8562470701,0.14,0.0899818231625,0.190018176838
150,89.6,87.9145621827,91.2854378173,0.11,0.0873784283726,0.132621571627
160,88.5,86.1614648301,90.8385351699,0.13,0.0954449785595,0.16455502144
170,88.64,86.4373924532,90.8426075468,0.13,0.0954449785595,0.16455502144
180,86.38,83.5164271096,89.2435728904,0.16,0.123059128222,0.196940871778
190,85.67,81.9737508746,89.3662491254,0.18,0.12357188628,0.23642811372
200,84.84,80.9844098763,88.6955901237,0.18,0.12357188628,0.23642811372
210,84.45,79.605572845,89.294427155,0.2,0.104619079206,0.295380920794
220,83.84,79.2865973563,88.3934026437,0.19,0.11886284003,0.26113715997
230,82.62,77.1631609076,88.0768390924,0.21,0.12435611206,0.29564388794
240,83.04,78.1465311482,87.9334688518,0.2,0.132555504111,0.267444495889
250,80.66,74.6448356737,86.6751643263,0.24,0.143434177616,0.336565822384
