episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,902,90.2,1.0,0.1,1.0
10,909,90.9,1.0,0.1,0.9955
20,937,93.7,1.0,0.1,0.9905
30,919,91.9,1.0,0.1,0.9855
40,902,90.2,2.0,0.2,0.9805
50,873,87.3,2.0,0.2,0.9755
60,906,90.6,1.0,0.1,0.9705
70,910,91.0,1.0,0.1,0.9655
80,908,90.8,1.0,0.1,0.9605
90,902,90.2,1.0,0.1,0.9555
100,906,90.6,1.0,0.1,0.9505
110,904,90.4,1.0,0.1,0.9455
120,931,93.1,1.0,0.1,0.9405
130,911,91.1,1.0,0.1,0.9355
140,903,90.3,1.0,0.1,0.9305
150,902,90.2,1.0,0.1,0.9255
160,904,90.4,1.0,0.1,0.9205
170,879,87.9,2.0,0.2,0.9155
180,892,89.2,2.0,0.2,0.9105
190,822,82.2,2.0,0.2,0.9055
200,808,80.8,3.0,0.3,0.9005
210,815,81.5,2.0,0.2,0.8955
220,816,81.6,2.0,0.2,0.8905
230,736,73.6,4.0,0.4,0.8855
240,747,74.7,3.0,0.3,0.8805
250,704,70.4,4.0,0.4,0.8755
260,676,67.6,4.0,0.4,0.8705
270,697,69.7,4.0,0.4,0.8655
280,670,67.0,4.0,0.4,0.8605
290,702,70.2,4.0,0.4,0.8555
300,759,75.9,4.0,0.4,0.8505
310,698,69.8,5.0,0.5,0.8455
320,660,66.0,4.0,0.4,0.8405
330,577,57.7,6.0,0.6,0.8355
340,569,56.9,6.0,0.6,0.8305
350,542,54.2,6.0,0.6,0.8255
360,550,55.0,7.0,0.7,0.8205
370,488,48.8,9.0,0.9,0.8155
380,446,44.6,9.0,0.9,0.8105
390,459,45.9,7.0,0.7,0.8055
400,450,45.0,8.0,0.8,0.8005
410,476,47.6,8.0,0.8,0.7955
420,489,48.9,8.0,0.8,0.7905
430,461,46.1,7.0,0.7,0.7855
440,362,36.2,9.0,0.9,0.7805
450,310,31.0,10.0,1.0,0.7755
460,361,36.1,9.0,0.9,0.7705
470,352,35.2,10.0,1.0,0.7655
480,323,32.3,9.0,0.9,0.7605
490,329,32.9,9.0,0.9,0.7555
500,324,32.4,9.0,0.9,0.7505
510,330,33.0,9.0,0.9,0.7455
520,300,30.0,10.0,1.0,0.7405
530,330,33.0,9.0,0.9,0.7355
540,344,34.4,9.0,0.9,0.7305
550,325,32.5,9.0,0.9,0.7255
560,271,27.1,10.0,1.0,0.7205
570,324,32.4,9.0,0.9,0.7155
580,326,32.6,9.0,0.9,0.7105
590,313,31.3,10.0,1.0,0.7055
600,315,31.5,9.0,0.9,0.7005
610,323,32.3,9.0,0.9,0.6955
620,318,31.8,9.0,0.9,0.6905
630,324,32.4,9.0,0.9,0.6855
640,256,25.6,10.0,1.0,0.6805
650,255,25.5,10.0,1.0,0.6755
660,259,25.9,10.0,1.0,0.6705
670,256,25.6,10.0,1.0,0.6655
680,281,28.1,10.0,1.0,0.6605
690,265,26.5,10.0,1.0,0.6555
700,245,24.5,10.0,1.0,0.6505
710,258,25.8,10.0,1.0,0.6455
720,269,26.9,10.0,1.0,0.6405
730,267,26.7,10.0,1.0,0.6355
740,257,25.7,10.0,1.0,0.6305
750,265,26.5,10.0,1.0,0.6255
760,258,25.8,10.0,1.0,0.6205
770,259,25.9,10.0,1.0,0.6155
780,257,25.7,10.0,1.0,0.6105
790,269,26.9,10.0,1.0,0.6055
800,254,25.4,10.0,1.0,0.6005
810,268,26.8,10.0,1.0,0.5955
820,256,25.6,10.0,1.0,0.5905
830,251,25.1,10.0,1.0,0.5855
840,253,25.3,10.0,1.0,0.5805
850,263,26.3,10.0,1.0,0.5755
860,257,25.7,10.0,1.0,0.5705
870,251,25.1,10.0,1.0,0.5655
880,261,26.1,10.0,1.0,0.5605
890,252,25.2,10.0,1.0,0.5555
900,257,25.7,10.0,1.0,0.5505
910,264,26.4,10.0,1.0,0.5455
920,251,25.1,10.0,1.0,0.5405
930,261,26.1,10.0,1.0,0.5355
940,259,25.9,10.0,1.0,0.5305
950,259,25.9,10.0,1.0,0.5255
960,253,25.3,10.0,1.0,0.5205
970,261,26.1,10.0,1.0,0.5155
980,250,25.0,10.0,1.0,0.5105
990,257,25.7,10.0,1.0,0.5055
1000,256,25.6,10.0,1.0,0.5005
1010,247,24.7,10.0,1.0,0.4955
1020,250,25.0,10.0,1.0,0.4905
1030,264,26.4,10.0,1.0,0.4855
1040,253,25.3,10.0,1.0,0.4805
1050,242,24.2,10.0,1.0,0.4755
1060,257,25.7,10.0,1.0,0.4705
1070,251,25.1,10.0,1.0,0.4655
1080,258,25.8,10.0,1.0,0.4605
1090,254,25.4,10.0,1.0,0.4555
1100,255,25.5,10.0,1.0,0.4505
1110,258,25.8,10.0,1.0,0.4455
1120,255,25.5,10.0,1.0,0.4405
1130,259,25.9,10.0,1.0,0.4355
1140,260,26.0,10.0,1.0,0.4305
1150,261,26.1,10.0,1.0,0.4255
1160,263,26.3,10.0,1.0,0.4205
1170,252,25.2,10.0,1.0,0.4155
1180,244,24.4,10.0,1.0,0.4105
1190,245,24.5,10.0,1.0,0.4055
1200,268,26.8,10.0,1.0,0.4005
1210,268,26.8,10.0,1.0,0.3955
1220,262,26.2,10.0,1.0,0.3905
1230,260,26.0,10.0,1.0,0.3855
1240,258,25.8,10.0,1.0,0.3805
1250,249,24.9,10.0,1.0,0.3755
1260,253,25.3,10.0,1.0,0.3705
1270,257,25.7,10.0,1.0,0.3655
1280,258,25.8,10.0,1.0,0.3605
1290,258,25.8,10.0,1.0,0.3555
1300,251,25.1,10.0,1.0,0.3505
1310,260,26.0,10.0,1.0,0.3455
1320,263,26.3,10.0,1.0,0.3405
1330,260,26.0,10.0,1.0,0.3355
1340,270,27.0,10.0,1.0,0.3305
1350,248,24.8,10.0,1.0,0.3255
1360,260,26.0,10.0,1.0,0.3205
1370,255,25.5,10.0,1.0,0.3155
1380,256,25.6,10.0,1.0,0.3105
1390,261,26.1,10.0,1.0,0.3055
1400,249,24.9,10.0,1.0,0.3005
1410,257,25.7,10.0,1.0,0.2955
1420,253,25.3,10.0,1.0,0.2905
1430,251,25.1,10.0,1.0,0.2855
1440,256,25.6,10.0,1.0,0.2805
1450,255,25.5,10.0,1.0,0.2755
1460,250,25.0,10.0,1.0,0.2705
1470,252,25.2,10.0,1.0,0.2655
1480,260,26.0,10.0,1.0,0.2605
1490,259,25.9,10.0,1.0,0.2555
1500,254,25.4,10.0,1.0,0.2505
1510,263,26.3,10.0,1.0,0.2455
1520,266,26.6,10.0,1.0,0.2405
1530,258,25.8,10.0,1.0,0.2355
1540,259,25.9,10.0,1.0,0.2305
1550,255,25.5,10.0,1.0,0.2255
1560,260,26.0,10.0,1.0,0.2205
1570,251,25.1,10.0,1.0,0.2155
1580,251,25.1,10.0,1.0,0.2105
1590,252,25.2,10.0,1.0,0.2055
1600,248,24.8,10.0,1.0,0.2005
1610,251,25.1,10.0,1.0,0.1955
1620,251,25.1,10.0,1.0,0.1905
1630,253,25.3,10.0,1.0,0.1855
1640,264,26.4,10.0,1.0,0.1805
1650,250,25.0,10.0,1.0,0.1755
1660,261,26.1,10.0,1.0,0.1705
1670,256,25.6,10.0,1.0,0.1655
1680,257,25.7,10.0,1.0,0.1605
1690,243,24.3,10.0,1.0,0.1555
1700,258,25.8,10.0,1.0,0.1505
1710,260,26.0,10.0,1.0,0.1455
