episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,919,91.9,1.0,0.1,1.0
10,904,90.4,1.0,0.1,0.9955
20,906,90.6,1.0,0.1,0.9905
30,903,90.3,1.0,0.1,0.9855
40,861,86.1,2.0,0.2,0.9805
50,917,91.7,1.0,0.1,0.9755
60,906,90.6,1.0,0.1,0.9705
70,910,91.0,1.0,0.1,0.9655
80,902,90.2,1.0,0.1,0.9605
90,910,91.0,1.0,0.1,0.9555
100,912,91.2,1.0,0.1,0.9505
110,903,90.3,1.0,0.1,0.9455
120,903,90.3,1.0,0.1,0.9405
130,903,90.3,1.0,0.1,0.9355
140,772,77.2,3.0,0.3,0.9305
150,780,78.0,3.0,0.3,0.9255
160,779,77.9,3.0,0.3,0.9205
170,701,70.1,4.0,0.4,0.9155
180,742,74.2,3.0,0.3,0.9105
190,628,62.8,6.0,0.6,0.9055
200,632,63.2,5.0,0.5,0.9005
210,664,66.4,4.0,0.4,0.8955
220,615,61.5,5.0,0.5,0.8905
230,566,56.6,6.0,0.6,0.8855
240,568,56.8,6.0,0.6,0.8805
250,435,43.5,8.0,0.8,0.8755
260,521,52.1,7.0,0.7,0.8705
270,427,42.7,8.0,0.8,0.8655
280,449,44.9,8.0,0.8,0.8605
290,395,39.5,9.0,0.9,0.8555
300,366,36.6,9.0,0.9,0.8505
310,389,38.9,8.0,0.8,0.8455
320,389,38.9,8.0,0.8,0.8405
330,349,34.9,9.0,0.9,0.8355
340,380,38.0,8.0,0.8,0.8305
350,313,31.3,9.0,0.9,0.8255
360,334,33.4,9.0,0.9,0.8205
370,330,33.0,9.0,0.9,0.8155
380,320,32.0,9.0,0.9,0.8105
390,276,27.6,10.0,1.0,0.8055
400,292,29.2,10.0,1.0,0.8005
410,318,31.8,9.0,0.9,0.7955
420,315,31.5,9.0,0.9,0.7905
430,307,30.7,9.0,0.9,0.7855
440,309,30.9,10.0,1.0,0.7805
450,318,31.8,9.0,0.9,0.7755
460,281,28.1,10.0,1.0,0.7705
470,256,25.6,10.0,1.0,0.7655
480,253,25.3,10.0,1.0,0.7605
490,249,24.9,10.0,1.0,0.7555
500,255,25.5,10.0,1.0,0.7505
510,250,25.0,10.0,1.0,0.7455
520,257,25.7,10.0,1.0,0.7405
530,253,25.3,10.0,1.0,0.7355
540,254,25.4,10.0,1.0,0.7305
550,254,25.4,10.0,1.0,0.7255
560,248,24.8,10.0,1.0,0.7205
570,257,25.7,10.0,1.0,0.7155
580,258,25.8,10.0,1.0,0.7105
590,265,26.5,10.0,1.0,0.7055
600,254,25.4,10.0,1.0,0.7005
610,263,26.3,10.0,1.0,0.6955
620,244,24.4,10.0,1.0,0.6905
630,258,25.8,10.0,1.0,0.6855
640,248,24.8,10.0,1.0,0.6805
650,253,25.3,10.0,1.0,0.6755
660,253,25.3,10.0,1.0,0.6705
670,251,25.1,10.0,1.0,0.6655
680,250,25.0,10.0,1.0,0.6605
690,253,25.3,10.0,1.0,0.6555
700,253,25.3,10.0,1.0,0.6505
710,242,24.2,10.0,1.0,0.6455
720,256,25.6,10.0,1.0,0.6405
730,256,25.6,10.0,1.0,0.6355
740,256,25.6,10.0,1.0,0.6305
750,247,24.7,10.0,1.0,0.6255
760,254,25.4,10.0,1.0,0.6205
770,245,24.5,10.0,1.0,0.6155
780,247,24.7,10.0,1.0,0.6105
790,256,25.6,10.0,1.0,0.6055
800,251,25.1,10.0,1.0,0.6005
810,254,25.4,10.0,1.0,0.5955
820,253,25.3,10.0,1.0,0.5905
830,247,24.7,10.0,1.0,0.5855
840,256,25.6,10.0,1.0,0.5805
850,253,25.3,10.0,1.0,0.5755
860,256,25.6,10.0,1.0,0.5705
870,243,24.3,10.0,1.0,0.5655
880,255,25.5,10.0,1.0,0.5605
890,251,25.1,10.0,1.0,0.5555
900,250,25.0,10.0,1.0,0.5505
910,254,25.4,10.0,1.0,0.5455
920,239,23.9,10.0,1.0,0.5405
930,243,24.3,10.0,1.0,0.5355
940,250,25.0,10.0,1.0,0.5305
950,263,26.3,10.0,1.0,0.5255
960,251,25.1,10.0,1.0,0.5205
970,249,24.9,10.0,1.0,0.5155
980,254,25.4,10.0,1.0,0.5105
990,254,25.4,10.0,1.0,0.5055
1000,251,25.1,10.0,1.0,0.5005
1010,253,25.3,10.0,1.0,0.4955
1020,252,25.2,10.0,1.0,0.4905
1030,256,25.6,10.0,1.0,0.4855
1040,255,25.5,10.0,1.0,0.4805
1050,248,24.8,10.0,1.0,0.4755
1060,249,24.9,10.0,1.0,0.4705
1070,252,25.2,10.0,1.0,0.4655
1080,251,25.1,10.0,1.0,0.4605
1090,255,25.5,10.0,1.0,0.4555
1100,255,25.5,10.0,1.0,0.4505
1110,249,24.9,10.0,1.0,0.4455
1120,261,26.1,10.0,1.0,0.4405
1130,256,25.6,10.0,1.0,0.4355
1140,250,25.0,10.0,1.0,0.4305
1150,252,25.2,10.0,1.0,0.4255
1160,253,25.3,10.0,1.0,0.4205
1170,244,24.4,10.0,1.0,0.4155
1180,252,25.2,10.0,1.0,0.4105
1190,260,26.0,10.0,1.0,0.4055
1200,260,26.0,10.0,1.0,0.4005
1210,266,26.6,10.0,1.0,0.3955
1220,247,24.7,10.0,1.0,0.3905
1230,264,26.4,10.0,1.0,0.3855
1240,251,25.1,10.0,1.0,0.3805
1250,252,25.2,10.0,1.0,0.3755
1260,249,24.9,10.0,1.0,0.3705
1270,249,24.9,10.0,1.0,0.3655
1280,256,25.6,10.0,1.0,0.3605
1290,253,25.3,10.0,1.0,0.3555
1300,252,25.2,10.0,1.0,0.3505
1310,245,24.5,10.0,1.0,0.3455
