episode,steps_total,steps_mean,reward_total,reward_mean,epsilon,step_count
0,907,90.7,1.0,0.1,1.0,0
1,912,91.2,1.0,0.1,0.9995,100
2,905,90.5,1.0,0.1,0.999,200
3,903,90.3,1.0,0.1,0.9985,300
4,904,90.4,1.0,0.1,0.998,400
5,926,92.6,1.0,0.1,0.9975,500
6,910,91.0,1.0,0.1,0.997,600
7,947,94.7,1.0,0.1,0.9965,700
8,926,92.6,1.0,0.1,0.996,800
9,926,92.6,1.0,0.1,0.9955,900
10,936,93.6,1.0,0.1,0.995,1000
11,971,97.1,1.0,0.1,0.9945,1100
12,913,91.3,1.0,0.1,0.994,1200
13,990,99.0,1.0,0.1,0.9935,1300
14,909,90.9,1.0,0.1,0.993,1400
15,912,91.2,1.0,0.1,0.9925,1500
16,932,93.2,1.0,0.1,0.992,1600
17,905,90.5,1.0,0.1,0.9915,1700
18,932,93.2,1.0,0.1,0.991,1800
19,910,91.0,1.0,0.1,0.9905,1900
20,907,90.7,1.0,0.1,0.99,2000
21,914,91.4,1.0,0.1,0.9895,2100
22,920,92.0,1.0,0.1,0.989,2200
23,909,90.9,1.0,0.1,0.9885,2300
24,909,90.9,1.0,0.1,0.988,2400
25,931,93.1,1.0,0.1,0.9875,2423
26,909,90.9,1.0,0.1,0.987,2523
27,910,91.0,1.0,0.1,0.9865,2623
28,911,91.1,1.0,0.1,0.986,2723
29,912,91.2,1.0,0.1,0.9855,2823
30,916,91.6,1.0,0.1,0.985,2923
31,909,90.9,1.0,0.1,0.9845,3023
32,906,90.6,1.0,0.1,0.984,3123
33,926,92.6,1.0,0.1,0.9835,3223
34,906,90.6,1.0,0.1,0.983,3323
35,907,90.7,1.0,0.1,0.9825,3423
36,903,90.3,1.0,0.1,0.982,3523
37,909,90.9,1.0,0.1,0.9815,3623
38,923,92.3,1.0,0.1,0.981,3723
39,920,92.0,1.0,0.1,0.9805,3823
40,917,91.7,1.0,0.1,0.98,3923
41,905,90.5,1.0,0.1,0.9795,4023
42,926,92.6,1.0,0.1,0.979,4123
43,911,91.1,1.0,0.1,0.9785,4223
44,922,92.2,1.0,0.1,0.978,4323
45,911,91.1,1.0,0.1,0.9775,4423
46,908,90.8,1.0,0.1,0.977,4523
47,924,92.4,1.0,0.1,0.9765,4623
48,916,91.6,1.0,0.1,0.976,4723
49,904,90.4,1.0,0.1,0.9755,4823
50,912,91.2,1.0,0.1,0.975,4923
51,946,94.6,1.0,0.1,0.9745,5023
52,996,99.6,1.0,0.1,0.974,5123
53,933,93.3,1.0,0.1,0.9735,5223
54,927,92.7,1.0,0.1,0.973,5323
55,925,92.5,1.0,0.1,0.9725,5423
56,910,91.0,1.0,0.1,0.972,5523
57,909,90.9,1.0,0.1,0.9715,5623
58,903,90.3,1.0,0.1,0.971,5723
59,923,92.3,1.0,0.1,0.9705,5823
60,959,95.9,1.0,0.1,0.97,5923
61,910,91.0,1.0,0.1,0.9695,6023
62,908,90.8,1.0,0.1,0.969,6123
63,913,91.3,1.0,0.1,0.9685,6223
64,924,92.4,1.0,0.1,0.968,6323
65,903,90.3,1.0,0.1,0.9675,6423
66,923,92.3,1.0,0.1,0.967,6523
67,903,90.3,1.0,0.1,0.9665,6623
68,911,91.1,1.0,0.1,0.966,6723
69,905,90.5,1.0,0.1,0.9655,6823
70,947,94.7,1.0,0.1,0.965,6923
71,909,90.9,1.0,0.1,0.9645,7023
72,954,95.4,1.0,0.1,0.964,7123
73,982,98.2,1.0,0.1,0.9635,7223
74,909,90.9,1.0,0.1,0.963,7323
75,906,90.6,1.0,0.1,0.9625,7423
76,908,90.8,1.0,0.1,0.962,7523
77,906,90.6,1.0,0.1,0.9615,7623
78,915,91.5,1.0,0.1,0.961,7723
79,917,91.7,1.0,0.1,0.9605,7823
80,912,91.2,1.0,0.1,0.96,7923
81,921,92.1,1.0,0.1,0.9595,8023
82,914,91.4,1.0,0.1,0.959,8123
83,905,90.5,1.0,0.1,0.9585,8223
84,915,91.5,1.0,0.1,0.958,8323
85,1000,100.0,0,0.0,0.9575,8341
86,921,92.1,1.0,0.1,0.957,8441
87,908,90.8,1.0,0.1,0.9565,8541
88,923,92.3,1.0,0.1,0.956,8641
89,906,90.6,1.0,0.1,0.9555,8741
90,913,91.3,1.0,0.1,0.955,8841
91,904,90.4,1.0,0.1,0.9545,8941
