episode,omega2,omega3,omega4,omega
1,1,0,0,0
2,1,0,0,1
3,1,1,0,1
4,1,1,0,2
5,2,1,0,2
6,3,1,0,2
7,3,2,0,2
8,3,2,0,3
9,3,2,1,3
10,3,2,2,3
11,3,2,3,3
12,3,2,4,3
13,4,2,4,3
14,4,2,5,3
15,4,2,5,4
16,5,2,5,4
17,5,3,5,4
18,5,3,5,5
19,5,3,5,6
20,6,3,5,6
21,7,3,5,6
22,8,3,5,6
23,8,3,5,7
24,8,3,6,7
25,8,4,6,7
26,9,4,6,7
27,9,4,6,8
28,10,4,6,8
29,10,4,6,9
30,10,5,6,9
31,10,6,6,9
32,10,6,6,10
33,10,6,7,10
34,10,7,7,10
35,10,8,7,10
36,10,9,7,10
37,10,9,7,11
38,10,10,7,11
39,10,11,7,11
40,10,11,8,11
41,11,11,8,11
42,12,11,8,11
43,12,12,8,11
44,12,13,8,11
45,13,13,8,11
46,13,13,9,11
47,13,14,9,11
48,13,15,9,11
49,13,15,10,11
50,13,15,11,11
51,13,15,11,12
52,13,16,11,12
53,13,16,12,12
54,13,16,12,13
55,13,17,12,13
56,13,17,13,13
57,14,17,13,13
58,14,17,14,13
59,14,18,14,13
60,14,18,15,13
61,14,18,15,14
62,15,18,15,14
63,16,18,15,14
64,16,19,15,14
65,16,19,16,14
66,17,19,16,14
67,18,19,16,14
68,19,19,16,14
69,19,19,17,14
70,19,19,18,14
71,20,19,18,14
72,20,19,18,15
73,21,19,18,15
74,21,19,19,15
75,22,19,19,15
76,22,19,20,15
77,22,20,20,15
78,22,21,20,15
79,23,21,20,15
80,24,21,20,15
81,25,21,20,15
82,25,22,20,15
83,25,23,20,15
84,26,23,20,15
85,27,23,20,15
86,28,23,20,15
87,28,23,21,15
88,29,23,21,15
89,29,24,21,15
90,29,24,22,15
91,29,24,22,16
92,29,25,22,16
93,29,26,22,16
94,30,26,22,16
95,31,26,22,16
96,32,26,22,16
97,33,26,22,16
98,34,26,22,16
99,34,27,22,16
100,35,27,22,16
101,36,27,22,16
102,36,27,23,16
103,36,27,23,17
104,36,28,23,17
105,36,28,24,17
106,36,28,24,18
107,36,29,24,18
108,36,30,24,18
109,37,30,24,18
110,37,30,24,19
111,37,30,25,19
112,37,31,25,19
113,37,31,26,19
114,38,31,26,19
115,38,31,26,20
116,38,31,27,20
117,38,31,28,20
118,38,31,28,21
119,38,31,29,21
120,38,31,29,22
121,38,31,29,23
122,38,31,30,23
123,38,31,30,24
124,39,31,30,24
125,39,32,30,24
126,39,32,30,25
127,39,32,31,25
128,39,33,31,25
129,39,33,31,26
130,39,33,31,27
131,39,34,31,27
132,39,35,31,27
133,39,35,31,28
134,39,36,31,28
135,39,36,31,29
136,40,36,31,29
137,41,36,31,29
138,42,36,31,29
139,43,36,31,29
140,43,37,31,29
141,43,37,32,29
142,44,37,32,29
143,45,37,32,29
144,45,37,33,29
145,45,37,34,29
146,46,37,34,29
147,47,37,34,29
148,48,37,34,29
149,48,37,35,29
150,49,37,35,29
151,50,37,35,29
152,50,37,35,30
153,51,37,35,30
154,51,38,35,30
155,52,38,35,30
156,52,38,35,31
157,53,38,35,31
158,53,38,35,32
159,53,38,35,33
160,54,38,35,33
161,54,38,35,34
162,55,38,35,34
163,55,39,35,34
164,56,39,35,34
165,56,39,36,34
166,56,39,37,34
167,56,40,37,34
168,56,41,37,34
169,56,42,37,34
170,56,42,37,35
171,56,42,38,35
172,56,42,39,35
173,57,42,39,35
174,57,42,39,36
175,57,42,40,36
176,57,43,40,36
177,57,43,40,37
178,58,43,40,37
179,59,43,40,37
180,59,44,40,37
181,60,44,40,37
182,60,44,40,38
183,61,44,40,38
184,62,44,40,38
185,62,44,41,38
186,63,44,41,38
187,63,45,41,38
188,63,45,42,38
189,63,45,43,38
190,63,45,43,39
191,64,45,43,39
192,64,45,44,39
193,64,45,44,40
194,64,45,44,41
195,64,46,44,41
196,64,46,44,42
197,64,47,44,42
198,65,47,44,42
199,65,48,44,42
200,65,48,45,42
201,66,48,45,42
202,66,48,46,42
203,66,49,46,42
204,66,50,46,42
205,66,51,46,42
206,67,51,46,42
207,67,52,46,42
208,67,52,46,43
209,67,52,46,44
210,67,52,46,45
211,68,52,46,45
212,69,52,46,45
213,69,52,47,45
214,70,52,47,45
215,71,52,47,45
216,71,53,47,45
217,72,53,47,45
218,73,53,47,45
219,73,53,48,45
220,73,53,49,45
221,74,53,49,45
222,74,54,49,45
223,74,55,49,45
224,74,56,49,45
225,74,56,49,46
226,74,56,50,46
227,74,57,50,46
228,74,57,50,47
229,75,57,50,47
230,75,58,50,47
231,75,59,50,47
232,75,60,50,47
233,75,61,50,47
234,76,61,50,47
235,76,61,50,48
236,77,61,50,48
237,77,61,51,48
238,78,61,51,48
239,79,61,51,48
240,80,61,51,48
241,81,61,51,48
242,81,62,51,48
243,81,63,51,48
244,81,64,51,48
245,81,65,51,48
246,81,65,52,48
247,82,65,52,48
248,83,65,52,48
249,83,66,52,48
250,83,67,52,48
251,83,68,52,48
252,83,69,52,48
253,83,70,52,48
254,84,70,52,48
255,84,70,53,48
256,84,71,53,48
257,84,72,53,48
258,85,72,53,48
259,85,73,53,48
260,86,73,53,48
261,86,73,54,48
262,86,73,55,48
263,87,73,55,48
264,88,73,55,48
265,88,74,55,48
266,89,74,55,48
267,90,74,55,48
268,90,74,55,49
269,90,74,56,49
270,91,74,56,49
271,92,74,56,49
272,93,74,56,49
273,94,74,56,49
274,94,75,56,49
275,94,76,56,49
276,94,76,56,50
277,95,76,56,50
278,95,76,56,51
279,95,76,57,51
280,95,77,57,51
281,95,77,58,51
282,95,77,59,51
283,95,77,59,52
284,95,77,59,53
285,96,77,59,53
286,97,77,59,53
287,97,78,59,53
288,97,78,59,54
289,98,78,59,54
290,98,78,59,55
291,98,78,60,55
292,98,78,61,55
293,98,78,62,55
294,98,79,62,55
295,98,80,62,55
296,99,80,62,55
297,100,80,62,55
298,100,81,62,55
299,101,81,62,55
300,101,81,63,55
