"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper"
0,99.24,98.0543380389,100.425661961,0.02,-0.0101620955032,0.0501620955032
10,98.41,96.3519894754,100.468010525,0.03,-0.00455502144049,0.0645550214405
20,98.04,95.6958307337,100.384169266,0.03,-0.00455502144049,0.0645550214405
30,98.65,96.6353249814,100.664675019,0.03,-0.00455502144049,0.0645550214405
40,97.93,95.4295345404,100.43046546,0.03,-0.00455502144049,0.0645550214405
50,94.89,90.1278203684,99.6521796316,0.13,0.0343214781063,0.225678521894
60,94.1,90.3922392219,97.8077607781,0.11,0.0473637044343,0.172636295566
70,92.05,88.1656054136,95.9343945864,0.12,0.046118256444,0.193881743556
80,91.05,84.8973529898,97.2026470102,0.16,0.0760322797745,0.243967720226
90,86.75,81.8573387678,91.6426612322,0.2,0.0933608886744,0.306639111326
100,85.42,76.8006963343,94.0393036657,0.23,0.112939590051,0.347060409949
110,84.19,74.9212605619,93.4587394381,0.25,0.0909324745805,0.40906752542
120,84.96,74.3031720568,95.6168279432,0.21,0.0774496865362,0.342550313464
130,80.33,69.6200641058,91.0399358942,0.26,0.112236512888,0.407763487112
140,77.52,66.1348676663,88.9051323337,0.31,0.15750234221,0.46249765779
150,78.4,68.4773467285,88.3226532715,0.32,0.173783817172,0.466216182828
160,76.03,63.7379260723,88.3220739277,0.31,0.139878027099,0.480121972901
170,71.23,57.2789283265,85.1810716735,0.41,0.200894869151,0.619105130849
180,70.48,56.4788166703,84.4811833297,0.44,0.237105253314,0.642894746686
190,70.18,54.689120963,85.670879037,0.41,0.200894869151,0.619105130849
200,70.95,57.2869015753,84.6130984247,0.4,0.21224246966,0.58775753034
210,66.09,51.0872205069,81.0927794931,0.47,0.251324807602,0.688675192398
220,61.03,44.339427261,77.720572739,0.53,0.303658643218,0.756341356782
230,58.24,40.240840586,76.239159414,0.6,0.343179011035,0.856820988965
240,56.51,38.0844571905,74.9355428095,0.6,0.334470754156,0.865529245844
250,55.08,36.9196755669,73.2403244331,0.66,0.404956340271,0.915043659729
260,54.14,35.1874006216,73.0925993784,0.62,0.354899373072,0.885100626928
270,52.85,34.1072774341,71.5927225659,0.67,0.426708529055,0.913291470945
280,48.69,28.9210975589,68.4589024411,0.67,0.41529097019,0.92470902981
290,48.02,27.5407700705,68.4992299295,0.68,0.432652426036,0.927347573964
300,46.87,29.1111761608,64.6288238392,0.73,0.506184853544,0.953815146456
310,46.33,27.8328613101,64.8271386899,0.72,0.465849665817,0.974150334183
320,44.06,27.1940476932,60.9259523068,0.78,0.586868355232,0.973131644768
330,41.18,23.6897942876,58.6702057124,0.78,0.55428754512,1.00571245488
340,38.26,22.8829063772,53.6370936228,0.82,0.621067317356,1.01893268264
350,40.25,24.3091024602,56.1908975398,0.82,0.635912351876,1.00408764812
360,38.28,22.1140664377,54.4459335623,0.82,0.639027426981,1.00097257302
370,38.53,23.6174801403,53.4425198597,0.81,0.617901546834,1.00209845317
380,35.95,21.8547760305,50.0452239695,0.84,0.660922479966,1.01907752003
390,34.78,21.3568169523,48.2031830477,0.86,0.684126272073,1.03587372793
400,34.13,21.5090437985,46.7509562015,0.84,0.677572144787,1.00242785521
410,32.57,20.9896577962,44.1503422038,0.89,0.766326213018,1.01367378698
420,32.58,21.6635817359,43.4964182641,0.88,0.745956715567,1.01404328443
430,31.1,21.1343482485,41.0656517515,0.9,0.778412705912,1.02158729409
440,29.33,20.1628780986,38.4971219014,0.92,0.825818886977,1.01418111302
450,29.2,20.0102079111,38.3897920889,0.93,0.834321478106,1.02567852189
460,28.25,19.6007035621,36.8992964379,0.94,0.863101443229,1.01689855677
470,27.94,18.1123394506,37.7676605494,0.94,0.82714377256,1.05285622744
480,28.54,19.6455565314,37.4344434686,0.93,0.817902053672,1.04209794633
490,27.88,20.0467928829,35.7132071171,0.92,0.814432665739,1.02556733426
500,26.09,19.9012140809,32.2787859191,0.95,0.880479804896,1.0195201951
510,25.3,20.6970675641,29.9029324359,0.97,0.93544497856,1.00455502144
520,25.17,20.4170707624,29.9229292376,0.96,0.909981823162,1.01001817684
530,25.68,20.5932137878,30.7667862122,0.95,0.889206352956,1.01079364704
540,23.93,20.584173453,27.275826547,0.98,0.949837904497,1.0101620955
550,25.1,20.2957926387,29.9042073613,0.96,0.909981823162,1.01001817684
560,25.26,20.8300208376,29.6899791624,0.97,0.921717088808,1.01828291119
570,25.6,20.9908952594,30.2091047406,0.95,0.889206352956,1.01079364704
580,24.9,21.313055934,28.486944066,0.99,0.967378428373,1.01262157163
590,24.06,20.8287821356,27.2912178644,0.98,0.949837904497,1.0101620955
600,23.23,20.6215781269,25.8384218731,0.99,0.967378428373,1.01262157163
610,22.94,20.9079162539,24.9720837461,1.0,1.0,1.0
620,22.25,21.1686510165,23.3313489835,1.0,1.0,1.0
630,22.36,21.2173182572,23.5026817428,1.0,1.0,1.0
640,22.52,21.1154369992,23.9245630008,1.0,1.0,1.0
650,22.24,20.3910487845,24.0889512155,1.0,1.0,1.0
660,22.63,20.9091572889,24.3508427111,0.99,0.967378428373,1.01262157163
670,22.09,20.7333551806,23.4466448194,1.0,1.0,1.0
