episode,W_mean
1,0.0
2,0.0
3,0.0
4,0.07916666666666666
5,0.07916666666666666
6,0.059375
7,0.059375
8,0.059375
9,0.0475
10,0.0475
11,0.0475
12,0.0475
13,0.0475
14,0.03958333333333333
15,0.03958333333333333
16,0.03958333333333333
17,0.033928571428571426
18,0.033928571428571426
19,0.033928571428571426
20,0.033928571428571426
21,0.033928571428571426
22,0.033928571428571426
23,0.0296875
24,0.0296875
25,0.0296875
26,0.02638888888888889
27,0.02375
28,0.02159090909090909
29,0.02159090909090909
30,0.019791666666666666
31,0.018269230769230767
32,0.016964285714285713
33,0.016964285714285713
34,0.01583333333333333
35,0.01583333333333333
36,0.01583333333333333
37,0.01583333333333333
38,0.014843749999999998
39,0.014843749999999998
40,0.014843749999999998
41,0.014843749999999998
42,0.013970588235294115
43,0.013970588235294115
44,0.013970588235294115
45,0.013970588235294115
46,0.013970588235294115
47,0.013194444444444443
48,0.012499999999999997
49,0.011874999999999997
50,0.011874999999999997
51,0.011309523809523806
52,0.010795454545454542
53,0.010795454545454542
54,0.010326086956521737
55,0.009895833333333331
56,0.034076487630208326
57,0.03138974826388888
58,0.029240356770833323
59,0.02884452343749999
60,0.028479138822115377
61,0.028479138822115377
62,0.028479138822115377
63,0.02814081973379629
64,0.02782666629464285
65,0.026068073254870122
66,0.02460257905505952
67,0.024310091370330453
68,0.024310091370330453
69,0.024310091370330453
70,0.024037102864583326
71,0.024037102864583326
72,0.023781726520497305
73,0.02254169296681141
74,0.02254169296681141
75,0.02254169296681141
76,0.02254169296681141
77,0.02254169296681141
78,0.02254169296681141
79,0.02254169296681141
80,0.02254169296681141
81,0.022302277644230765
82,0.022302277644230765
83,0.022302277644230765
84,0.02207737234120046
85,0.02207737234120046
86,0.02207737234120046
87,0.02207737234120046
88,0.02207737234120046
89,0.02101448643804112
90,0.020093318655303026
91,0.01928729684540719
92,0.019075621266084555
93,0.018364425551470585
94,0.01816484571953781
95,0.017976353656045746
96,0.017344179687499996
97,0.017165876384196692
98,0.016996957465277775
99,0.016431328124999995
100,0.016431328124999995
101,0.016431328124999995
102,0.015922261718749997
103,0.015922261718749997
104,0.015922261718749997
105,0.015922261718749997
106,0.015922261718749997
107,0.015922261718749997
108,0.015762005308493584
109,0.015762005308493584
110,0.015609761718749995
111,0.015149177827380948
112,0.015149177827380948
113,0.015149177827380948
114,0.014730465198863632
115,0.014730465198863632
116,0.014730465198863632
117,0.0145856481256929
118,0.0145856481256929
119,0.014447727103625536
120,0.014065424268892335
121,0.01393391817808392
122,0.01393391817808392
123,0.013583473912911818
124,0.022157223912911816
125,0.021827464297527202
126,0.021701935756300986
127,0.021581986261351487
128,0.021581986261351487
129,0.021467251961834584
130,0.02114484323787625
131,0.02103499124897708
132,0.020737383196092467
133,0.020461820184162267
134,0.020205940244512798
135,0.019967707197252944
136,0.019662374220044965
137,0.019557099397349932
138,0.01927357591851395
139,0.019051225074404755
140,0.01895024718324829
