episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,918,91.8,1.0,0.1,1.0
10,1000,100.0,0,0.0,0.9955
20,917,91.7,1.0,0.1,0.9905
30,902,90.2,1.0,0.1,0.9855
40,901,90.1,1.0,0.1,0.9805
50,902,90.2,1.0,0.1,0.9755
60,902,90.2,1.0,0.1,0.9705
70,902,90.2,1.0,0.1,0.9655
80,901,90.1,1.0,0.1,0.9605
90,903,90.3,1.0,0.1,0.9555
100,901,90.1,1.0,0.1,0.9505
110,903,90.3,1.0,0.1,0.9455
120,902,90.2,1.0,0.1,0.9405
130,902,90.2,1.0,0.1,0.9355
140,847,84.7,3.0,0.3,0.9305
150,902,90.2,1.0,0.1,0.9255
160,901,90.1,1.0,0.1,0.9205
170,901,90.1,1.0,0.1,0.9155
180,902,90.2,1.0,0.1,0.9105
190,828,82.8,3.0,0.3,0.9055
200,850,85.0,4.0,0.4,0.9005
210,778,77.8,3.0,0.3,0.8955
220,760,76.0,3.0,0.3,0.8905
230,772,77.2,4.0,0.4,0.8855
240,732,73.2,4.0,0.4,0.8805
250,746,74.6,3.0,0.3,0.8755
260,752,75.2,4.0,0.4,0.8705
270,775,77.5,3.0,0.3,0.8655
280,725,72.5,4.0,0.4,0.8605
290,617,61.7,5.0,0.5,0.8555
300,677,67.7,5.0,0.5,0.8505
310,648,64.8,4.0,0.4,0.8455
320,566,56.6,6.0,0.6,0.8405
330,496,49.6,8.0,0.8,0.8355
340,496,49.6,7.0,0.7,0.8305
350,456,45.6,8.0,0.8,0.8255
360,394,39.4,8.0,0.8,0.8205
370,440,44.0,7.0,0.7,0.8155
380,371,37.1,8.0,0.8,0.8105
390,361,36.1,8.0,0.8,0.8055
400,362,36.2,8.0,0.8,0.8005
410,336,33.6,9.0,0.9,0.7955
420,364,36.4,8.0,0.8,0.7905
430,311,31.1,9.0,0.9,0.7855
440,340,34.0,9.0,0.9,0.7805
450,299,29.9,10.0,1.0,0.7755
460,259,25.9,10.0,1.0,0.7705
470,266,26.6,10.0,1.0,0.7655
480,253,25.3,10.0,1.0,0.7605
490,250,25.0,10.0,1.0,0.7555
500,311,31.1,9.0,0.9,0.7505
510,301,30.1,9.0,0.9,0.7455
520,332,33.2,9.0,0.9,0.7405
530,272,27.2,10.0,1.0,0.7355
540,235,23.5,10.0,1.0,0.7305
550,255,25.5,10.0,1.0,0.7255
560,230,23.0,10.0,1.0,0.7205
570,238,23.8,10.0,1.0,0.7155
580,231,23.1,10.0,1.0,0.7105
590,243,24.3,10.0,1.0,0.7055
600,226,22.6,10.0,1.0,0.7005
610,227,22.7,10.0,1.0,0.6955
620,233,23.3,10.0,1.0,0.6905
630,234,23.4,10.0,1.0,0.6855
640,230,23.0,10.0,1.0,0.6805
650,225,22.5,10.0,1.0,0.6755
660,227,22.7,10.0,1.0,0.6705
670,237,23.7,10.0,1.0,0.6655
680,233,23.3,10.0,1.0,0.6605
690,222,22.2,10.0,1.0,0.6555
700,237,23.7,10.0,1.0,0.6505
710,227,22.7,10.0,1.0,0.6455
720,229,22.9,10.0,1.0,0.6405
730,231,23.1,10.0,1.0,0.6355
740,236,23.6,10.0,1.0,0.6305
750,238,23.8,10.0,1.0,0.6255
760,228,22.8,10.0,1.0,0.6205
770,229,22.9,10.0,1.0,0.6155
780,234,23.4,10.0,1.0,0.6105
790,236,23.6,10.0,1.0,0.6055
800,227,22.7,10.0,1.0,0.6005
810,229,22.9,10.0,1.0,0.5955
820,227,22.7,10.0,1.0,0.5905
830,228,22.8,10.0,1.0,0.5855
