episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,953,95.3,1.0,0.1,1.0
10,948,94.8,2.0,0.2,0.9955
20,916,91.6,1.0,0.1,0.9905
30,908,90.8,1.0,0.1,0.9855
40,906,90.6,1.0,0.1,0.9805
50,906,90.6,1.0,0.1,0.9755
60,907,90.7,1.0,0.1,0.9705
70,909,90.9,1.0,0.1,0.9655
80,890,89.0,2.0,0.2,0.9605
90,905,90.5,1.0,0.1,0.9555
100,905,90.5,1.0,0.1,0.9505
110,864,86.4,3.0,0.3,0.9455
120,909,90.9,2.0,0.2,0.9405
130,868,86.8,2.0,0.2,0.9355
140,740,74.0,3.0,0.3,0.9305
150,785,78.5,3.0,0.3,0.9255
160,695,69.5,4.0,0.4,0.9205
170,684,68.4,5.0,0.5,0.9155
180,635,63.5,6.0,0.6,0.9105
190,584,58.4,7.0,0.7,0.9055
200,596,59.6,5.0,0.5,0.9005
210,599,59.9,5.0,0.5,0.8955
220,545,54.5,6.0,0.6,0.8905
230,485,48.5,8.0,0.8,0.8855
240,452,45.2,8.0,0.8,0.8805
250,421,42.1,8.0,0.8,0.8755
260,372,37.2,9.0,0.9,0.8705
270,399,39.9,8.0,0.8,0.8655
280,290,29.0,10.0,1.0,0.8605
290,258,25.8,10.0,1.0,0.8555
300,324,32.4,9.0,0.9,0.8505
310,247,24.7,10.0,1.0,0.8455
320,253,25.3,10.0,1.0,0.8405
330,249,24.9,10.0,1.0,0.8355
340,251,25.1,10.0,1.0,0.8305
350,249,24.9,10.0,1.0,0.8255
360,262,26.2,10.0,1.0,0.8205
370,352,35.2,10.0,1.0,0.8155
380,247,24.7,10.0,1.0,0.8105
390,255,25.5,10.0,1.0,0.8055
400,245,24.5,10.0,1.0,0.8005
410,241,24.1,10.0,1.0,0.7955
420,253,25.3,10.0,1.0,0.7905
430,259,25.9,10.0,1.0,0.7855
440,256,25.6,10.0,1.0,0.7805
450,249,24.9,10.0,1.0,0.7755
460,249,24.9,10.0,1.0,0.7705
470,303,30.3,10.0,1.0,0.7655
480,322,32.2,10.0,1.0,0.7605
490,260,26.0,10.0,1.0,0.7555
500,254,25.4,10.0,1.0,0.7505
510,243,24.3,10.0,1.0,0.7455
520,250,25.0,10.0,1.0,0.7405
530,241,24.1,10.0,1.0,0.7355
540,245,24.5,10.0,1.0,0.7305
550,249,24.9,10.0,1.0,0.7255
560,254,25.4,10.0,1.0,0.7205
570,244,24.4,10.0,1.0,0.7155
580,242,24.2,10.0,1.0,0.7105
590,241,24.1,10.0,1.0,0.7055
600,245,24.5,10.0,1.0,0.7005
610,249,24.9,10.0,1.0,0.6955
620,252,25.2,10.0,1.0,0.6905
630,245,24.5,10.0,1.0,0.6855
640,235,23.5,10.0,1.0,0.6805
650,245,24.5,10.0,1.0,0.6755
660,249,24.9,10.0,1.0,0.6705
670,251,25.1,10.0,1.0,0.6655
680,255,25.5,10.0,1.0,0.6605
690,250,25.0,10.0,1.0,0.6555
700,246,24.6,10.0,1.0,0.6505
710,251,25.1,10.0,1.0,0.6455
720,254,25.4,10.0,1.0,0.6405
730,253,25.3,10.0,1.0,0.6355
740,251,25.1,10.0,1.0,0.6305
750,257,25.7,10.0,1.0,0.6255
760,252,25.2,10.0,1.0,0.6205
770,247,24.7,10.0,1.0,0.6155
780,253,25.3,10.0,1.0,0.6105
790,248,24.8,10.0,1.0,0.6055
800,241,24.1,10.0,1.0,0.6005
810,250,25.0,10.0,1.0,0.5955
820,241,24.1,10.0,1.0,0.5905
830,245,24.5,10.0,1.0,0.5855
840,247,24.7,10.0,1.0,0.5805
850,246,24.6,10.0,1.0,0.5755
860,247,24.7,10.0,1.0,0.5705
870,244,24.4,10.0,1.0,0.5655
880,251,25.1,10.0,1.0,0.5605
890,249,24.9,10.0,1.0,0.5555
900,248,24.8,10.0,1.0,0.5505
910,252,25.2,10.0,1.0,0.5455
920,255,25.5,10.0,1.0,0.5405
930,245,24.5,10.0,1.0,0.5355
940,251,25.1,10.0,1.0,0.5305
950,253,25.3,10.0,1.0,0.5255
960,257,25.7,10.0,1.0,0.5205
970,263,26.3,10.0,1.0,0.5155
980,247,24.7,10.0,1.0,0.5105
990,259,25.9,10.0,1.0,0.5055
1000,259,25.9,10.0,1.0,0.5005
1010,239,23.9,10.0,1.0,0.4955
1020,249,24.9,10.0,1.0,0.4905
1030,246,24.6,10.0,1.0,0.4855
1040,245,24.5,10.0,1.0,0.4805
1050,236,23.6,10.0,1.0,0.4755
1060,254,25.4,10.0,1.0,0.4705
1070,252,25.2,10.0,1.0,0.4655
1080,255,25.5,10.0,1.0,0.4605
1090,249,24.9,10.0,1.0,0.4555
1100,247,24.7,10.0,1.0,0.4505
1110,248,24.8,10.0,1.0,0.4455
1120,252,25.2,10.0,1.0,0.4405
1130,248,24.8,10.0,1.0,0.4355
