episode,omega2,omega3,omega4,omega
1,0,0,0,1
2,1,0,0,1
3,1,0,1,1
4,1,0,1,2
5,2,0,1,2
6,2,1,1,2
7,2,2,1,2
8,2,3,1,2
9,3,3,1,2
10,4,3,1,2
11,4,3,1,3
12,4,3,2,3
13,4,3,2,4
14,4,3,3,4
15,4,3,3,5
16,4,3,3,6
17,4,3,4,6
18,4,3,4,7
19,5,3,4,7
20,5,3,4,8
21,5,3,4,9
22,6,3,4,9
23,6,4,4,9
24,6,4,5,9
25,6,5,5,9
26,6,5,6,9
27,6,5,6,10
28,6,5,6,11
29,7,5,6,11
30,7,5,6,12
31,7,6,6,12
32,7,6,6,13
33,7,6,7,13
34,8,6,7,13
35,9,6,7,13
36,9,6,8,13
37,9,6,8,14
38,10,6,8,14
39,10,7,8,14
40,10,8,8,14
41,10,8,9,14
42,10,8,10,14
43,10,9,10,14
44,10,9,10,15
45,10,10,10,15
46,10,10,10,16
47,11,10,10,16
48,11,10,10,17
49,12,10,10,17
50,13,10,10,17
51,13,10,11,17
52,14,10,11,17
53,14,11,11,17
54,15,11,11,17
55,15,11,12,17
56,15,11,12,18
57,16,11,12,18
58,16,11,12,19
59,17,11,12,19
60,18,11,12,19
61,18,11,13,19
62,18,12,13,19
63,18,13,13,19
64,19,13,13,19
65,19,14,13,19
66,19,14,13,20
67,19,15,13,20
68,20,15,13,20
69,20,16,13,20
70,20,16,14,20
71,20,17,14,20
72,20,18,14,20
73,20,18,14,21
74,20,18,15,21
75,20,18,15,22
76,20,18,15,23
77,20,19,15,23
78,20,20,15,23
79,20,20,15,24
80,20,20,16,24
81,21,20,16,24
82,21,21,16,24
83,22,21,16,24
84,23,21,16,24
85,24,21,16,24
86,24,21,16,25
87,25,21,16,25
88,26,21,16,25
89,26,22,16,25
90,27,22,16,25
91,28,22,16,25
92,28,22,17,25
93,29,22,17,25
94,29,22,17,26
95,29,23,17,26
96,29,23,17,27
97,29,23,18,27
98,29,23,18,28
99,29,23,18,29
100,29,23,18,30
101,29,24,18,30
102,29,24,19,30
103,29,25,19,30
104,30,25,19,30
105,31,25,19,30
106,32,25,19,30
107,32,25,20,30
108,32,25,21,30
109,32,26,21,30
110,32,26,21,31
111,33,26,21,31
112,33,26,21,32
113,33,26,22,32
114,33,26,22,33
115,33,26,23,33
116,33,27,23,33
117,34,27,23,33
118,34,27,23,34
119,35,27,23,34
120,36,27,23,34
121,36,27,24,34
122,37,27,24,34
123,37,27,25,34
124,37,28,25,34
125,37,28,26,34
126,37,28,26,35
127,37,29,26,35
128,37,30,26,35
129,37,30,27,35
130,37,31,27,35
131,37,31,28,35
132,37,31,28,36
133,37,32,28,36
134,37,32,29,36
135,37,32,29,37
136,37,32,30,37
137,37,33,30,37
138,38,33,30,37
139,39,33,30,37
140,39,33,30,38
141,39,34,30,38
142,39,34,30,39
143,39,34,30,40
144,39,34,30,41
145,39,34,30,42
146,39,34,30,43
147,39,34,30,44
148,40,34,30,44
149,40,34,30,45
150,41,34,30,45
151,42,34,30,45
152,42,34,30,46
153,42,34,31,46
154,42,34,31,47
155,42,34,31,48
156,42,35,31,48
157,42,35,31,49
158,42,35,32,49
159,42,35,32,50
160,42,35,32,51
161,42,35,32,52
162,42,35,33,52
163,42,35,33,53
164,42,36,33,53
165,42,36,33,54
166,42,36,33,55
167,43,36,33,55
168,43,36,34,55
169,43,36,35,55
170,44,36,35,55
171,44,36,35,56
172,45,36,35,56
173,46,36,35,56
174,46,37,35,56
175,46,37,35,57
176,46,37,36,57
177,46,37,36,58
178,46,37,36,59
179,46,37,36,60
180,46,37,36,61
181,46,37,37,61
182,46,37,37,62
183,46,37,38,62
184,46,37,39,62
185,46,37,39,63
186,47,37,39,63
187,47,37,40,63
188,47,37,41,63
189,47,37,42,63
190,47,37,42,64
191,47,37,42,65
192,47,37,42,66
193,47,37,43,66
194,48,37,43,66
195,48,37,44,66
196,48,37,44,67
197,49,37,44,67
198,49,37,45,67
199,49,37,46,67
200,49,37,46,68
201,49,37,46,69
202,49,37,46,70
203,49,37,46,71
204,49,38,46,71
205,50,38,46,71
206,50,39,46,71
207,50,39,47,71
208,51,39,47,71
209,52,39,47,71
210,52,40,47,71
211,52,40,47,72
212,52,41,47,72
213,52,41,47,73
214,53,41,47,73
215,53,42,47,73
216,53,42,47,74
217,53,43,47,74
218,53,43,47,75
219,53,43,47,76
220,53,43,47,77
221,53,44,47,77
222,53,44,48,77
223,54,44,48,77
224,54,44,49,77
225,54,44,50,77
226,54,44,51,77
227,55,44,51,77
228,56,44,51,77
229,57,44,51,77
230,57,44,51,78
231,58,44,51,78
232,58,45,51,78
233,58,45,51,79
234,58,45,51,80
235,58,45,51,81
236,59,45,51,81
237,59,45,52,81
238,59,46,52,81
239,60,46,52,81
240,60,46,53,81
241,60,46,53,82
242,60,46,54,82
243,60,47,54,82
244,60,47,55,82
245,60,47,55,83
246,60,47,56,83
247,60,47,57,83
248,60,48,57,83
249,61,48,57,83
250,61,48,57,84
251,61,48,58,84
252,62,48,58,84
253,62,49,58,84
254,62,49,58,85
255,62,50,58,85
256,62,50,59,85
257,63,50,59,85
258,63,50,59,86
259,63,51,59,86
260,63,52,59,86
261,64,52,59,86
262,64,52,59,87
263,64,52,60,87
264,64,52,60,88
265,64,52,60,89
266,64,52,60,90
267,64,52,60,91
268,64,52,61,91
269,64,53,61,91
270,64,53,62,91
271,64,53,62,92
272,64,53,63,92
273,64,54,63,92
274,64,54,63,93
275,64,54,63,94
276,64,54,63,95
277,64,54,64,95
278,64,55,64,95
279,64,55,64,96
280,64,55,64,97
281,64,55,64,98
282,65,55,64,98
283,65,55,65,98
284,65,55,65,99
285,65,55,65,100
286,65,55,65,101
287,66,55,65,101
288,66,55,66,101
289,66,55,66,102
290,66,55,67,102
291,66,55,68,102
292,66,55,69,102
293,66,55,70,102
294,66,55,70,103
295,66,56,70,103
296,66,56,71,103
297,66,57,71,103
298,66,57,72,103
299,66,57,73,103
300,66,57,74,103
301,67,57,74,103
302,67,57,74,104
303,67,58,74,104
304,67,58,75,104
305,67,58,75,105
306,68,58,75,105
307,68,59,75,105
308,68,59,76,105
309,68,59,76,106
310,69,59,76,106
311,69,59,76,107
312,70,59,76,107
313,70,59,76,108
314,70,59,76,109
315,71,59,76,109
316,72,59,76,109
317,72,59,76,110
318,72,59,76,111
319,73,59,76,111
320,73,59,76,112
321,73,59,76,113
322,73,59,76,114
323,73,59,76,115
324,73,59,76,116
325,73,59,77,116
326,73,59,77,117
327,73,59,77,118
328,73,59,77,119
329,73,60,77,119
330,74,60,77,119
331,74,61,77,119
332,75,61,77,119
333,75,61,77,120
334,75,61,77,121
335,75,61,77,122
336,75,62,77,122
337,75,62,77,123
338,75,62,77,124
339,75,62,78,124
340,75,62,79,124
341,75,62,79,125
342,75,63,79,125
343,75,63,80,125
344,76,63,80,125
345,77,63,80,125
346,77,63,81,125
347,77,63,81,126
348,77,63,81,127
349,77,63,82,127
350,78,63,82,127
351,78,63,83,127
352,78,63,84,127
353,78,64,84,127
354,78,64,84,128
355,79,64,84,128
356,79,65,84,128
357,80,65,84,128
358,80,65,84,129
359,80,65,85,129
360,80,65,85,130
361,81,65,85,130
