episode,omega2,omega3,omega4,omega
1,1,0,0,0
2,1,1,0,0
3,1,2,0,0
4,1,2,1,0
5,1,2,1,1
6,1,2,2,1
7,2,2,2,1
8,2,2,2,2
9,2,2,3,2
10,2,2,4,2
11,3,2,4,2
12,3,2,5,2
13,3,2,6,2
14,4,2,6,2
15,4,2,6,3
16,4,2,7,3
17,4,3,7,3
18,4,3,8,3
19,5,3,8,3
20,6,3,8,3
21,6,3,9,3
22,7,3,9,3
23,7,4,9,3
24,7,4,9,4
25,7,5,9,4
26,7,5,9,5
27,8,5,9,5
28,8,5,10,5
29,8,6,10,5
30,8,6,11,5
31,9,6,11,5
32,10,6,11,5
33,10,6,12,5
34,10,7,12,5
35,10,7,13,5
36,10,7,14,5
37,11,7,14,5
38,11,7,15,5
39,12,7,15,5
40,12,7,15,6
41,12,7,15,7
42,12,7,15,8
43,12,8,15,8
44,12,9,15,8
45,13,9,15,8
46,14,9,15,8
47,14,10,15,8
48,14,10,16,8
49,14,10,17,8
50,14,10,18,8
51,14,11,18,8
52,14,11,18,9
53,14,11,18,10
54,15,11,18,10
55,16,11,18,10
56,16,12,18,10
57,16,12,18,11
58,16,12,19,11
59,17,12,19,11
60,17,13,19,11
61,17,14,19,11
62,17,15,19,11
63,17,15,20,11
64,18,15,20,11
65,18,15,21,11
66,18,15,21,12
67,18,15,21,13
68,18,15,21,14
69,18,16,21,14
70,18,16,22,14
71,18,16,23,14
72,18,17,23,14
73,18,17,24,14
74,18,18,24,14
75,18,18,24,15
76,18,18,24,16
77,18,18,25,16
78,18,18,25,17
79,18,18,26,17
80,18,19,26,17
81,19,19,26,17
82,19,20,26,17
83,19,20,26,18
84,20,20,26,18
85,21,20,26,18
86,21,21,26,18
87,21,22,26,18
88,22,22,26,18
89,22,22,26,19
90,22,22,26,20
91,23,22,26,20
92,24,22,26,20
93,24,22,26,21
94,24,22,26,22
95,24,22,26,23
96,24,23,26,23
97,24,23,26,24
98,24,23,27,24
99,24,23,27,25
100,24,23,28,25
101,24,23,29,25
102,24,24,29,25
103,24,24,29,26
104,24,25,29,26
105,24,25,29,27
106,24,25,29,28
107,24,26,29,28
108,24,26,30,28
109,24,26,31,28
110,24,27,31,28
111,25,27,31,28
112,25,28,31,28
113,26,28,31,28
114,26,29,31,28
115,26,29,32,28
116,27,29,32,28
117,27,29,33,28
118,27,30,33,28
119,27,30,34,28
120,27,31,34,28
121,27,31,35,28
122,27,31,36,28
123,27,31,36,29
124,27,31,37,29
125,27,31,37,30
126,28,31,37,30
127,28,31,37,31
128,29,31,37,31
129,29,32,37,31
130,30,32,37,31
131,31,32,37,31
132,31,32,37,32
133,31,33,37,32
134,31,34,37,32
135,32,34,37,32
136,32,34,37,33
137,33,34,37,33
138,33,34,37,34
139,33,35,37,34
140,34,35,37,34
141,34,36,37,34
142,34,36,38,34
143,34,36,38,35
144,34,36,38,36
145,34,36,38,37
146,35,36,38,37
147,36,36,38,37
148,36,36,39,37
149,36,36,40,37
150,36,36,41,37
151,36,36,41,38
152,36,36,42,38
153,36,36,42,39
154,36,36,43,39
155,36,36,43,40
156,36,36,43,41
157,36,36,44,41
158,36,36,44,42
159,36,36,45,42
160,36,36,46,42
161,36,36,47,42
162,36,36,48,42
163,37,36,48,42
164,37,37,48,42
165,37,37,49,42
166,37,37,49,43
167,37,37,50,43
168,37,37,50,44
169,37,38,50,44
170,38,38,50,44
171,38,39,50,44
172,38,39,50,45
173,38,39,50,46
174,38,39,50,47
175,38,39,51,47
176,39,39,51,47
177,39,39,52,47
178,39,39,53,47
179,39,39,54,47
180,39,39,55,47
181,40,39,55,47
182,40,40,55,47
183,40,40,55,48
184,40,40,56,48
185,40,40,56,49
186,41,40,56,49
187,41,40,57,49
188,41,40,57,50
189,42,40,57,50
190,42,40,58,50
191,42,40,59,50
192,42,41,59,50
193,43,41,59,50
194,43,42,59,50
195,43,43,59,50
196,43,44,59,50
197,43,44,60,50
198,43,45,60,50
199,43,45,60,51
200,43,45,61,51
201,43,45,62,51
202,43,45,63,51
203,44,45,63,51
204,44,46,63,51
205,44,46,63,52
206,44,46,64,52
207,45,46,64,52
208,45,46,65,52
209,45,46,66,52
210,45,46,66,53
211,45,47,66,53
212,45,48,66,53
213,45,48,66,54
214,45,49,66,54
215,46,49,66,54
216,46,49,67,54
217,46,49,68,54
218,46,49,69,54
219,47,49,69,54
220,47,49,70,54
221,47,49,71,54
222,47,49,71,55
223,47,49,72,55
224,48,49,72,55
225,48,50,72,55
226,49,50,72,55
227,49,50,72,56
228,50,50,72,56
229,50,50,73,56
230,50,50,74,56
231,50,51,74,56
232,50,51,75,56
233,50,51,76,56
234,50,51,76,57
235,51,51,76,57
236,51,52,76,57
237,51,53,76,57
238,51,53,77,57
239,52,53,77,57
240,53,53,77,57
241,53,54,77,57
242,53,54,78,57
243,53,55,78,57
244,53,55,78,58
245,53,56,78,58
246,53,56,78,59
247,53,56,78,60
248,53,56,78,61
249,53,56,79,61
250,54,56,79,61
251,54,56,80,61
252,55,56,80,61
253,55,56,81,61
254,56,56,81,61
255,56,56,81,62
256,56,56,81,63
257,57,56,81,63
258,57,57,81,63
259,57,57,82,63
260,57,57,82,64
261,57,57,82,65
262,57,58,82,65
263,58,58,82,65
264,58,58,83,65
265,58,58,84,65
266,58,59,84,65
267,58,59,85,65
268,58,59,85,66
269,58,59,86,66
270,58,59,87,66
271,58,60,87,66
272,58,60,87,67
273,59,60,87,67
274,59,61,87,67
275,60,61,87,67
276,60,61,88,67
277,60,61,88,68
278,60,61,88,69
279,61,61,88,69
280,61,61,89,69
281,62,61,89,69
282,62,62,89,69
283,62,62,90,69
284,62,62,90,70
285,63,62,90,70
286,63,62,90,71
287,64,62,90,71
288,64,62,91,71
289,64,62,92,71
290,65,62,92,71
291,65,63,92,71
292,65,64,92,71
293,65,64,93,71
294,65,64,93,72
295,65,65,93,72
296,66,65,93,72
297,66,65,94,72
298,67,65,94,72
299,67,66,94,72
300,67,67,94,72
301,68,67,94,72
302,69,67,94,72
303,69,67,94,73
304,69,68,94,73
305,69,68,95,73
306,69,68,95,74
307,69,68,96,74
308,69,69,96,74
309,69,69,97,74
310,69,69,98,74
311,69,69,99,74
312,70,69,99,74
313,70,69,99,75
314,70,69,99,76
315,70,70,99,76
316,70,70,100,76
317,70,70,101,76
318,71,70,101,76
319,71,70,102,76
320,72,70,102,76
321,72,70,103,76
322,73,70,103,76
323,74,70,103,76
324,75,70,103,76
325,75,70,103,77
326,76,70,103,77
327,76,70,104,77
328,76,71,104,77
329,76,71,104,78
330,76,71,104,79
331,77,71,104,79
332,77,72,104,79
333,78,72,104,79
334,78,72,104,80
335,79,72,104,80
336,79,72,104,81
337,80,72,104,81
338,81,72,104,81
339,81,72,105,81
340,81,72,105,82
341,81,72,105,83
342,81,72,105,84
343,82,72,105,84
344,82,72,105,85
345,83,72,105,85
346,83,73,105,85
347,83,73,105,86
348,84,73,105,86
349,84,73,105,87
350,84,73,106,87
351,84,74,106,87
352,84,74,106,88
353,84,74,106,89
354,84,74,107,89
355,84,74,108,89
356,85,74,108,89
357,85,75,108,89
358,86,75,108,89
359,86,75,109,89
360,87,75,109,89
361,88,75,109,89
362,89,75,109,89
363,90,75,109,89
364,90,75,110,89
365,90,76,110,89
366,90,76,111,89
367,90,76,112,89
368,91,76,112,89
369,91,76,112,90
370,92,76,112,90
371,92,76,112,91
372,92,76,112,92
373,92,76,112,93
374,92,77,112,93
375,92,78,112,93
376,92,78,112,94
377,92,78,113,94
378,92,78,114,94
379,92,78,114,95
380,92,79,114,95
381,92,79,115,95
382,92,80,115,95
383,92,80,116,95
384,92,80,117,95
385,93,80,117,95
386,93,80,117,96
387,93,80,118,96
388,93,81,118,96
389,94,81,118,96
390,94,81,118,97
391,94,81,118,98
392,94,81,118,99
393,94,81,119,99
394,94,81,120,99
395,94,82,120,99
396,94,82,120,100
397,95,82,120,100
398,95,83,120,100
399,96,83,120,100
400,96,84,120,100
401,96,84,121,100
402,97,84,121,100
403,97,84,122,100
404,97,84,123,100
405,97,84,124,100
406,97,84,124,101
407,97,84,124,102
408,97,84,125,102
409,97,84,126,102
410,97,84,126,103
411,97,84,127,103
412,98,84,127,103
413,98,84,128,103
414,98,84,128,104
415,99,84,128,104
416,99,85,128,104
417,99,85,128,105
418,99,85,128,106
419,100,85,128,106
420,100,85,128,107
421,100,85,129,107
422,100,85,129,108
423,100,85,129,109
424,100,85,130,109
425,100,85,131,109
426,100,85,131,110
427,101,85,131,110
428,101,85,132,110
429,101,86,132,110
430,102,86,132,110
431,103,86,132,110
432,103,86,132,111
433,104,86,132,111
434,104,86,132,112
435,105,86,132,112
436,105,86,133,112
437,106,86,133,112
438,107,86,133,112
439,107,86,134,112
440,107,86,134,113
441,107,86,135,113
442,107,86,135,114
443,107,86,136,114
444,107,86,136,115
445,107,86,136,116
446,107,86,136,117
447,107,86,136,118
448,107,86,137,118
449,107,87,137,118
450,107,87,138,118
451,107,87,139,118
452,107,87,140,118
453,107,87,141,118
454,108,87,141,118
455,108,87,141,119
456,108,87,141,120
457,108,87,142,120
458,108,87,143,120
459,108,87,144,120
460,109,87,144,120
461,109,87,144,121
462,109,87,144,122
463,109,87,145,122
464,109,88,145,122
465,110,88,145,122
466,111,88,145,122
467,112,88,145,122
468,112,89,145,122
469,113,89,145,122
470,113,89,146,122
471,113,89,147,122
472,113,90,147,122
473,113,90,147,123
474,113,90,148,123
475,114,90,148,123
476,114,90,148,124
477,114,90,148,125
478,114,90,149,125
479,114,90,150,125
480,114,91,150,125
481,115,91,150,125
482,115,92,150,125
483,116,92,150,125
484,116,92,150,126
485,117,92,150,126
486,118,92,150,126
487,119,92,150,126
488,119,92,150,127
489,120,92,150,127
490,120,93,150,127
491,120,93,151,127
492,121,93,151,127
493,122,93,151,127
494,122,94,151,127
495,122,94,151,128
496,123,94,151,128
497,123,95,151,128
498,123,96,151,128
499,123,96,152,128
500,123,96,152,129
501,123,96,153,129
502,124,96,153,129
503,124,96,153,130
504,124,96,153,131
505,124,97,153,131
506,125,97,153,131
507,126,97,153,131
508,126,97,153,132
509,126,97,153,133
510,126,97,153,134
511,126,97,154,134
512,127,97,154,134
513,127,98,154,134
514,127,98,154,135
515,127,98,155,135
516,128,98,155,135
517,128,98,156,135
518,128,99,156,135
519,128,99,157,135
520,128,99,157,136
521,128,99,158,136
522,129,99,158,136
523,129,99,158,137
524,129,99,159,137
525,129,99,159,138
526,130,99,159,138
527,130,99,159,139
528,130,99,159,140
529,130,99,160,140
530,130,100,160,140
531,131,100,160,140
532,131,100,160,141
533,131,100,161,141
534,132,100,161,141
535,132,101,161,141
536,132,101,162,141
537,132,102,162,141
538,132,102,163,141
539,133,102,163,141
540,133,102,164,141
541,133,102,164,142
542,133,102,165,142
543,133,102,166,142
544,133,102,166,143
545,134,102,166,143
546,134,102,166,144
547,135,102,166,144
548,135,103,166,144
549,136,103,166,144
550,137,103,166,144
551,137,103,166,145
552,137,103,166,146
553,138,103,166,146
554,138,103,166,147
555,138,103,166,148
556,138,103,167,148
557,138,103,167,149
558,138,104,167,149
559,138,104,167,150
560,138,104,167,151
561,138,105,167,151
562,138,105,168,151
563,138,105,168,152
564,138,105,168,153
565,138,105,168,154
566,138,105,168,155
567,138,106,168,155
568,139,106,168,155
569,139,107,168,155
570,139,107,169,155
571,139,107,170,155
572,139,107,170,156
573,139,107,170,157
574,139,108,170,157
575,140,108,170,157
576,140,108,170,158
577,140,108,170,159
578,141,108,170,159
579,141,108,170,160
580,141,108,170,161
581,142,108,170,161
582,142,108,170,162
583,142,108,170,163
584,142,108,171,163
585,142,108,171,164
586,142,108,172,164
587,142,108,173,164
588,142,108,173,165
589,142,108,173,166
590,142,108,173,167
591,142,108,174,167
592,142,108,174,168
593,142,109,174,168
594,142,109,174,169
595,142,109,174,170
596,142,109,174,171
597,142,109,174,172
598,142,109,174,173
599,142,109,175,173
600,142,109,176,173
601,142,109,176,174
602,142,109,177,174
603,142,109,177,175
604,142,109,177,176
605,143,109,177,176
606,143,109,177,177
607,143,110,177,177
608,144,110,177,177
609,144,110,177,178
610,144,110,177,179
611,144,110,178,179
612,145,110,178,179
613,145,110,178,180
614,146,110,178,180
615,146,110,179,180
616,146,110,179,181
617,146,110,179,182
618,146,110,179,183
619,146,110,180,183
620,147,110,180,183
621,147,110,180,184
622,147,110,180,185
623,147,110,180,186
624,147,110,180,187
625,147,110,180,188
626,147,110,180,189
627,147,111,180,189
628,147,112,180,189
629,147,113,180,189
630,147,113,180,190
631,147,113,181,190
632,147,113,182,190
633,147,113,182,191
634,148,113,182,191
635,148,113,182,192
636,148,113,182,193
637,148,113,183,193
638,148,113,184,193
639,148,113,184,194
640,148,113,185,194
641,148,113,185,195
642,148,113,185,196
643,148,113,186,196
644,148,114,186,196
645,148,114,186,197
646,148,114,186,198
647,148,114,186,199
648,148,115,186,199
649,148,115,187,199
650,148,115,187,200
651,148,115,187,201
652,148,116,187,201
653,149,116,187,201
654,149,116,188,201
655,149,116,188,202
656,150,116,188,202
657,150,116,188,203
658,150,116,188,204
659,150,116,189,204
660,150,116,189,205
661,150,117,189,205
662,150,117,189,206
663,150,117,190,206
664,150,117,191,206
665,150,118,191,206
666,150,118,191,207
667,150,118,191,208
668,150,118,191,209
669,150,118,191,210
670,150,118,191,211
671,150,118,192,211
672,150,118,192,212
673,150,118,192,213
674,150,119,192,213
675,150,119,193,213
676,150,119,193,214
677,150,119,193,215
678,151,119,193,215
679,151,119,194,215
680,151,120,194,215
681,151,120,194,216
682,151,120,194,217
683,152,120,194,217
684,152,120,195,217
685,152,120,195,218
686,152,120,195,219
687,153,120,195,219
688,153,120,196,219
689,153,120,197,219
690,153,120,197,220
691,153,120,197,221
692,153,120,197,222
693,154,120,197,222
694,154,120,197,223
695,155,120,197,223
696,155,120,197,224
697,155,120,197,225
698,156,120,197,225
699,156,120,197,226
700,156,121,197,226
701,156,121,197,227
702,156,121,197,228
703,157,121,197,228
704,157,121,197,229
705,157,121,197,230
706,157,121,198,230
707,157,121,198,231
708,157,121,198,232
709,158,121,198,232
710,159,121,198,232
711,159,121,198,233
712,159,122,198,233
713,159,122,199,233
714,160,122,199,233
715,160,122,199,234
716,160,122,199,235
717,160,122,199,236
718,161,122,199,236
719,162,122,199,236
720,162,122,199,237
721,163,122,199,237
722,163,122,199,238
723,163,122,199,239
724,163,123,199,239
725,163,123,199,240
726,163,123,199,241
727,164,123,199,241
728,164,123,200,241
729,164,123,200,242
730,164,123,200,243
731,165,123,200,243
732,165,123,200,244
733,165,123,200,245
734,165,123,200,246
735,165,123,201,246
736,165,123,201,247
737,165,123,201,248
738,165,123,202,248
739,165,123,202,249
740,165,123,202,250
741,165,123,202,251
742,166,123,202,251
743,166,123,202,252
744,166,123,202,253
745,166,123,202,254
746,166,123,203,254
747,166,123,203,255
748,166,123,203,256
749,167,123,203,256
750,167,123,203,257
751,167,123,203,258
752,167,124,203,258
753,168,124,203,258
754,168,124,203,259
755,168,124,204,259
756,168,124,204,260
757,168,124,204,261
758,168,124,205,261
759,168,124,205,262
760,168,124,205,263
761,168,124,206,263
762,169,124,206,263
763,170,124,206,263
764,171,124,206,263
765,171,124,206,264
766,171,124,206,265
767,171,124,207,265
768,171,124,207,266
769,171,124,207,267
770,171,124,207,268
771,171,124,208,268
772,171,124,208,269
773,171,125,208,269
774,171,125,209,269
775,171,126,209,269
776,171,126,209,270
777,171,127,209,270
778,171,127,209,271
779,171,127,210,271
780,171,127,210,272
781,171,127,210,273
782,171,127,210,274
783,171,127,211,274
784,171,127,211,275
785,171,127,212,275
786,172,127,212,275
787,172,127,212,276
788,172,127,212,277
789,172,127,212,278
790,172,127,212,279
791,173,127,212,279
792,173,127,213,279
793,173,127,213,280
794,174,127,213,280
795,174,127,213,281
796,174,127,213,282
797,174,127,213,283
798,175,127,213,283
799,175,127,213,284
800,175,127,214,284
801,175,127,214,285
802,175,127,215,285
803,175,127,216,285
804,175,128,216,285
805,175,128,217,285
806,175,128,218,285
807,175,128,218,286
808,175,128,218,287
809,175,128,218,288
810,175,128,218,289
811,175,129,218,289
812,176,129,218,289
813,176,129,219,289
814,176,130,219,289
815,176,130,220,289
816,176,130,220,290
817,177,130,220,290
818,178,130,220,290
819,178,131,220,290
820,179,131,220,290
821,179,131,220,291
822,179,131,220,292
823,179,131,220,293
824,179,131,220,294
825,179,131,220,295
826,180,131,220,295
827,180,131,221,295
828,180,131,221,296
829,181,131,221,296
830,182,131,221,296
831,182,131,221,297
832,182,131,221,298
833,182,131,221,299
834,182,132,221,299
835,182,132,221,300
836,182,132,222,300
837,182,133,222,300
838,182,133,222,301
839,182,133,222,302
840,182,133,222,303
841,182,133,222,304
842,183,133,222,304
843,183,133,222,305
844,183,133,222,306
845,183,133,223,306
846,183,133,223,307
847,183,133,223,308
848,183,133,223,309
849,183,133,223,310
850,183,133,223,311
851,183,133,223,312
852,183,133,223,313
853,183,133,223,314
854,184,133,223,314
855,184,133,223,315
856,184,133,223,316
857,184,133,223,317
858,184,133,223,318
859,184,133,223,319
860,184,133,223,320
861,185,133,223,320
862,185,133,223,321
863,185,134,223,321
864,185,134,223,322
865,185,134,224,322
866,185,134,224,323
867,185,134,224,324
868,185,134,224,325
869,185,134,224,326
870,185,134,225,326
871,185,134,225,327
872,185,134,225,328
873,186,134,225,328
874,186,134,225,329
875,186,134,225,330
876,186,135,225,330
877,186,135,225,331
878,186,135,225,332
879,186,135,225,333
880,186,135,225,334
881,186,135,225,335
882,187,135,225,335
883,187,135,225,336
884,187,135,225,337
885,187,135,225,338
886,187,135,225,339
887,187,135,225,340
888,187,135,225,341
889,187,135,225,342
890,187,135,226,342
891,187,135,227,342
892,187,135,227,343
893,187,135,227,344
894,187,135,227,345
895,187,136,227,345
896,187,136,227,346
897,187,136,227,347
898,187,136,227,348
899,187,136,228,348
900,187,136,228,349
901,187,136,229,349
902,187,136,230,349
903,187,136,231,349
904,187,136,232,349
905,187,136,232,350
906,188,136,232,350
907,188,136,232,351
908,188,136,232,352
909,188,136,233,352
910,188,136,233,353
911,188,136,233,354
912,188,137,233,354
913,189,137,233,354
914,189,137,233,355
915,190,137,233,355
916,190,137,233,356
917,190,137,233,357
918,190,137,233,358
919,190,137,234,358
920,190,137,234,359
921,190,137,234,360
922,190,137,234,361
923,190,137,234,362
924,191,137,234,362
925,191,137,235,362
926,191,138,235,362
927,191,138,235,363
928,191,138,235,364
929,192,138,235,364
930,193,138,235,364
931,193,138,235,365
932,193,138,235,366
933,193,138,235,367
934,193,138,235,368
935,193,138,235,369
936,193,138,235,370
937,193,138,236,370
938,193,138,236,371
939,193,138,236,372
940,193,138,236,373
941,193,138,236,374
942,193,138,237,374
943,194,138,237,374
944,195,138,237,374
945,195,138,238,374
946,195,138,239,374
947,195,138,239,375
948,195,138,239,376
949,195,139,239,376
950,195,139,239,377
951,196,139,239,377
952,196,140,239,377
953,196,140,239,378
954,197,140,239,378
955,198,140,239,378
956,198,140,239,379
957,198,140,239,380
958,198,140,240,380
959,198,140,241,380
960,199,140,241,380
961,199,140,241,381
962,199,140,241,382
