episode,steps_total,steps_mean,reward_total,reward_mean,epsilon,step_count
0,1000,100.0,0,0.0,1.0,0
1,932,93.2,1.0,0.1,0.9995,100
2,932,93.2,1.0,0.1,0.999,200
3,920,92.0,1.0,0.1,0.9985,300
4,1000,100.0,0,0.0,0.998,400
5,978,97.8,1.0,0.1,0.9975,500
6,943,94.3,1.0,0.1,0.997,600
7,1000,100.0,0,0.0,0.9965,700
8,987,98.7,1.0,0.1,0.996,800
9,957,95.7,1.0,0.1,0.9955,900
10,1000,100.0,0,0.0,0.995,1000
11,935,93.5,1.0,0.1,0.9945,1100
12,908,90.8,1.0,0.1,0.994,1200
13,919,91.9,1.0,0.1,0.9935,1300
14,986,98.6,1.0,0.1,0.993,1400
15,936,93.6,1.0,0.1,0.9925,1500
16,924,92.4,1.0,0.1,0.992,1600
17,947,94.7,1.0,0.1,0.9915,1700
18,911,91.1,1.0,0.1,0.991,1800
19,1000,100.0,0,0.0,0.9905,1900
20,1000,100.0,0,0.0,0.99,2000
21,1000,100.0,0,0.0,0.9895,2100
22,1000,100.0,0,0.0,0.989,2200
23,1000,100.0,0,0.0,0.9885,2300
24,962,96.2,1.0,0.1,0.988,2400
25,913,91.3,1.0,0.1,0.9875,2500
26,1000,100.0,0,0.0,0.987,2600
27,922,92.2,1.0,0.1,0.9865,2700
28,968,96.8,1.0,0.1,0.986,2800
29,927,92.7,1.0,0.1,0.9855,2900
30,951,95.1,1.0,0.1,0.985,3000
31,1000,100.0,0,0.0,0.9845,3100
32,987,98.7,1.0,0.1,0.984,3200
33,957,95.7,1.0,0.1,0.9835,3300
34,934,93.4,1.0,0.1,0.983,3400
35,1000,100.0,0,0.0,0.9825,3500
36,909,90.9,1.0,0.1,0.982,3600
37,940,94.0,1.0,0.1,0.9815,3700
38,983,98.3,1.0,0.1,0.981,3800
39,1000,100.0,0,0.0,0.9805,3900
40,923,92.3,1.0,0.1,0.98,4000
41,918,91.8,1.0,0.1,0.9795,4100
42,1000,100.0,0,0.0,0.979,4200
43,975,97.5,1.0,0.1,0.9785,4243
44,914,91.4,1.0,0.1,0.978,4343
45,966,96.6,1.0,0.1,0.9775,4443
46,908,90.8,1.0,0.1,0.977,4543
47,947,94.7,1.0,0.1,0.9765,4643
48,922,92.2,1.0,0.1,0.976,4743
49,931,93.1,1.0,0.1,0.9755,4843
50,934,93.4,1.0,0.1,0.975,4943
51,933,93.3,1.0,0.1,0.9745,5043
52,1000,100.0,0,0.0,0.974,5143
53,949,94.9,1.0,0.1,0.9735,5243
54,952,95.2,1.0,0.1,0.973,5343
55,933,93.3,1.0,0.1,0.9725,5443
56,920,92.0,1.0,0.1,0.972,5543
57,916,91.6,1.0,0.1,0.9715,5643
58,964,96.4,1.0,0.1,0.971,5743
59,1000,100.0,0,0.0,0.9705,5843
60,926,92.6,1.0,0.1,0.97,5943
61,935,93.5,1.0,0.1,0.9695,6043
62,927,92.7,1.0,0.1,0.969,6143
63,922,92.2,1.0,0.1,0.9685,6243
64,1000,100.0,0,0.0,0.968,6343
65,921,92.1,1.0,0.1,0.9675,6443
66,913,91.3,1.0,0.1,0.967,6543
67,928,92.8,1.0,0.1,0.9665,6643
68,938,93.8,1.0,0.1,0.966,6743
69,927,92.7,1.0,0.1,0.9655,6843
70,911,91.1,1.0,0.1,0.965,6862
71,906,90.6,1.0,0.1,0.9645,6936
72,910,91.0,1.0,0.1,0.964,7036
73,913,91.3,1.0,0.1,0.9635,7136
74,910,91.0,1.0,0.1,0.963,7236
75,906,90.6,1.0,0.1,0.9625,7336
76,908,90.8,1.0,0.1,0.962,7436
77,908,90.8,1.0,0.1,0.9615,7536
78,911,91.1,1.0,0.1,0.961,7636
79,908,90.8,1.0,0.1,0.9605,7736
80,910,91.0,1.0,0.1,0.96,7836
81,911,91.1,1.0,0.1,0.9595,7936
82,908,90.8,1.0,0.1,0.959,8036
83,910,91.0,1.0,0.1,0.9585,8136
84,910,91.0,1.0,0.1,0.958,8236
85,909,90.9,1.0,0.1,0.9575,8336
86,906,90.6,1.0,0.1,0.957,8436
87,906,90.6,1.0,0.1,0.9565,8536
88,908,90.8,1.0,0.1,0.956,8636
89,909,90.9,1.0,0.1,0.9555,8736
90,907,90.7,1.0,0.1,0.955,8836
91,911,91.1,1.0,0.1,0.9545,8936
92,909,90.9,1.0,0.1,0.954,9036
93,874,87.4,2.0,0.2,0.9535,9136
94,911,91.1,1.0,0.1,0.953,9236
95,908,90.8,1.0,0.1,0.9525,9336
96,907,90.7,1.0,0.1,0.952,9436
