"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper"
1570,25.37,25.0343831498,25.7056168502,1.0,1.0,1.0
1580,25.17,24.6966256336,25.6433743664,1.0,1.0,1.0
1590,25.17,24.8310117256,25.5089882744,1.0,1.0,1.0
1600,24.74,24.5034630086,24.9765369914,1.0,1.0,1.0
1610,24.88,24.5266397551,25.2333602449,1.0,1.0,1.0
1620,25.02,24.4870177643,25.5529822357,1.0,1.0,1.0
1630,25.37,24.7829519343,25.9570480657,1.0,1.0,1.0
1640,25.12,24.7478310293,25.4921689707,1.0,1.0,1.0
1650,25.26,24.6398406171,25.8801593829,1.0,1.0,1.0
1660,25.12,24.8570529476,25.3829470524,1.0,1.0,1.0
1670,25.08,24.6341515806,25.5258484194,1.0,1.0,1.0
1680,24.98,24.5770226645,25.3829773355,1.0,1.0,1.0
1690,25.09,24.6089996811,25.5710003189,1.0,1.0,1.0
1700,25.1,24.6463135541,25.5536864459,1.0,1.0,1.0
1710,25.09,24.7503414565,25.4296585435,1.0,1.0,1.0
1720,25.14,24.721246255,25.558753745,1.0,1.0,1.0
1730,24.81,24.3828441309,25.2371558691,1.0,1.0,1.0
1740,24.98,24.7396476496,25.2203523504,1.0,1.0,1.0
1750,24.68,24.4043837951,24.9556162049,1.0,1.0,1.0
1760,25.05,24.6492156585,25.4507843415,1.0,1.0,1.0
1770,24.74,24.3308614306,25.1491385694,1.0,1.0,1.0
1780,24.76,24.459890939,25.060109061,1.0,1.0,1.0
1790,25.3,24.9431172732,25.6568827268,1.0,1.0,1.0
1800,25.08,24.5179400532,25.6420599468,1.0,1.0,1.0
1810,25.09,24.696084303,25.483915697,1.0,1.0,1.0
1820,25.0,24.5351708903,25.4648291097,1.0,1.0,1.0
1830,25.02,24.615614141,25.424385859,1.0,1.0,1.0
1840,25.29,24.8125591798,25.7674408202,1.0,1.0,1.0
1850,25.1,24.7909304924,25.4090695076,1.0,1.0,1.0
1860,24.82,24.3741515806,25.2658484194,1.0,1.0,1.0
1870,25.24,24.7848121056,25.6951878944,1.0,1.0,1.0
1880,24.81,24.5190295617,25.1009704383,1.0,1.0,1.0
1890,24.8,24.3066860418,25.2933139582,1.0,1.0,1.0
1900,25.1,24.6925325278,25.5074674722,1.0,1.0,1.0
1910,25.23,24.8114499785,25.6485500215,1.0,1.0,1.0
1920,25.06,24.8140355547,25.3059644453,1.0,1.0,1.0
1930,24.99,24.6183661395,25.3616338605,1.0,1.0,1.0
1940,25.07,24.7005143301,25.4394856699,1.0,1.0,1.0
1950,24.78,24.3870236612,25.1729763388,1.0,1.0,1.0
1960,25.36,25.029246801,25.690753199,1.0,1.0,1.0
1970,24.96,24.5766920966,25.3433079034,1.0,1.0,1.0
1980,25.01,24.5047849003,25.5152150997,1.0,1.0,1.0
1990,24.75,24.307415569,25.192584431,1.0,1.0,1.0
2000,25.01,24.7190295617,25.3009704383,1.0,1.0,1.0
