"episode","mean","lower","upper"
1,0.0,0.0,0.0
2,0.00291989024339,-0.00294784887715,0.00878762936393
3,0.00194659349559,-0.00196523258477,0.00585841957595
4,0.00827992682893,-0.00495845204202,0.0215183056999
5,0.00827992682893,-0.00495845204202,0.0215183056999
6,0.0213984313081,-0.00961029146753,0.0524071540837
7,0.0140475124018,-0.00370070122837,0.0317957260321
8,0.0226212624018,-0.00170990420804,0.0469524290117
9,0.0183266973613,-0.00162095336255,0.0382743480851
10,0.0183266973613,-0.00162095336255,0.0382743480851
11,0.0168977390279,-0.00162674577745,0.0354222238333
12,0.0160403640279,-0.00179839818148,0.0338791262374
13,0.0160403640279,-0.00179839818148,0.0338791262374
14,0.0177101250036,-0.00212251053553,0.0375427605427
15,0.0190598187015,0.00103092389359,0.0370887135095
16,0.0170066728676,0.000637584226682,0.0333757615085
17,0.0161019109628,0.000338357504775,0.0318654644209
18,0.0153423422443,0.000385388467189,0.0302992960214
19,0.0153423422443,0.000385388467189,0.0302992960214
20,0.0138525838294,0.000597695601293,0.0271074720576
21,0.0132386511831,0.000369290765099,0.0261080116011
22,0.013027540072,0.000276540814554,0.0257785393294
23,0.0185249650782,0.00160991260467,0.0354400175518
24,0.0183207728864,0.00147386768486,0.0351676780879
25,0.0180554644286,0.00199600788695,0.0341149209703
26,0.0187289932949,0.00259229534558,0.0348656912441
27,0.0179764824618,0.00243855985865,0.033514405065
28,0.0176701021181,0.0022363886496,0.0331038155866
29,0.0161659354514,0.00285690559045,0.0294749653124
30,0.0160219960575,0.00277252648202,0.029271465633
31,0.015616751657,0.00250418424693,0.028729319067
32,0.0149993396045,0.00241049980806,0.0275881794009
33,0.0146707259681,0.00242582574263,0.0269156261937
34,0.013415667171,0.00252823883358,0.0243030955085
35,0.0127755296209,0.00260499571714,0.0229460635246
36,0.0125544168353,0.00275014580439,0.0223586878662
37,0.0125544168353,0.00275014580439,0.0223586878662
38,0.0123178931932,0.00261524796409,0.0220205384223
39,0.0122065747902,0.00251133537082,0.0219018142096
40,0.0114847401534,0.00238929921775,0.0205801810891
41,0.0123309847852,0.00353120941038,0.0211307601601
42,0.0119963305804,0.00345066148575,0.020541999675
43,0.011713965033,0.00330791116907,0.020120018897
44,0.0114503295508,0.00330352711928,0.0195971319824
45,0.0111084709722,0.0032004049877,0.0190165369568
46,0.0110116401704,0.00315364444166,0.0188696358991
47,0.0108410788499,0.00305003660028,0.0186321210995
48,0.0106811276899,0.00298042056138,0.0183818348185
49,0.0110786686442,0.00364295614965,0.0185143811388
50,0.0107593755478,0.00364354340935,0.0178752076862
51,0.0111175564495,0.00403336128789,0.0182017516111
52,0.0109000048298,0.00392433679869,0.0178756728608
53,0.0113161289262,0.00406784800562,0.0185644098467
54,0.0112168642444,0.00420872126387,0.0182250072249
55,0.0109428175851,0.00409749464983,0.0177881405204
56,0.0107442061295,0.00405872597761,0.0174296862813
57,0.0107147852796,0.00403171006955,0.0173978604896
58,0.0105442484808,0.00396327285515,0.0171252241064
59,0.0103136090111,0.00390283304303,0.0167243849792
60,0.0101267308087,0.00385167353547,0.0164017880819
61,0.00999633748745,0.00379786529822,0.0161948096767
62,0.00988522095741,0.00374842678619,0.0160220151286
63,0.0095762841949,0.0036707612514,0.0154818071384
64,0.00932685116186,0.00356651634238,0.0150871859813
65,0.00924585149397,0.0035217922353,0.0149699107526
66,0.00913948484745,0.00344970705665,0.0148292626383
