"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper","effort_mean","effort_lower","effort_upper"
0,91.888,91.456778489,92.319221511,0.102,0.097980849531,0.106019150469,0.0,0.0,0.0
1,91.696,91.2306094201,92.1613905799,0.098,0.093980849531,0.102019150469,96.26,90.9999494073,101.520050593
2,92.4,91.65888303,93.14111697,0.094,0.0871821760617,0.100817823938,190.32,182.687189443,197.952810557
3,92.526,91.8022155588,93.2497844412,0.094,0.0871821760617,0.100817823938,290.32,282.687189443,297.952810557
4,92.15,91.6460665093,92.6539334907,0.098,0.093980849531,0.102019150469,386.42,377.357458172,395.482541828
5,92.444,91.804685074,93.083314926,0.096,0.0903743612294,0.101625638771,484.44,473.561871809,495.318128191
6,92.302,91.5722578881,93.0317421119,0.092,0.0842116557907,0.0997883442093,580.62,567.753479035,593.486520965
7,91.794,91.1906516078,92.3973483922,0.096,0.0903743612294,0.101625638771,678.22,665.064205627,691.375794373
8,91.862,91.2789223183,92.4450776817,0.1,0.1,0.1,776.28,762.814892287,789.745107713
9,92.284,91.6643981798,92.9036018202,0.096,0.0903743612294,0.101625638771,874.36,860.623574141,888.096425859
10,92.362,91.6897398448,93.0342601552,0.096,0.0903743612294,0.101625638771,972.38,958.374521327,986.385478673
11,91.946,91.374649921,92.517350079,0.098,0.093980849531,0.102019150469,1070.46,1056.23679931,1084.68320069
12,91.9,91.3315192974,92.4684807026,0.098,0.093980849531,0.102019150469,1166.64,1152.05975675,1181.22024325
13,92.478,91.6692983245,93.2867016755,0.09,0.0813875347093,0.0986124652907,1264.88,1250.20297996,1279.55702004
14,91.964,91.4723677706,92.4556322294,0.1,0.1,0.1,1362.9,1347.04305555,1378.75694445
15,92.122,91.4850840099,92.7589159901,0.1,0.0918800898536,0.108119910146,1460.92,1444.94606665,1476.89393335
16,91.774,91.257960385,92.290039615,0.098,0.093980849531,0.102019150469,1557.18,1540.17477846,1574.18522154
17,92.134,91.4919720498,92.7760279502,0.1,0.0942583564729,0.105741643527,1654.2,1636.73728416,1671.66271584
18,92.126,91.6493118244,92.6026881756,0.1,0.1,0.1,1753.06,1735.2239552,1770.8960448
19,91.798,91.2799621418,92.3160378582,0.098,0.093980849531,0.102019150469,1853.06,1835.2239552,1870.8960448
20,92.45,91.627575952,93.272424048,0.098,0.0889398393349,0.107060160665,1953.06,1935.2239552,1970.8960448
21,91.672,91.1942676553,92.1497323447,0.102,0.0949914308961,0.109008569104,2051.08,2031.94991217,2070.21008783
22,91.848,91.4789127913,92.2170872087,0.1,0.1,0.1,2151.08,2131.94991217,2170.21008783
23,91.99,91.4761549815,92.5038450185,0.098,0.093980849531,0.102019150469,2248.72,2228.64443229,2268.79556771
24,92.164,91.4857867228,92.8422132772,0.094,0.0871821760617,0.100817823938,2342.96,2321.12665326,2364.79334674
25,92.156,91.5541355208,92.7578644792,0.098,0.093980849531,0.102019150469,2441.66,2419.95061804,2463.36938196
26,92.024,91.4375209749,92.6104790251,0.098,0.093980849531,0.102019150469,2535.62,2513.22082717,2558.01917283
27,92.098,91.4508862075,92.7451137925,0.096,0.0903743612294,0.101625638771,2635.44,2613.08058041,2657.79941959
28,91.932,91.2292772487,92.6347227513,0.094,0.0871821760617,0.100817823938,2735.44,2713.08058041,2757.79941959
29,92.076,91.3942040674,92.7577959326,0.094,0.0871821760617,0.100817823938,2831.66,2808.17930257,2855.14069743
30,91.516,91.2000864457,91.8319135543,0.1,0.1,0.1,2926.44,2902.23918299,2950.64081701
31,91.526,91.0721627567,91.9798372433,0.098,0.093980849531,0.102019150469,3022.98,2998.53944206,3047.42055794
32,91.226,90.9088652691,91.5431347309,0.1,0.1,0.1,3117.62,3091.57356778,3143.66643222
33,91.774,91.1613956943,92.3866043057,0.098,0.0909914308961,0.105008569104,3217.62,3191.57356778,3243.66643222
34,91.814,91.2339516171,92.3940483829,0.096,0.0903743612294,0.101625638771,3317.62,3291.57356778,3343.66643222
35,92.252,91.5914803704,92.9125196296,0.098,0.093980849531,0.102019150469,3414.46,3388.85676252,3440.06323748
36,91.512,91.2013861064,91.8226138936,0.1,0.1,0.1,3511.96,3486.24090016,3537.67909984
37,91.478,90.9921846834,91.9638153166,0.1,0.0942583564729,0.105741643527,3611.96,3586.24090016,3637.67909984
38,91.628,91.1699247849,92.0860752151,0.1,0.1,0.1,3710.06,3684.11352561,3736.00647439
39,91.314,91.0198837849,91.6081162151,0.1,0.1,0.1,3810.06,3784.11352561,3836.00647439
40,91.886,91.2509833108,92.5210166892,0.096,0.0903743612294,0.101625638771,3908.08,3882.39541114,3933.76458886
41,91.354,91.0184595116,91.6895404884,0.1,0.1,0.1,4004.16,3977.3609528,4030.9590472
42,91.286,90.994586278,91.577413722,0.1,0.1,0.1,4100.48,4073.68680396,4127.27319604
43,91.528,91.0319193411,92.0240806589,0.098,0.093980849531,0.102019150469,4200.48,4173.68680396,4227.27319604
44,91.314,90.8928979056,91.7351020944,0.102,0.097980849531,0.106019150469,4298.86,4271.16426069,4326.55573931
45,91.698,91.1158106531,92.2801893469,0.1,0.0942583564729,0.105741643527,4393.22,4364.27184899,4422.16815101
46,91.564,91.1863691764,91.9416308236,0.1,0.1,0.1,4491.18,4460.67772803,4521.68227197
47,91.666,91.1652374981,92.1667625019,0.098,0.093980849531,0.102019150469,4587.92,4557.55474728,4618.28525272
48,91.648,91.0228396858,92.2731603142,0.1,0.0918800898536,0.108119910146,4682.6,4651.62480432,4713.57519568
49,91.322,90.9439534296,91.7000465704,0.102,0.097980849531,0.106019150469,4778.9,4747.70013677,4810.09986323
50,91.608,91.0168381964,92.1991618036,0.098,0.0909914308961,0.105008569104,4874.0,4843.21889965,4904.78110035
51,91.938,91.3400445572,92.5359554428,0.1,0.1,0.1,4966.64,4933.75828576,4999.52171424
52,91.274,90.9728613336,91.5751386664,0.102,0.097980849531,0.106019150469,5065.18,5032.65736808,5097.70263192
53,91.242,90.802432656,91.681567344,0.1,0.1,0.1,5160.1,5125.71597946,5194.48402054
54,91.226,90.9225711151,91.5294288849,0.1,0.1,0.1,5258.74,5224.70518522,5292.77481478
55,91.458,91.1311249512,91.7848750488,0.1,0.1,0.1,5356.76,5321.8436046,5391.6763954
56,91.348,90.8251874925,91.8708125075,0.102,0.097980849531,0.106019150469,5454.86,5419.9332464,5489.7867536
57,91.368,90.9081506265,91.8278493735,0.098,0.093980849531,0.102019150469,5548.68,5513.77314753,5583.58685247
58,91.398,90.941530673,91.854469327,0.098,0.093980849531,0.102019150469,5646.7,5612.27712317,5681.12287683
59,91.572,90.9918086972,92.1521913028,0.096,0.0903743612294,0.101625638771,5741.14,5707.08939085,5775.19060915
60,91.394,90.9745687157,91.8134312843,0.1,0.1,0.1,5841.14,5807.08939085,5875.19060915
61,90.91,90.6288792588,91.1911207412,0.102,0.097980849531,0.106019150469,5939.44,5905.18513337,5973.69486663
62,91.218,90.7904233107,91.6455766893,0.098,0.093980849531,0.102019150469,6039.44,6005.18513337,6073.69486663
63,91.496,90.9623371672,92.0296628328,0.098,0.093980849531,0.102019150469,6137.94,6103.87988484,6172.00011516
64,91.202,90.8646331235,91.5393668765,0.1,0.1,0.1,6236.12,6201.78998209,6270.45001791
65,91.77,91.0320871101,92.5079128899,0.096,0.0903743612294,0.101625638771,6332.7,6297.79004008,6367.60995992
66,91.386,90.8224112564,91.9495887436,0.096,0.0903743612294,0.101625638771,6432.7,6397.79004008,6467.60995992
67,91.192,90.6582791029,91.7257208971,0.098,0.093980849531,0.102019150469,6531.44,6496.64155878,6566.23844122
68,90.998,90.6787579076,91.3172420924,0.1,0.1,0.1,6631.3,6596.49497103,6666.10502897
69,91.576,91.0587241211,92.0932758789,0.1,0.1,0.1,6729.56,6694.60724526,6764.51275474
70,91.292,90.9147150354,91.6692849646,0.102,0.097980849531,0.106019150469,6827.6,6793.21766934,6861.98233066
71,91.302,91.0167327525,91.5872672475,0.1,0.1,0.1,6924.42,6889.03670122,6959.80329878
72,91.35,90.8970920398,91.8029079602,0.098,0.093980849531,0.102019150469,7024.42,6989.03670122,7059.80329878
73,90.964,90.7446301415,91.1833698585,0.1,0.1,0.1,7120.94,7084.70488801,7157.17511199
74,91.34,91.0078768151,91.6721231849,0.1,0.1,0.1,7220.94,7184.70488801,7257.17511199
75,91.094,90.7898332165,91.3981667835,0.1,0.1,0.1,7320.94,7284.70488801,7357.17511199
76,91.214,90.779110393,91.648889607,0.1,0.1,0.1,7417.58,7381.11798267,7454.04201733
