episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,1000,100.0,0,0.0,1.0
10,1000,100.0,0,0.0,0.9955
20,940,94.0,1.0,0.1,0.9905
30,983,98.3,1.0,0.1,0.9855
40,1000,100.0,0,0.0,0.9805
50,926,92.6,1.0,0.1,0.9755
60,909,90.9,1.0,0.1,0.9705
70,909,90.9,1.0,0.1,0.9655
80,909,90.9,1.0,0.1,0.9605
90,880,88.0,2.0,0.2,0.9555
100,908,90.8,1.0,0.1,0.9505
110,909,90.9,1.0,0.1,0.9455
120,911,91.1,1.0,0.1,0.9405
130,852,85.2,2.0,0.2,0.9355
140,850,85.0,2.0,0.2,0.9305
150,910,91.0,1.0,0.1,0.9255
160,908,90.8,1.0,0.1,0.9205
170,909,90.9,1.0,0.1,0.9155
180,906,90.6,2.0,0.2,0.9105
190,868,86.8,3.0,0.3,0.9055
200,744,74.4,4.0,0.4,0.9005
210,908,90.8,1.0,0.1,0.8955
220,773,77.3,3.0,0.3,0.8905
230,868,86.8,2.0,0.2,0.8855
240,825,82.5,2.0,0.2,0.8805
250,717,71.7,5.0,0.5,0.8755
260,671,67.1,4.0,0.4,0.8705
270,552,55.2,6.0,0.6,0.8655
280,511,51.1,7.0,0.7,0.8605
290,586,58.6,6.0,0.6,0.8555
300,623,62.3,5.0,0.5,0.8505
310,528,52.8,7.0,0.7,0.8455
320,426,42.6,8.0,0.8,0.8405
330,479,47.9,9.0,0.9,0.8355
340,312,31.2,9.0,0.9,0.8305
350,247,24.7,10.0,1.0,0.8255
360,295,29.5,9.0,0.9,0.8205
370,308,30.8,9.0,0.9,0.8155
380,292,29.2,9.0,0.9,0.8105
390,299,29.9,10.0,1.0,0.8055
400,238,23.8,10.0,1.0,0.8005
410,223,22.3,10.0,1.0,0.7955
420,246,24.6,10.0,1.0,0.7905
430,216,21.6,10.0,1.0,0.7855
440,221,22.1,10.0,1.0,0.7805
450,214,21.4,10.0,1.0,0.7755
460,216,21.6,10.0,1.0,0.7705
470,211,21.1,10.0,1.0,0.7655
480,211,21.1,10.0,1.0,0.7605
490,217,21.7,10.0,1.0,0.7555
500,220,22.0,10.0,1.0,0.7505
510,213,21.3,10.0,1.0,0.7455
520,220,22.0,10.0,1.0,0.7405
530,211,21.1,10.0,1.0,0.7355
540,215,21.5,10.0,1.0,0.7305
550,212,21.2,10.0,1.0,0.7255
560,219,21.9,10.0,1.0,0.7205
570,212,21.2,10.0,1.0,0.7155
580,225,22.5,10.0,1.0,0.7105
590,214,21.4,10.0,1.0,0.7055
600,223,22.3,10.0,1.0,0.7005
610,211,21.1,10.0,1.0,0.6955
620,210,21.0,10.0,1.0,0.6905
630,221,22.1,10.0,1.0,0.6855
640,221,22.1,10.0,1.0,0.6805
650,209,20.9,10.0,1.0,0.6755
660,205,20.5,10.0,1.0,0.6705
670,216,21.6,10.0,1.0,0.6655
680,214,21.4,10.0,1.0,0.6605
690,207,20.7,10.0,1.0,0.6555
700,215,21.5,10.0,1.0,0.6505
710,212,21.2,10.0,1.0,0.6455
720,216,21.6,10.0,1.0,0.6405
730,210,21.0,10.0,1.0,0.6355
740,209,20.9,10.0,1.0,0.6305
750,199,19.9,10.0,1.0,0.6255
760,216,21.6,10.0,1.0,0.6205
770,208,20.8,10.0,1.0,0.6155
780,218,21.8,10.0,1.0,0.6105
790,215,21.5,10.0,1.0,0.6055
800,216,21.6,10.0,1.0,0.6005
810,213,21.3,10.0,1.0,0.5955
820,214,21.4,10.0,1.0,0.5905
830,220,22.0,10.0,1.0,0.5855
840,219,21.9,10.0,1.0,0.5805
850,207,20.7,10.0,1.0,0.5755
860,220,22.0,10.0,1.0,0.5705
870,214,21.4,10.0,1.0,0.5655
880,210,21.0,10.0,1.0,0.5605
890,219,21.9,10.0,1.0,0.5555
900,222,22.2,10.0,1.0,0.5505
910,218,21.8,10.0,1.0,0.5455
