episode,steps_total,steps_mean,reward_total,reward_mean,epsilon,step_count
0,913,91.3,1.0,0.1,1.0,0
1,908,90.8,1.0,0.1,0.9995,100
2,906,90.6,1.0,0.1,0.999,200
3,907,90.7,1.0,0.1,0.9985,300
4,911,91.1,1.0,0.1,0.998,400
5,930,93.0,1.0,0.1,0.9975,500
6,933,93.3,1.0,0.1,0.997,600
7,1000,100.0,0,0.0,0.9965,700
8,937,93.7,1.0,0.1,0.996,800
9,909,90.9,1.0,0.1,0.9955,900
10,904,90.4,1.0,0.1,0.995,1000
11,929,92.9,1.0,0.1,0.9945,1100
12,950,95.0,1.0,0.1,0.994,1200
13,913,91.3,1.0,0.1,0.9935,1300
14,910,91.0,1.0,0.1,0.993,1400
15,930,93.0,1.0,0.1,0.9925,1500
16,926,92.6,1.0,0.1,0.992,1600
17,911,91.1,1.0,0.1,0.9915,1700
18,919,91.9,1.0,0.1,0.991,1800
19,911,91.1,1.0,0.1,0.9905,1900
20,911,91.1,1.0,0.1,0.99,2000
21,904,90.4,1.0,0.1,0.9895,2100
22,911,91.1,1.0,0.1,0.989,2200
23,918,91.8,1.0,0.1,0.9885,2300
24,957,95.7,1.0,0.1,0.988,2400
25,922,92.2,1.0,0.1,0.9875,2500
26,910,91.0,1.0,0.1,0.987,2600
27,925,92.5,1.0,0.1,0.9865,2700
28,930,93.0,1.0,0.1,0.986,2800
29,918,91.8,1.0,0.1,0.9855,2900
30,905,90.5,1.0,0.1,0.985,3000
31,904,90.4,1.0,0.1,0.9845,3100
32,934,93.4,1.0,0.1,0.984,3200
33,919,91.9,1.0,0.1,0.9835,3300
34,928,92.8,1.0,0.1,0.983,3400
35,926,92.6,1.0,0.1,0.9825,3500
36,917,91.7,1.0,0.1,0.982,3600
37,916,91.6,1.0,0.1,0.9815,3700
38,923,92.3,1.0,0.1,0.981,3800
39,916,91.6,1.0,0.1,0.9805,3900
40,921,92.1,1.0,0.1,0.98,4000
41,913,91.3,1.0,0.1,0.9795,4100
42,916,91.6,1.0,0.1,0.979,4200
43,905,90.5,1.0,0.1,0.9785,4300
44,910,91.0,1.0,0.1,0.978,4400
45,920,92.0,1.0,0.1,0.9775,4500
46,916,91.6,1.0,0.1,0.977,4600
47,953,95.3,1.0,0.1,0.9765,4700
48,909,90.9,1.0,0.1,0.976,4800
49,920,92.0,1.0,0.1,0.9755,4900
50,1000,100.0,0,0.0,0.975,5000
51,910,91.0,1.0,0.1,0.9745,5100
52,906,90.6,1.0,0.1,0.974,5200
53,916,91.6,1.0,0.1,0.9735,5300
54,903,90.3,1.0,0.1,0.973,5400
55,919,91.9,1.0,0.1,0.9725,5500
56,901,90.1,2.0,0.2,0.972,5600
57,905,90.5,1.0,0.1,0.9715,5602
58,932,93.2,1.0,0.1,0.971,5702
59,912,91.2,1.0,0.1,0.9705,5802
60,904,90.4,1.0,0.1,0.97,5902
61,904,90.4,1.0,0.1,0.9695,6002
62,903,90.3,1.0,0.1,0.969,6102
63,905,90.5,1.0,0.1,0.9685,6202
64,908,90.8,1.0,0.1,0.968,6302
65,905,90.5,1.0,0.1,0.9675,6328
66,903,90.3,1.0,0.1,0.967,6428
67,905,90.5,1.0,0.1,0.9665,6528
68,907,90.7,1.0,0.1,0.966,6628
69,905,90.5,1.0,0.1,0.9655,6728
70,904,90.4,1.0,0.1,0.965,6828
71,903,90.3,1.0,0.1,0.9645,6928
72,904,90.4,1.0,0.1,0.964,7028
73,903,90.3,1.0,0.1,0.9635,7128
74,903,90.3,1.0,0.1,0.963,7228
75,903,90.3,1.0,0.1,0.9625,7328
76,904,90.4,1.0,0.1,0.962,7428
77,909,90.9,1.0,0.1,0.9615,7528
78,903,90.3,1.0,0.1,0.961,7628
79,903,90.3,1.0,0.1,0.9605,7662
80,903,90.3,1.0,0.1,0.96,7762
81,906,90.6,1.0,0.1,0.9595,7862
82,904,90.4,1.0,0.1,0.959,7962
83,909,90.9,1.0,0.1,0.9585,7968
84,904,90.4,1.0,0.1,0.958,8064
85,904,90.4,1.0,0.1,0.9575,8164
86,903,90.3,1.0,0.1,0.957,8264
87,904,90.4,1.0,0.1,0.9565,8364
88,905,90.5,1.0,0.1,0.956,8464
89,903,90.3,1.0,0.1,0.9555,8564
90,904,90.4,1.0,0.1,0.955,8664
91,904,90.4,1.0,0.1,0.9545,8764
92,903,90.3,1.0,0.1,0.954,8864
93,903,90.3,1.0,0.1,0.9535,8964
94,903,90.3,1.0,0.1,0.953,9064
95,904,90.4,1.0,0.1,0.9525,9164
96,904,90.4,1.0,0.1,0.952,9264
97,904,90.4,1.0,0.1,0.9515,9364
98,904,90.4,1.0,0.1,0.951,9464
99,903,90.3,1.0,0.1,0.9505,9564
100,903,90.3,1.0,0.1,0.95,9664
101,903,90.3,1.0,0.1,0.9495,9764
102,905,90.5,1.0,0.1,0.949,9864
103,903,90.3,1.0,0.1,0.9485,9964
104,903,90.3,1.0,0.1,0.948,10064
105,906,90.6,1.0,0.1,0.9475,10164
106,903,90.3,1.0,0.1,0.947,10264
107,904,90.4,1.0,0.1,0.9465,10364
108,905,90.5,1.0,0.1,0.946,10464
109,903,90.3,1.0,0.1,0.9455,10564
