episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,905,90.5,1.0,0.1,1.0
10,933,93.3,1.0,0.1,0.9955
20,910,91.0,1.0,0.1,0.9905
30,911,91.1,1.0,0.1,0.9855
40,906,90.6,1.0,0.1,0.9805
50,915,91.5,1.0,0.1,0.9755
60,908,90.8,1.0,0.1,0.9705
70,910,91.0,1.0,0.1,0.9655
80,911,91.1,1.0,0.1,0.9605
90,914,91.4,1.0,0.1,0.9555
100,907,90.7,1.0,0.1,0.9505
110,905,90.5,1.0,0.1,0.9455
120,908,90.8,1.0,0.1,0.9405
130,905,90.5,1.0,0.1,0.9355
140,909,90.9,1.0,0.1,0.9305
150,907,90.7,1.0,0.1,0.9255
160,909,90.9,1.0,0.1,0.9205
170,906,90.6,1.0,0.1,0.9155
180,906,90.6,1.0,0.1,0.9105
190,906,90.6,1.0,0.1,0.9055
200,907,90.7,1.0,0.1,0.9005
210,911,91.1,1.0,0.1,0.8955
220,844,84.4,2.0,0.2,0.8905
230,912,91.2,1.0,0.1,0.8855
240,978,97.8,2.0,0.2,0.8805
250,904,90.4,1.0,0.1,0.8755
260,906,90.6,1.0,0.1,0.8705
270,880,88.0,2.0,0.2,0.8655
280,904,90.4,1.0,0.1,0.8605
290,887,88.7,2.0,0.2,0.8555
300,821,82.1,2.0,0.2,0.8505
310,620,62.0,6.0,0.6,0.8455
320,736,73.6,4.0,0.4,0.8405
330,605,60.5,5.0,0.5,0.8355
340,591,59.1,5.0,0.5,0.8305
350,469,46.9,7.0,0.7,0.8255
360,461,46.1,7.0,0.7,0.8205
370,504,50.4,6.0,0.6,0.8155
380,422,42.2,7.0,0.7,0.8105
390,443,44.3,7.0,0.7,0.8055
400,404,40.4,8.0,0.8,0.8005
410,385,38.5,9.0,0.9,0.7955
420,413,41.3,7.0,0.7,0.7905
430,362,36.2,9.0,0.9,0.7855
440,281,28.1,9.0,0.9,0.7805
450,336,33.6,8.0,0.8,0.7755
460,323,32.3,9.0,0.9,0.7705
470,307,30.7,9.0,0.9,0.7655
480,289,28.9,9.0,0.9,0.7605
490,232,23.2,10.0,1.0,0.7555
500,288,28.8,9.0,0.9,0.7505
510,284,28.4,9.0,0.9,0.7455
520,230,23.0,10.0,1.0,0.7405
530,279,27.9,9.0,0.9,0.7355
540,263,26.3,9.0,0.9,0.7305
550,274,27.4,9.0,0.9,0.7255
560,268,26.8,9.0,0.9,0.7205
570,246,24.6,10.0,1.0,0.7155
580,217,21.7,10.0,1.0,0.7105
590,212,21.2,10.0,1.0,0.7055
600,209,20.9,10.0,1.0,0.7005
610,219,21.9,10.0,1.0,0.6955
620,210,21.0,10.0,1.0,0.6905
630,231,23.1,10.0,1.0,0.6855
640,203,20.3,10.0,1.0,0.6805
650,214,21.4,10.0,1.0,0.6755
660,198,19.8,10.0,1.0,0.6705
670,200,20.0,10.0,1.0,0.6655
680,211,21.1,10.0,1.0,0.6605
690,203,20.3,10.0,1.0,0.6555
700,203,20.3,10.0,1.0,0.6505
710,201,20.1,10.0,1.0,0.6455
720,210,21.0,10.0,1.0,0.6405
730,201,20.1,10.0,1.0,0.6355
740,202,20.2,10.0,1.0,0.6305
750,198,19.8,10.0,1.0,0.6255
760,209,20.9,10.0,1.0,0.6205
770,209,20.9,10.0,1.0,0.6155
780,204,20.4,10.0,1.0,0.6105
790,204,20.4,10.0,1.0,0.6055
800,209,20.9,10.0,1.0,0.6005
810,201,20.1,10.0,1.0,0.5955
820,205,20.5,10.0,1.0,0.5905
830,201,20.1,10.0,1.0,0.5855
840,206,20.6,10.0,1.0,0.5805
850,196,19.6,10.0,1.0,0.5755
860,200,20.0,10.0,1.0,0.5705
870,199,19.9,10.0,1.0,0.5655
880,201,20.1,10.0,1.0,0.5605
890,209,20.9,10.0,1.0,0.5555
900,205,20.5,10.0,1.0,0.5505
910,204,20.4,10.0,1.0,0.5455
920,207,20.7,10.0,1.0,0.5405
930,204,20.4,10.0,1.0,0.5355
940,218,21.8,10.0,1.0,0.5305
950,207,20.7,10.0,1.0,0.5255
960,209,20.9,10.0,1.0,0.5205
970,202,20.2,10.0,1.0,0.5155
980,211,21.1,10.0,1.0,0.5105
990,216,21.6,10.0,1.0,0.5055
1000,201,20.1,10.0,1.0,0.5005
1010,199,19.9,10.0,1.0,0.4955
1020,196,19.6,10.0,1.0,0.4905
1030,203,20.3,10.0,1.0,0.4855
1040,204,20.4,10.0,1.0,0.4805
1050,198,19.8,10.0,1.0,0.4755
1060,197,19.7,10.0,1.0,0.4705
1070,203,20.3,10.0,1.0,0.4655
1080,202,20.2,10.0,1.0,0.4605
1090,205,20.5,10.0,1.0,0.4555
1100,206,20.6,10.0,1.0,0.4505
1110,195,19.5,10.0,1.0,0.4455
1120,205,20.5,10.0,1.0,0.4405
1130,198,19.8,10.0,1.0,0.4355
1140,206,20.6,10.0,1.0,0.4305
1150,208,20.8,10.0,1.0,0.4255
1160,199,19.9,10.0,1.0,0.4205
1170,203,20.3,10.0,1.0,0.4155
1180,198,19.8,10.0,1.0,0.4105
1190,194,19.4,10.0,1.0,0.4055
1200,196,19.6,10.0,1.0,0.4005
1210,201,20.1,10.0,1.0,0.3955
1220,205,20.5,10.0,1.0,0.3905
1230,204,20.4,10.0,1.0,0.3855
1240,203,20.3,10.0,1.0,0.3805
1250,205,20.5,10.0,1.0,0.3755
1260,202,20.2,10.0,1.0,0.3705
1270,203,20.3,10.0,1.0,0.3655
1280,204,20.4,10.0,1.0,0.3605
1290,203,20.3,10.0,1.0,0.3555
1300,208,20.8,10.0,1.0,0.3505
1310,204,20.4,10.0,1.0,0.3455
1320,197,19.7,10.0,1.0,0.3405
1330,212,21.2,10.0,1.0,0.3355
1340,196,19.6,10.0,1.0,0.3305
1350,202,20.2,10.0,1.0,0.3255
1360,199,19.9,10.0,1.0,0.3205
1370,204,20.4,10.0,1.0,0.3155
1380,201,20.1,10.0,1.0,0.3105
1390,198,19.8,10.0,1.0,0.3055
1400,200,20.0,10.0,1.0,0.3005
1410,207,20.7,10.0,1.0,0.2955
1420,197,19.7,10.0,1.0,0.2905
1430,199,19.9,10.0,1.0,0.2855
1440,213,21.3,10.0,1.0,0.2805
1450,199,19.9,10.0,1.0,0.2755
1460,202,20.2,10.0,1.0,0.2705
1470,210,21.0,10.0,1.0,0.2655
1480,201,20.1,10.0,1.0,0.2605
1490,190,19.0,10.0,1.0,0.2555
1500,202,20.2,10.0,1.0,0.2505
1510,204,20.4,10.0,1.0,0.2455
1520,198,19.8,10.0,1.0,0.2405
1530,205,20.5,10.0,1.0,0.2355
1540,201,20.1,10.0,1.0,0.2305
1550,212,21.2,10.0,1.0,0.2255
1560,202,20.2,10.0,1.0,0.2205
1570,206,20.6,10.0,1.0,0.2155
1580,198,19.8,10.0,1.0,0.2105
1590,204,20.4,10.0,1.0,0.2055
1600,206,20.6,10.0,1.0,0.2005
1610,210,21.0,10.0,1.0,0.1955
1620,206,20.6,10.0,1.0,0.1905
1630,198,19.8,10.0,1.0,0.1855
1640,202,20.2,10.0,1.0,0.1805
1650,202,20.2,10.0,1.0,0.1755
1660,199,19.9,10.0,1.0,0.1705
1670,207,20.7,10.0,1.0,0.1655
1680,196,19.6,10.0,1.0,0.1605
1690,199,19.9,10.0,1.0,0.1555
1700,202,20.2,10.0,1.0,0.1505
1710,198,19.8,10.0,1.0,0.1455
1720,202,20.2,10.0,1.0,0.1405
1730,196,19.6,10.0,1.0,0.1355
1740,199,19.9,10.0,1.0,0.1305
1750,209,20.9,10.0,1.0,0.1255
1760,206,20.6,10.0,1.0,0.1205
1770,211,21.1,10.0,1.0,0.1155
1780,193,19.3,10.0,1.0,0.1105
1790,194,19.4,10.0,1.0,0.1055
1800,190,19.0,10.0,1.0,0.1005
1810,202,20.2,10.0,1.0,0.0955
1820,208,20.8,10.0,1.0,0.0905
1830,211,21.1,10.0,1.0,0.0855
1840,203,20.3,10.0,1.0,0.0805
1850,203,20.3,10.0,1.0,0.0755
1860,211,21.1,10.0,1.0,0.0705
1870,202,20.2,10.0,1.0,0.0655
1880,211,21.1,10.0,1.0,0.0605
1890,207,20.7,10.0,1.0,0.0555
1900,200,20.0,10.0,1.0,0.0505
1910,202,20.2,10.0,1.0,0.0455
1920,202,20.2,10.0,1.0,0.0405
1930,205,20.5,10.0,1.0,0.0355
1940,205,20.5,10.0,1.0,0.0305
1950,195,19.5,10.0,1.0,0.0255
1960,204,20.4,10.0,1.0,0.0205
1970,207,20.7,10.0,1.0,0.0155
1980,203,20.3,10.0,1.0,0.0105
1990,209,20.9,10.0,1.0,0.0055
2000,211,21.1,10.0,1.0,0.0005
