"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper","effort_mean","effort_lower","effort_upper"
0,95.488,94.5887471708,96.3872528292,0.086,0.0745023677971,0.0974976322029,0.0,0.0,0.0
1,96.146,95.2001400757,97.0918599243,0.078,0.0661077269631,0.0898922730369,98.26,96.0106163417,100.509383658
2,96.482,95.5387143684,97.4252856316,0.062,0.0480654203289,0.0759345796711,196.56,192.529726135,200.590273865
3,94.9,94.082223858,95.717776142,0.09,0.0796491049288,0.100350895071,294.44,289.828005403,299.051994597
4,95.702,94.7909495192,96.6130504808,0.078,0.0661077269631,0.0898922730369,391.22,384.329001525,398.110998475
5,95.376,94.4939788951,96.2580211049,0.088,0.078670933496,0.097329066504,489.24,479.357772449,499.122227551
6,95.71,94.7297205056,96.6902794944,0.072,0.0591100422507,0.0848899577493,586.24,574.655451938,597.824548062
7,94.922,94.0330405959,95.8109594041,0.088,0.078670933496,0.097329066504,686.24,674.655451938,697.824548062
8,95.18,94.2085587092,96.1514412908,0.072,0.0591100422507,0.0848899577493,782.88,770.817677382,794.942322618
9,94.99,94.0533682766,95.9266317234,0.082,0.0709706629507,0.0930293370493,879.44,864.526954368,894.353045632
10,95.112,94.1080224451,96.1159775549,0.078,0.0647942198876,0.0912057801124,975.06,959.860208134,990.259791866
11,95.258,94.3300876977,96.1859123023,0.082,0.0695656626176,0.0944343373824,1072.0,1055.86056788,1088.13943212
12,95.098,94.1692638238,96.0267361762,0.084,0.0734753935694,0.0945246064306,1166.2,1148.92499851,1183.47500149
13,93.922,93.0958357528,94.7481642472,0.092,0.0842116557907,0.0997883442093,1262.5,1244.583473,1280.416527
14,94.272,93.3465966717,95.1974033283,0.084,0.0720110963424,0.0959889036576,1361.6,1343.65637644,1379.54362356
15,94.602,93.629685429,95.574314571,0.08,0.0685167129458,0.0914832870542,1458.64,1439.91055464,1477.36944536
16,94.246,93.348902236,95.143097764,0.088,0.0770456423179,0.0989543576821,1556.62,1537.64911192,1575.59088808
17,94.928,93.9858797489,95.8701202511,0.088,0.0770456423179,0.0989543576821,1654.56,1635.26447589,1673.85552411
18,94.814,93.8467757104,95.7812242896,0.078,0.0661077269631,0.0898922730369,1744.48,1724.1225545,1764.8374455
19,94.602,93.7133892571,95.4906107429,0.09,0.0796491049288,0.100350895071,1839.56,1818.47056269,1860.64943731
20,94.046,93.1160095303,94.9759904697,0.086,0.0760386207842,0.0959613792158,1936.24,1914.78041548,1957.69958452
21,93.888,93.0561422525,94.7198577475,0.09,0.0813875347093,0.0986124652907,2031.08,2008.53113672,2053.62886328
22,94.254,93.3962782058,95.1117217942,0.086,0.0760386207842,0.0959613792158,2128.42,2105.95512062,2150.88487938
23,94.026,93.1283585316,94.9236414684,0.09,0.0796491049288,0.100350895071,2226.44,2203.90566492,2248.97433508
24,93.168,92.4760321386,93.8599678614,0.094,0.0850865722841,0.102913427716,2324.62,2302.27933291,2346.96066709
25,94.322,93.3622985828,95.2817014172,0.082,0.0709706629507,0.0930293370493,2423.3,2400.99962728,2445.60037272
26,93.958,93.1011842111,94.8148157889,0.088,0.078670933496,0.097329066504,2518.44,2495.9979462,2540.8820538
27,93.822,92.9291367701,94.7148632299,0.094,0.0850865722841,0.102913427716,2616.6,2593.77344643,2639.42655357
28,94.476,93.5181334651,95.4338665349,0.08,0.0685167129458,0.0914832870542,2708.58,2685.87515072,2731.28484928
29,93.522,92.7068222869,94.3371777131,0.098,0.0909914308961,0.105008569104,2804.46,2781.11499638,2827.80500362
30,93.454,92.4657330448,94.4422669552,0.09,0.0781632986365,0.101836701363,2900.18,2874.97485914,2925.38514086
31,93.194,92.4441622384,93.9438377616,0.098,0.0909914308961,0.105008569104,2996.38,2971.40544187,3021.35455813
32,93.324,92.5096058003,94.1383941997,0.094,0.0871821760617,0.100817823938,3090.8,3066.70020791,3114.89979209
33,93.216,92.3533888065,94.0786111935,0.098,0.0872737247066,0.108726275293,3190.8,3166.70020791,3214.89979209
34,93.294,92.3724454655,94.2155545345,0.092,0.0807487224589,0.103251277541,3287.64,3262.91858984,3312.36141016
35,93.442,92.6167380544,94.2672619456,0.096,0.087961699062,0.104038300938,3383.2,3357.76393594,3408.63606406
36,93.554,92.7292950991,94.3787049009,0.098,0.0909914308961,0.105008569104,3479.76,3454.79879924,3504.72120076
37,92.906,92.1322528717,93.6797471283,0.094,0.0871821760617,0.100817823938,3573.66,3549.05663139,3598.26336861
38,92.6,91.9686280336,93.2313719664,0.098,0.093980849531,0.102019150469,3668.06,3641.56448248,3694.55551752
39,92.268,91.6397833795,92.8962166205,0.102,0.097980849531,0.106019150469,3764.64,3738.27742898,3791.00257102
40,92.578,91.9353130872,93.2206869128,0.098,0.0909914308961,0.105008569104,3863.08,3836.87954996,3889.28045004
41,93.26,92.4772389773,94.0427610227,0.096,0.0861217029625,0.105878297038,3957.94,3931.51044648,3984.36955352
42,92.83,92.0304619653,93.6295380347,0.092,0.0842116557907,0.0997883442093,4056.12,4029.34351807,4082.89648193
43,93.25,92.4274356682,94.0725643318,0.096,0.0903743612294,0.101625638771,4153.58,4126.78410644,4180.37589356
44,92.344,91.6813397098,93.0066602902,0.102,0.0929398393349,0.111060160665,4250.92,4223.36574324,4278.47425676
45,92.884,92.1021584803,93.6658415197,0.096,0.087961699062,0.104038300938,4349.2,4321.95392009,4376.44607991
46,92.378,91.602723115,93.153276885,0.104,0.0941217029625,0.113878297038,4446.04,4417.6443387,4474.4356613
47,92.368,91.7581023113,92.9778976887,0.102,0.097980849531,0.106019150469,4540.06,4512.11957856,4568.00042144
48,92.394,91.6222152481,93.1657847519,0.102,0.0949914308961,0.109008569104,4640.06,4612.11957856,4668.00042144
49,92.344,91.751325539,92.936674461,0.1,0.0942583564729,0.105741643527,4736.58,4708.90140167,4764.25859833
50,92.468,91.7641054136,93.1718945864,0.1,0.0900551816921,0.109944818308,4832.5,4804.6766418,4860.3233582
51,92.816,92.0373484573,93.5946515427,0.096,0.087961699062,0.104038300938,4930.54,4902.83805987,4958.24194013
52,93.226,92.3242546396,94.1277453604,0.098,0.0872737247066,0.108726275293,5024.32,4994.1684742,5054.4715258
53,91.858,91.5270655932,92.1889344068,0.104,0.0983743612294,0.109625638771,5121.32,5090.52795386,5152.11204614
54,91.86,91.3589943059,92.3610056941,0.102,0.097980849531,0.106019150469,5216.08,5184.35770062,5247.80229938
55,92.16,91.4585788682,92.8614211318,0.096,0.087961699062,0.104038300938,5307.84,5274.15262902,5341.52737098
56,91.652,91.0549728735,92.2490271265,0.104,0.095961699062,0.112038300938,5405.52,5371.84501646,5439.19498354
57,91.896,91.198680762,92.593319238,0.098,0.0889398393349,0.107060160665,5502.64,5468.92199319,5536.35800681
58,92.052,91.4037727686,92.7002272314,0.104,0.095961699062,0.112038300938,5595.98,5561.08660564,5630.87339436
59,92.236,91.5085140526,92.9634859474,0.102,0.0949914308961,0.109008569104,5686.94,5651.67184492,5722.20815508
