episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,937,93.7,1.0,0.1,1.0
10,1000,100.0,0,0.0,0.9955
20,933,93.3,1.0,0.1,0.9905
30,924,92.4,1.0,0.1,0.9855
40,907,90.7,1.0,0.1,0.9805
50,907,90.7,1.0,0.1,0.9755
60,908,90.8,1.0,0.1,0.9705
70,911,91.1,1.0,0.1,0.9655
80,873,87.3,2.0,0.2,0.9605
90,872,87.2,2.0,0.2,0.9555
100,833,83.3,3.0,0.3,0.9505
110,722,72.2,4.0,0.4,0.9455
120,693,69.3,4.0,0.4,0.9405
130,742,74.2,4.0,0.4,0.9355
140,750,75.0,3.0,0.3,0.9305
150,642,64.2,5.0,0.5,0.9255
160,663,66.3,5.0,0.5,0.9205
170,616,61.6,5.0,0.5,0.9155
180,593,59.3,6.0,0.6,0.9105
190,581,58.1,6.0,0.6,0.9055
200,671,67.1,4.0,0.4,0.9005
210,630,63.0,5.0,0.5,0.8955
220,619,61.9,5.0,0.5,0.8905
230,569,56.9,6.0,0.6,0.8855
240,674,67.4,4.0,0.4,0.8805
250,553,55.3,7.0,0.7,0.8755
260,509,50.9,7.0,0.7,0.8705
270,555,55.5,7.0,0.7,0.8655
280,423,42.3,9.0,0.9,0.8605
290,476,47.6,7.0,0.7,0.8555
300,602,60.2,5.0,0.5,0.8505
310,508,50.8,7.0,0.7,0.8455
320,539,53.9,7.0,0.7,0.8405
330,475,47.5,7.0,0.7,0.8355
340,583,58.3,6.0,0.6,0.8305
350,511,51.1,7.0,0.7,0.8255
360,412,41.2,8.0,0.8,0.8205
370,386,38.6,9.0,0.9,0.8155
380,434,43.4,8.0,0.8,0.8105
390,411,41.1,8.0,0.8,0.8055
400,338,33.8,10.0,1.0,0.8005
410,424,42.4,10.0,1.0,0.7955
420,318,31.8,9.0,0.9,0.7905
430,368,36.8,9.0,0.9,0.7855
440,307,30.7,10.0,1.0,0.7805
450,277,27.7,10.0,1.0,0.7755
460,240,24.0,10.0,1.0,0.7705
470,250,25.0,10.0,1.0,0.7655
480,243,24.3,10.0,1.0,0.7605
490,244,24.4,10.0,1.0,0.7555
500,254,25.4,10.0,1.0,0.7505
510,249,24.9,10.0,1.0,0.7455
520,248,24.8,10.0,1.0,0.7405
530,247,24.7,10.0,1.0,0.7355
540,249,24.9,10.0,1.0,0.7305
550,243,24.3,10.0,1.0,0.7255
560,247,24.7,10.0,1.0,0.7205
570,243,24.3,10.0,1.0,0.7155
580,244,24.4,10.0,1.0,0.7105
590,257,25.7,10.0,1.0,0.7055
600,259,25.9,10.0,1.0,0.7005
610,249,24.9,10.0,1.0,0.6955
620,260,26.0,10.0,1.0,0.6905
630,245,24.5,10.0,1.0,0.6855
640,245,24.5,10.0,1.0,0.6805
650,245,24.5,10.0,1.0,0.6755
660,265,26.5,10.0,1.0,0.6705
670,254,25.4,10.0,1.0,0.6655
680,242,24.2,10.0,1.0,0.6605
690,250,25.0,10.0,1.0,0.6555
700,238,23.8,10.0,1.0,0.6505
710,240,24.0,10.0,1.0,0.6455
720,255,25.5,10.0,1.0,0.6405
730,249,24.9,10.0,1.0,0.6355
740,254,25.4,10.0,1.0,0.6305
750,246,24.6,10.0,1.0,0.6255
760,255,25.5,10.0,1.0,0.6205
770,246,24.6,10.0,1.0,0.6155
780,254,25.4,10.0,1.0,0.6105
790,253,25.3,10.0,1.0,0.6055
800,252,25.2,10.0,1.0,0.6005
810,254,25.4,10.0,1.0,0.5955
820,247,24.7,10.0,1.0,0.5905
830,254,25.4,10.0,1.0,0.5855
840,249,24.9,10.0,1.0,0.5805
850,242,24.2,10.0,1.0,0.5755
860,251,25.1,10.0,1.0,0.5705
870,260,26.0,10.0,1.0,0.5655
880,252,25.2,10.0,1.0,0.5605
890,247,24.7,10.0,1.0,0.5555
900,247,24.7,10.0,1.0,0.5505
910,332,33.2,9.0,0.9,0.5455
920,295,29.5,10.0,1.0,0.5405
930,303,30.3,10.0,1.0,0.5355
940,248,24.8,10.0,1.0,0.5305
950,248,24.8,10.0,1.0,0.5255
960,241,24.1,10.0,1.0,0.5205
970,254,25.4,10.0,1.0,0.5155
980,250,25.0,10.0,1.0,0.5105
990,250,25.0,10.0,1.0,0.5055
1000,254,25.4,10.0,1.0,0.5005
1010,248,24.8,10.0,1.0,0.4955
1020,247,24.7,10.0,1.0,0.4905
1030,254,25.4,10.0,1.0,0.4855
1040,252,25.2,10.0,1.0,0.4805
1050,241,24.1,10.0,1.0,0.4755
1060,266,26.6,10.0,1.0,0.4705
1070,245,24.5,10.0,1.0,0.4655
1080,255,25.5,10.0,1.0,0.4605
1090,251,25.1,10.0,1.0,0.4555
1100,244,24.4,10.0,1.0,0.4505
1110,244,24.4,10.0,1.0,0.4455
1120,251,25.1,10.0,1.0,0.4405
1130,255,25.5,10.0,1.0,0.4355
1140,254,25.4,10.0,1.0,0.4305
1150,239,23.9,10.0,1.0,0.4255
1160,249,24.9,10.0,1.0,0.4205
1170,245,24.5,10.0,1.0,0.4155
1180,244,24.4,10.0,1.0,0.4105
1190,239,23.9,10.0,1.0,0.4055
1200,251,25.1,10.0,1.0,0.4005
1210,253,25.3,10.0,1.0,0.3955
1220,249,24.9,10.0,1.0,0.3905
1230,237,23.7,10.0,1.0,0.3855
1240,249,24.9,10.0,1.0,0.3805
1250,242,24.2,10.0,1.0,0.3755
1260,237,23.7,10.0,1.0,0.3705
1270,243,24.3,10.0,1.0,0.3655
1280,252,25.2,10.0,1.0,0.3605
1290,250,25.0,10.0,1.0,0.3555
1300,239,23.9,10.0,1.0,0.3505
1310,253,25.3,10.0,1.0,0.3455
1320,247,24.7,10.0,1.0,0.3405
1330,255,25.5,10.0,1.0,0.3355
1340,249,24.9,10.0,1.0,0.3305
1350,253,25.3,10.0,1.0,0.3255
1360,250,25.0,10.0,1.0,0.3205
1370,241,24.1,10.0,1.0,0.3155
1380,243,24.3,10.0,1.0,0.3105
1390,251,25.1,10.0,1.0,0.3055
1400,249,24.9,10.0,1.0,0.3005
1410,246,24.6,10.0,1.0,0.2955
1420,242,24.2,10.0,1.0,0.2905
1430,243,24.3,10.0,1.0,0.2855
1440,246,24.6,10.0,1.0,0.2805
1450,258,25.8,10.0,1.0,0.2755
1460,250,25.0,10.0,1.0,0.2705
1470,244,24.4,10.0,1.0,0.2655
1480,235,23.5,10.0,1.0,0.2605
1490,245,24.5,10.0,1.0,0.2555
1500,237,23.7,10.0,1.0,0.2505
1510,250,25.0,10.0,1.0,0.2455
