episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,1000,100.0,0,0.0,1.0
10,934,93.4,1.0,0.1,0.9955
20,942,94.2,1.0,0.1,0.9905
30,936,93.6,1.0,0.1,0.9855
40,905,90.5,1.0,0.1,0.9805
50,916,91.6,1.0,0.1,0.9755
60,907,90.7,1.0,0.1,0.9705
70,910,91.0,1.0,0.1,0.9655
80,904,90.4,1.0,0.1,0.9605
90,906,90.6,1.0,0.1,0.9555
100,907,90.7,1.0,0.1,0.9505
110,905,90.5,1.0,0.1,0.9455
120,906,90.6,1.0,0.1,0.9405
130,860,86.0,2.0,0.2,0.9355
140,843,84.3,2.0,0.2,0.9305
150,836,83.6,3.0,0.3,0.9255
160,825,82.5,2.0,0.2,0.9205
170,764,76.4,3.0,0.3,0.9155
180,796,79.6,3.0,0.3,0.9105
190,674,67.4,5.0,0.5,0.9055
200,765,76.5,4.0,0.4,0.9005
210,700,70.0,4.0,0.4,0.8955
220,672,67.2,4.0,0.4,0.8905
230,541,54.1,6.0,0.6,0.8855
240,601,60.1,5.0,0.5,0.8805
250,591,59.1,5.0,0.5,0.8755
260,515,51.5,6.0,0.6,0.8705
270,515,51.5,6.0,0.6,0.8655
280,508,50.8,7.0,0.7,0.8605
290,515,51.5,6.0,0.6,0.8555
300,515,51.5,6.0,0.6,0.8505
310,516,51.6,6.0,0.6,0.8455
320,383,38.3,9.0,0.9,0.8405
330,451,45.1,9.0,0.9,0.8355
340,484,48.4,7.0,0.7,0.8305
350,460,46.0,7.0,0.7,0.8255
360,336,33.6,9.0,0.9,0.8205
370,376,37.6,9.0,0.9,0.8155
380,451,45.1,7.0,0.7,0.8105
390,408,40.8,9.0,0.9,0.8055
400,399,39.9,8.0,0.8,0.8005
410,382,38.2,9.0,0.9,0.7955
420,387,38.7,8.0,0.8,0.7905
430,386,38.6,8.0,0.8,0.7855
440,353,35.3,9.0,0.9,0.7805
450,383,38.3,9.0,0.9,0.7755
460,358,35.8,9.0,0.9,0.7705
470,326,32.6,9.0,0.9,0.7655
480,363,36.3,9.0,0.9,0.7605
490,344,34.4,9.0,0.9,0.7555
500,272,27.2,10.0,1.0,0.7505
510,305,30.5,10.0,1.0,0.7455
520,321,32.1,10.0,1.0,0.7405
530,327,32.7,9.0,0.9,0.7355
540,333,33.3,9.0,0.9,0.7305
550,263,26.3,10.0,1.0,0.7255
560,287,28.7,10.0,1.0,0.7205
570,313,31.3,9.0,0.9,0.7155
580,319,31.9,9.0,0.9,0.7105
590,314,31.4,9.0,0.9,0.7055
600,313,31.3,9.0,0.9,0.7005
610,302,30.2,10.0,1.0,0.6955
620,272,27.2,10.0,1.0,0.6905
630,285,28.5,10.0,1.0,0.6855
640,292,29.2,10.0,1.0,0.6805
650,322,32.2,9.0,0.9,0.6755
660,252,25.2,10.0,1.0,0.6705
670,259,25.9,10.0,1.0,0.6655
680,289,28.9,10.0,1.0,0.6605
690,275,27.5,10.0,1.0,0.6555
700,276,27.6,10.0,1.0,0.6505
710,312,31.2,10.0,1.0,0.6455
720,256,25.6,10.0,1.0,0.6405
730,263,26.3,10.0,1.0,0.6355
740,249,24.9,10.0,1.0,0.6305
750,256,25.6,10.0,1.0,0.6255
760,253,25.3,10.0,1.0,0.6205
770,251,25.1,10.0,1.0,0.6155
780,251,25.1,10.0,1.0,0.6105
790,250,25.0,10.0,1.0,0.6055
800,248,24.8,10.0,1.0,0.6005
810,257,25.7,10.0,1.0,0.5955
820,254,25.4,10.0,1.0,0.5905
830,264,26.4,10.0,1.0,0.5855
840,256,25.6,10.0,1.0,0.5805
850,267,26.7,10.0,1.0,0.5755
860,262,26.2,10.0,1.0,0.5705
870,263,26.3,10.0,1.0,0.5655
880,257,25.7,10.0,1.0,0.5605
890,257,25.7,10.0,1.0,0.5555
900,250,25.0,10.0,1.0,0.5505
910,246,24.6,10.0,1.0,0.5455
920,243,24.3,10.0,1.0,0.5405
930,251,25.1,10.0,1.0,0.5355
940,246,24.6,10.0,1.0,0.5305
950,252,25.2,10.0,1.0,0.5255
