episode,omega1,omega2,omega3,omega4,omega5,omega
1,0,0,0,1,0,0
2,0,0,0,1,1,0
3,1,0,0,1,1,0
4,1,0,1,1,1,0
5,1,0,1,2,1,0
6,1,1,1,2,1,0
7,2,1,1,2,1,0
8,2,2,1,2,1,0
9,2,2,1,2,2,0
10,2,2,1,3,2,0
11,2,2,2,3,2,0
12,2,2,2,3,3,0
13,3,2,2,3,3,0
14,3,2,2,3,4,0
15,3,2,3,3,4,0
16,3,2,3,3,5,0
17,3,3,3,3,5,0
18,3,3,3,3,6,0
19,4,3,3,3,6,0
20,4,4,3,3,6,0
21,4,4,4,3,6,0
22,4,5,4,3,6,0
23,4,6,4,3,6,0
24,5,6,4,3,6,0
25,5,6,4,4,6,0
26,5,6,4,4,6,1
27,5,6,4,4,7,1
28,5,6,4,5,7,1
29,5,6,5,5,7,1
30,5,6,6,5,7,1
31,5,6,6,5,7,2
32,5,6,6,5,8,2
33,5,7,6,5,8,2
34,5,7,7,5,8,2
35,6,7,7,5,8,2
36,6,8,7,5,8,2
37,7,8,7,5,8,2
38,7,8,7,6,8,2
39,8,8,7,6,8,2
40,8,9,7,6,8,2
41,8,9,7,6,8,3
42,8,10,7,6,8,3
43,8,10,7,6,9,3
44,9,10,7,6,9,3
45,9,10,7,6,9,4
46,9,10,8,6,9,4
47,10,10,8,6,9,4
48,10,11,8,6,9,4
49,10,12,8,6,9,4
50,10,12,8,6,10,4
51,10,12,8,6,11,4
52,11,12,8,6,11,4
53,11,12,8,6,12,4
54,11,12,8,6,12,5
55,11,12,8,6,12,6
56,11,12,8,6,13,6
57,11,12,8,7,13,6
58,11,12,8,7,14,6
59,11,12,8,7,15,6
60,11,12,8,7,16,6
61,11,12,8,7,16,7
62,11,12,8,8,16,7
63,11,12,8,9,16,7
64,11,13,8,9,16,7
65,11,13,8,9,17,7
66,11,13,8,9,18,7
67,11,14,8,9,18,7
68,11,14,8,9,19,7
69,11,14,8,10,19,7
70,11,14,8,10,20,7
71,11,14,8,11,20,7
72,11,15,8,11,20,7
73,11,15,9,11,20,7
74,11,15,9,11,20,8
75,11,15,9,11,20,9
76,11,15,9,11,21,9
77,11,15,10,11,21,9
78,11,15,10,11,21,10
79,11,15,10,12,21,10
80,11,15,10,12,21,11
81,11,15,10,12,22,11
82,11,15,10,12,23,11
83,11,16,10,12,23,11
84,12,16,10,12,23,11
85,12,16,11,12,23,11
86,12,16,11,12,24,11
87,12,16,11,12,25,11
88,12,16,11,12,26,11
89,12,17,11,12,26,11
90,12,17,11,12,27,11
91,13,17,11,12,27,11
92,13,17,11,12,28,11
93,13,17,11,12,29,11
94,13,17,11,12,30,11
95,13,18,11,12,30,11
96,13,18,11,12,30,12
97,13,18,12,12,30,12
98,14,18,12,12,30,12
99,14,18,12,12,30,13
100,15,18,12,12,30,13
101,15,18,12,12,31,13
102,15,18,12,12,32,13
103,16,18,12,12,32,13
104,17,18,12,12,32,13
105,17,18,12,13,32,13
106,17,18,12,13,33,13
107,18,18,12,13,33,13
108,19,18,12,13,33,13
109,19,18,12,14,33,13
110,19,18,12,15,33,13
111,19,19,12,15,33,13
112,19,19,12,15,33,14
113,19,19,12,15,33,15
114,19,19,12,16,33,15
115,19,19,12,16,33,16
116,19,19,12,16,33,17
117,19,19,12,16,34,17
118,19,19,12,16,35,17
119,19,19,12,16,35,18
120,19,19,12,17,35,18
121,20,19,12,17,35,18
122,20,20,12,17,35,18
123,20,20,12,17,36,18
124,21,20,12,17,36,18
125,22,20,12,17,36,18
126,22,20,12,17,36,19
127,22,21,12,17,36,19
128,22,21,12,17,36,20
129,22,21,12,17,37,20
130,22,21,12,17,38,20
131,22,21,12,17,39,20
132,22,21,12,17,40,20
133,22,22,12,17,40,20
134,22,22,12,18,40,20
135,22,22,12,18,41,20
136,23,22,12,18,41,20
137,23,22,12,18,41,21
138,24,22,12,18,41,21
139,24,22,12,18,42,21
140,24,22,12,18,43,21
141,24,22,12,18,43,22
142,24,22,12,18,44,22
143,25,22,12,18,44,22
144,25,22,12,18,45,22
145,25,22,12,18,46,22
146,25,22,12,18,46,23
147,25,22,13,18,46,23
148,25,22,13,18,46,24
149,25,22,13,18,46,25
150,25,22,13,18,46,26
151,25,22,13,18,46,27
152,25,22,13,18,47,27
153,25,22,13,18,47,28
154,26,22,13,18,47,28
155,26,22,13,18,48,28
156,26,22,13,18,48,29
157,26,22,13,18,48,30
158,26,22,14,18,48,30
159,26,22,14,18,49,30
160,26,22,14,18,49,31
161,26,22,14,18,50,31
162,26,22,14,19,50,31
163,26,23,14,19,50,31
164,26,23,14,19,50,32
165,26,23,14,19,50,33
166,26,23,14,19,50,34
167,26,23,14,19,50,35
168,26,23,14,19,50,36
169,26,24,14,19,50,36
170,26,24,14,19,51,36
171,26,24,14,19,51,37
172,26,24,14,19,52,37
173,26,24,14,20,52,37
174,26,24,14,20,52,38
175,26,24,15,20,52,38
176,26,24,15,20,52,39
177,26,24,15,20,53,39
178,26,24,15,21,53,39
179,26,24,15,21,53,40
180,26,24,15,21,53,41
181,26,24,15,21,53,42
182,26,24,15,21,53,43
183,26,24,15,21,53,44
184,26,25,15,21,53,44
185,26,25,15,22,53,44
186,26,26,15,22,53,44
187,26,26,15,22,53,45
188,26,26,15,22,53,46
189,26,26,15,22,53,47
190,26,26,15,22,53,48
191,26,26,15,22,53,49
192,27,26,15,22,53,49
193,27,27,15,22,53,49
194,27,27,15,22,53,50
195,27,27,15,22,53,51
196,27,27,15,22,53,52
197,27,28,15,22,53,52
198,27,28,15,22,54,52
199,27,28,15,22,54,53
200,27,28,15,22,54,54
201,27,28,15,23,54,54
202,27,28,15,23,54,55
203,27,28,15,23,55,55
204,27,28,15,23,55,56
205,27,28,15,23,55,57
206,28,28,15,23,55,57
207,28,28,15,23,55,58
208,28,28,15,23,55,59
209,28,28,15,23,56,59
210,29,28,15,23,56,59
211,29,28,15,23,56,60
212,29,28,15,23,57,60
213,29,28,15,23,57,61
214,29,29,15,23,57,61
215,29,29,15,23,57,62
216,29,29,15,23,57,63
217,29,29,15,23,57,64
218,29,29,15,23,57,65
219,29,29,15,23,58,65
220,29,29,15,23,58,66
221,29,29,15,23,58,67
222,29,29,15,23,59,67
223,29,29,15,23,59,68
224,29,30,15,23,59,68
225,30,30,15,23,59,68
226,30,30,15,23,59,69
227,30,30,15,23,59,70
228,30,30,15,23,59,71
229,30,30,15,23,60,71
230,30,30,15,23,60,72
231,30,30,15,23,61,72
232,30,30,15,23,62,72
233,30,30,15,23,62,73
234,30,30,15,23,62,74
235,30,30,15,23,63,74
236,30,30,15,23,63,75
237,30,30,15,23,64,75
238,30,30,15,23,64,76
239,30,30,15,23,64,77
240,30,30,15,23,64,78
241,30,30,15,23,64,79
242,30,30,16,23,64,79
243,31,30,16,23,64,79
244,32,30,16,23,64,79
245,32,30,16,23,64,80
246,32,30,16,23,64,81
247,32,30,16,23,64,82
248,32,30,16,23,64,83
249,32,30,16,23,64,84
250,32,30,16,23,64,85
251,32,30,16,23,65,85
252,33,30,16,23,65,85
253,33,30,16,23,65,86
254,33,31,16,23,65,86
255,33,31,16,23,65,87
256,33,31,17,23,65,87
257,33,31,17,23,66,87
258,33,31,17,23,66,88
259,33,31,17,23,66,89
260,33,31,17,23,66,90
261,33,31,17,23,66,91
262,33,31,17,23,66,92
263,33,31,17,23,67,92
264,33,31,17,23,67,93
265,34,31,17,23,67,93
266,34,31,17,23,68,93
267,34,31,17,23,68,94
268,34,31,17,23,69,94
269,34,32,17,23,69,94
270,34,32,17,23,70,94
271,34,32,17,23,70,95
272,34,32,17,23,71,95
273,34,32,17,23,71,96
274,34,32,17,23,71,97
275,34,32,17,23,71,98
276,34,32,17,23,71,99
277,34,32,17,23,71,100
278,34,32,17,23,71,101
279,34,32,17,23,71,102
280,34,32,17,23,71,103
281,34,32,17,23,71,104
282,35,32,17,23,71,104
283,35,32,17,23,71,105
284,35,32,17,24,71,105
285,35,32,17,24,71,106
286,35,32,17,24,71,107
287,35,32,17,24,71,108
288,35,32,17,24,71,109
289,35,32,17,24,72,109
290,35,32,17,24,72,110
291,35,32,17,24,72,111
292,35,32,17,24,72,112
293,35,33,17,24,72,112
294,35,33,17,24,72,113
295,35,33,17,24,72,114
296,35,33,17,24,72,115
297,35,33,17,24,72,116
298,35,33,17,24,72,117
299,35,33,17,24,72,118
300,35,33,17,24,72,119
301,35,33,17,24,72,120
302,35,33,17,24,72,121
303,35,33,17,24,72,122
304,35,33,17,24,72,123
305,35,33,17,24,72,124
306,35,33,17,24,72,125
307,35,33,17,24,73,125
308,35,33,17,24,73,126
309,35,33,17,24,73,127
310,35,33,17,24,74,127
311,35,33,17,24,74,128
312,35,33,17,24,74,129
313,35,33,17,24,74,130
314,35,33,17,24,74,131
315,35,33,17,24,74,132
316,35,33,17,24,74,133
317,35,33,17,24,74,134
318,35,33,17,24,75,134
319,35,33,17,24,75,135
320,35,33,17,24,75,136
321,35,33,17,24,75,137
322,35,33,17,24,75,138
323,35,33,17,24,75,139
324,35,33,17,24,75,140
325,35,33,17,24,75,141
326,35,33,17,24,76,141
327,35,33,17,24,76,142
328,35,33,17,24,76,143
329,35,33,17,24,76,144
330,35,33,17,24,76,145
331,35,33,17,24,76,146
332,35,33,17,24,77,146
333,35,33,17,24,77,147
334,35,33,17,24,77,148
335,35,33,17,24,77,149
336,35,33,17,24,77,150
337,35,33,17,24,77,151
338,35,33,17,24,78,151
339,35,33,17,24,78,152
340,35,33,17,24,78,153
341,35,33,17,24,79,153
342,35,33,17,24,79,154
343,35,33,17,24,79,155
344,35,33,17,24,79,156
345,35,33,17,24,79,157
346,35,33,17,24,79,158
347,35,33,17,24,79,159
348,35,33,17,24,80,159
349,35,33,17,24,80,160
350,35,33,17,24,80,161
351,35,33,17,24,80,162
352,35,33,17,24,80,163
353,35,33,17,24,80,164
354,35,33,17,24,80,165
355,35,33,17,24,80,166
356,35,33,17,24,80,167
357,35,33,17,24,80,168
358,35,33,17,24,80,169
359,35,33,17,24,80,170
360,35,33,17,24,80,171
361,35,33,17,24,80,172
362,35,34,17,24,80,172
363,35,34,17,24,80,173
364,35,34,17,24,80,174
365,35,34,17,24,80,175
366,35,34,17,24,80,176
367,35,34,17,24,80,177
368,35,34,17,24,80,178
369,35,34,17,24,80,179
370,35,34,17,24,80,180
371,35,34,17,24,80,181
372,35,34,17,24,80,182
373,35,34,17,24,80,183
374,35,34,17,24,80,184
375,35,34,17,24,80,185
376,35,34,17,24,81,185
377,35,34,17,24,81,186
378,35,34,17,24,81,187
379,35,34,17,24,82,187
380,35,34,17,24,82,188
381,35,34,17,24,82,189
382,35,34,17,24,82,190
383,35,34,17,24,82,191
384,35,34,17,24,82,192
385,35,34,17,24,82,193
386,35,34,17,24,82,194
387,35,34,17,24,82,195
388,35,34,17,24,82,196
389,35,34,17,24,82,197
390,35,34,17,24,82,198
391,35,34,17,24,82,199
392,35,34,17,24,82,200
393,35,34,17,24,83,200
394,35,34,17,24,83,201
395,35,34,17,24,83,202
