"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper"
0,92.93,90.6648160851,95.1951839149,0.09,0.0673784283726,0.112621571627
10,91.15,90.2881012985,92.0118987015,0.1,0.1,0.1
20,91.0,90.1603227977,91.8396772023,0.1,0.1,0.1
30,90.65,90.278672263,91.021327737,0.1,0.1,0.1
40,90.51,89.9139169374,91.1060830626,0.11,0.0873784283726,0.132621571627
50,89.49,87.8374550109,91.1425449891,0.12,0.0898379044968,0.150162095503
60,91.77,89.6621436921,93.8778563079,0.09,0.0673784283726,0.112621571627
70,90.44,90.2922365129,90.5877634871,0.1,0.1,0.1
80,88.55,85.5669150033,91.5330849967,0.13,0.0817170888079,0.178282911192
90,88.44,85.750198844,91.129801156,0.13,0.0954449785595,0.16455502144
100,88.28,83.6130553083,92.9469446917,0.14,0.0796758089936,0.200324191006
110,86.49,81.6577713074,91.3222286926,0.18,0.106118256444,0.253881743556
120,86.25,80.371364835,92.128635165,0.18,0.0987860723933,0.261213927607
130,83.63,78.048377093,89.211622907,0.2,0.132555504111,0.267444495889
140,83.04,74.1264628554,91.9535371446,0.25,0.105938493631,0.394061506369
150,82.02,72.0777799516,91.9622200484,0.24,0.0707156588397,0.40928434116
160,80.28,71.8351653512,88.7248346488,0.28,0.141779914238,0.418220085762
170,76.39,68.1213453753,84.6586546247,0.36,0.204731110211,0.515268889789
180,77.72,67.9712486456,87.4687513544,0.27,0.130755288755,0.409244711245
190,74.07,63.6786738315,84.4613261685,0.34,0.184731110211,0.495268889789
200,70.95,59.5763376044,82.3236623956,0.39,0.223253798672,0.556746201328
210,69.61,57.9133154339,81.3066845661,0.43,0.242091113303,0.617908886697
220,68.45,56.2830779001,80.6169220999,0.43,0.264623400523,0.595376599477
230,66.79,54.1601537322,79.4198462678,0.46,0.280922479966,0.639077520034
240,64.95,52.1400613645,77.7599386355,0.5,0.306280434101,0.693719565899
250,61.46,49.779623855,73.140376145,0.51,0.333319877529,0.686680122471
260,58.25,45.5212360984,70.9787639016,0.56,0.368642956213,0.751357043787
270,56.38,42.2228878211,70.5371121789,0.61,0.400894869151,0.819105130849
280,52.85,38.5363357376,67.1636642624,0.64,0.426189246626,0.853810753374
290,50.15,35.0379454422,65.2620545578,0.69,0.465170963206,0.914829036794
300,48.65,34.4511214606,62.8488785394,0.73,0.521985385742,0.938014614258
310,47.67,32.2008564829,63.1391435171,0.71,0.495525442627,0.924474557373
320,46.51,30.8008083129,62.2191916871,0.74,0.518354769332,0.961645230668
330,45.8,30.8086116793,60.7913883207,0.73,0.527526051721,0.932473948279
340,43.74,28.2220049095,59.2579950905,0.79,0.575525442627,1.00447455737
350,41.32,25.1823698402,57.4576301598,0.81,0.572862812241,1.04713718776
360,39.13,22.629236814,55.630763186,0.82,0.582025080481,1.05797491952
370,39.62,24.1466024773,55.0933975227,0.82,0.596820874001,1.043179126
380,39.13,23.6189004474,54.6410995526,0.82,0.596820874001,1.043179126
390,36.99,22.5319052314,51.4480947686,0.87,0.688243652967,1.05175634703
400,35.25,22.2928323424,48.2071676576,0.89,0.726699339711,1.05330066029
410,34.03,22.0747591903,45.9852408097,0.9,0.734795399113,1.06520460089
420,32.91,22.0180558399,43.8019441601,0.91,0.753818292883,1.06618170712
430,32.19,22.3381129328,42.0418870672,0.93,0.794900408575,1.06509959143
440,31.51,22.3909872373,40.6290127627,0.93,0.812939590051,1.04706040995
450,31.41,23.5997169788,39.2202830212,0.93,0.817902053672,1.04209794633
460,31.73,22.788385233,40.671614767,0.93,0.817902053672,1.04209794633
470,29.61,20.5034663145,38.7165336855,0.94,0.804270570236,1.07572942976
480,28.73,21.2508759814,36.2091240186,0.95,0.836892141863,1.06310785814
490,28.86,22.6943408979,35.0256591021,0.97,0.902135285118,1.03786471488
500,28.7,21.9182220163,35.4817779837,0.96,0.86951371349,1.05048628651
510,27.53,23.1040207964,31.9559792036,0.97,0.902135285118,1.03786471488
520,27.89,23.1705174858,32.6094825142,0.97,0.902135285118,1.03786471488
530,28.15,22.045038938,34.254961062,0.97,0.902135285118,1.03786471488
540,27.87,22.8483224663,32.8916775337,0.97,0.902135285118,1.03786471488
550,27.05,23.5836137109,30.5163862891,0.98,0.934756856745,1.02524314325
560,26.41,24.3106851093,28.5093148907,0.99,0.967378428373,1.01262157163
570,26.1,24.5100398168,27.6899601832,0.99,0.967378428373,1.01262157163
580,26.27,24.5148063962,28.0251936038,0.99,0.967378428373,1.01262157163
590,26.85,23.975240171,29.724759829,0.98,0.934756856745,1.02524314325
600,27.04,24.2201666782,29.8598333218,0.98,0.934756856745,1.02524314325
610,26.31,24.3986742726,28.2213257274,1.0,1.0,1.0
620,25.88,25.2854929319,26.4745070681,1.0,1.0,1.0
630,26.18,24.4023544814,27.9576455186,0.99,0.967378428373,1.01262157163
640,25.78,24.8203664933,26.7396335067,1.0,1.0,1.0
650,26.33,24.7183552395,27.9416447605,0.99,0.967378428373,1.01262157163
660,26.51,23.9514501348,29.0685498652,0.99,0.967378428373,1.01262157163
670,25.4,25.1260391626,25.6739608374,1.0,1.0,1.0
680,25.4,24.9815179084,25.8184820916,1.0,1.0,1.0
690,25.76,25.2607284813,26.2592715187,1.0,1.0,1.0
700,25.58,25.0732678188,26.0867321812,1.0,1.0,1.0
710,25.5,25.1110960647,25.8889039353,1.0,1.0,1.0
720,25.35,25.0460317648,25.6539682352,1.0,1.0,1.0
730,25.52,24.9066628544,26.1333371456,1.0,1.0,1.0
740,25.57,25.1175057341,26.0224942659,1.0,1.0,1.0
750,25.64,25.1430113991,26.1369886009,1.0,1.0,1.0
760,25.53,25.2301752679,25.8298247321,1.0,1.0,1.0
770,25.29,24.7747553911,25.8052446089,1.0,1.0,1.0
780,25.58,25.1141933306,26.0458066694,1.0,1.0,1.0
