"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper"
500,30.07,24.2800707207,35.8599292793,0.92,0.832063136037,1.00793686396
510,29.52,24.0861329535,34.9538670465,0.93,0.862135285118,0.997864714882
520,29.95,24.5922733888,35.3077266112,0.92,0.854263236888,0.985736763112
530,28.47,24.2840854669,32.6559145331,0.96,0.923059128222,0.996940871778
540,28.79,23.8257861473,33.7542138527,0.95,0.899416628083,1.00058337192
550,27.06,22.9748450724,31.1451549276,0.96,0.909981823162,1.01001817684
560,26.3,23.4008671404,29.1991328596,0.97,0.93544497856,1.00455502144
570,27.1,22.5325334519,31.6674665481,0.96,0.909981823162,1.01001817684
580,26.43,23.0522072008,29.8077927992,0.97,0.93544497856,1.00455502144
590,25.49,22.5839227947,28.3960772053,0.97,0.93544497856,1.00455502144
600,25.98,23.1403544416,28.8196455584,0.97,0.93544497856,1.00455502144
610,25.15,22.3186864086,27.9813135914,0.98,0.949837904497,1.0101620955
620,25.22,23.0811479813,27.3588520187,0.97,0.93544497856,1.00455502144
630,25.58,23.4408821566,27.7191178434,0.97,0.93544497856,1.00455502144
640,25.12,22.5965031012,27.6434968988,0.97,0.93544497856,1.00455502144
650,25.72,22.6407691162,28.7992308838,0.97,0.93544497856,1.00455502144
660,25.16,22.8802662946,27.4397337054,0.97,0.93544497856,1.00455502144
670,25.15,22.775692699,27.524307301,0.98,0.949837904497,1.0101620955
680,24.94,22.9765078152,26.9034921848,0.98,0.949837904497,1.0101620955
690,25.36,22.670198844,28.049801156,0.97,0.93544497856,1.00455502144
700,25.07,23.4341928767,26.7058071233,0.98,0.949837904497,1.0101620955
710,24.38,22.4073782005,26.3526217995,0.98,0.949837904497,1.0101620955
720,24.39,22.389997753,26.390002247,0.99,0.967378428373,1.01262157163
730,24.28,22.6269905785,25.9330094215,0.99,0.967378428373,1.01262157163
740,24.25,22.8631789595,25.6368210405,0.99,0.967378428373,1.01262157163
750,24.04,23.0613573566,25.0186426434,1.0,1.0,1.0
760,23.75,22.6436995234,24.8563004766,1.0,1.0,1.0
770,23.76,22.9519316231,24.5680683769,1.0,1.0,1.0
780,23.91,22.5592355846,25.2607644154,0.99,0.967378428373,1.01262157163
790,23.69,22.3514986008,25.0285013992,0.99,0.967378428373,1.01262157163
800,24.64,22.8821681862,26.3978318138,0.99,0.967378428373,1.01262157163
810,23.39,22.8563247831,23.9236752169,1.0,1.0,1.0
820,23.29,22.7747553911,23.8052446089,1.0,1.0,1.0
830,22.99,22.7235088821,23.2564911179,1.0,1.0,1.0
840,23.11,22.6977463809,23.5222536191,1.0,1.0,1.0
850,23.2,22.8140312307,23.5859687693,1.0,1.0,1.0
860,23.29,22.9276623312,23.6523376688,1.0,1.0,1.0
870,23.37,22.8966256336,23.8433743664,1.0,1.0,1.0
880,23.16,22.6483544787,23.6716455213,1.0,1.0,1.0
890,23.67,22.7384782158,24.6015217842,1.0,1.0,1.0
900,23.42,22.6278501117,24.2121498883,1.0,1.0,1.0
910,23.45,22.9716073905,23.9283926095,1.0,1.0,1.0
920,23.0,22.698379045,23.301620955,1.0,1.0,1.0
930,22.97,22.7513248076,23.1886751924,1.0,1.0,1.0
940,22.71,22.5365679509,22.8834320491,1.0,1.0,1.0
950,23.48,23.0784361285,23.8815638715,1.0,1.0,1.0
960,23.51,23.0815150802,23.9384849198,1.0,1.0,1.0
970,22.99,22.6437101125,23.3362898875,1.0,1.0,1.0
980,23.09,22.6209697166,23.5590302834,1.0,1.0,1.0
990,22.92,22.5284732284,23.3115267716,1.0,1.0,1.0
1000,23.19,22.9366339094,23.4433660906,1.0,1.0,1.0
1010,22.88,22.5331359017,23.2268640983,1.0,1.0,1.0
1020,22.92,22.6844265034,23.1555734966,1.0,1.0,1.0
1030,23.27,22.9178486544,23.6221513456,1.0,1.0,1.0
1040,22.88,22.6280968393,23.1319031607,1.0,1.0,1.0
1050,22.95,22.6332082418,23.2667917582,1.0,1.0,1.0
1060,23.06,22.6467132485,23.4732867515,1.0,1.0,1.0
1070,22.84,22.4407080781,23.2392919219,1.0,1.0,1.0
1080,23.35,22.9817474939,23.7182525061,1.0,1.0,1.0
1090,23.39,22.2846250399,24.4953749601,1.0,1.0,1.0
1100,23.04,22.8288653315,23.2511346685,1.0,1.0,1.0
1110,22.95,22.6460317648,23.2539682352,1.0,1.0,1.0
1120,22.92,22.642328463,23.197671537,1.0,1.0,1.0
1130,23.25,22.9516962655,23.5483037345,1.0,1.0,1.0
1140,23.1,22.8002701041,23.3997298959,1.0,1.0,1.0
1150,22.88,22.5266397551,23.2333602449,1.0,1.0,1.0
1160,23.25,22.8895503388,23.6104496612,1.0,1.0,1.0
1170,23.25,22.8231104375,23.6768895625,1.0,1.0,1.0
1180,23.24,22.8508037656,23.6291962344,1.0,1.0,1.0
1190,23.02,22.6555500134,23.3844499866,1.0,1.0,1.0
1200,23.09,22.7640085797,23.4159914203,1.0,1.0,1.0
1210,23.19,22.9299885659,23.4500114341,1.0,1.0,1.0
1220,22.95,22.6314184436,23.2685815564,1.0,1.0,1.0
1230,22.98,22.7106438744,23.2493561256,1.0,1.0,1.0
1240,22.93,22.7867300464,23.0732699536,1.0,1.0,1.0
1250,23.15,22.8441669115,23.4558330885,1.0,1.0,1.0
1260,23.11,22.7219010225,23.4980989775,1.0,1.0,1.0
1270,23.26,22.8811684031,23.6388315969,1.0,1.0,1.0
1280,23.2,22.8305912822,23.5694087178,1.0,1.0,1.0
1290,23.01,22.5801901391,23.4398098609,1.0,1.0,1.0
1300,23.39,22.8950175893,23.8849824107,1.0,1.0,1.0
1310,22.98,22.688346417,23.271653583,1.0,1.0,1.0
1320,23.17,22.8938685278,23.4461314722,1.0,1.0,1.0
1330,23.28,22.7927164344,23.7672835656,1.0,1.0,1.0
1340,23.07,22.6652627761,23.4747372239,1.0,1.0,1.0
1350,23.2,22.8081828859,23.5918171141,1.0,1.0,1.0
1360,23.13,22.5861928088,23.6738071912,1.0,1.0,1.0
1370,23.11,22.773706161,23.446293839,1.0,1.0,1.0
1380,23.33,22.8590340662,23.8009659338,1.0,1.0,1.0
1390,23.26,22.7630113991,23.7569886009,1.0,1.0,1.0
1400,22.99,22.6063214284,23.3736785716,1.0,1.0,1.0
1410,22.93,22.5860165408,23.2739834592,1.0,1.0,1.0
1420,23.11,22.6207948929,23.5992051071,1.0,1.0,1.0
1430,23.11,22.7233688756,23.4966311244,1.0,1.0,1.0
1440,22.96,22.718703236,23.201296764,1.0,1.0,1.0
1450,23.22,22.8571135126,23.5828864874,1.0,1.0,1.0
1460,23.1,22.7067343889,23.4932656111,1.0,1.0,1.0
1470,22.89,22.5837953037,23.1962046963,1.0,1.0,1.0
1480,22.83,22.4810928631,23.1789071369,1.0,1.0,1.0
1490,23.08,22.6686438612,23.4913561388,1.0,1.0,1.0
1500,23.31,22.9146434946,23.7053565054,1.0,1.0,1.0
1510,23.16,22.9005358437,23.4194641563,1.0,1.0,1.0
1520,22.93,22.5196818546,23.3403181454,1.0,1.0,1.0
1530,23.32,22.9463063651,23.6936936349,1.0,1.0,1.0
1540,23.15,22.8261083853,23.4738916147,1.0,1.0,1.0
1550,23.12,22.8917823357,23.3482176643,1.0,1.0,1.0
1560,22.98,22.575614141,23.384385859,1.0,1.0,1.0
1570,23.17,22.8447070088,23.4952929912,1.0,1.0,1.0
1580,23.0,22.5124831169,23.4875168831,1.0,1.0,1.0
1590,23.6,22.0429229005,25.1570770995,0.99,0.967378428373,1.01262157163
1600,23.8,22.1500203409,25.4499796591,0.99,0.967378428373,1.01262157163
1610,23.12,22.8244730258,23.4155269742,1.0,1.0,1.0
1620,23.72,22.0332807115,25.4067192885,0.99,0.967378428373,1.01262157163
1630,23.92,22.3308267664,25.5091732336,0.99,0.967378428373,1.01262157163
1640,23.82,21.9543335851,25.6856664149,0.99,0.967378428373,1.01262157163
1650,23.09,22.7183661395,23.4616338605,1.0,1.0,1.0
1660,23.37,22.9149995157,23.8250004843,1.0,1.0,1.0
1670,23.18,22.8155500134,23.5444499866,1.0,1.0,1.0
1680,23.08,22.9337838172,23.2262161828,1.0,1.0,1.0
1690,23.29,22.6497655603,23.9302344397,1.0,1.0,1.0
1700,23.31,22.7158277712,23.9041722288,1.0,1.0,1.0
1710,23.9,22.32549239,25.47450761,1.0,1.0,1.0
1720,22.97,22.6608385211,23.2791614789,1.0,1.0,1.0
1730,22.92,22.5270236612,23.3129763388,1.0,1.0,1.0
1740,23.16,22.5895056706,23.7304943294,1.0,1.0,1.0
1750,22.85,22.6584944447,23.0415055553,1.0,1.0,1.0
1760,23.17,21.9327794828,24.4072205172,1.0,1.0,1.0
1770,23.13,22.6941472834,23.5658527166,1.0,1.0,1.0
1780,23.2,22.8594219904,23.5405780096,1.0,1.0,1.0
1790,23.0,22.6214687056,23.3785312944,1.0,1.0,1.0
1800,22.92,22.5715005126,23.2684994874,1.0,1.0,1.0
1810,22.81,22.3633233982,23.2566766018,1.0,1.0,1.0
1820,23.02,22.6184361285,23.4215638715,1.0,1.0,1.0
1830,23.13,22.9113248076,23.3486751924,1.0,1.0,1.0
1840,23.04,22.7197273996,23.3602726004,1.0,1.0,1.0
1850,23.94,22.36037273,25.51962727,0.99,0.967378428373,1.01262157163
1860,23.55,21.9200428986,25.1799571014,0.99,0.967378428373,1.01262157163
1870,23.04,22.5664454949,23.5135545051,1.0,1.0,1.0
1880,23.12,22.7447878963,23.4952121037,1.0,1.0,1.0
1890,23.1,22.9530081291,23.2469918709,1.0,1.0,1.0
1900,23.04,22.7495185058,23.3304814942,1.0,1.0,1.0
1910,23.15,22.7298229558,23.5701770442,1.0,1.0,1.0
1920,22.99,22.6063214284,23.3736785716,1.0,1.0,1.0
1930,22.96,22.5398906226,23.3801093774,1.0,1.0,1.0
1940,23.03,22.8139406337,23.2460593663,1.0,1.0,1.0
1950,23.06,22.7108485018,23.4091514982,1.0,1.0,1.0
1960,22.92,22.5493619653,23.2906380347,1.0,1.0,1.0
1970,23.03,22.7843825539,23.2756174461,1.0,1.0,1.0
1980,23.29,22.8946434946,23.6853565054,1.0,1.0,1.0
1990,22.96,22.4937053193,23.4262946807,1.0,1.0,1.0
2000,23.02,22.5728780892,23.4671219108,1.0,1.0,1.0
