"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper","effort_mean","effort_lower","effort_upper"
0,96.39,95.501208233,97.278791767,0.074,0.0601603759813,0.0878396240187,0.0,0.0,0.0
1,94.988,94.0824454279,95.8935545721,0.08,0.0685167129458,0.0914832870542,96.96,92.6706579455,101.249342054
2,96.356,95.3825219918,97.3294780082,0.062,0.0480654203289,0.0759345796711,195.94,190.645715841,201.234284159
3,94.214,93.3216220596,95.1063779404,0.086,0.0760386207842,0.0959613792158,291.24,283.947534058,298.532465942
4,94.642,93.6850712591,95.5989287409,0.078,0.0661077269631,0.0898922730369,388.9,381.252559733,396.547440267
5,95.752,94.8045376521,96.6994623479,0.076,0.0637392045532,0.0882607954468,487.24,479.080690199,495.399309801
6,94.256,93.4093234541,95.1026765459,0.094,0.0850865722841,0.102913427716,583.86,575.090683125,592.629316875
7,96.096,95.0872835929,97.1047164071,0.072,0.0567656981925,0.0872343018075,679.6,669.817445788,689.382554212
8,95.074,94.1513657632,95.9966342368,0.08,0.0685167129458,0.0914832870542,777.24,767.100094972,787.379905028
9,94.534,93.5917473143,95.4762526857,0.084,0.0720110963424,0.0959889036576,873.52,861.553494719,885.486505281
10,95.302,94.3398593439,96.2641406561,0.076,0.0637392045532,0.0882607954468,971.1,958.890094326,983.309905674
11,95.12,94.2653240082,95.9746759918,0.086,0.0760386207842,0.0959613792158,1068.72,1055.55021162,1081.88978838
12,94.08,93.1594191755,95.0005808245,0.092,0.0807487224589,0.103251277541,1168.58,1155.4346341,1181.7253659
13,95.124,94.1948722074,96.0531277926,0.084,0.0734753935694,0.0945246064306,1268.58,1255.4346341,1281.7253659
14,94.81,93.9671069789,95.6528930211,0.086,0.0760386207842,0.0959613792158,1366.34,1352.92977603,1379.75022397
15,94.238,93.354422994,95.121577006,0.084,0.0734753935694,0.0945246064306,1461.94,1447.93563709,1475.94436291
16,94.518,93.6017860608,95.4342139392,0.09,0.0796491049288,0.100350895071,1559.74,1545.68952723,1573.79047277
17,95.332,94.3932730648,96.2707269352,0.078,0.0661077269631,0.0898922730369,1654.08,1638.9413383,1669.2186617
