episode,omega2,omega3,omega4,omega
1,0,1,0,0
2,0,2,0,0
3,0,2,0,1
4,1,2,0,1
5,1,2,1,1
6,1,3,1,1
7,1,4,1,1
8,1,4,2,1
9,1,4,2,2
10,2,4,2,2
11,2,4,2,3
12,2,4,2,4
13,2,4,2,5
14,2,4,3,5
15,2,5,3,5
16,2,5,4,5
17,3,5,4,5
18,3,5,5,5
19,3,5,5,6
20,3,5,5,7
21,3,5,5,8
22,3,6,5,8
23,3,6,6,8
24,3,6,7,8
25,3,7,7,8
26,4,7,7,8
27,4,7,7,9
28,4,7,7,10
29,4,8,7,10
30,5,8,7,10
31,5,8,8,10
32,5,8,9,10
33,5,9,9,10
34,5,9,9,11
35,5,9,9,12
36,5,10,9,12
37,5,10,10,12
38,5,11,10,12
39,5,11,11,12
40,5,11,12,12
41,5,12,12,12
42,5,12,13,12
43,5,13,13,12
44,5,14,13,12
45,5,15,13,12
46,6,15,13,12
47,7,15,13,12
48,7,15,14,12
49,7,15,14,13
50,7,16,14,13
51,8,16,14,13
52,8,16,14,14
53,8,17,14,14
54,8,18,14,14
55,8,19,14,14
56,8,19,15,14
57,9,19,15,14
58,9,19,15,15
59,9,19,16,15
60,9,20,16,15
61,9,20,16,16
62,9,21,16,16
63,10,21,16,16
64,11,21,16,16
65,11,22,16,16
66,12,22,16,16
67,12,22,17,16
68,13,22,17,16
69,13,22,18,16
70,13,22,19,16
71,13,22,20,16
72,13,22,21,16
73,14,22,21,16
74,14,23,21,16
75,14,23,21,17
76,14,23,22,17
77,15,23,22,17
78,16,23,22,17
79,16,23,22,18
80,16,24,22,18
81,17,24,22,18
82,17,25,22,18
83,17,25,23,18
84,17,25,23,19
85,17,25,24,19
86,17,25,24,20
87,17,25,25,20
88,18,25,25,20
89,18,25,25,21
90,18,25,26,21
91,18,26,26,21
92,18,26,27,21
93,18,26,28,21
94,19,26,28,21
95,19,26,28,22
96,19,26,28,23
97,19,27,28,23
98,19,27,29,23
99,19,28,29,23
100,19,28,29,24
101,19,29,29,24
102,19,29,30,24
103,19,30,30,24
104,19,30,31,24
105,19,30,31,25
106,20,30,31,25
107,20,30,31,26
108,20,30,32,26
109,20,31,32,26
110,20,31,32,27
111,21,31,32,27
112,21,31,33,27
113,21,32,33,27
114,21,32,33,28
115,21,32,33,29
116,21,32,33,30
117,21,32,34,30
118,21,32,35,30
119,21,32,35,31
120,21,32,36,31
121,21,32,37,31
122,21,33,37,31
123,21,33,38,31
