"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper","effort_mean","effort_lower","effort_upper"
0,92.03,91.4130938679,92.6469061321,0.1,0.0942583564729,0.105741643527,0.0,0.0,0.0
1,92.614,91.8338331765,93.3941668235,0.098,0.0909914308961,0.105008569104,94.94,89.1445197213,100.735480279
2,91.726,91.0439079732,92.4080920268,0.1,0.0918800898536,0.108119910146,187.14,178.48610124,195.79389876
3,91.46,90.7341872164,92.1858127836,0.104,0.095961699062,0.112038300938,280.16,268.874732825,291.445267175
4,91.354,90.7807202548,91.9272797452,0.096,0.0903743612294,0.101625638771,376.94,365.182744426,388.697255574
5,91.87,91.2468200398,92.4931799602,0.104,0.095961699062,0.112038300938,473.32,460.34865766,486.29134234
6,91.582,90.8193616732,92.3446383268,0.098,0.0889398393349,0.107060160665,573.32,560.34865766,586.29134234
7,91.756,91.0630152607,92.4489847393,0.098,0.0889398393349,0.107060160665,666.28,652.112439042,680.447560958
8,91.78,91.184001914,92.375998086,0.1,0.0942583564729,0.105741643527,764.54,750.282537204,778.797462796
9,91.764,91.1384042643,92.3895957357,0.102,0.0949914308961,0.109008569104,860.58,845.102453345,876.057546655
10,92.084,91.3108932958,92.8571067042,0.094,0.0871821760617,0.100817823938,956.88,939.785550607,973.974449393
11,90.956,90.5762624378,91.3357375622,0.102,0.097980849531,0.106019150469,1051.52,1034.02303116,1069.01696884
12,91.38,90.953569407,91.806430593,0.104,0.0983743612294,0.109625638771,1147.86,1130.51671872,1165.20328128
13,90.914,90.4306432939,91.3973567061,0.104,0.0983743612294,0.109625638771,1240.88,1221.52430396,1260.23569604
14,91.122,90.7137659151,91.5302340849,0.102,0.097980849531,0.106019150469,1337.1,1316.50572032,1357.69427968
15,91.478,90.869540451,92.086459549,0.096,0.0903743612294,0.101625638771,1429.64,1406.37275488,1452.90724512
16,91.176,90.5209854147,91.8310145853,0.1,0.0918800898536,0.108119910146,1525.32,1500.67647804,1549.96352196
17,91.494,90.7638532278,92.2241467722,0.098,0.0889398393349,0.107060160665,1621.92,1596.93633881,1646.90366119
18,91.182,90.6953913922,91.6686086078,0.1,0.1,0.1,1716.46,1690.50744035,1742.41255965
19,91.172,90.7049096236,91.6390903764,0.106,0.0991821760617,0.112817823938,1811.66,1784.74145014,1838.57854986
20,91.386,90.7912751977,91.9807248023,0.096,0.0903743612294,0.101625638771,1904.4,1876.14224603,1932.65775397
21,91.078,90.7209874865,91.4350125135,0.102,0.097980849531,0.106019150469,1993.32,1963.59927421,2023.04072579
22,90.7,90.3522630112,91.0477369888,0.104,0.0983743612294,0.109625638771,2086.78,2055.83598816,2117.72401184
23,90.488,90.054605168,90.921394832,0.11,0.101387534709,0.118612465291,2180.46,2149.33244281,2211.58755719
24,91.06,90.5983775735,91.5216224265,0.098,0.093980849531,0.102019150469,2274.9,2243.99943416,2305.80056584
25,91.214,90.6021980431,91.8258019569,0.096,0.0903743612294,0.101625638771,2372.52,2339.98938405,2405.05061595
26,91.028,90.6462761236,91.4097238764,0.102,0.097980849531,0.106019150469,2460.46,2426.72667349,2494.19332651
27,90.8,90.4762201738,91.1237798262,0.108,0.100211655791,0.115788344209,2553.16,2518.91349754,2587.40650246
28,91.046,90.5618187386,91.5301812614,0.108,0.100211655791,0.115788344209,2643.28,2610.63866616,2675.92133384
29,90.484,90.1412108981,90.8267891019,0.11,0.101387534709,0.118612465291,2736.16,2701.37642595,2770.94357405
30,90.652,90.0757082903,91.2282917097,0.108,0.100211655791,0.115788344209,2830.06,2793.99098759,2866.12901241
31,90.982,90.5207458615,91.4432541385,0.108,0.100211655791,0.115788344209,2926.6,2890.14517529,2963.05482471
32,90.59,90.0177839346,91.1622160654,0.106,0.0970865722841,0.114913427716,3020.02,2983.48854817,3056.55145183
33,90.816,90.4533044186,91.1786955814,0.104,0.0983743612294,0.109625638771,3116.42,3078.10042897,3154.73957103
34,90.79,90.3235731786,91.2564268214,0.106,0.0991821760617,0.112817823938,3215.28,3176.90811734,3253.65188266
35,90.9,90.3747415962,91.4252584038,0.104,0.0983743612294,0.109625638771,3308.76,3267.52042563,3349.99957437
36,90.742,90.1096343994,91.3743656006,0.106,0.0970865722841,0.114913427716,3403.68,3362.7066872,3444.6533128
