"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper"
0,93.25,90.8509162332,95.6490837668,0.09,0.0673784283726,0.112621571627
10,92.28,90.1331875587,94.4268124413,0.09,0.0673784283726,0.112621571627
20,91.02,90.4141246547,91.6258753453,0.1,0.1,0.1
30,91.95,90.6989773198,93.2010226802,0.1,0.1,0.1
40,91.06,90.4059274655,91.7140725345,0.1,0.1,0.1
50,91.29,90.2641284235,92.3158715765,0.1,0.1,0.1
60,91.15,90.2881012985,92.0118987015,0.1,0.1,0.1
70,90.7,90.4079567661,90.9920432339,0.1,0.1,0.1
80,90.89,90.0392564549,91.7407435451,0.11,0.0873784283726,0.132621571627
90,90.62,90.2618449599,90.9781550401,0.11,0.0873784283726,0.132621571627
100,90.58,90.422549239,90.737450761,0.1,0.1,0.1
110,89.98,88.6265652353,91.3334347647,0.11,0.0873784283726,0.132621571627
120,90.47,90.3349004086,90.6050995914,0.1,0.1,0.1
130,89.11,86.8709722459,91.3490277541,0.15,0.0892063529561,0.210793647044
140,88.64,85.3053828824,91.9746171176,0.13,0.0817170888079,0.178282911192
150,89.2,87.169091791,91.230908209,0.13,0.0817170888079,0.178282911192
160,88.96,86.4959210885,91.4240789115,0.12,0.0898379044968,0.150162095503
170,86.64,80.8310356776,92.4489643224,0.17,0.0630946233128,0.276905376687
180,86.28,80.306705582,92.253294418,0.19,0.0863349356785,0.293665064321
190,86.42,82.4826044243,90.3573955757,0.19,0.0979561759382,0.282043824062
200,86.59,81.4648340023,91.7151659977,0.17,0.0804612399832,0.259538760017
210,85.22,78.8831956887,91.5568043113,0.2,0.0988332561665,0.301166743834
220,83.77,75.3751208503,92.1648791497,0.21,0.0774496865362,0.342550313464
230,81.4,73.1569967315,89.6430032685,0.25,0.122701305617,0.377298694383
240,81.85,73.4157125286,90.2842874714,0.25,0.11831041196,0.38168958804
250,79.27,69.80641422,88.73358578,0.31,0.165151266424,0.454848733576
260,77.13,66.2384421509,88.0215578491,0.3,0.141828636784,0.458171363216
270,74.66,63.8402442052,85.4797557948,0.37,0.191399384994,0.548600615006
280,72.68,60.0766825855,85.2833174145,0.38,0.199027426981,0.560972573019
290,74.89,64.8119297497,84.9680702503,0.37,0.204623400523,0.535376599477
300,69.92,57.8122664932,82.0277335068,0.41,0.230130448149,0.589869551851
310,69.7,58.0707127684,81.3292872316,0.43,0.264623400523,0.595376599477
320,67.94,56.1228562737,79.7571437263,0.47,0.294611888447,0.645388111553
330,64.99,52.1983974495,77.7816025505,0.52,0.326868355232,0.713131644768
340,62.24,47.8857576608,76.5942423392,0.52,0.309945311289,0.730054688711
350,61.29,48.0002914086,74.5797085914,0.56,0.35992729265,0.76007270735
360,60.6,47.7829724995,73.4170275005,0.56,0.368642956213,0.751357043787
370,54.42,40.0026524389,68.8373475611,0.65,0.449785245981,0.850214754019
380,54.1,41.6028697729,66.5971302271,0.63,0.471648998608,0.788351001392
390,54.65,40.9736742878,68.3263257122,0.64,0.451637773955,0.828362226045
400,49.27,37.2309662037,61.3090337963,0.69,0.523253798672,0.856746201328
410,49.99,38.7283115297,61.2516884703,0.7,0.549189522484,0.850810477516
420,48.42,36.5700577324,60.2699422676,0.7,0.534795399113,0.865204600887
430,47.94,38.2323142165,57.6476857835,0.72,0.594727408869,0.845272591131
440,47.4,37.0169970722,57.7830029278,0.77,0.64359778645,0.89640221355
450,43.06,34.7637649872,51.3562350128,0.81,0.69101254024,0.92898745976
460,41.68,33.7060038512,49.6539961488,0.79,0.675891167854,0.904108832146
470,41.79,33.09302964,50.48697036,0.81,0.673227284864,0.946772715136
480,39.7,33.0986169452,46.3013830548,0.85,0.759200068576,0.940799931424
490,36.06,30.109174491,42.010825509,0.91,0.817956175938,1.00204382406
500,36.3,30.4108556805,42.1891443195,0.88,0.806118256444,0.953881743556
510,34.83,29.0466541407,40.6133458593,0.9,0.832555504111,0.967444495889
520,35.5,29.1418581694,41.8581418306,0.89,0.80435611206,0.97564388794
530,34.83,28.8113533644,40.8486466356,0.89,0.80435611206,0.97564388794
540,37.12,28.6033596564,45.6366403436,0.87,0.774321478106,0.965678521894
550,32.9,26.8626815484,38.9373184516,0.93,0.862135285118,0.997864714882
560,31.26,26.8849103293,35.6350896707,0.96,0.923059128222,0.996940871778
570,32.5,28.1251962549,36.8748037451,0.92,0.86357188628,0.97642811372
580,31.19,27.3884315951,34.9915684049,0.94,0.889981823162,0.990018176838
590,30.79,26.1140908051,35.4659091949,0.94,0.889981823162,0.990018176838
600,30.81,26.797555526,34.822444474,0.94,0.903059128222,0.976940871778
610,29.41,25.7904778479,33.0295221521,0.96,0.909981823162,1.01001817684
620,28.88,25.7265100019,32.0334899981,0.96,0.923059128222,0.996940871778
630,28.93,25.4838815899,32.3761184101,0.96,0.923059128222,0.996940871778
640,29.36,25.7221836848,32.9978163152,0.96,0.923059128222,0.996940871778
650,28.36,24.8582079906,31.8617920094,0.97,0.921717088808,1.01828291119
660,27.84,24.8130267065,30.8669732935,0.98,0.949837904497,1.0101620955
670,27.87,25.4078024483,30.3321975517,0.97,0.93544497856,1.00455502144
680,28.28,25.5753159383,30.9846840617,0.98,0.949837904497,1.0101620955
690,27.36,25.1512056308,29.5687943692,0.99,0.967378428373,1.01262157163
700,27.0,25.2335206263,28.7664793737,0.99,0.967378428373,1.01262157163
710,27.03,25.2142988439,28.8457011561,0.99,0.967378428373,1.01262157163
720,27.13,24.9427151039,29.3172848961,0.98,0.949837904497,1.0101620955
730,26.87,24.552702421,29.187297579,0.98,0.949837904497,1.0101620955
740,26.85,24.5950807517,29.1049192483,0.98,0.949837904497,1.0101620955
750,26.45,24.6696537288,28.2303462712,0.99,0.967378428373,1.01262157163
760,27.11,24.972570705,29.247429295,0.98,0.949837904497,1.0101620955
770,26.21,24.9911144911,27.4288855089,1.0,1.0,1.0
780,26.67,25.0725297393,28.2674702607,0.99,0.967378428373,1.01262157163
790,26.23,24.5782809909,27.8817190091,0.99,0.967378428373,1.01262157163
