episode,omega2,omega3,omega4,omega
1,1,0,0,0
2,1,0,0,1
3,2,0,0,1
4,2,0,0,2
5,2,0,0,3
6,3,0,0,3
7,3,0,0,4
8,3,0,0,5
9,4,0,0,5
10,4,0,1,5
11,4,0,2,5
12,4,0,2,6
13,5,0,2,6
14,5,0,3,6
15,5,0,4,6
16,5,0,5,6
17,6,0,5,6
18,6,0,5,7
19,6,0,5,8
20,6,1,5,8
21,6,2,5,8
22,6,3,5,8
23,6,3,5,9
24,7,3,5,9
25,7,3,6,9
26,7,3,6,10
27,7,4,6,10
28,7,4,7,10
29,7,5,7,10
30,7,5,8,10
31,7,5,9,10
32,7,5,9,11
33,8,5,9,11
34,8,5,10,11
35,9,5,10,11
36,10,5,10,11
37,10,6,10,11
38,11,6,10,11
39,11,6,11,11
40,12,6,11,11
41,13,6,11,11
42,13,7,11,11
43,13,7,12,11
44,14,7,12,11
45,14,7,12,12
46,14,8,12,12
47,14,8,12,13
48,14,8,12,14
49,15,8,12,14
50,15,8,13,14
51,15,8,13,15
52,16,8,13,15
53,16,9,13,15
54,16,9,13,16
55,16,9,14,16
56,17,9,14,16
57,17,9,15,16
58,17,9,15,17
59,18,9,15,17
60,19,9,15,17
61,20,9,15,17
62,20,10,15,17
63,20,10,16,17
64,20,10,17,17
65,21,10,17,17
66,21,11,17,17
67,21,12,17,17
68,21,12,18,17
69,21,12,19,17
70,21,12,19,18
71,21,13,19,18
72,21,14,19,18
73,22,14,19,18
74,22,15,19,18
75,22,16,19,18
76,22,16,19,19
77,23,16,19,19
78,23,16,19,20
79,23,16,19,21
80,23,16,19,22
81,24,16,19,22
82,24,16,20,22
83,25,16,20,22
84,25,16,20,23
85,25,17,20,23
86,26,17,20,23
87,26,18,20,23
88,26,19,20,23
89,26,20,20,23
90,27,20,20,23
91,28,20,20,23
92,28,21,20,23
93,28,22,20,23
94,28,22,20,24
95,28,23,20,24
96,28,23,20,25
97,28,23,20,26
98,29,23,20,26
99,30,23,20,26
100,30,23,20,27
101,30,24,20,27
102,30,25,20,27
103,31,25,20,27
104,31,25,20,28
105,31,26,20,28
106,31,26,20,29
107,31,27,20,29
108,31,27,20,30
109,31,27,21,30
110,31,27,21,31
111,32,27,21,31
112,32,27,22,31
113,32,28,22,31
114,32,28,23,31
115,32,29,23,31
116,32,30,23,31
117,32,30,23,32
118,32,30,24,32
119,32,30,25,32
120,32,30,26,32
121,32,30,27,32
122,32,30,28,32
123,32,30,28,33
124,32,31,28,33
125,32,31,28,34
126,33,31,28,34
127,33,31,29,34
128,33,31,29,35
129,34,31,29,35
130,34,32,29,35
131,34,32,30,35
132,34,32,30,36
133,34,33,30,36
134,35,33,30,36
135,36,33,30,36
136,36,34,30,36
137,36,34,31,36
138,37,34,31,36
139,37,34,32,36
140,37,34,32,37
141,38,34,32,37
142,38,35,32,37
143,39,35,32,37
144,39,35,32,38
145,39,36,32,38
146,39,36,32,39
147,40,36,32,39
148,40,36,32,40
149,40,36,32,41
150,41,36,32,41
151,41,36,33,41
152,41,36,34,41
153,41,36,35,41
154,41,36,36,41
155,41,36,37,41
156,41,36,38,41
157,41,36,38,42
158,41,36,39,42
159,41,36,40,42
160,41,36,40,43
161,42,36,40,43
162,42,36,40,44
163,42,36,40,45
164,42,36,40,46
165,42,37,40,46
166,42,37,41,46
167,42,37,41,47
168,43,37,41,47
169,44,37,41,47
170,44,37,42,47
171,44,37,43,47
172,44,38,43,47
173,44,39,43,47
174,44,39,43,48
175,44,40,43,48
176,45,40,43,48
177,46,40,43,48
178,46,40,44,48
179,47,40,44,48
180,48,40,44,48
181,48,40,44,49
182,49,40,44,49
183,50,40,44,49
184,50,41,44,49
185,50,42,44,49
186,50,42,44,50
187,50,42,44,51
188,50,43,44,51
189,51,43,44,51
190,51,43,45,51
191,52,43,45,51
192,53,43,45,51
193,53,43,45,52
194,54,43,45,52
195,54,43,46,52
196,54,44,46,52
197,54,45,46,52
198,55,45,46,52
199,55,46,46,52
200,56,46,46,52
201,56,46,47,52
202,57,46,47,52
203,57,46,48,52
204,57,46,48,53
205,57,46,48,54
206,58,46,48,54
207,58,46,48,55
208,58,46,48,56
209,58,46,49,56
210,58,46,49,57
211,58,46,49,58
212,58,46,50,58
213,58,46,51,58
214,58,46,52,58
215,58,47,52,58
216,58,48,52,58
217,59,48,52,58
218,60,48,52,58
219,60,48,53,58
220,60,48,54,58
221,61,48,54,58
222,61,49,54,58
223,61,49,55,58
224,61,49,56,58
225,61,49,56,59
226,61,49,57,59
227,61,49,58,59
228,61,49,58,60
229,61,49,59,60
230,61,49,59,61
231,62,49,59,61
232,62,49,59,62
233,62,49,60,62
234,62,50,60,62
235,62,50,61,62
236,62,50,61,63
237,63,50,61,63
238,63,50,62,63
239,63,50,62,64
240,63,50,62,65
241,63,51,62,65
242,63,52,62,65
243,63,52,63,65
244,64,52,63,65
245,64,52,63,66
246,64,53,63,66
247,65,53,63,66
248,65,54,63,66
249,65,55,63,66
250,65,56,63,66
251,65,56,64,66
252,66,56,64,66
253,66,56,65,66
254,67,56,65,66
255,67,56,66,66
256,68,56,66,66
257,68,56,67,66
258,68,56,67,67
259,68,57,67,67
260,68,58,67,67
261,68,58,67,68
262,68,59,67,68
263,69,59,67,68
264,69,59,68,68
265,69,60,68,68
266,69,60,69,68
267,69,60,70,68
268,69,60,71,68
269,69,60,72,68
270,70,60,72,68
271,70,60,72,69
272,71,60,72,69
273,72,60,72,69
274,72,61,72,69
275,72,62,72,69
276,72,62,73,69
277,73,62,73,69
278,74,62,73,69
279,74,62,73,70
280,74,63,73,70
281,74,63,74,70
282,75,63,74,70
283,75,63,74,71
284,75,63,74,72
285,75,63,74,73
286,76,63,74,73
287,76,63,74,74
288,77,63,74,74
289,78,63,74,74
290,78,63,75,74
291,79,63,75,74
292,80,63,75,74
293,81,63,75,74
294,81,63,75,75
295,81,63,76,75
296,81,63,77,75
297,81,63,78,75
298,81,64,78,75
299,81,64,79,75
300,82,64,79,75
