"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper"
850,20.42,20.032854494,20.807145506,1.0,1.0,1.0
860,20.46,19.9118708184,21.0081291816,1.0,1.0,1.0
870,20.24,20.0884373459,20.3915626541,1.0,1.0,1.0
880,20.35,19.9681039169,20.7318960831,1.0,1.0,1.0
890,20.64,20.3305627712,20.9494372288,1.0,1.0,1.0
900,20.74,20.0578430161,21.4221569839,1.0,1.0,1.0
910,20.55,20.2386393601,20.8613606399,1.0,1.0,1.0
920,20.26,20.0140355547,20.5059644453,1.0,1.0,1.0
930,20.35,20.000767086,20.699232914,1.0,1.0,1.0
940,20.59,20.168202209,21.011797791,1.0,1.0,1.0
950,20.38,19.992854494,20.767145506,1.0,1.0,1.0
960,20.53,20.0675623494,20.9924376506,1.0,1.0,1.0
970,20.47,20.000242913,20.939757087,1.0,1.0,1.0
980,20.52,20.1004323499,20.9395676501,1.0,1.0,1.0
990,20.47,20.1036050215,20.8363949785,1.0,1.0,1.0
1000,20.28,19.9658215594,20.5941784406,1.0,1.0,1.0
1010,20.4,20.1387885906,20.6612114094,1.0,1.0,1.0
1020,20.13,19.8226831765,20.4373168235,1.0,1.0,1.0
1030,20.26,19.9714825682,20.5485174318,1.0,1.0,1.0
1040,20.22,19.8170226645,20.6229773355,1.0,1.0,1.0
1050,20.3,19.9644678694,20.6355321306,1.0,1.0,1.0
1060,20.42,19.9338847016,20.9061152984,1.0,1.0,1.0
1070,20.27,19.9005143301,20.6394856699,1.0,1.0,1.0
1080,20.18,19.8017692466,20.5582307534,1.0,1.0,1.0
1090,20.3,19.8551729987,20.7448270013,1.0,1.0,1.0
1100,20.48,20.1551442896,20.8048557104,1.0,1.0,1.0
1110,20.34,19.9843941385,20.6956058615,1.0,1.0,1.0
1120,20.55,20.1695957041,20.9304042959,1.0,1.0,1.0
1130,20.48,20.0278199881,20.9321800119,1.0,1.0,1.0
1140,20.54,20.1974244482,20.8825755518,1.0,1.0,1.0
1150,20.43,19.9218671523,20.9381328477,1.0,1.0,1.0
1160,20.21,19.8754012012,20.5445987988,1.0,1.0,1.0
1170,20.62,20.098884875,21.141115125,1.0,1.0,1.0
1180,20.51,20.2310006166,20.7889993834,1.0,1.0,1.0
1190,20.68,20.2253120376,21.1346879624,1.0,1.0,1.0
1200,20.52,20.1731359017,20.8668640983,1.0,1.0,1.0
1210,20.48,20.092854494,20.867145506,1.0,1.0,1.0
1220,20.39,20.0107933593,20.7692066407,1.0,1.0,1.0
1230,20.17,19.9362437599,20.4037562401,1.0,1.0,1.0
1240,20.34,20.0324057729,20.6475942271,1.0,1.0,1.0
1250,20.46,20.0737367105,20.8462632895,1.0,1.0,1.0
1260,20.33,20.0226831765,20.6373168235,1.0,1.0,1.0
1270,20.44,20.1495185058,20.7304814942,1.0,1.0,1.0
1280,20.35,20.0653514659,20.6346485341,1.0,1.0,1.0
1290,20.57,20.2377887869,20.9022112131,1.0,1.0,1.0
1300,20.34,19.9924808226,20.6875191774,1.0,1.0,1.0
1310,20.21,19.724294259,20.695705741,1.0,1.0,1.0
1320,20.39,20.0308145239,20.7491854761,1.0,1.0,1.0
1330,20.68,20.1209831722,21.2390168278,1.0,1.0,1.0
1340,20.23,19.9282848031,20.5317151969,1.0,1.0,1.0
1350,20.43,20.0395639356,20.8204360644,1.0,1.0,1.0
1360,20.48,20.1431149118,20.8168850882,1.0,1.0,1.0
1370,20.46,20.1714825682,20.7485174318,1.0,1.0,1.0
1380,20.3,19.830303437,20.769696563,1.0,1.0,1.0
1390,20.49,20.1782743417,20.8017256583,1.0,1.0,1.0
1400,20.32,19.8493359869,20.7906640131,1.0,1.0,1.0
1410,20.48,20.0418702554,20.9181297446,1.0,1.0,1.0
1420,20.38,19.9510508853,20.8089491147,1.0,1.0,1.0
1430,20.38,19.992854494,20.767145506,1.0,1.0,1.0
1440,20.63,20.1737515691,21.0862484309,1.0,1.0,1.0
1450,20.21,19.9611627121,20.4588372879,1.0,1.0,1.0
1460,20.52,20.2004383274,20.8395616726,1.0,1.0,1.0
1470,20.43,20.1012297001,20.7587702999,1.0,1.0,1.0
1480,20.46,19.972249911,20.947750089,1.0,1.0,1.0
1490,20.24,19.8552115661,20.6247884339,1.0,1.0,1.0
1500,20.3,19.8925325278,20.7074674722,1.0,1.0,1.0
1510,20.7,20.3260021781,21.0739978219,1.0,1.0,1.0
1520,20.39,19.983300742,20.796699258,1.0,1.0,1.0
1530,20.69,20.2066412442,21.1733587558,1.0,1.0,1.0
1540,20.52,20.0189096355,21.0210903645,1.0,1.0,1.0
1550,20.33,19.8229873759,20.8370126241,1.0,1.0,1.0
1560,20.46,20.2117346211,20.7082653789,1.0,1.0,1.0
1570,20.36,20.0774566609,20.6425433391,1.0,1.0,1.0
1580,20.0,19.5376238315,20.4623761685,1.0,1.0,1.0
1590,20.45,20.1948448945,20.7051551055,1.0,1.0,1.0
1600,20.7,20.4260391626,20.9739608374,1.0,1.0,1.0
1610,20.34,20.007532154,20.672467846,1.0,1.0,1.0
1620,20.44,20.0171923972,20.8628076028,1.0,1.0,1.0
1630,20.76,20.2308722464,21.2891277536,1.0,1.0,1.0
1640,20.68,19.9711907557,21.3888092443,1.0,1.0,1.0
1650,20.59,20.0692669042,21.1107330958,1.0,1.0,1.0
1660,20.36,20.0012104952,20.7187895048,1.0,1.0,1.0
1670,20.27,19.8781103339,20.6618896661,1.0,1.0,1.0
1680,20.22,19.8814313177,20.5585686823,1.0,1.0,1.0
1690,20.43,20.0714482879,20.7885517121,1.0,1.0,1.0
1700,20.25,19.9796956199,20.5203043801,1.0,1.0,1.0
1710,20.32,19.9555500134,20.6844499866,1.0,1.0,1.0
1720,20.35,20.000767086,20.699232914,1.0,1.0,1.0
1730,20.22,19.8555500134,20.5844499866,1.0,1.0,1.0
1740,20.29,19.9183661395,20.6616338605,1.0,1.0,1.0
1750,20.59,20.1749970765,21.0050029235,1.0,1.0,1.0
1760,20.45,20.0741065865,20.8258934135,1.0,1.0,1.0
1770,20.64,20.0725035596,21.2074964404,1.0,1.0,1.0
1780,20.35,19.9578202601,20.7421797399,1.0,1.0,1.0
1790,20.25,19.8607307251,20.6392692749,1.0,1.0,1.0
1800,20.21,19.7868563288,20.6331436712,1.0,1.0,1.0
1810,20.25,19.8832947802,20.6167052198,1.0,1.0,1.0
1820,20.69,20.296084303,21.083915697,1.0,1.0,1.0
1830,20.64,20.3615105775,20.9184894225,1.0,1.0,1.0
1840,20.61,20.3037953037,20.9162046963,1.0,1.0,1.0
1850,20.7,20.1149408646,21.2850591354,1.0,1.0,1.0
1860,20.64,20.2908485018,20.9891514982,1.0,1.0,1.0
1870,20.49,20.0819050644,20.8980949356,1.0,1.0,1.0
1880,20.6,20.2765475605,20.9234524395,1.0,1.0,1.0
1890,20.32,19.9255794213,20.7144205787,1.0,1.0,1.0
1900,20.59,20.1089996811,21.0710003189,1.0,1.0,1.0
1910,20.43,19.7699995212,21.0900004788,1.0,1.0,1.0
1920,20.34,20.1083205484,20.5716794516,1.0,1.0,1.0
1930,20.06,19.7361961727,20.3838038273,1.0,1.0,1.0
1940,20.29,19.9486715421,20.6313284579,1.0,1.0,1.0
1950,20.39,20.0437101125,20.7362898875,1.0,1.0,1.0
1960,20.57,20.3152909702,20.8247090298,1.0,1.0,1.0
1970,20.62,20.1792823431,21.0607176569,1.0,1.0,1.0
1980,20.46,20.0331770402,20.8868229598,1.0,1.0,1.0
1990,20.4,20.080082666,20.719917334,1.0,1.0,1.0
2000,20.28,19.8341515806,20.7258484194,1.0,1.0,1.0
