episode,omega1,omega2,omega3,omega4,omega5,omega
1,0,0,1,0,0,0
2,0,0,1,0,0,1
3,0,0,1,1,0,1
4,0,1,1,1,0,1
5,0,1,2,1,0,1
6,0,1,2,1,1,1
7,0,1,2,1,2,1
8,0,1,2,1,2,2
9,0,1,2,2,2,2
10,0,2,2,2,2,2
11,0,2,2,2,3,2
12,1,2,2,2,3,2
13,1,2,2,3,3,2
14,1,2,2,3,4,2
15,1,3,2,3,4,2
16,2,3,2,3,4,2
17,2,3,2,3,5,2
18,2,4,2,3,5,2
19,2,4,2,4,5,2
20,3,4,2,4,5,2
21,3,5,2,4,5,2
22,4,5,2,4,5,2
23,4,5,2,5,5,2
24,4,5,2,5,6,2
25,4,5,2,5,6,3
26,4,5,2,5,7,3
27,4,5,2,6,7,3
28,4,5,2,6,8,3
29,4,6,2,6,8,3
30,4,6,3,6,8,3
31,4,6,4,6,8,3
32,4,6,4,6,9,3
33,4,6,4,6,9,4
34,4,6,4,6,9,5
35,4,7,4,6,9,5
36,4,7,4,6,9,6
37,4,7,4,7,9,6
38,5,7,4,7,9,6
39,5,8,4,7,9,6
40,5,9,4,7,9,6
41,5,9,4,7,9,7
42,5,9,4,7,10,7
43,5,9,4,7,10,8
44,5,9,5,7,10,8
45,5,9,6,7,10,8
46,5,9,6,8,10,8
47,5,10,6,8,10,8
48,5,10,7,8,10,8
49,5,10,8,8,10,8
50,5,10,9,8,10,8
51,6,10,9,8,10,8
52,6,10,10,8,10,8
53,7,10,10,8,10,8
54,7,10,11,8,10,8
55,7,10,11,8,11,8
56,7,11,11,8,11,8
57,7,11,11,9,11,8
58,7,11,11,9,12,8
59,7,11,11,9,13,8
60,7,12,11,9,13,8
61,7,12,11,9,13,9
62,7,12,11,9,13,10
63,7,12,11,9,14,10
64,7,12,12,9,14,10
65,8,12,12,9,14,10
66,9,12,12,9,14,10
67,9,12,12,9,15,10
68,9,12,12,9,15,11
69,9,13,12,9,15,11
70,9,13,12,10,15,11
71,9,13,12,10,15,12
72,9,13,12,11,15,12
73,9,13,13,11,15,12
74,9,13,13,11,15,13
75,9,13,13,11,16,13
76,9,13,13,11,16,14
77,9,13,13,12,16,14
78,9,13,13,12,16,15
79,9,13,13,12,16,16
80,9,13,14,12,16,16
81,9,13,14,13,16,16
82,10,13,14,13,16,16
83,10,13,15,13,16,16
84,10,13,15,13,17,16
85,10,13,15,13,17,17
86,10,13,15,13,18,17
87,10,13,16,13,18,17
88,10,13,16,13,18,18
89,10,13,16,13,18,19
90,10,14,16,13,18,19
91,10,15,16,13,18,19
92,10,15,16,13,18,20
93,10,15,16,14,18,20
94,10,15,16,14,18,21
95,10,15,16,14,18,22
96,10,15,16,14,18,23
97,10,15,16,14,18,24
98,10,15,16,15,18,24
99,10,15,16,15,18,25
100,11,15,16,15,18,25
101,11,15,16,16,18,25
102,11,16,16,16,18,25
103,11,16,16,16,18,26
104,11,16,16,17,18,26
105,11,16,16,17,19,26
106,11,16,16,17,19,27
107,11,16,16,18,19,27
108,11,16,16,18,20,27
109,11,17,16,18,20,27
110,11,17,16,18,21,27
111,12,17,16,18,21,27
112,12,18,16,18,21,27
113,12,18,16,19,21,27
114,12,18,16,20,21,27
115,12,19,16,20,21,27
116,12,19,16,20,21,28
117,12,19,16,21,21,28
118,12,19,16,21,21,29
119,12,19,16,21,21,30
120,12,19,16,21,21,31
121,12,19,16,21,22,31
122,12,19,16,21,22,32
123,12,19,16,21,23,32
124,12,19,16,22,23,32
125,12,19,16,22,23,33
126,12,19,17,22,23,33
127,12,19,17,23,23,33
128,12,19,17,24,23,33
129,12,19,17,24,24,33
130,12,19,17,24,24,34
131,12,19,17,24,24,35
132,13,19,17,24,24,35
133,13,19,17,24,24,36
134,13,19,17,24,25,36
135,13,19,17,24,26,36
136,13,20,17,24,26,36
137,13,21,17,24,26,36
138,13,21,17,25,26,36
139,13,21,17,25,26,37
140,13,21,17,25,27,37
141,13,21,17,25,27,38
142,13,21,17,26,27,38
143,13,21,17,26,27,39
144,13,21,17,26,27,40
145,13,21,17,27,27,40
146,14,21,17,27,27,40
147,14,21,17,27,27,41
148,14,22,17,27,27,41
149,14,22,17,27,27,42
150,14,22,17,27,28,42
151,15,22,17,27,28,42
152,16,22,17,27,28,42
153,16,22,17,27,28,43
154,16,22,17,27,28,44
155,16,23,17,27,28,44
156,16,23,17,27,28,45
157,16,23,17,27,29,45
158,16,23,17,27,29,46
159,16,23,17,27,29,47
160,16,23,17,27,30,47
161,16,23,17,27,30,48
162,16,23,17,27,31,48
163,16,23,17,27,31,49
164,16,24,17,27,31,49
165,16,24,17,27,32,49
166,16,24,17,27,33,49
167,16,24,17,27,33,50
168,16,25,17,27,33,50
169,16,25,18,27,33,50
170,17,25,18,27,33,50
171,17,25,18,28,33,50
172,17,25,18,28,33,51
173,17,25,18,28,33,52
174,17,25,18,28,34,52
175,17,25,18,29,34,52
176,17,25,18,29,34,53
177,17,25,18,30,34,53
178,17,25,18,30,34,54
179,17,25,18,30,34,55
180,17,25,18,30,35,55
181,17,25,18,30,35,56
182,17,26,18,30,35,56
183,17,27,18,30,35,56
184,17,27,18,31,35,56
185,17,27,19,31,35,56
