episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,918,91.8,1.0,0.1,1.0
10,981,98.1,1.0,0.1,0.9955
20,959,95.9,1.0,0.1,0.9905
30,915,91.5,1.0,0.1,0.9855
40,907,90.7,1.0,0.1,0.9805
50,908,90.8,1.0,0.1,0.9755
60,905,90.5,1.0,0.1,0.9705
70,907,90.7,1.0,0.1,0.9655
80,905,90.5,1.0,0.1,0.9605
90,905,90.5,1.0,0.1,0.9555
100,904,90.4,1.0,0.1,0.9505
110,802,80.2,3.0,0.3,0.9455
120,861,86.1,2.0,0.2,0.9405
130,682,68.2,4.0,0.4,0.9355
140,826,82.6,2.0,0.2,0.9305
150,789,78.9,4.0,0.4,0.9255
160,676,67.6,5.0,0.5,0.9205
170,704,70.4,6.0,0.6,0.9155
180,741,74.1,4.0,0.4,0.9105
190,763,76.3,4.0,0.4,0.9055
200,748,74.8,3.0,0.3,0.9005
210,641,64.1,6.0,0.6,0.8955
220,623,62.3,5.0,0.5,0.8905
230,582,58.2,6.0,0.6,0.8855
240,536,53.6,7.0,0.7,0.8805
250,493,49.3,7.0,0.7,0.8755
260,362,36.2,9.0,0.9,0.8705
270,417,41.7,9.0,0.9,0.8655
280,401,40.1,8.0,0.8,0.8605
290,343,34.3,9.0,0.9,0.8555
300,360,36.0,9.0,0.9,0.8505
310,344,34.4,10.0,1.0,0.8455
320,310,31.0,9.0,0.9,0.8405
330,287,28.7,10.0,1.0,0.8355
340,334,33.4,9.0,0.9,0.8305
350,258,25.8,10.0,1.0,0.8255
360,266,26.6,10.0,1.0,0.8205
370,254,25.4,10.0,1.0,0.8155
380,247,24.7,10.0,1.0,0.8105
390,253,25.3,10.0,1.0,0.8055
400,252,25.2,10.0,1.0,0.8005
410,242,24.2,10.0,1.0,0.7955
420,252,25.2,10.0,1.0,0.7905
430,245,24.5,10.0,1.0,0.7855
440,247,24.7,10.0,1.0,0.7805
450,253,25.3,10.0,1.0,0.7755
460,243,24.3,10.0,1.0,0.7705
470,248,24.8,10.0,1.0,0.7655
480,248,24.8,10.0,1.0,0.7605
490,251,25.1,10.0,1.0,0.7555
500,254,25.4,10.0,1.0,0.7505
510,255,25.5,10.0,1.0,0.7455
520,255,25.5,10.0,1.0,0.7405
530,254,25.4,10.0,1.0,0.7355
540,242,24.2,10.0,1.0,0.7305
550,249,24.9,10.0,1.0,0.7255
560,249,24.9,10.0,1.0,0.7205
570,249,24.9,10.0,1.0,0.7155
580,251,25.1,10.0,1.0,0.7105
590,247,24.7,10.0,1.0,0.7055
600,247,24.7,10.0,1.0,0.7005
610,256,25.6,10.0,1.0,0.6955
620,246,24.6,10.0,1.0,0.6905
630,244,24.4,10.0,1.0,0.6855
640,246,24.6,10.0,1.0,0.6805
650,247,24.7,10.0,1.0,0.6755
660,258,25.8,10.0,1.0,0.6705
670,249,24.9,10.0,1.0,0.6655
680,248,24.8,10.0,1.0,0.6605
690,254,25.4,10.0,1.0,0.6555
700,250,25.0,10.0,1.0,0.6505
710,258,25.8,10.0,1.0,0.6455
720,245,24.5,10.0,1.0,0.6405
730,251,25.1,10.0,1.0,0.6355
740,258,25.8,10.0,1.0,0.6305
750,255,25.5,10.0,1.0,0.6255
760,248,24.8,10.0,1.0,0.6205
770,244,24.4,10.0,1.0,0.6155
780,249,24.9,10.0,1.0,0.6105
790,252,25.2,10.0,1.0,0.6055
800,255,25.5,10.0,1.0,0.6005
810,254,25.4,10.0,1.0,0.5955
820,249,24.9,10.0,1.0,0.5905
830,244,24.4,10.0,1.0,0.5855
840,245,24.5,10.0,1.0,0.5805
850,244,24.4,10.0,1.0,0.5755
860,255,25.5,10.0,1.0,0.5705
870,249,24.9,10.0,1.0,0.5655
880,248,24.8,10.0,1.0,0.5605
890,246,24.6,10.0,1.0,0.5555
900,251,25.1,10.0,1.0,0.5505
910,251,25.1,10.0,1.0,0.5455
920,249,24.9,10.0,1.0,0.5405
930,248,24.8,10.0,1.0,0.5355
940,254,25.4,10.0,1.0,0.5305
950,247,24.7,10.0,1.0,0.5255
960,247,24.7,10.0,1.0,0.5205
970,263,26.3,10.0,1.0,0.5155
980,244,24.4,10.0,1.0,0.5105
990,256,25.6,10.0,1.0,0.5055
1000,255,25.5,10.0,1.0,0.5005
1010,246,24.6,10.0,1.0,0.4955
1020,246,24.6,10.0,1.0,0.4905
1030,248,24.8,10.0,1.0,0.4855
1040,235,23.5,10.0,1.0,0.4805
1050,245,24.5,10.0,1.0,0.4755
1060,263,26.3,10.0,1.0,0.4705
1070,249,24.9,10.0,1.0,0.4655
1080,240,24.0,10.0,1.0,0.4605
1090,255,25.5,10.0,1.0,0.4555
1100,244,24.4,10.0,1.0,0.4505
1110,239,23.9,10.0,1.0,0.4455
1120,250,25.0,10.0,1.0,0.4405
1130,247,24.7,10.0,1.0,0.4355
1140,245,24.5,10.0,1.0,0.4305
1150,239,23.9,10.0,1.0,0.4255
1160,253,25.3,10.0,1.0,0.4205
1170,246,24.6,10.0,1.0,0.4155
1180,243,24.3,10.0,1.0,0.4105
1190,246,24.6,10.0,1.0,0.4055
1200,244,24.4,10.0,1.0,0.4005
1210,247,24.7,10.0,1.0,0.3955
1220,242,24.2,10.0,1.0,0.3905
1230,244,24.4,10.0,1.0,0.3855
1240,243,24.3,10.0,1.0,0.3805
1250,243,24.3,10.0,1.0,0.3755
1260,250,25.0,10.0,1.0,0.3705
1270,249,24.9,10.0,1.0,0.3655
1280,252,25.2,10.0,1.0,0.3605
1290,254,25.4,10.0,1.0,0.3555
1300,240,24.0,10.0,1.0,0.3505
1310,258,25.8,10.0,1.0,0.3455
1320,254,25.4,10.0,1.0,0.3405
1330,247,24.7,10.0,1.0,0.3355
1340,254,25.4,10.0,1.0,0.3305
1350,250,25.0,10.0,1.0,0.3255
1360,244,24.4,10.0,1.0,0.3205
1370,253,25.3,10.0,1.0,0.3155
1380,249,24.9,10.0,1.0,0.3105
1390,253,25.3,10.0,1.0,0.3055
1400,254,25.4,10.0,1.0,0.3005
1410,253,25.3,10.0,1.0,0.2955
1420,248,24.8,10.0,1.0,0.2905
1430,243,24.3,10.0,1.0,0.2855
1440,258,25.8,10.0,1.0,0.2805
1450,252,25.2,10.0,1.0,0.2755
1460,245,24.5,10.0,1.0,0.2705
1470,248,24.8,10.0,1.0,0.2655
1480,244,24.4,10.0,1.0,0.2605
1490,250,25.0,10.0,1.0,0.2555
1500,259,25.9,10.0,1.0,0.2505
1510,253,25.3,10.0,1.0,0.2455
1520,250,25.0,10.0,1.0,0.2405
1530,245,24.5,10.0,1.0,0.2355
1540,244,24.4,10.0,1.0,0.2305
1550,255,25.5,10.0,1.0,0.2255
1560,251,25.1,10.0,1.0,0.2205
1570,249,24.9,10.0,1.0,0.2155
1580,254,25.4,10.0,1.0,0.2105
1590,242,24.2,10.0,1.0,0.2055
1600,241,24.1,10.0,1.0,0.2005
1610,248,24.8,10.0,1.0,0.1955
1620,249,24.9,10.0,1.0,0.1905
1630,245,24.5,10.0,1.0,0.1855
1640,240,24.0,10.0,1.0,0.1805
1650,243,24.3,10.0,1.0,0.1755
1660,244,24.4,10.0,1.0,0.1705
1670,251,25.1,10.0,1.0,0.1655
1680,248,24.8,10.0,1.0,0.1605
1690,248,24.8,10.0,1.0,0.1555
1700,253,25.3,10.0,1.0,0.1505
1710,247,24.7,10.0,1.0,0.1455
1720,247,24.7,10.0,1.0,0.1405
1730,249,24.9,10.0,1.0,0.1355
1740,248,24.8,10.0,1.0,0.1305
1750,257,25.7,10.0,1.0,0.1255
1760,247,24.7,10.0,1.0,0.1205
1770,246,24.6,10.0,1.0,0.1155
1780,247,24.7,10.0,1.0,0.1105
1790,248,24.8,10.0,1.0,0.1055
1800,247,24.7,10.0,1.0,0.1005
1810,241,24.1,10.0,1.0,0.0955
1820,250,25.0,10.0,1.0,0.0905
1830,248,24.8,10.0,1.0,0.0855
1840,248,24.8,10.0,1.0,0.0805
1850,253,25.3,10.0,1.0,0.0755
1860,237,23.7,10.0,1.0,0.0705
1870,242,24.2,10.0,1.0,0.0655
1880,259,25.9,10.0,1.0,0.0605
1890,245,24.5,10.0,1.0,0.0555
1900,241,24.1,10.0,1.0,0.0505
1910,243,24.3,10.0,1.0,0.0455
1920,253,25.3,10.0,1.0,0.0405
1930,251,25.1,10.0,1.0,0.0355
1940,241,24.1,10.0,1.0,0.0305
1950,243,24.3,10.0,1.0,0.0255
1960,243,24.3,10.0,1.0,0.0205
1970,244,24.4,10.0,1.0,0.0155
1980,253,25.3,10.0,1.0,0.0105
1990,242,24.2,10.0,1.0,0.0055
2000,247,24.7,10.0,1.0,0.0005
