episode,steps_total,steps_mean,reward_total,reward_mean,epsilon
0,1000,100.0,0,0.0,1.0
10,952,95.2,1.0,0.1,0.9955
20,1000,100.0,0,0.0,0.9905
30,920,92.0,1.0,0.1,0.9855
40,925,92.5,1.0,0.1,0.9805
50,923,92.3,1.0,0.1,0.9755
60,973,97.3,1.0,0.1,0.9705
70,907,90.7,1.0,0.1,0.9655
80,911,91.1,1.0,0.1,0.9605
90,907,90.7,1.0,0.1,0.9555
100,904,90.4,1.0,0.1,0.9505
110,906,90.6,1.0,0.1,0.9455
120,905,90.5,1.0,0.1,0.9405
130,904,90.4,1.0,0.1,0.9355
140,904,90.4,1.0,0.1,0.9305
150,906,90.6,1.0,0.1,0.9255
160,906,90.6,1.0,0.1,0.9205
170,908,90.8,1.0,0.1,0.9155
180,906,90.6,1.0,0.1,0.9105
190,907,90.7,1.0,0.1,0.9055
200,905,90.5,1.0,0.1,0.9005
210,907,90.7,1.0,0.1,0.8955
220,859,85.9,2.0,0.2,0.8905
230,906,90.6,1.0,0.1,0.8855
240,905,90.5,1.0,0.1,0.8805
250,851,85.1,2.0,0.2,0.8755
260,906,90.6,1.0,0.1,0.8705
270,907,90.7,1.0,0.1,0.8655
280,904,90.4,1.0,0.1,0.8605
290,905,90.5,1.0,0.1,0.8555
300,908,90.8,1.0,0.1,0.8505
310,842,84.2,2.0,0.2,0.8455
320,839,83.9,2.0,0.2,0.8405
330,754,75.4,3.0,0.3,0.8355
340,632,63.2,5.0,0.5,0.8305
350,674,67.4,4.0,0.4,0.8255
360,706,70.6,4.0,0.4,0.8205
370,681,68.1,4.0,0.4,0.8155
380,673,67.3,4.0,0.4,0.8105
390,649,64.9,5.0,0.5,0.8055
400,736,73.6,4.0,0.4,0.8005
410,660,66.0,4.0,0.4,0.7955
420,667,66.7,4.0,0.4,0.7905
430,603,60.3,5.0,0.5,0.7855
440,588,58.8,6.0,0.6,0.7805
450,557,55.7,6.0,0.6,0.7755
460,556,55.6,7.0,0.7,0.7705
470,563,56.3,7.0,0.7,0.7655
480,551,55.1,6.0,0.6,0.7605
490,527,52.7,6.0,0.6,0.7555
500,485,48.5,7.0,0.7,0.7505
510,527,52.7,6.0,0.6,0.7455
520,494,49.4,7.0,0.7,0.7405
530,471,47.1,7.0,0.7,0.7355
