"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper"
0,91.44,90.7611853047,92.1188146953,0.1,0.1,0.1
10,94.03,91.5032943275,96.5567056725,0.08,0.0498379044968,0.110162095503
20,92.15,90.2245068895,94.0754931105,0.1,0.1,0.1
30,90.98,90.3228053831,91.6371946169,0.1,0.1,0.1
40,90.75,89.3275565674,92.1724434326,0.11,0.0873784283726,0.132621571627
50,91.19,90.6333785692,91.7466214308,0.1,0.1,0.1
60,91.31,90.2632785893,92.3567214107,0.1,0.1,0.1
70,91.02,90.6432755479,91.3967244521,0.1,0.1,0.1
80,91.24,90.3617960019,92.1182039981,0.1,0.1,0.1
90,89.45,87.2316886027,91.6683113973,0.13,0.0817170888079,0.178282911192
100,90.7,90.2721126421,91.1278873579,0.1,0.1,0.1
110,90.52,90.4387860724,90.6012139276,0.1,0.1,0.1
120,89.76,88.4525505678,91.0674494322,0.12,0.0898379044968,0.150162095503
130,89.82,88.7612073346,90.8787926654,0.13,0.0817170888079,0.178282911192
140,87.21,83.6302837085,90.7897162915,0.17,0.111106625843,0.228893374157
150,88.37,85.4687007588,91.2712992412,0.14,0.0899818231625,0.190018176838
160,84.94,80.5418379467,89.3381620533,0.21,0.131274619499,0.288725380501
170,82.45,77.1830371831,87.7169628169,0.26,0.157715357657,0.362284642343
180,83.8,78.3787880943,89.2212119057,0.22,0.138786072393,0.301213927607
190,80.01,73.3162017375,86.7037982625,0.33,0.217902053672,0.442097946328
200,75.93,68.1640620875,83.6959379125,0.34,0.222213251686,0.457786748314
210,75.45,68.2040116689,82.6959883311,0.34,0.22714377256,0.45285622744
220,72.47,64.2627329451,80.6772670549,0.41,0.269131388833,0.550868611167
230,69.76,60.9353187549,78.5846812451,0.44,0.308526473776,0.571473526224
240,67.61,58.0870945191,77.1329054809,0.46,0.316135973513,0.603864026487
250,62.18,49.6982666968,74.6617333032,0.53,0.342091113303,0.717908886697
260,59.81,47.331289582,72.288710418,0.56,0.377775006687,0.742224993313
270,59.11,45.6038523821,72.6161476179,0.56,0.368642956213,0.751357043787
280,57.11,43.8082316203,70.4117683797,0.6,0.397666512333,0.802333487667
290,57.65,43.5899152405,71.7100847595,0.59,0.380894869151,0.799105130849
300,55.34,40.791704765,69.888295235,0.63,0.408739904689,0.851260095311
310,51.51,35.9856215265,67.0343784735,0.68,0.461975821825,0.898024178175
320,49.45,32.9496434318,65.9503565682,0.7,0.466365412859,0.933634587141
330,48.17,32.2034129843,64.1365870157,0.73,0.503658643218,0.956341356782
340,48.01,32.7390167584,63.2809832416,0.72,0.496820874001,0.943179125999
350,43.58,30.1111045171,57.0488954829,0.77,0.585141784891,0.954858215109
360,46.37,31.2863491072,61.4536508928,0.74,0.53992729265,0.94007270735
370,42.94,28.9215921707,56.9584078293,0.8,0.600496490695,0.999503509305
380,40.34,26.7215466661,53.9584533339,0.85,0.670763793608,1.02923620639
390,37.94,25.5405628383,50.3394371617,0.88,0.741779914238,1.01822008576
400,37.53,24.9124681891,50.1475318109,0.88,0.702197069263,1.05780293074
410,36.48,24.2305680809,48.7294319191,0.86,0.687389518949,1.03261048105
420,35.56,23.5966220118,47.5233779882,0.87,0.697884342178,1.04211565782
430,34.51,24.6814571771,44.3385428229,0.89,0.757449686536,1.02255031346
440,33.59,22.7315696902,44.4484303098,0.91,0.753818292883,1.06618170712
450,32.85,23.8982674699,41.8017325301,0.92,0.809177384666,1.03082261533
460,30.27,23.4485927007,37.0914072993,0.96,0.86951371349,1.05048628651
470,30.49,21.8404932003,39.1395067997,0.96,0.86951371349,1.05048628651
480,29.54,23.1825557449,35.8974442551,0.95,0.859200068576,1.04079993142
490,29.72,23.780019622,35.659980378,0.94,0.84951371349,1.03048628651
500,28.18,22.7119190385,33.6480809615,0.97,0.902135285118,1.03786471488
510,28.12,22.2894828176,33.9505171824,0.97,0.902135285118,1.03786471488
520,27.22,23.9242130677,30.5157869323,0.98,0.934756856745,1.02524314325
530,27.37,24.3852381385,30.3547618615,0.98,0.934756856745,1.02524314325
540,27.0,24.0137240532,29.9862759468,0.98,0.934756856745,1.02524314325
550,26.7,24.2619491056,29.1380508944,0.99,0.967378428373,1.01262157163
560,26.21,24.4302286935,27.9897713065,0.99,0.967378428373,1.01262157163
