episode,omega1,omega2,omega3,omega4,omega5,omega
1,0,1,0,0,0,0
2,0,1,0,1,0,0
3,0,1,0,2,0,0
4,0,1,1,2,0,0
5,0,1,1,2,1,0
6,1,1,1,2,1,0
7,1,1,1,3,1,0
8,2,1,1,3,1,0
9,2,1,1,3,2,0
10,2,1,1,4,2,0
11,2,1,1,4,3,0
12,3,1,1,4,3,0
13,3,1,2,4,3,0
14,4,1,2,4,3,0
15,4,2,2,4,3,0
16,5,2,2,4,3,0
17,5,2,2,5,3,0
18,5,2,2,5,3,1
19,6,2,2,5,3,1
20,6,3,2,5,3,1
21,6,3,3,5,3,1
22,6,4,3,5,3,1
23,6,4,3,5,3,2
24,6,4,4,5,3,2
25,6,4,4,5,4,2
26,7,4,4,5,4,2
27,7,4,4,5,4,3
28,7,4,4,5,4,4
29,7,4,4,5,4,5
30,7,4,4,6,4,5
31,7,4,4,7,4,5
32,7,4,4,7,5,5
33,7,5,4,7,5,5
34,8,5,4,7,5,5
35,8,5,4,8,5,5
36,8,5,4,9,5,5
37,9,5,4,9,5,5
38,9,6,4,9,5,5
39,10,6,4,9,5,5
40,11,6,4,9,5,5
41,11,6,4,9,5,6
42,12,6,4,9,5,6
43,12,6,4,9,6,6
44,12,6,5,9,6,6
45,13,6,5,9,6,6
46,13,6,6,9,6,6
47,13,6,6,10,6,6
48,13,6,6,10,7,6
49,13,6,6,10,7,7
50,13,6,7,10,7,7
51,13,6,7,10,7,8
52,13,7,7,10,7,8
53,13,7,7,11,7,8
54,13,7,7,12,7,8
55,14,7,7,12,7,8
56,14,7,7,12,7,9
57,14,8,7,12,7,9
58,14,8,7,12,8,9
59,14,8,8,12,8,9
60,15,8,8,12,8,9
61,16,8,8,12,8,9
62,17,8,8,12,8,9
63,17,8,9,12,8,9
64,17,8,9,12,9,9
65,17,8,9,12,9,10
66,17,8,9,13,9,10
67,18,8,9,13,9,10
68,18,8,9,13,10,10
69,18,8,10,13,10,10
70,18,8,10,13,11,10
71,18,8,11,13,11,10
72,18,8,12,13,11,10
73,18,8,12,13,11,11
74,18,8,12,14,11,11
75,18,8,12,15,11,11
76,18,8,12,15,11,12
77,18,8,12,16,11,12
78,18,8,12,17,11,12
79,18,8,13,17,11,12
80,18,8,13,17,11,13
81,19,8,13,17,11,13
82,19,8,14,17,11,13
83,19,8,14,18,11,13
84,19,8,14,18,11,14
85,20,8,14,18,11,14
86,20,8,14,19,11,14
87,20,8,14,20,11,14
88,21,8,14,20,11,14
89,22,8,14,20,11,14
90,22,8,14,21,11,14
91,22,9,14,21,11,14
92,22,9,15,21,11,14
