episode,omega,omega1,omega5
0,0.292622484084,0.229725088821,0.477652427095
10,0.406710914287,0.200959349993,0.39232973572
20,0.371758274073,0.204025266626,0.424216459301
30,0.381870723993,0.210204766133,0.407924509873
40,0.43895277707,0.181343285141,0.379703937789
50,0.535888081479,0.209961742607,0.254150175914
60,0.495122851778,0.194183952233,0.310693195989
70,0.487903377935,0.187001640626,0.325094981439
80,0.530278669747,0.217979857197,0.251741473056
90,0.546904808306,0.205876147498,0.247219044196
100,0.512689646438,0.206783155122,0.280527198439
110,0.542220629112,0.21608524517,0.241694125718
120,0.541531467532,0.206727432947,0.251741099521
130,0.544315161598,0.211352725009,0.244332113394
140,0.635251980228,0.202354627416,0.162393392356
150,0.651022831443,0.228730559084,0.120246609473
160,0.660286429612,0.222888963323,0.116824607066
170,0.646564359897,0.208444484528,0.144991155575
180,0.666130960509,0.215182453377,0.118686586114
190,0.70072317489,0.228175006922,0.0711018181876
200,0.69585293437,0.234660159292,0.0694869063385
210,0.702027897071,0.252641918087,0.0453301848425
220,0.669455286255,0.293966076941,0.0365786368045
230,0.708063681047,0.260482071297,0.031454247656
240,0.736427059423,0.237890431123,0.0256825094544
250,0.767264970088,0.221812449928,0.0109225799838
260,0.690671524261,0.300865808945,0.00846266679451
270,0.718938974661,0.269556085679,0.0115049396603
280,0.677350401517,0.314249959566,0.00839963891657
290,0.710097012068,0.287263983868,0.00263900406379
300,0.724778064866,0.272289405254,0.00293252987945
310,0.835583086207,0.162410939674,0.00200597411964
320,0.813699609696,0.185043562075,0.00125682822814
330,0.739390972745,0.258999682942,0.0016093443138
340,0.801173334401,0.197962441075,0.000864224523446
350,0.724916751663,0.274254586544,0.000828661792918
360,0.997779217311,0.00113148624173,0.00108929644735
370,0.997498286906,0.00126649143965,0.00123522165459
380,0.830961158139,0.168104036506,0.000934805355458
390,0.742276489288,0.257166002585,0.000557508126447
400,0.771587502256,0.227795907087,0.000616590656885
410,0.788942277933,0.21033324621,0.0007244758578
420,0.726704143663,0.272740130698,0.000555725639661
430,0.739708024184,0.259629482264,0.000662493552281
440,0.725031962113,0.274572608979,0.000395428907882
450,0.731747472919,0.267852236494,0.000400290587086
460,0.768205994088,0.231379198976,0.000414806936044
470,0.744764521613,0.254695341085,0.000540137301365
480,0.765845766268,0.233686576284,0.000467657447876
490,0.780319117488,0.218919254518,0.000761627994268
500,0.758215190195,0.241041046745,0.000743763060032
510,0.826320081887,0.172946484207,0.00073343390597
520,0.755498371198,0.243807169955,0.000694458846935
530,0.714416930031,0.284993601042,0.000589468926233
540,0.791658701803,0.207707401726,0.00063389647081
550,0.780298704422,0.219132550634,0.000568744943539
560,0.817330858969,0.182006787624,0.000662353406391
570,0.79967891366,0.199778707043,0.000542379297818
580,0.806587795992,0.192830728977,0.000581475030439
590,0.827474291274,0.171979973831,0.000545734895144
600,0.731505676183,0.267763728095,0.00073059572213
610,0.831139437363,0.16797204646,0.000888516176914
620,0.766835304818,0.232356319155,0.000808376027512
630,0.707239545509,0.292179818112,0.000580636378967
640,0.680576130641,0.31891980953,0.000504059829011
650,0.685035932179,0.314338770925,0.000625296896663
660,0.709110029739,0.290327821799,0.000562148462701
670,0.712335250493,0.287019069564,0.000645679943176
680,0.724013212211,0.275285747807,0.000701039981327
690,0.705035333514,0.294196502527,0.000768163959272
700,0.722447193995,0.276896649321,0.000656156684273
710,0.720018094492,0.2792971707,0.000684734808149
720,0.765379548068,0.234011872688,0.000608579243183
730,0.720007127996,0.279292916764,0.000699955240557
740,0.748811448856,0.250507087779,0.000681463365246
750,0.758477273552,0.240642597776,0.000880128671999
760,0.790307459545,0.209227475382,0.000465065073137
770,0.709468471782,0.289894208566,0.000637319651474
780,0.76946907029,0.229912949746,0.000617979964419
790,0.80978273303,0.189571446691,0.000645820279418
800,0.769056629052,0.230249753982,0.000693616965781
810,0.775152168109,0.224316803952,0.000531027938646
820,0.849192531033,0.150097627816,0.000709841150614
830,0.837504535707,0.161810626536,0.000684837756536
840,0.700414069763,0.299068214166,0.000517716071452
850,0.680559982097,0.318912242278,0.00052777562532
860,0.67418212054,0.325219481773,0.000598397687339
870,0.709272591064,0.290104129342,0.000623279593739
880,0.682496149619,0.316954073699,0.000549776682767
890,0.706343613519,0.292979260663,0.000677125818506
900,0.757547539793,0.241794041163,0.000658419043729
910,0.650704150755,0.348645304316,0.000650544929256
920,0.676124637891,0.323234295918,0.000641066190954
930,0.754038244639,0.245290467285,0.000671288075866
940,0.663385776054,0.336082506642,0.000531717303807
950,0.654183491338,0.345291117446,0.000525391216242
960,0.703130067624,0.296350208755,0.000519723620705
970,0.731357685498,0.267977400356,0.000664914146229
980,0.675721072604,0.323688093067,0.000590834329271
990,0.697773749545,0.30153765759,0.000688592864242
1000,0.744750234954,0.254435892166,0.000813872879451
1010,0.668521735614,0.330983627372,0.00049463701424
1020,0.734335666608,0.265062655936,0.000601677456101
1030,0.832351063294,0.166709754426,0.0009391822801
1040,0.788050591191,0.211359883549,0.000589525259921
1050,0.710168690201,0.28931108667,0.000520223128406
1060,0.648163100894,0.351125027446,0.000711871660155
1070,0.780087348195,0.219292377891,0.000620273914007
1080,0.768521768154,0.230780925965,0.000697305880246
1090,0.668660727168,0.330721554811,0.00061771802073
1100,0.687885283963,0.311569393536,0.00054532250099
1110,0.672249282793,0.327218854967,0.00053186223937
1120,0.725889534074,0.273526318657,0.000584147269773
1130,0.722336473634,0.277131205553,0.000532320812859
1140,0.720967198869,0.278270494467,0.000762306664283
1150,0.652028699305,0.347265139271,0.00070616142402
1160,0.805332917116,0.194077148668,0.000589934216097
1170,0.731176959747,0.268179225658,0.000643814594833
1180,0.758738810644,0.240725575826,0.000535613529608
1190,0.683191321748,0.316010341727,0.000798336524949
1200,0.675419798676,0.323867480565,0.000712720758401
1210,0.650358922712,0.349157950231,0.000483127057594
1220,0.714787020364,0.284571524078,0.000641455558182
1230,0.739613844185,0.259856152375,0.000530003439844
1240,0.725818449635,0.273499532949,0.000682017415309
1250,0.701342390464,0.297971009813,0.000686599723454
1260,0.673867631574,0.325393005445,0.000739362980486
1270,0.71751438741,0.28196783371,0.000517778880009
1280,0.711941970425,0.287434901743,0.000623127831577
1290,0.752748241624,0.246590935321,0.000660823054524
1300,0.7108365518,0.288715714876,0.000447733324518
1310,0.732198174398,0.267214366584,0.000587459017627
1320,0.708739585728,0.29075708557,0.000503328702143
1330,0.724344580218,0.274861468186,0.000793951596397
1340,0.776404483957,0.222888941359,0.000706574683437
1350,0.709891699573,0.28948758812,0.000620712307455
1360,0.745555007269,0.253947846507,0.00049714622405
1370,0.72064975249,0.27870482283,0.000645424679561
1380,0.689504494897,0.310124309745,0.000371195357931
1390,0.708823732652,0.29079160645,0.000384660897546
1400,0.73076866283,0.268834767308,0.000396569861863
1410,0.746768071796,0.252839438644,0.000392489559309
1420,0.731360797485,0.268246653196,0.00039254931945
1430,0.671697916421,0.32793280032,0.000369283259066
1440,0.700717013179,0.298898519269,0.000384467551638
1450,0.807941787324,0.191615356397,0.000442856278445
1460,0.740287972559,0.259313891089,0.0003981363528
1470,0.701761277378,0.297850977367,0.000387745254901
1480,0.68928675657,0.310336557164,0.000376686266191
1490,0.67653237426,0.323105954515,0.00036167122502
1500,0.706966518582,0.292651741861,0.000381739556468
1510,0.702181049206,0.297433679959,0.000385270835041
1520,0.769615501501,0.229956702553,0.000427795946086
1530,0.730565422425,0.269028893765,0.000405683810608
1540,0.736614766811,0.262976599009,0.000408634179866
