episode,steps_total,steps_mean,reward_total,reward_mean,epsilon,step_count
0,919,91.9,1.0,0.1,1.0,0
1,920,92.0,1.0,0.1,0.9995,100
2,917,91.7,1.0,0.1,0.999,200
3,934,93.4,1.0,0.1,0.9985,300
4,906,90.6,1.0,0.1,0.998,400
5,908,90.8,1.0,0.1,0.9975,500
6,938,93.8,1.0,0.1,0.997,600
7,917,91.7,1.0,0.1,0.9965,700
8,912,91.2,1.0,0.1,0.996,800
9,903,90.3,1.0,0.1,0.9955,900
10,928,92.8,1.0,0.1,0.995,1000
11,916,91.6,1.0,0.1,0.9945,1100
12,942,94.2,1.0,0.1,0.994,1200
13,926,92.6,1.0,0.1,0.9935,1300
14,953,95.3,1.0,0.1,0.993,1400
15,903,90.3,1.0,0.1,0.9925,1500
16,906,90.6,1.0,0.1,0.992,1600
17,916,91.6,1.0,0.1,0.9915,1700
18,903,90.3,1.0,0.1,0.991,1800
19,909,90.9,1.0,0.1,0.9905,1900
20,910,91.0,1.0,0.1,0.99,2000
21,914,91.4,1.0,0.1,0.9895,2100
22,912,91.2,1.0,0.1,0.989,2200
23,910,91.0,1.0,0.1,0.9885,2263
24,942,94.2,1.0,0.1,0.988,2363
25,914,91.4,1.0,0.1,0.9875,2463
26,944,94.4,1.0,0.1,0.987,2563
27,906,90.6,1.0,0.1,0.9865,2663
28,909,90.9,1.0,0.1,0.986,2763
29,905,90.5,1.0,0.1,0.9855,2863
30,905,90.5,1.0,0.1,0.985,2963
31,913,91.3,1.0,0.1,0.9845,3063
32,906,90.6,1.0,0.1,0.984,3163
33,905,90.5,1.0,0.1,0.9835,3263
34,916,91.6,1.0,0.1,0.983,3283
35,933,93.3,1.0,0.1,0.9825,3383
36,904,90.4,1.0,0.1,0.982,3483
37,909,90.9,1.0,0.1,0.9815,3583
38,907,90.7,1.0,0.1,0.981,3683
39,905,90.5,1.0,0.1,0.9805,3783
40,909,90.9,1.0,0.1,0.9805,3883
41,903,90.3,1.0,0.1,0.98,3983
42,903,90.3,1.0,0.1,0.9795,4083
43,915,91.5,1.0,0.1,0.979,4183
44,905,90.5,1.0,0.1,0.9785,4283
45,919,91.9,1.0,0.1,0.978,4383
46,915,91.5,1.0,0.1,0.9775,4483
47,921,92.1,1.0,0.1,0.977,4583
48,908,90.8,1.0,0.1,0.9765,4683
49,903,90.3,1.0,0.1,0.976,4783
50,912,91.2,1.0,0.1,0.9755,4883
51,914,91.4,1.0,0.1,0.975,4983
52,917,91.7,1.0,0.1,0.9745,5083
53,932,93.2,1.0,0.1,0.974,5183
54,917,91.7,1.0,0.1,0.9735,5283
55,917,91.7,1.0,0.1,0.973,5383
56,918,91.8,1.0,0.1,0.9725,5483
57,905,90.5,1.0,0.1,0.972,5583
58,908,90.8,1.0,0.1,0.9715,5683
59,933,93.3,1.0,0.1,0.971,5783
60,914,91.4,1.0,0.1,0.9705,5883
61,908,90.8,1.0,0.1,0.97,5983
62,905,90.5,1.0,0.1,0.9695,6083
63,904,90.4,1.0,0.1,0.969,6183
64,903,90.3,1.0,0.1,0.9685,6283
65,912,91.2,1.0,0.1,0.968,6383
66,909,90.9,1.0,0.1,0.9675,6483
67,915,91.5,1.0,0.1,0.967,6583
68,905,90.5,1.0,0.1,0.9665,6683
69,903,90.3,1.0,0.1,0.966,6783
70,903,90.3,1.0,0.1,0.9655,6883
71,924,92.4,1.0,0.1,0.965,6983
72,903,90.3,1.0,0.1,0.9645,7011
73,904,90.4,1.0,0.1,0.964,7111
74,904,90.4,1.0,0.1,0.9635,7211
75,903,90.3,1.0,0.1,0.963,7311
76,905,90.5,1.0,0.1,0.9625,7411
77,904,90.4,1.0,0.1,0.962,7511
78,905,90.5,1.0,0.1,0.9615,7611
79,904,90.4,1.0,0.1,0.961,7711
80,905,90.5,1.0,0.1,0.961,7811
81,904,90.4,1.0,0.1,0.9605,7911
82,903,90.3,1.0,0.1,0.96,8011
83,903,90.3,1.0,0.1,0.9595,8111
84,904,90.4,1.0,0.1,0.959,8211
85,903,90.3,1.0,0.1,0.9585,8254
86,903,90.3,1.0,0.1,0.958,8354
87,904,90.4,1.0,0.1,0.9575,8454
88,903,90.3,1.0,0.1,0.957,8554
89,903,90.3,1.0,0.1,0.9565,8602
90,903,90.3,1.0,0.1,0.956,8702
91,903,90.3,1.0,0.1,0.9555,8802
92,903,90.3,1.0,0.1,0.955,8902
93,903,90.3,1.0,0.1,0.9545,9002
94,903,90.3,1.0,0.1,0.954,9102
95,903,90.3,1.0,0.1,0.9535,9202
96,903,90.3,1.0,0.1,0.953,9302
97,903,90.3,1.0,0.1,0.9525,9402
98,903,90.3,1.0,0.1,0.952,9502
99,903,90.3,1.0,0.1,0.9515,9602
100,903,90.3,1.0,0.1,0.951,9652
101,903,90.3,1.0,0.1,0.9505,9654
102,903,90.3,1.0,0.1,0.95,9754
103,903,90.3,1.0,0.1,0.9495,9854
104,903,90.3,1.0,0.1,0.949,9954
105,903,90.3,1.0,0.1,0.9485,10054
106,903,90.3,1.0,0.1,0.948,10154
107,903,90.3,1.0,0.1,0.9475,10254
108,903,90.3,1.0,0.1,0.947,10354
109,903,90.3,1.0,0.1,0.9465,10454
110,903,90.3,1.0,0.1,0.946,10554
111,903,90.3,1.0,0.1,0.9455,10654
112,903,90.3,1.0,0.1,0.945,10754
113,903,90.3,1.0,0.1,0.9445,10854
114,903,90.3,1.0,0.1,0.944,10954
115,903,90.3,1.0,0.1,0.9435,11054
116,864,86.4,2.0,0.2,0.943,11154
117,903,90.3,1.0,0.1,0.9425,11254
118,887,88.7,2.0,0.2,0.942,11354
119,903,90.3,1.0,0.1,0.9415,11454
120,903,90.3,1.0,0.1,0.9415,11554
