"episode","usage_mean","usage_lower","usage_upper"
0,0.43478948401,0.415166998343,0.454411969677
10,0.427347711894,0.403108246972,0.451587176816
20,0.393901037996,0.353174004325,0.434628071666
30,0.383343723379,0.338878309576,0.427809137183
40,0.366872466243,0.32424653783,0.409498394656
50,0.334152282459,0.288028033104,0.380276531813
60,0.324866308523,0.282675442874,0.367057174172
70,0.294273261154,0.249480324925,0.339066197384
80,0.286991728154,0.235299541693,0.338683914615
90,0.280499117826,0.233441944651,0.327556291001
100,0.265697931735,0.233857778638,0.297538084833
110,0.256777568062,0.220196436537,0.293358699587
120,0.230537386503,0.185241388497,0.275833384509
130,0.199192055431,0.154266191838,0.244117919025
140,0.208749710174,0.132144007337,0.285355413011
150,0.176559738148,0.11623905459,0.236880421706
160,0.169278895182,0.098526059424,0.24003173094
170,0.157281421835,0.0931319110105,0.22143093266
180,0.13383521778,0.0656077677189,0.20206266784
190,0.109784182135,0.0498915731416,0.169676791128
200,0.106930393173,0.0388318859819,0.175028900364
210,0.0892049598719,0.0312744455531,0.147135474191
220,0.0881465153896,0.025839143849,0.15045388693
230,0.0824483629016,0.00685626455229,0.158040461251
240,0.0525486236288,0.00421062162895,0.100886625629
250,0.0559751171521,-0.0055647326717,0.117514966976
260,0.042839762589,-0.0102022660879,0.0958817912658
270,0.0397366553991,-0.0131565242281,0.0926298350263
280,0.0380343688437,-0.018949938636,0.0950186763235
290,0.032226645802,-0.015586878797,0.0800401704009
300,0.0211873409311,-0.00873580459285,0.0511104864551
310,0.0162788771908,-0.00713894940592,0.0396967037874
320,0.0106368192318,-0.00346718607282,0.0247408245364
330,0.0094810356148,-0.00447289407523,0.0234349653048
340,0.00561377654225,0.000798498574768,0.0104290545097
350,0.00385256206969,0.000679879423603,0.00702524471577
360,0.00348716334269,0.000624940153474,0.0063493865319
370,0.00267686334505,0.000696784879225,0.00465694181088
380,0.0019101673491,0.000468397162125,0.00335193753608
390,0.00180007735381,0.000328183738886,0.00327197096874
400,0.00133373200594,0.00028058117502,0.00238688283686
410,0.000920656107687,0.000298532120987,0.00154278009439
420,0.000696558608114,0.000425854401616,0.000967262814613
430,0.000759519443506,0.000463020996639,0.00105601789037
440,0.000641590446968,0.00041901858031,0.000864162313626
450,0.000692816478613,0.00040158684533,0.000984046111896
460,0.0006598991856,0.000410395146973,0.000909403224227
470,0.000749748790308,0.000456581722644,0.00104291585797
480,0.000679291494733,0.000433191559487,0.000925391429979
490,0.000620089574911,0.000467667007306,0.000772512142516
500,0.000675478687212,0.000502812699393,0.00084814467503
510,0.000563632809713,0.000459802309593,0.000667463309832
520,0.000611434641635,0.000506629901468,0.000716239381802
530,0.000604262557999,0.000507192214548,0.000701332901449
540,0.000602110754726,0.000463843324309,0.000740378185143
550,0.00058141895363,0.000496545982151,0.00066629192511
560,0.000582605472866,0.000501618843476,0.000663592102256
570,0.000709204557139,0.00053332192478,0.000885087189498
580,0.000603181174277,0.00050434290657,0.000702019441985
590,0.00069146840174,0.000576628331786,0.000806308471694
