"episode","usage_mean","usage_lower","usage_upper"
0,0.243757609857,0.225358282453,0.262156937261
10,0.226762542415,0.210538475771,0.242986609059
20,0.222929673573,0.203717468219,0.242141878926
30,0.213061271988,0.202551445868,0.223571098108
40,0.207531657287,0.195851883048,0.219211431526
50,0.21230525921,0.198173345668,0.226437172752
60,0.215380803467,0.200518463414,0.23024314352
70,0.217193133757,0.200562740928,0.233823526586
80,0.21396330767,0.1986221977,0.22930441764
90,0.212759472143,0.199140433999,0.226378510287
100,0.214971734232,0.206477256084,0.22346621238
110,0.215868504537,0.20265089461,0.229086114465
120,0.215532097329,0.206684964269,0.224379230389
130,0.230090011236,0.206603700968,0.253576321503
140,0.216641010673,0.203543090752,0.229738930593
150,0.230998137509,0.205909886369,0.25608638865
160,0.23860362323,0.216806431777,0.260400814683
170,0.239055846551,0.214774883385,0.263336809718
180,0.252891487178,0.215555609045,0.290227365312
190,0.246017932003,0.209014579136,0.283021284871
200,0.245138744186,0.214610234161,0.275667254211
210,0.22701341581,0.178769930397,0.275256901222
220,0.228821248617,0.177734655841,0.279907841394
230,0.239547792074,0.188299704874,0.290795879273
240,0.238577028538,0.203529613872,0.273624443204
250,0.244133386334,0.199178475981,0.289088296687
260,0.262557509803,0.227976614056,0.29713840555
270,0.278296023946,0.235384402678,0.321207645214
280,0.273261744816,0.233679223873,0.312844265759
290,0.258320386596,0.222037687865,0.294603085327
300,0.26292017057,0.231358128329,0.294482212811
310,0.264707695135,0.216110681332,0.313304708938
320,0.247697646376,0.192575111159,0.302820181593
330,0.255850631038,0.23206685875,0.279634403326
340,0.241735580456,0.179954777586,0.303516383327
350,0.257254125643,0.188864702189,0.325643549097
360,0.2095305512,0.129109985256,0.289951117143
370,0.183399449973,0.0998628751586,0.266936024788
380,0.206851155406,0.120976142117,0.292726168695
390,0.201672399618,0.117165778826,0.28617902041
400,0.217449015288,0.12809166671,0.306806363867
410,0.206971471083,0.120276119113,0.293666823052
420,0.244595903032,0.169500729167,0.319691076898
430,0.250860482369,0.213089865244,0.288631099493
440,0.229247586564,0.162893054126,0.295602119001
450,0.21298665167,0.130001495704,0.295971807635
460,0.26095150654,0.189588638744,0.332314374336
470,0.24523243615,0.181110443422,0.309354428877
480,0.244021094629,0.172405779344,0.315636409914
490,0.250873710541,0.184831412604,0.316916008479
500,0.209745815616,0.127909189867,0.291582441366
510,0.212397390578,0.123842723259,0.300952057897
