"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper"
1090,24.6,24.2610956025,24.9389043975,1.0,1.0,1.0
1100,24.77,24.2325029106,25.3074970894,1.0,1.0,1.0
1110,24.55,24.2882449659,24.8117550341,1.0,1.0,1.0
1120,25.02,24.7225552446,25.3174447554,1.0,1.0,1.0
1130,24.81,24.5392752396,25.0807247604,1.0,1.0,1.0
1140,24.78,24.4124429667,25.1475570333,1.0,1.0,1.0
1150,24.98,24.5341515806,25.4258484194,1.0,1.0,1.0
1160,25.07,24.6709217365,25.4690782635,1.0,1.0,1.0
1170,24.87,24.2819841656,25.4580158344,1.0,1.0,1.0
1180,24.9,24.4721126421,25.3278873579,1.0,1.0,1.0
1190,24.96,24.6157686844,25.3042313156,1.0,1.0,1.0
1200,24.97,24.659004807,25.280995193,1.0,1.0,1.0
1210,25.07,24.5066769388,25.6333230612,1.0,1.0,1.0
1220,25.03,24.1835447067,25.8764552933,1.0,1.0,1.0
1230,24.79,24.3695523974,25.2104476026,1.0,1.0,1.0
1240,25.01,24.6233688756,25.3966311244,1.0,1.0,1.0
1250,24.75,24.3534946175,25.1465053825,1.0,1.0,1.0
1260,24.66,24.3432979972,24.9767020028,1.0,1.0,1.0
1270,24.9,24.5081828859,25.2918171141,1.0,1.0,1.0
1280,24.71,24.2723247133,25.1476752867,1.0,1.0,1.0
1290,24.69,24.3153186603,25.0646813397,1.0,1.0,1.0
1300,24.7,24.2254859104,25.1745140896,1.0,1.0,1.0
1310,24.93,24.5762377066,25.2837622934,1.0,1.0,1.0
1320,24.89,24.5764556235,25.2035443765,1.0,1.0,1.0
1330,24.94,24.5687488333,25.3112511667,1.0,1.0,1.0
1340,25.13,24.8867085291,25.3732914709,1.0,1.0,1.0
1350,24.84,24.5963582172,25.0836417828,1.0,1.0,1.0
1360,24.84,24.4641822266,25.2158177734,1.0,1.0,1.0
1370,24.83,24.3980786871,25.2619213129,1.0,1.0,1.0
1380,24.98,24.6482169495,25.3117830505,1.0,1.0,1.0
1390,24.93,24.5047117795,25.3552882205,1.0,1.0,1.0
1400,25.1,24.6642125162,25.5357874838,1.0,1.0,1.0
1410,25.14,24.6823206371,25.5976793629,1.0,1.0,1.0
1420,24.74,24.20023331,25.27976669,1.0,1.0,1.0
1430,24.96,24.5811684031,25.3388315969,1.0,1.0,1.0
1440,25.14,24.8179569461,25.4620430539,1.0,1.0,1.0
1450,25.32,24.9747790379,25.6652209621,1.0,1.0,1.0
1460,24.62,24.2270236612,25.0129763388,1.0,1.0,1.0
1470,24.59,24.2404416126,24.9395583874,1.0,1.0,1.0
1480,24.74,24.3749264886,25.1050735114,1.0,1.0,1.0
1490,24.5,24.0577368644,24.9422631356,1.0,1.0,1.0
1500,24.87,24.5005143301,25.2394856699,1.0,1.0,1.0
1510,25.1,24.8099102544,25.3900897456,1.0,1.0,1.0
1520,25.08,24.7298727621,25.4301272379,1.0,1.0,1.0
1530,24.94,24.5078812674,25.3721187326,1.0,1.0,1.0
1540,24.88,24.4497273736,25.3102726264,1.0,1.0,1.0
1550,25.22,24.8045178187,25.6354821813,1.0,1.0,1.0
1560,24.73,24.3060508515,25.1539491485,1.0,1.0,1.0
1570,24.92,24.628346417,25.211653583,1.0,1.0,1.0
1580,24.67,24.3412297001,24.9987702999,1.0,1.0,1.0
1590,24.83,24.3675623494,25.2924376506,1.0,1.0,1.0
1600,25.09,24.5927254612,25.5872745388,1.0,1.0,1.0
1610,24.74,24.271272884,25.208727116,1.0,1.0,1.0
1620,24.97,24.5026699873,25.4373300127,1.0,1.0,1.0
1630,24.69,24.33240104,25.04759896,1.0,1.0,1.0
1640,24.77,24.4005143301,25.1394856699,1.0,1.0,1.0
1650,24.69,24.1552604119,25.2247395881,1.0,1.0,1.0
1660,24.85,24.303897373,25.396102627,1.0,1.0,1.0
1670,24.84,24.4656982383,25.2143017617,1.0,1.0,1.0
1680,25.01,24.6964556235,25.3235443765,1.0,1.0,1.0
1690,24.53,24.1224627619,24.9375372381,1.0,1.0,1.0
1700,25.04,24.734259884,25.345740116,1.0,1.0,1.0
1710,24.68,24.2658885984,25.0941114016,1.0,1.0,1.0
1720,24.66,24.1937053193,25.1262946807,1.0,1.0,1.0
1730,25.12,24.715614141,25.524385859,1.0,1.0,1.0
1740,24.72,24.4362517798,25.0037482202,1.0,1.0,1.0
1750,25.28,24.7019806025,25.8580193975,1.0,1.0,1.0
1760,24.9,24.598379045,25.201620955,1.0,1.0,1.0
1770,25.0,24.6594219904,25.3405780096,1.0,1.0,1.0
1780,24.77,24.5411603186,24.9988396814,1.0,1.0,1.0
1790,25.15,24.5161921665,25.7838078335,1.0,1.0,1.0
1800,24.62,24.2933986794,24.9466013206,1.0,1.0,1.0
1810,24.7,24.4178594314,24.9821405686,1.0,1.0,1.0
1820,24.65,24.2352711868,25.0647288132,1.0,1.0,1.0
1830,24.71,24.4777078008,24.9422921992,1.0,1.0,1.0
1840,25.02,24.4913022569,25.5486977431,1.0,1.0,1.0
1850,24.85,24.6039199971,25.0960800029,1.0,1.0,1.0
1860,24.35,23.9991427381,24.7008572619,1.0,1.0,1.0
1870,24.72,24.2653120376,25.1746879624,1.0,1.0,1.0
1880,25.03,24.4841056502,25.5758943498,1.0,1.0,1.0
1890,24.52,24.2004383274,24.8395616726,1.0,1.0,1.0
1900,24.56,24.1796704471,24.9403295529,1.0,1.0,1.0
1910,24.77,24.5487399047,24.9912600953,1.0,1.0,1.0
1920,24.89,24.468202209,25.311797791,1.0,1.0,1.0
1930,24.62,24.2780889989,24.9619110011,1.0,1.0,1.0
1940,24.51,24.0977463809,24.9222536191,1.0,1.0,1.0
1950,24.89,24.5837953037,25.1962046963,1.0,1.0,1.0
1960,24.63,24.3622317608,24.8977682392,1.0,1.0,1.0
1970,25.22,24.9443837951,25.4956162049,1.0,1.0,1.0
1980,24.91,24.7008948692,25.1191051308,1.0,1.0,1.0
1990,24.63,24.2294995001,25.0305004999,1.0,1.0,1.0
2000,24.55,24.2040386609,24.8959613391,1.0,1.0,1.0
