"episode","usage_mean","usage_lower","usage_upper"
850,0.745970312366,0.709617485408,0.782323139323
860,0.706229858067,0.681167868324,0.73129184781
870,0.753245862244,0.713598526594,0.792893197895
880,0.727671895966,0.702012710856,0.753331081076
890,0.726812286411,0.686586362795,0.767038210028
900,0.728487398357,0.704844133265,0.752130663448
910,0.729860579399,0.696788287313,0.762932871485
920,0.714207672002,0.678849423677,0.749565920328
930,0.744824935798,0.720877795398,0.768772076198
940,0.738132019846,0.70267027714,0.773593762553
950,0.758198999005,0.68391630137,0.832481696641
960,0.751208731257,0.68234039148,0.820077071033
970,0.76092678051,0.699246104699,0.822607456321
980,0.747233312754,0.676090470453,0.818376155055
990,0.755820351402,0.692092289699,0.819548413105
1000,0.757776750339,0.692827635273,0.822725865406
1010,0.754339126345,0.682027198138,0.826651054552
1020,0.786991614361,0.724160514444,0.849822714278
1030,0.77911958531,0.708018690842,0.850220479778
1040,0.793488488483,0.736796774372,0.850180202594
1050,0.763257464771,0.697997400387,0.828517529154
1060,0.761671997345,0.697579997918,0.825763996772
1070,0.800763927632,0.740559516717,0.860968338548
1080,0.769738639133,0.704493080054,0.834984198212
1090,0.723807080631,0.688948574411,0.758665586851
1100,0.74321489488,0.705485395245,0.780944394516
1110,0.753885217687,0.703806519525,0.803963915848
1120,0.772231191586,0.699086103372,0.845376279801
1130,0.761930482414,0.692851463998,0.83100950083
1140,0.785546497663,0.721255754641,0.849837240685
1150,0.747587010718,0.676679357784,0.818494663652
1160,0.78446908885,0.717076700782,0.851861476918
1170,0.761768905651,0.692915377143,0.830622434159
1180,0.788247057643,0.715776205955,0.860717909331
1190,0.761552621757,0.69216448249,0.830940761024
1200,0.76318684186,0.697672908947,0.828700774773
1210,0.751132943926,0.678941566738,0.823324321115
1220,0.746667351671,0.679707981029,0.813626722313
1230,0.741790897568,0.66908820275,0.814493592386
1240,0.76419995754,0.699955954678,0.828443960402
1250,0.757272831653,0.68639375692,0.828151906386
1260,0.764685204221,0.692888048062,0.83648236038
1270,0.768801608404,0.702661353656,0.834941863153
1280,0.770894083578,0.705850408801,0.835937758354
1290,0.739217812265,0.669491602339,0.808944022191
1300,0.742067623456,0.672543672547,0.811591574365
1310,0.737392160342,0.668957772367,0.805826548317
1320,0.744389215124,0.713520447176,0.775257983071
1330,0.731893933881,0.691527220507,0.772260647255
1340,0.737614793079,0.705494523003,0.769735063156
1350,0.721428389853,0.69110454695,0.751752232756
1360,0.717618888382,0.669466442264,0.765771334501
1370,0.720905791581,0.69452369152,0.747287891642
1380,0.726284565685,0.692808155576,0.759760975793
1390,0.737881291215,0.6948054292,0.78095715323
1400,0.743966601295,0.70783493674,0.780098265849
1410,0.732623611169,0.687654654702,0.777592567637
1420,0.734822915989,0.713080812298,0.756565019681
1430,0.730631136511,0.684651218622,0.7766110544
1440,0.726231232603,0.691817634698,0.760644830508
1450,0.743750592947,0.687546915142,0.799954270752
1460,0.741741808674,0.703278001065,0.780205616282
1470,0.730141861552,0.696622606632,0.763661116471
1480,0.744482610596,0.713189174386,0.775776046806
1490,0.732448928939,0.703110700114,0.761787157764
1500,0.717961601646,0.681969085063,0.753954118229
1510,0.714052875112,0.675473423393,0.752632326831
1520,0.759029760192,0.720395521011,0.797663999373
1530,0.72114282069,0.689421596035,0.752864045344
1540,0.722067461529,0.683538616305,0.760596306752
1550,0.74105495078,0.709708098045,0.772401803516
1560,0.703802513506,0.675849834361,0.731755192651
1570,0.722277248497,0.694244570955,0.750309926039
1580,0.748808339719,0.707967044858,0.789649634581
1590,0.739055243911,0.692992034093,0.78511845373
1600,0.73586067515,0.696486416724,0.775234933577
1610,0.731428904084,0.682770252214,0.780087555953
1620,0.734246458225,0.706566967046,0.761925949403
1630,0.726293126667,0.686020650829,0.766565602504
1640,0.719989373663,0.67413274314,0.765846004186
1650,0.722136601442,0.684238247155,0.760034955728
1660,0.731336544987,0.697646499514,0.765026590459
1670,0.747541982041,0.713026464141,0.782057499941
1680,0.727568148588,0.687801530638,0.767334766537
1690,0.715705665442,0.683017021395,0.748394309488
1700,0.738787645133,0.701606410962,0.775968879304
1710,0.727347290134,0.693138080085,0.761556500182
1720,0.738968268962,0.696222194853,0.781714343071
1730,0.740109645061,0.698689958612,0.78152933151
1740,0.760985349017,0.717983826797,0.803986871237
1750,0.73755635398,0.705985466168,0.769127241791
1760,0.720054760543,0.67002179643,0.770087724656
1770,0.720961244339,0.685496641048,0.75642584763
1780,0.734131190408,0.718246485044,0.750015895773
1790,0.732116677331,0.71253558722,0.751697767441
1800,0.746779710858,0.712738695055,0.780820726661
1810,0.714084343612,0.678297527765,0.749871159458
1820,0.750570915303,0.710267188642,0.790874641964
1830,0.733782666921,0.69652022986,0.771045103981
1840,0.716639349045,0.680625868266,0.752652829824
1850,0.743581003038,0.699455825682,0.787706180394
1860,0.738092320193,0.71567650852,0.760508131866
1870,0.739791375383,0.704183831177,0.775398919589
1880,0.741226562115,0.704199452279,0.778253671951
1890,0.748594193236,0.713520200612,0.783668185859
1900,0.722767576562,0.699549131124,0.745986021999
1910,0.721492450489,0.688524187032,0.754460713945
1920,0.744548219968,0.700522575406,0.788573864529
1930,0.732788051186,0.700927422752,0.76464867962
1940,0.721514655805,0.692996255267,0.750033056343
1950,0.718289259895,0.686705211484,0.749873308305
1960,0.737828870039,0.704407012591,0.771250727487
1970,0.734370566266,0.69160775924,0.777133373293
1980,0.738449357991,0.701104923126,0.775793792856
1990,0.709524992071,0.684096017595,0.734953966546
2000,0.730188406187,0.69911662282,0.761260189553
