episode,W_mean
1,0.0
2,0.0
3,0.0
4,0.0
5,0.08555701387991747
6,0.08555701387991747
7,0.08555701387991747
8,0.08555701387991747
9,0.04415478813870987
10,0.04415478813870987
11,0.04415478813870987
12,0.04415478813870987
13,0.02943652542580658
14,0.02943652542580658
15,0.02943652542580658
16,0.02943652542580658
17,0.02943652542580658
18,0.02943652542580658
19,0.024097999288080898
20,0.024097999288080898
21,0.024097999288080898
22,0.024097999288080898
23,0.024097999288080898
24,0.024097999288080898
25,0.024097999288080898
26,0.024097999288080898
27,0.024097999288080898
28,0.024097999288080898
29,0.025088219628374236
30,0.025088219628374236
31,0.025088219628374236
32,0.025088219628374236
33,0.025088219628374236
34,0.025088219628374236
35,0.0249467595797609
36,0.02012715972214472
37,0.02012715972214472
38,0.020197690450121052
39,0.020197690450121052
40,0.020197690450121052
41,0.016984623878376934
42,0.014689576327131132
43,0.014689576327131132
44,0.015039962684261205
45,0.015039962684261205
46,0.015039962684261205
47,0.015039962684261205
48,0.014937819237632724
49,0.014856104480329937
50,0.014856104480329937
51,0.014856104480329937
52,0.014856104480329937
53,0.013287140962040507
54,0.013287140962040507
55,0.013287140962040507
56,0.013287140962040507
57,0.013287140962040507
58,0.012031970147408963
59,0.012031970147408963
60,0.011005012208164973
61,0.01104278216240409
62,0.01104278216240409
63,0.01104278216240409
64,0.01104278216240409
65,0.011255664091877336
66,0.011255664091877336
67,0.010449320913268632
68,0.010449320913268632
69,0.010449320913268632
70,0.01038488734910495
71,0.01038488734910495
72,0.009693736053154633
73,0.009094738263331023
74,0.009094738263331023
75,0.008570615197235365
76,0.008570615197235365
77,0.008516094489096866
78,0.008516094489096866
79,0.008516094489096866
80,0.008516094489096866
81,0.008516094489096866
82,0.008516094489096866
83,0.008516094489096866
84,0.008516094489096866
85,0.008516094489096866
86,0.00846936245354958
87,0.00846936245354958
88,0.00846936245354958
89,0.00846936245354958
90,0.00846936245354958
91,0.00888675221808136
92,0.008846251120607046
93,0.009182145287927023
94,0.009182145287927023
95,0.009182145287927023
96,0.008722187745928875
97,0.008722187745928875
98,0.008722187745928875
99,0.008832914814540441
100,0.008832914814540441
101,0.008779802489131006
102,0.008779802489131006
103,0.008779802489131006
104,0.009482542559300332
105,0.009482542559300332
106,0.009482542559300332
107,0.013142543871324526
108,0.012746043607195523
109,0.012746043607195523
110,0.012746043607195523
111,0.012746043607195523
112,0.012746043607195523
113,0.012746043607195523
114,0.012746043607195523
115,0.012746043607195523
116,0.012387305272983568
117,0.01210576671052017
118,0.011779640952145662
119,0.013205257181856856
120,0.013205257181856856
121,0.016266195236910058
122,0.01649844135110834
123,0.01649844135110834
124,0.01649844135110834
125,0.016222349835665315
126,0.016216820798098275
127,0.019163535690261444
128,0.018843609064656135
129,0.018843609064656135
130,0.018843609064656135
131,0.01961292925632564
132,0.01961292925632564
133,0.019300056693133158
134,0.019300056693133158
135,0.01900953217016871
136,0.018739043821201815
