"episode","steps_mean","steps_lower","steps_upper","reward_mean","reward_lower","reward_upper","effort_mean","effort_lower","effort_upper"
0,91.286,90.5058543046,92.0661456954,0.098,0.0872737247066,0.108726275293,0.0,0.0,0.0
1,91.18,90.582675876,91.777324124,0.1,0.0918800898536,0.108119910146,92.06,85.0428729666,99.0771270334
2,91.762,90.9297212909,92.5942787091,0.094,0.0850865722841,0.102913427716,190.14,182.290518098,197.989481902
3,91.026,90.4654376643,91.5865623357,0.11,0.0996491049288,0.120350895071,285.54,276.427917657,294.652082343
4,91.57,90.7625434212,92.3774565788,0.096,0.0861217029625,0.105878297038,381.14,371.088185832,391.191814168
5,91.378,90.6849170321,92.0710829679,0.098,0.0909914308961,0.105008569104,477.64,466.016360679,489.263639321
6,91.382,90.5870634923,92.1769365077,0.098,0.0872737247066,0.108726275293,573.7,561.303866088,586.096133912
7,91.084,90.4722424992,91.6957575008,0.098,0.0909914308961,0.105008569104,669.64,656.467118045,682.812881955
8,91.068,90.3778210117,91.7581789883,0.1,0.0918800898536,0.108119910146,766.46,752.18312772,780.73687228
9,91.38,90.4765528015,92.2834471985,0.098,0.0858336754908,0.110166324509,862.74,847.13742732,878.34257268
10,91.626,90.7701905533,92.4818094467,0.096,0.0861217029625,0.105878297038,957.18,941.047239383,973.312760617
11,91.396,90.5980982783,92.1939017217,0.096,0.087961699062,0.104038300938,1052.9,1036.78384482,1069.01615518
12,91.118,90.5206844306,91.7153155694,0.098,0.0909914308961,0.105008569104,1147.76,1129.03867065,1166.48132935
13,91.308,90.5955770192,92.0204229808,0.094,0.0871821760617,0.100817823938,1247.76,1229.03867065,1266.48132935
14,91.254,90.5764322988,91.9315677012,0.096,0.087961699062,0.104038300938,1347.76,1329.03867065,1366.48132935
15,91.278,90.6351335807,91.9208664193,0.1,0.0942583564729,0.105741643527,1444.5,1424.8940528,1464.1059472
16,91.092,90.2902058466,91.8937941534,0.098,0.0872737247066,0.108726275293,1539.1,1519.94852015,1558.25147985
17,90.936,90.2733247853,91.5986752147,0.102,0.0929398393349,0.111060160665,1639.1,1619.94852015,1658.25147985
18,90.922,90.1996864111,91.6443135889,0.098,0.0909914308961,0.105008569104,1735.76,1716.59489962,1754.92510038
19,90.898,90.0633757295,91.7326242705,0.1,0.0885167129458,0.111483287054,1834.0,1814.06417361,1853.93582639
20,91.42,90.5373728636,92.3026271364,0.098,0.0872737247066,0.108726275293,1927.62,1907.14809049,1948.09190951
21,91.682,90.8036469463,92.5603530537,0.094,0.0833973746629,0.104602625337,2027.62,2007.14809049,2048.09190951
22,91.39,90.5089757171,92.2710242829,0.098,0.0872737247066,0.108726275293,2127.62,2107.14809049,2148.09190951
23,90.792,90.1551991853,91.4288008147,0.104,0.0941217029625,0.113878297038,2227.62,2207.14809049,2248.09190951
24,91.124,90.528014083,91.719985917,0.096,0.0903743612294,0.101625638771,2323.82,2302.87002677,2344.76997323
25,90.44,89.8038683909,91.0761316091,0.106,0.0953973746629,0.116602625337,2419.08,2396.99437877,2441.16562123
26,91.282,90.3987065973,92.1652934027,0.094,0.0833973746629,0.104602625337,2516.04,2493.8396578,2538.2403422
27,91.098,90.4026329208,91.7933670792,0.096,0.0903743612294,0.101625638771,2611.66,2589.62715011,2633.69284989
28,90.488,90.198024832,90.777975168,0.104,0.0983743612294,0.109625638771,2708.6,2686.24988279,2730.95011721
29,91.358,90.6610086983,92.0549913017,0.098,0.0909914308961,0.105008569104,2806.88,2784.23537429,2829.52462571
30,90.386,89.8928195582,90.8791804418,0.104,0.095961699062,0.112038300938,2906.58,2884.02921792,2929.13078208
31,91.266,90.4261168673,92.1058831327,0.098,0.0872737247066,0.108726275293,2997.42,2974.15443179,3020.68556821
32,90.562,89.9696390589,91.1543609411,0.108,0.0983240103393,0.117675989661,3092.22,3068.64607512,3115.79392488
33,91.15,90.4114396025,91.8885603975,0.096,0.0903743612294,0.101625638771,3191.36,3167.76353832,3214.95646168
34,90.368,89.9206511646,90.8153488354,0.11,0.101387534709,0.118612465291,3285.72,3259.7094017,3311.7305983
35,90.322,89.9772961857,90.6667038143,0.11,0.101387534709,0.118612465291,3378.48,3349.80411224,3407.15588776
36,90.974,90.2854141448,91.6625858552,0.098,0.0909914308961,0.105008569104,3474.84,3444.97559527,3504.70440473
37,90.798,90.1661454993,91.4298545007,0.102,0.0929398393349,0.111060160665,3572.86,3543.12510357,3602.59489643
38,90.726,90.1510664952,91.3009335048,0.1,0.0918800898536,0.108119910146,3666.86,3636.48817049,3697.23182951
39,90.682,90.0961359628,91.2678640372,0.108,0.0983240103393,0.117675989661,3759.98,3729.63833435,3790.32166565
40,90.384,89.6853488506,91.0826511494,0.108,0.0983240103393,0.117675989661,3854.66,3822.56870103,3886.75129897
41,90.384,90.1773518762,90.5906481238,0.102,0.097980849531,0.106019150469,3948.0,3914.15896542,3981.84103458
42,90.398,89.7882090743,91.0077909257,0.108,0.0983240103393,0.117675989661,4043.18,4009.62390323,4076.73609677
43,90.388,89.4844134218,91.2915865782,0.11,0.0968442419618,0.123155758038,4132.44,4098.22210902,4166.65789098
44,90.632,89.8654004915,91.3985995085,0.102,0.0912737247066,0.112726275293,4226.12,4191.0229792,4261.2170208
45,90.178,90.0829086063,90.2730913937,0.104,0.0983743612294,0.109625638771,4320.68,4284.91484021,4356.44515979
46,90.21,89.9283520471,90.4916479529,0.108,0.100211655791,0.115788344209,4413.06,4376.25703195,4449.86296805
47,90.4,90.0672817895,90.7327182105,0.102,0.097980849531,0.106019150469,4510.6,4473.73435599,4547.46564401
48,90.802,90.1630118238,91.4409881762,0.102,0.0929398393349,0.111060160665,4607.56,4570.68679334,4644.43320666
49,90.202,89.6834850825,90.7205149175,0.108,0.0983240103393,0.117675989661,4705.8,4668.49393905,4743.10606095
50,90.41,89.9006010109,90.9193989891,0.106,0.0991821760617,0.112817823938,4804.0,4767.29567084,4840.70432916
51,90.186,89.8489009743,90.5230990257,0.106,0.0991821760617,0.112817823938,4903.02,4866.43025365,4939.60974635
52,90.468,89.828342772,91.107657228,0.106,0.0953973746629,0.116602625337,4997.98,4960.95959893,5035.00040107
53,90.17,89.7970030206,90.5429969794,0.108,0.100211655791,0.115788344209,5089.26,5052.07401132,5126.44598868
54,90.102,89.7281096577,90.4758903423,0.11,0.101387534709,0.118612465291,5187.94,5151.11974792,5224.76025208
55,90.666,89.9550646533,91.3769353467,0.098,0.0889398393349,0.107060160665,5285.02,5247.76157795,5322.27842205
